Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- Transformer ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2023,
        "test_year": 2024,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "d_model": 64,
        "num_layers": 2,
        "nhead": 2,
        "dropout": 0.1
    }
}
Epoch 39, train_loss 0.002051, train_ic 0.004248, train_icir 0.073385, train_ric -0.000138, train_ricir -0.001613, train_mae 0.099659, train_rmse 0.104384, train_mape 1570.111694, train_acc 0.400000, valid_loss 0.0114832095, valid_ic 0.007984, valid_icir 0.268784, valid_ric 0.006369, valid_ricir 0.091588, valid_mae 0.086559, valid_rmse 0.090489, valid_mape 1597.312256, valid_acc 0.804485, test_loss 0.011839, ic 0.004173, icir 0.085898, ric 0.000283, ricir 0.002838, prec@10 0.456612, prec@30 0.458402, test_mae 0.127387, test_rmse 0.131677, test_mape 897.246460, test_acc 0.113392
Epoch 40, train_loss 0.001977, train_ic 0.004120, train_icir 0.062959, train_ric 0.001881, train_ricir 0.026640, train_mae 0.074456, train_rmse 0.078823, train_mape 34166.644531, train_acc 0.648739, valid_loss 0.0075039100, valid_ic 0.017102, valid_icir 0.402066, valid_ric 0.024258, valid_ricir 0.408694, valid_mae 0.066108, valid_rmse 0.071361, valid_mape 1224.618164, valid_acc 0.804288, test_loss 0.008164, ic 0.007717, icir 0.136465, ric 0.010068, ricir 0.136737, prec@10 0.464463, prec@30 0.477548, test_mae 0.105230, test_rmse 0.110024, test_mape 717.311584, test_acc 0.119844
Epoch 41, train_loss 0.001914, train_ic 0.002537, train_icir 0.036945, train_ric -0.004689, train_ricir -0.056142, train_mae 0.090795, train_rmse 0.101523, train_mape 1370.759888, train_acc 0.375836, valid_loss 0.0093994581, valid_ic 0.017309, valid_icir 0.319069, valid_ric 0.013208, valid_ricir 0.167343, valid_mae 0.074334, valid_rmse 0.082344, valid_mape 1343.796143, valid_acc 0.799764, test_loss 0.010330, ic 0.003125, icir 0.042848, ric -0.003394, ricir -0.033916, prec@10 0.483471, prec@30 0.482920, test_mae 0.112515, test_rmse 0.119430, test_mape 777.602173, test_acc 0.137439
Epoch 42, train_loss 0.001930, train_ic 0.000516, train_icir 0.006212, train_ric -0.010071, train_ricir -0.091199, train_mae 0.054602, train_rmse 0.064731, train_mape 256.485992, train_acc 0.802731, valid_loss 0.0104761992, valid_ic 0.011488, valid_icir 0.161399, valid_ric -0.005474, valid_ricir -0.049298, valid_mae 0.078756, valid_rmse 0.087286, valid_mape 1430.002686, valid_acc 0.799174, test_loss 0.011270, ic -0.000631, icir -0.007183, ric -0.013719, ricir -0.102426, prec@10 0.473554, prec@30 0.470799, test_mae 0.117656, test_rmse 0.124927, test_mape 826.578064, test_acc 0.134115
Epoch 43, train_loss 0.001834, train_ic 0.000323, train_icir 0.004165, train_ric -0.007396, train_ricir -0.069049, train_mae 0.062140, train_rmse 0.066215, train_mape 782.170776, train_acc 0.853287, valid_loss 0.0075560120, valid_ic 0.009862, valid_icir 0.170978, valid_ric -0.000533, valid_ricir -0.004972, valid_mae 0.065793, valid_rmse 0.070986, valid_mape 1248.356812, valid_acc 0.804288, test_loss 0.007972, ic 0.000242, icir 0.003105, ric -0.009827, ricir -0.077194, prec@10 0.456612, prec@30 0.470937, test_mae 0.105490, test_rmse 0.110811, test_mape 728.198120, test_acc 0.118084
Epoch 44, train_loss 0.001888, train_ic 0.001335, train_icir 0.020383, train_ric -0.003340, train_ricir -0.040055, train_mae 0.071626, train_rmse 0.078393, train_mape 1411.645996, train_acc 0.387977, valid_loss 0.0056461188, valid_ic 0.013631, valid_icir 0.293096, valid_ric 0.012878, valid_ricir 0.171879, valid_mae 0.053442, valid_rmse 0.059474, valid_mape 1028.965332, valid_acc 0.803501, test_loss 0.006289, ic 0.003159, icir 0.047238, ric -0.000960, ricir -0.009693, prec@10 0.481818, prec@30 0.477824, test_mae 0.092728, test_rmse 0.098154, test_mape 622.076965, test_acc 0.121017
Epoch 45, train_loss 0.001795, train_ic 0.000786, train_icir 0.010387, train_ric -0.008054, train_ricir -0.078049, train_mae 0.038611, train_rmse 0.043801, train_mape 697.143738, train_acc 0.703057, valid_loss 0.0043692162, valid_ic 0.006985, valid_icir 0.122478, valid_ric -0.004458, valid_ricir -0.046169, valid_mae 0.042891, valid_rmse 0.050570, valid_mape 891.071533, valid_acc 0.800354, test_loss 0.004905, ic -0.000109, icir -0.001385, ric -0.011123, ricir -0.090306, prec@10 0.472314, prec@30 0.461708, test_mae 0.081659, test_rmse 0.088301, test_mape 538.984619, test_acc 0.129423
Epoch 46, train_loss 0.001848, train_ic 0.002193, train_icir 0.033069, train_ric 0.003558, train_ricir 0.049393, train_mae 0.063380, train_rmse 0.066216, train_mape 1174.656738, train_acc 0.736403, valid_loss 0.0059904495, valid_ic 0.015209, valid_icir 0.349994, valid_ric 0.027946, valid_ricir 0.430793, valid_mae 0.057171, valid_rmse 0.061923, valid_mape 1061.375244, valid_acc 0.805271, test_loss 0.006676, ic 0.007039, icir 0.113563, ric 0.011712, ricir 0.130258, prec@10 0.460331, prec@30 0.470799, test_mae 0.096400, test_rmse 0.100855, test_mape 643.416260, test_acc 0.114956
Epoch 47, train_loss 0.001795, train_ic 0.001964, train_icir 0.033554, train_ric 0.002567, train_ricir 0.037927, train_mae 0.052126, train_rmse 0.056728, train_mape 772.764160, train_acc 0.399625, valid_loss 0.0032437544, valid_ic 0.012534, valid_icir 0.430119, valid_ric 0.022193, valid_ricir 0.422815, valid_mae 0.035881, valid_rmse 0.041833, valid_mape 726.975220, valid_acc 0.805075, test_loss 0.003807, ic 0.005671, icir 0.117531, ric 0.009896, ricir 0.126562, prec@10 0.461570, prec@30 0.474105, test_mae 0.074444, test_rmse 0.079549, test_mape 474.499176, test_acc 0.113392
Epoch 48, train_loss 0.001719, train_ic 0.002463, train_icir 0.042865, train_ric 0.001983, train_ricir 0.030520, train_mae 0.025924, train_rmse 0.029547, train_mape 676.082092, train_acc 0.705882, valid_loss 0.0019256590, valid_ic 0.011276, valid_icir 0.418723, valid_ric 0.023204, valid_ricir 0.436437, valid_mae 0.022741, valid_rmse 0.031475, valid_mape 462.292145, valid_acc 0.804288, test_loss 0.002514, ic 0.006394, icir 0.145568, ric 0.011144, ricir 0.153390, prec@10 0.457851, prec@30 0.462121, test_mae 0.056909, test_rmse 0.063471, test_mape 330.215454, test_acc 0.119648
Epoch 49, train_loss 0.001751, train_ic 0.004679, train_icir 0.072610, train_ric 0.009545, train_ricir 0.128281, train_mae 0.056468, train_rmse 0.060860, train_mape 1093.526978, train_acc 0.419218, valid_loss 0.0039155450, valid_ic 0.013176, valid_icir 0.428721, valid_ric 0.027321, valid_ricir 0.402844, valid_mae 0.042243, valid_rmse 0.047966, valid_mape 842.571472, valid_acc 0.804878, test_loss 0.004542, ic 0.008984, icir 0.197637, ric 0.020198, ricir 0.245249, prec@10 0.456612, prec@30 0.461019, test_mae 0.080672, test_rmse 0.085482, test_mape 522.080505, test_acc 0.113196
Epoch 50, train_loss 0.001699, train_ic 0.002780, train_icir 0.038506, train_ric 0.003369, train_ricir 0.046287, train_mae 0.094491, train_rmse 0.103351, train_mape 933.070007, train_acc 0.230101, valid_loss 0.0067012315, valid_ic 0.019184, valid_icir 0.364958, valid_ric 0.029041, valid_ricir 0.449335, valid_mae 0.061325, valid_rmse 0.066892, valid_mape 1124.456055, valid_acc 0.802714, test_loss 0.007460, ic 0.008337, icir 0.118107, ric 0.013581, ricir 0.159255, prec@10 0.465702, prec@30 0.483196, test_mae 0.099808, test_rmse 0.105104, test_mape 670.584412, test_acc 0.123754
Epoch 51, train_loss 0.001721, train_ic -0.000469, train_icir -0.008335, train_ric 0.002851, train_ricir 0.036000, train_mae 0.053892, train_rmse 0.062861, train_mape 976.047485, train_acc 0.711037, valid_loss 0.0050887172, valid_ic 0.003917, valid_icir 0.111151, valid_ric 0.007933, valid_ricir 0.109281, valid_mae 0.049920, valid_rmse 0.054748, valid_mape 1022.049988, valid_acc 0.805075, test_loss 0.005432, ic 0.002696, icir 0.057037, ric 0.008153, ricir 0.091819, prec@10 0.458264, prec@30 0.461157, test_mae 0.090070, test_rmse 0.094970, test_mape 604.463806, test_acc 0.113392
Epoch 52, train_loss 0.001734, train_ic -0.001315, train_icir -0.019533, train_ric -0.015095, train_ricir -0.158491, train_mae 0.071977, train_rmse 0.073889, train_mape 2091.518311, train_acc 0.640381, valid_loss 0.0069173151, valid_ic 0.001893, valid_icir 0.075377, valid_ric -0.018625, valid_ricir -0.243531, valid_mae 0.063218, valid_rmse 0.066767, valid_mape 1196.015869, valid_acc 0.804878, test_loss 0.007461, ic -0.001250, icir -0.035335, ric -0.020840, ricir -0.201593, prec@10 0.453719, prec@30 0.451377, test_mae 0.102765, test_rmse 0.106626, test_mape 703.064331, test_acc 0.113392
Epoch 53, train_loss 0.001668, train_ic -0.000475, train_icir -0.009292, train_ric -0.003177, train_ricir -0.047056, train_mae 0.085990, train_rmse 0.093197, train_mape 731.192993, train_acc 0.259073, valid_loss 0.0055185363, valid_ic 0.004321, valid_icir 0.171730, valid_ric -0.000337, valid_ricir -0.006643, valid_mae 0.053718, valid_rmse 0.057884, valid_mape 1053.809692, valid_acc 0.805271, test_loss 0.006006, ic 0.001685, icir 0.042829, ric -0.003243, ricir -0.040853, prec@10 0.464876, prec@30 0.465702, test_mae 0.093736, test_rmse 0.098021, test_mape 632.787964, test_acc 0.113392
Epoch 54, train_loss 0.001656, train_ic 0.001304, train_icir 0.017527, train_ric -0.009496, train_ricir -0.098853, train_mae 0.046145, train_rmse 0.061669, train_mape 744.683472, train_acc 0.549483, valid_loss 0.0032409784, valid_ic 0.011241, valid_icir 0.191529, valid_ric -0.001639, valid_ricir -0.018156, valid_mae 0.034475, valid_rmse 0.042576, valid_mape 686.981567, valid_acc 0.799371, test_loss 0.003998, ic 0.000471, icir 0.006032, ric -0.012586, ricir -0.107419, prec@10 0.452479, prec@30 0.459917, test_mae 0.071795, test_rmse 0.078096, test_mape 456.211273, test_acc 0.136461
Epoch 55, train_loss 0.001681, train_ic -0.001141, train_icir -0.021438, train_ric -0.000383, train_ricir -0.007058, train_mae 0.095768, train_rmse 0.101287, train_mape 1310.581055, train_acc 0.862590, valid_loss 0.0139715557, valid_ic -0.001102, valid_icir -0.039064, valid_ric -0.000958, valid_ricir -0.033733, valid_mae 0.097576, valid_rmse 0.100870, valid_mape 1807.735474, valid_acc 0.805075, test_loss 0.014248, ic -0.000591, icir -0.013892, ric -0.000083, ricir -0.001359, prec@10 0.462810, prec@30 0.464601, test_mae 0.138195, test_rmse 0.142105, test_mape 985.137390, test_acc 0.113001
Epoch 56, train_loss 0.001688, train_ic 0.002546, train_icir 0.046818, train_ric -0.001790, train_ricir -0.028292, train_mae 0.113689, train_rmse 0.118237, train_mape 510.041229, train_acc 0.075517, valid_loss 0.0072878124, valid_ic 0.010973, valid_icir 0.347332, valid_ric 0.014982, valid_ricir 0.312711, valid_mae 0.065935, valid_rmse 0.069837, valid_mape 1237.452759, valid_acc 0.805468, test_loss 0.007877, ic 0.004198, icir 0.079964, ric 0.003464, ricir 0.045548, prec@10 0.451653, prec@30 0.462810, test_mae 0.105471, test_rmse 0.109544, test_mape 720.838074, test_acc 0.113392
Epoch 57, train_loss 0.001704, train_ic 0.002438, train_icir 0.038188, train_ric 0.001002, train_ricir 0.013316, train_mae 0.069753, train_rmse 0.079457, train_mape 1251.065308, train_acc 0.537931, valid_loss 0.0061151866, valid_ic 0.015334, valid_icir 0.343585, valid_ric 0.021990, valid_ricir 0.334236, valid_mae 0.057618, valid_rmse 0.062767, valid_mape 1085.628418, valid_acc 0.804485, test_loss 0.006786, ic 0.004339, icir 0.066740, ric 0.005879, ricir 0.064007, prec@10 0.476860, prec@30 0.494490, test_mae 0.096970, test_rmse 0.101882, test_mape 653.903992, test_acc 0.117693
Epoch 58, train_loss 0.001632, train_ic -0.003786, train_icir -0.048490, train_ric -0.016281, train_ricir -0.124713, train_mae 0.071065, train_rmse 0.076133, train_mape 1165.838013, train_acc 0.299476, valid_loss 0.0054804179, valid_ic -0.007278, valid_icir -0.154182, valid_ric -0.033540, valid_ricir -0.242954, valid_mae 0.052559, valid_rmse 0.057887, valid_mape 1057.005493, valid_acc 0.805075, test_loss 0.005790, ic -0.007059, icir -0.111627, ric -0.029510, ricir -0.179251, prec@10 0.456198, prec@30 0.466804, test_mae 0.092145, test_rmse 0.097532, test_mape 627.767334, test_acc 0.113196
Epoch 59, train_loss 0.001621, train_ic 0.004206, train_icir 0.065322, train_ric -0.000474, train_ricir -0.006630, train_mae 0.049424, train_rmse 0.054104, train_mape 951.953491, train_acc 0.443364, valid_loss 0.0034112303, valid_ic 0.017971, valid_icir 0.376868, valid_ric 0.019763, valid_ricir 0.321782, valid_mae 0.037449, valid_rmse 0.045248, valid_mape 723.602112, valid_acc 0.797207, test_loss 0.004230, ic 0.004671, icir 0.070205, ric 0.003362, ricir 0.040210, prec@10 0.471901, prec@30 0.470523, test_mae 0.073275, test_rmse 0.079737, test_mape 463.431946, test_acc 0.144868
Epoch 60, train_loss 0.001620, train_ic 0.001302, train_icir 0.015962, train_ric -0.012369, train_ricir -0.106537, train_mae 0.030957, train_rmse 0.042786, train_mape 531.051636, train_acc 0.487759, valid_loss 0.0018747648, valid_ic 0.011927, valid_icir 0.174735, valid_ric -0.012246, valid_ricir -0.103537, valid_mae 0.021841, valid_rmse 0.034972, valid_mape 414.851624, valid_acc 0.749803, test_loss 0.002755, ic -0.000892, icir -0.010450, ric -0.019346, ricir -0.136023, prec@10 0.470248, prec@30 0.463912, test_mae 0.049827, test_rmse 0.058375, test_mape 292.145081, test_acc 0.225220
Epoch 61, train_loss 0.001652, train_ic 0.000402, train_icir 0.004656, train_ric -0.009990, train_ricir -0.079859, train_mae 0.080925, train_rmse 0.085733, train_mape 1162.213013, train_acc 0.283833, valid_loss 0.0071353600, valid_ic 0.007988, valid_icir 0.117164, valid_ric -0.013616, valid_ricir -0.106538, valid_mae 0.063853, valid_rmse 0.068503, valid_mape 1205.759766, valid_acc 0.805468, test_loss 0.007576, ic -0.001930, icir -0.022041, ric -0.018492, ricir -0.122103, prec@10 0.453719, prec@30 0.456336, test_mae 0.103505, test_rmse 0.108578, test_mape 713.412720, test_acc 0.116520
Epoch 62, train_loss 0.001559, train_ic 0.000679, train_icir 0.009942, train_ric -0.005257, train_ricir -0.055999, train_mae 0.048466, train_rmse 0.052037, train_mape 1020.389954, train_acc 0.697876, valid_loss 0.0045183087, valid_ic 0.010500, valid_icir 0.240041, valid_ric 0.002682, valid_ricir 0.028895, valid_mae 0.047163, valid_rmse 0.051617, valid_mape 916.863281, valid_acc 0.804485, test_loss 0.005076, ic 0.001398, icir 0.022685, ric -0.007927, ricir -0.070568, prec@10 0.451240, prec@30 0.461019, test_mae 0.086275, test_rmse 0.090908, test_mape 572.488953, test_acc 0.113587
Epoch 63, train_loss 0.001606, train_ic 0.001015, train_icir 0.015967, train_ric 0.001945, train_ricir 0.019261, train_mae 0.111665, train_rmse 0.116761, train_mape 319.404572, train_acc 0.036102, valid_loss 0.0044684664, valid_ic 0.005243, valid_icir 0.123919, valid_ric 0.013025, valid_ricir 0.110846, valid_mae 0.046895, valid_rmse 0.051499, valid_mape 892.049438, valid_acc 0.804878, test_loss 0.005185, ic 0.002908, icir 0.051135, ric 0.010686, ricir 0.080438, prec@10 0.526446, prec@30 0.480303, test_mae 0.085594, test_rmse 0.089810, test_mape 560.419495, test_acc 0.115152
Epoch 64, train_loss 0.001528, train_ic 0.000651, train_icir 0.007286, train_ric -0.012280, train_ricir -0.097722, train_mae 0.036012, train_rmse 0.042012, train_mape 545.447998, train_acc 0.783115, valid_loss 0.0040621229, valid_ic 0.008702, valid_icir 0.113626, valid_ric -0.018140, valid_ricir -0.140996, valid_mae 0.040409, valid_rmse 0.049754, valid_mape 794.634155, valid_acc 0.793273, test_loss 0.004934, ic -0.002043, icir -0.021933, ric -0.021507, ricir -0.140755, prec@10 0.459504, prec@30 0.460468, test_mae 0.077443, test_rmse 0.084550, test_mape 506.405701, test_acc 0.152297
Epoch 65, train_loss 0.001581, train_ic 0.003040, train_icir 0.048631, train_ric 0.002545, train_ricir 0.036057, train_mae 0.029285, train_rmse 0.033054, train_mape 668.669250, train_acc 0.631012, valid_loss 0.0019996178, valid_ic 0.016413, valid_icir 0.382792, valid_ric 0.022796, valid_ricir 0.390415, valid_mae 0.024117, valid_rmse 0.032132, valid_mape 497.314606, valid_acc 0.796420, test_loss 0.002695, ic 0.005363, icir 0.088494, ric 0.008886, ricir 0.108492, prec@10 0.493802, prec@30 0.495592, test_mae 0.058558, test_rmse 0.064728, test_mape 350.423035, test_acc 0.146823
Epoch 66, train_loss 0.001560, train_ic 0.002318, train_icir 0.031812, train_ric -0.008837, train_ricir -0.091197, train_mae 0.063951, train_rmse 0.071367, train_mape 875.605957, train_acc 0.273424, valid_loss 0.0040955180, valid_ic 0.011257, valid_icir 0.193187, valid_ric -0.008533, valid_ricir -0.088387, valid_mae 0.042782, valid_rmse 0.049105, valid_mape 835.075562, valid_acc 0.802124, test_loss 0.004758, ic 0.000487, icir 0.006435, ric -0.013428, ricir -0.115647, prec@10 0.459917, prec@30 0.462534, test_mae 0.080860, test_rmse 0.086579, test_mape 530.770996, test_acc 0.126882
Epoch 67, train_loss 0.001570, train_ic 0.004407, train_icir 0.072475, train_ric 0.009666, train_ricir 0.125266, train_mae 0.036634, train_rmse 0.040490, train_mape 906.069946, train_acc 0.512346, valid_loss 0.0022279709, valid_ic 0.007735, valid_icir 0.275170, valid_ric 0.022463, valid_ricir 0.296250, valid_mae 0.027245, valid_rmse 0.033406, valid_mape 567.112366, valid_acc 0.803698, test_loss 0.002837, ic 0.007287, icir 0.176022, ric 0.021314, ricir 0.242236, prec@10 0.462397, prec@30 0.461708, test_mae 0.063759, test_rmse 0.068731, test_mape 388.633362, test_acc 0.117889
Epoch 68, train_loss 0.001510, train_ic 0.000189, train_icir 0.002677, train_ric 0.011472, train_ricir 0.103799, train_mae 0.046705, train_rmse 0.049716, train_mape 847.907471, train_acc 0.805907, valid_loss 0.0045274314, valid_ic -0.000913, valid_icir -0.025581, valid_ric 0.011012, valid_ricir 0.099312, valid_mae 0.047222, valid_rmse 0.052024, valid_mape 923.325073, valid_acc 0.805271, test_loss 0.005210, ic 0.004054, icir 0.075095, ric 0.020685, ricir 0.143995, prec@10 0.611157, prec@30 0.575069, test_mae 0.086176, test_rmse 0.090141, test_mape 566.169861, test_acc 0.112414
Epoch 69, train_loss 0.001507, train_ic 0.003212, train_icir 0.058638, train_ric 0.003389, train_ricir 0.054062, train_mae 0.044443, train_rmse 0.051880, train_mape 10189.958984, train_acc 0.488114, valid_loss 0.0027937861, valid_ic 0.009192, valid_icir 0.381141, valid_ric 0.018978, valid_ricir 0.427890, valid_mae 0.032377, valid_rmse 0.038064, valid_mape 669.597961, valid_acc 0.805075, test_loss 0.003370, ic 0.005251, icir 0.128067, ric 0.010172, ricir 0.154423, prec@10 0.466116, prec@30 0.461157, test_mae 0.070415, test_rmse 0.075340, test_mape 442.072479, test_acc 0.112805
Epoch 70, train_loss 0.001504, train_ic 0.003951, train_icir 0.068528, train_ric 0.006784, train_ricir 0.108083, train_mae 0.061508, train_rmse 0.067942, train_mape 204.541992, train_acc 0.147121, valid_loss 0.0014059985, valid_ic 0.011927, valid_icir 0.406935, valid_ric 0.023658, valid_ricir 0.463059, valid_mae 0.018467, valid_rmse 0.026251, valid_mape 353.961090, valid_acc 0.803895, test_loss 0.002031, ic 0.007394, icir 0.169209, ric 0.016945, ricir 0.251338, prec@10 0.472314, prec@30 0.468044, test_mae 0.051319, test_rmse 0.057032, test_mape 285.129730, test_acc 0.121603
Epoch 71, train_loss 0.001621, train_ic -0.001257, train_icir -0.018020, train_ric -0.008505, train_ricir -0.083648, train_mae 0.039961, train_rmse 0.043460, train_mape 297.448364, train_acc 0.878487, valid_loss 0.0059170749, valid_ic -0.004529, valid_icir -0.091359, valid_ric -0.016814, valid_ricir -0.165890, valid_mae 0.053449, valid_rmse 0.060259, valid_mape 1104.465576, valid_acc 0.805271, test_loss 0.006066, ic -0.002843, icir -0.044547, ric -0.012811, ricir -0.105104, prec@10 0.466529, prec@30 0.457576, test_mae 0.093235, test_rmse 0.099774, test_mape 638.056396, test_acc 0.112414
Epoch 72, train_loss 0.001520, train_ic 0.001742, train_icir 0.046662, train_ric 0.007901, train_ricir 0.133977, train_mae 0.025233, train_rmse 0.036379, train_mape 254.560120, train_acc 0.920642, valid_loss 0.0026961676, valid_ic -0.001356, valid_icir -0.071255, valid_ric 0.007605, valid_ricir 0.125963, valid_mae 0.031384, valid_rmse 0.037251, valid_mape 662.426941, valid_acc 0.805271, test_loss 0.003242, ic 0.002591, icir 0.128662, ric 0.016445, ricir 0.222747, prec@10 0.454132, prec@30 0.462397, test_mae 0.069164, test_rmse 0.073994, test_mape 434.801331, test_acc 0.112219
Epoch 73, train_loss 0.001460, train_ic 0.000988, train_icir 0.011038, train_ric -0.010663, train_ricir -0.081139, train_mae 0.044031, train_rmse 0.053613, train_mape 805.551025, train_acc 0.599122, valid_loss 0.0029281781, valid_ic 0.000459, valid_icir 0.007103, valid_ric -0.021540, valid_ricir -0.156010, valid_mae 0.032501, valid_rmse 0.038646, valid_mape 690.932495, valid_acc 0.805665, test_loss 0.003370, ic -0.003028, icir -0.036441, ric -0.021372, ricir -0.130682, prec@10 0.446694, prec@30 0.462121, test_mae 0.070995, test_rmse 0.076705, test_mape 455.453308, test_acc 0.112610
Epoch 74, train_loss 0.001501, train_ic -0.000098, train_icir -0.001030, train_ric -0.012523, train_ricir -0.091245, train_mae 0.065301, train_rmse 0.071039, train_mape 670.574646, train_acc 0.211423, valid_loss 0.0035757265, valid_ic 0.002407, valid_icir 0.033472, valid_ric -0.023864, valid_ricir -0.166669, valid_mae 0.038618, valid_rmse 0.044084, valid_mape 797.643372, valid_acc 0.805665, test_loss 0.004016, ic -0.003273, icir -0.035821, ric -0.022034, ricir -0.129682, prec@10 0.466942, prec@30 0.465840, test_mae 0.077549, test_rmse 0.083039, test_mape 507.750854, test_acc 0.113196
Epoch 75, train_loss 0.001492, train_ic 0.000799, train_icir 0.009664, train_ric 0.014064, train_ricir 0.136828, train_mae 0.040349, train_rmse 0.043704, train_mape 906.629150, train_acc 0.726174, valid_loss 0.0035096511, valid_ic -0.002007, valid_icir -0.047284, valid_ric 0.009563, valid_ricir 0.103735, valid_mae 0.038896, valid_rmse 0.044949, valid_mape 774.549927, valid_acc 0.805075, test_loss 0.004277, ic 0.004638, icir 0.065000, ric 0.019205, ricir 0.146382, prec@10 0.640909, prec@30 0.593113, test_mae 0.078113, test_rmse 0.082648, test_mape 500.480652, test_acc 0.112610
Epoch 76, train_loss 0.001656, train_ic -0.003216, train_icir -0.041232, train_ric -0.011416, train_ricir -0.090440, train_mae 0.056986, train_rmse 0.060045, train_mape 1115.484253, train_acc 0.487450, valid_loss 0.0045607661, valid_ic -0.001329, valid_icir -0.033525, valid_ric -0.020497, valid_ricir -0.153512, valid_mae 0.047838, valid_rmse 0.051874, valid_mape 953.523438, valid_acc 0.805468, test_loss 0.005047, ic -0.003048, icir -0.061932, ric -0.021424, ricir -0.136535, prec@10 0.450000, prec@30 0.459642, test_mae 0.087010, test_rmse 0.091275, test_mape 579.487854, test_acc 0.112219
Epoch 77, train_loss 0.001476, train_ic 0.002704, train_icir 0.044855, train_ric -0.005023, train_ricir -0.068541, train_mae 0.056205, train_rmse 0.062234, train_mape 570.693909, train_acc 0.187865, valid_loss 0.0023476273, valid_ic 0.008702, valid_icir 0.207462, valid_ric 0.001268, valid_ricir 0.021876, valid_mae 0.027781, valid_rmse 0.034261, valid_mape 589.268372, valid_acc 0.804485, test_loss 0.002972, ic 0.002672, icir 0.043833, ric -0.002835, ricir -0.034204, prec@10 0.461983, prec@30 0.461157, test_mae 0.065136, test_rmse 0.070506, test_mape 400.725647, test_acc 0.118084
Epoch 78, train_loss 0.001462, train_ic 0.003305, train_icir 0.064540, train_ric -0.002503, train_ricir -0.037023, train_mae 0.028277, train_rmse 0.031485, train_mape 785.368469, train_acc 0.724378, valid_loss 0.0019633759, valid_ic 0.007415, valid_icir 0.254199, valid_ric 0.001689, valid_ricir 0.031646, valid_mae 0.024385, valid_rmse 0.030710, valid_mape 515.031128, valid_acc 0.805665, test_loss 0.002555, ic 0.003115, icir 0.074804, ric 0.001704, ricir 0.023307, prec@10 0.472727, prec@30 0.464325, test_mae 0.060834, test_rmse 0.065999, test_mape 365.354614, test_acc 0.112805
Epoch 79, train_loss 0.001483, train_ic 0.006127, train_icir 0.064010, train_ric 0.010235, train_ricir 0.101796, train_mae 0.049373, train_rmse 0.058662, train_mape 339.289917, train_acc 0.321481, valid_loss 0.0019193198, valid_ic 0.021252, valid_icir 0.271155, valid_ric 0.033814, valid_ricir 0.328836, valid_mae 0.026964, valid_rmse 0.034637, valid_mape 501.738983, valid_acc 0.719906, test_loss 0.002612, ic 0.014288, icir 0.147424, ric 0.024691, ricir 0.210394, prec@10 0.479339, prec@30 0.480303, test_mae 0.054599, test_rmse 0.061064, test_mape 323.283539, test_acc 0.228935
Epoch 80, train_loss 0.001815, train_ic 0.004187, train_icir 0.062297, train_ric 0.001369, train_ricir 0.017778, train_mae 0.052933, train_rmse 0.061188, train_mape 701.533386, train_acc 0.447769, valid_loss 0.0036625466, valid_ic 0.017244, valid_icir 0.382301, valid_ric 0.022344, valid_ricir 0.339946, valid_mae 0.041488, valid_rmse 0.046605, valid_mape 818.128418, valid_acc 0.802321, test_loss 0.004273, ic 0.005219, icir 0.083121, ric 0.005863, ricir 0.066537, prec@10 0.483058, prec@30 0.485399, test_mae 0.078951, test_rmse 0.083754, test_mape 513.188721, test_acc 0.123558
Epoch 81, train_loss 0.001579, train_ic 0.001348, train_icir 0.014103, train_ric -0.012876, train_ricir -0.098847, train_mae 0.063451, train_rmse 0.066610, train_mape 1641.066895, train_acc 0.421290, valid_loss 0.0050765756, valid_ic 0.004908, valid_icir 0.064533, valid_ric -0.019445, valid_ricir -0.150757, valid_mae 0.050471, valid_rmse 0.055535, valid_mape 996.982361, valid_acc 0.805665, test_loss 0.005516, ic -0.003049, icir -0.030697, ric -0.022582, ricir -0.139786, prec@10 0.455372, prec@30 0.456887, test_mae 0.090089, test_rmse 0.095469, test_mape 605.642151, test_acc 0.114956
Epoch 82, train_loss 0.001656, train_ic 0.001327, train_icir 0.015662, train_ric -0.012719, train_ricir -0.115218, train_mae 0.036148, train_rmse 0.041380, train_mape 554.059265, train_acc 0.827470, valid_loss 0.0038864588, valid_ic 0.008308, valid_icir 0.125308, valid_ric -0.010540, valid_ricir -0.097254, valid_mae 0.041298, valid_rmse 0.047119, valid_mape 827.698120, valid_acc 0.804091, test_loss 0.004410, ic -0.002679, icir -0.029442, ric -0.021006, ricir -0.149700, prec@10 0.466942, prec@30 0.457576, test_mae 0.079893, test_rmse 0.085687, test_mape 523.682800, test_acc 0.118280
