Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- Transformer ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2023,
        "test_year": 2024,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "d_model": 64,
        "num_layers": 2,
        "nhead": 2,
        "dropout": 0.1
    }
}
Epoch 83, train_loss 0.001599, train_ic 0.003404, train_icir 0.047825, train_ric -0.009391, train_ricir -0.103620, train_mae 0.102514, train_rmse 0.113259, train_mape 249.722534, train_acc 0.054730, valid_loss 0.0052137708, valid_ic 0.016609, valid_icir 0.318923, valid_ric 0.003098, valid_ricir 0.036377, valid_mae 0.052267, valid_rmse 0.057596, valid_mape 975.543762, valid_acc 0.803895, test_loss 0.005829, ic 0.002726, icir 0.038386, ric -0.011096, ricir -0.101563, prec@10 0.460331, prec@30 0.449036, test_mae 0.090143, test_rmse 0.095590, test_mape 599.700256, test_acc 0.124340
Epoch 84, train_loss 0.001482, train_ic 0.001285, train_icir 0.014141, train_ric -0.016888, train_ricir -0.130181, train_mae 0.036094, train_rmse 0.039636, train_mape 324.763977, train_acc 0.867740, valid_loss 0.0041748331, valid_ic 0.003519, valid_icir 0.053775, valid_ric -0.028065, valid_ricir -0.215519, valid_mae 0.044004, valid_rmse 0.048867, valid_mape 893.661194, valid_acc 0.805468, test_loss 0.004644, ic -0.002911, icir -0.033008, ric -0.028118, ricir -0.169415, prec@10 0.469008, prec@30 0.461708, test_mae 0.083066, test_rmse 0.088122, test_mape 549.423889, test_acc 0.112219
Epoch 85, train_loss 0.001454, train_ic 0.002858, train_icir 0.035879, train_ric -0.010439, train_ricir -0.103606, train_mae 0.023657, train_rmse 0.032295, train_mape 367.619751, train_acc 0.379915, valid_loss 0.0015017609, valid_ic 0.012955, valid_icir 0.191425, valid_ric -0.003343, valid_ricir -0.033761, valid_mae 0.019930, valid_rmse 0.035206, valid_mape 288.839111, valid_acc 0.721676, test_loss 0.002513, ic 0.000167, icir 0.001955, ric -0.014780, ricir -0.118068, prec@10 0.457438, prec@30 0.460744, test_mae 0.040569, test_rmse 0.049463, test_mape 210.747391, test_acc 0.265494
Epoch 86, train_loss 0.001498, train_ic 0.003751, train_icir 0.039617, train_ric 0.015703, train_ricir 0.111489, train_mae 0.039322, train_rmse 0.043539, train_mape 650.304138, train_acc 0.698978, valid_loss 0.0035238512, valid_ic 0.004436, valid_icir 0.093425, valid_ric 0.026150, valid_ricir 0.181153, valid_mae 0.040043, valid_rmse 0.044923, valid_mape 791.671082, valid_acc 0.805665, test_loss 0.004210, ic 0.007509, icir 0.113382, ric 0.028168, ricir 0.160376, prec@10 0.526446, prec@30 0.550689, test_mae 0.078289, test_rmse 0.082268, test_mape 501.241699, test_acc 0.112023
Epoch 87, train_loss 0.001419, train_ic 0.004613, train_icir 0.068911, train_ric -0.005689, train_ricir -0.070565, train_mae 0.021453, train_rmse 0.031036, train_mape 102.417221, train_acc 0.834945, valid_loss 0.0012207795, valid_ic 0.016051, valid_icir 0.321964, valid_ric 0.009773, valid_ricir 0.134913, valid_mae 0.016933, valid_rmse 0.028342, valid_mape 287.139282, valid_acc 0.763179, test_loss 0.001998, ic 0.003614, icir 0.053711, ric -0.003521, ricir -0.036870, prec@10 0.470248, prec@30 0.467906, test_mae 0.043039, test_rmse 0.050283, test_mape 226.154160, test_acc 0.208407
Epoch 88, train_loss 0.001425, train_ic 0.004643, train_icir 0.050591, train_ric 0.008632, train_ricir 0.086985, train_mae 0.024998, train_rmse 0.031513, train_mape 92.724190, train_acc 0.805605, valid_loss 0.0024434210, valid_ic 0.018721, valid_icir 0.251638, valid_ric 0.031854, valid_ricir 0.312404, valid_mae 0.031407, valid_rmse 0.037276, valid_mape 615.526611, valid_acc 0.780488, test_loss 0.003142, ic 0.012240, icir 0.126329, ric 0.024884, ricir 0.210645, prec@10 0.492149, prec@30 0.480579, test_mae 0.064972, test_rmse 0.070259, test_mape 398.815155, test_acc 0.160899
Epoch 89, train_loss 0.001400, train_ic -0.000208, train_icir -0.002080, train_ric -0.015713, train_ricir -0.108877, train_mae 0.033374, train_rmse 0.037254, train_mape 807.890442, train_acc 0.302993, valid_loss 0.0021457860, valid_ic -0.004230, valid_icir -0.063178, valid_ric -0.030181, valid_ricir -0.204818, valid_mae 0.022189, valid_rmse 0.032721, valid_mape 525.543091, valid_acc 0.805271, test_loss 0.002573, ic -0.005494, icir -0.060816, ric -0.028355, ricir -0.156647, prec@10 0.458678, prec@30 0.460468, test_mae 0.058521, test_rmse 0.067102, test_mape 352.970062, test_acc 0.116911
Epoch 90, train_loss 0.001586, train_ic 0.004884, train_icir 0.073856, train_ric -0.003957, train_ricir -0.051306, train_mae 0.103585, train_rmse 0.108530, train_mape 160.012726, train_acc 0.060102, valid_loss 0.0017832364, valid_ic 0.018403, valid_icir 0.400649, valid_ric 0.015093, valid_ricir 0.224284, valid_mae 0.022845, valid_rmse 0.030491, valid_mape 447.398895, valid_acc 0.795437, test_loss 0.002478, ic 0.005323, icir 0.083359, ric -0.000907, ricir -0.010403, prec@10 0.484711, prec@30 0.461295, test_mae 0.056346, test_rmse 0.062425, test_mape 327.360291, test_acc 0.144477
Epoch 91, train_loss 0.001404, train_ic 0.004892, train_icir 0.082862, train_ric -0.001246, train_ricir -0.018437, train_mae 0.025293, train_rmse 0.028589, train_mape 575.285767, train_acc 0.410210, valid_loss 0.0012489808, valid_ic 0.012802, valid_icir 0.443280, valid_ric 0.016912, valid_ricir 0.338141, valid_mae 0.017121, valid_rmse 0.025091, valid_mape 322.020264, valid_acc 0.803108, test_loss 0.001892, ic 0.005504, icir 0.121366, ric 0.005521, ricir 0.076851, prec@10 0.454132, prec@30 0.462948, test_mae 0.049036, test_rmse 0.054765, test_mape 266.478058, test_acc 0.120039
Epoch 92, train_loss 0.001379, train_ic 0.002578, train_icir 0.032919, train_ric -0.015751, train_ricir -0.125817, train_mae 0.024017, train_rmse 0.028490, train_mape 50.848145, train_acc 0.890839, valid_loss 0.0013307653, valid_ic -0.000017, valid_icir -0.000405, valid_ric -0.028329, valid_ricir -0.232171, valid_mae 0.016918, valid_rmse 0.025220, valid_mape 356.842377, valid_acc 0.806255, test_loss 0.001905, ic -0.000658, icir -0.011331, ric -0.022943, ricir -0.145368, prec@10 0.459917, prec@30 0.459504, test_mae 0.050440, test_rmse 0.056544, test_mape 283.321228, test_acc 0.113001
Epoch 93, train_loss 0.001415, train_ic 0.002809, train_icir 0.033721, train_ric -0.016452, train_ricir -0.133046, train_mae 0.048873, train_rmse 0.056949, train_mape 307.676605, train_acc 0.186582, valid_loss 0.0018185851, valid_ic 0.002087, valid_icir 0.038609, valid_ric -0.028365, valid_ricir -0.231877, valid_mae 0.022224, valid_rmse 0.029243, valid_mape 496.234741, valid_acc 0.805271, test_loss 0.002378, ic -0.001151, icir -0.015712, ric -0.022551, ricir -0.144884, prec@10 0.461157, prec@30 0.462397, test_mae 0.058420, test_rmse 0.064184, test_mape 348.847260, test_acc 0.115934
Epoch 94, train_loss 0.001361, train_ic 0.002571, train_icir 0.029656, train_ric -0.016099, train_ricir -0.130204, train_mae 0.038881, train_rmse 0.040989, train_mape 957.020203, train_acc 0.331944, valid_loss 0.0020632873, valid_ic 0.002518, valid_icir 0.050699, valid_ric -0.024800, valid_ricir -0.203426, valid_mae 0.025294, valid_rmse 0.031309, valid_mape 549.593079, valid_acc 0.805468, test_loss 0.002626, ic -0.001722, icir -0.024552, ric -0.024447, ricir -0.153141, prec@10 0.466529, prec@30 0.459229, test_mae 0.062444, test_rmse 0.067678, test_mape 381.341431, test_acc 0.112219
Epoch 95, train_loss 0.001393, train_ic 0.005883, train_icir 0.085695, train_ric 0.007314, train_ricir 0.070215, train_mae 0.032993, train_rmse 0.037044, train_mape 538.203308, train_acc 0.395395, valid_loss 0.0015147564, valid_ic 0.004307, valid_icir 0.165253, valid_ric 0.023913, valid_ricir 0.219295, valid_mae 0.020216, valid_rmse 0.027289, valid_mape 420.328674, valid_acc 0.805665, test_loss 0.002131, ic 0.006232, icir 0.203853, ric 0.021239, ricir 0.177421, prec@10 0.463223, prec@30 0.459091, test_mae 0.054463, test_rmse 0.059588, test_mape 311.000702, test_acc 0.111632
Epoch 96, train_loss 0.001368, train_ic 0.001127, train_icir 0.011627, train_ric -0.017703, train_ricir -0.123117, train_mae 0.030076, train_rmse 0.038124, train_mape 556.868164, train_acc 0.396031, valid_loss 0.0015356930, valid_ic 0.002764, valid_icir 0.037478, valid_ric -0.035599, valid_ricir -0.245846, valid_mae 0.018772, valid_rmse 0.027777, valid_mape 393.738800, valid_acc 0.793863, test_loss 0.002170, ic -0.002946, icir -0.031239, ric -0.029376, ricir -0.161549, prec@10 0.461157, prec@30 0.456612, test_mae 0.051831, test_rmse 0.058739, test_mape 297.564514, test_acc 0.151320
Epoch 97, train_loss 0.001383, train_ic 0.001632, train_icir 0.018407, train_ric -0.012421, train_ricir -0.101216, train_mae 0.033594, train_rmse 0.038267, train_mape 797.974670, train_acc 0.381100, valid_loss 0.0018818974, valid_ic 0.008471, valid_icir 0.117246, valid_ric -0.015929, valid_ricir -0.130051, valid_mae 0.022385, valid_rmse 0.031402, valid_mape 462.677948, valid_acc 0.792683, test_loss 0.002627, ic -0.001165, icir -0.012813, ric -0.020895, ricir -0.136069, prec@10 0.462397, prec@30 0.465152, test_mae 0.056957, test_rmse 0.063623, test_mape 336.330170, test_acc 0.151906
Epoch 98, train_loss 0.001384, train_ic 0.004069, train_icir 0.059551, train_ric -0.006196, train_ricir -0.076401, train_mae 0.024759, train_rmse 0.042316, train_mape 233.263489, train_acc 0.658916, valid_loss 0.0012239664, valid_ic 0.016508, valid_icir 0.308262, valid_ric 0.010195, valid_ricir 0.138141, valid_mae 0.017773, valid_rmse 0.030134, valid_mape 269.719666, valid_acc 0.735445, test_loss 0.002075, ic 0.002942, icir 0.040879, ric -0.004268, ricir -0.044110, prec@10 0.474380, prec@30 0.469008, test_mae 0.041022, test_rmse 0.048618, test_mape 211.655182, test_acc 0.239296
Epoch 99, train_loss 0.001369, train_ic 0.004451, train_icir 0.067804, train_ric -0.003893, train_ricir -0.048220, train_mae 0.057104, train_rmse 0.063992, train_mape 393.411041, train_acc 0.294620, valid_loss 0.0023803599, valid_ic 0.016808, valid_icir 0.379032, valid_ric 0.014216, valid_ricir 0.196771, valid_mae 0.029496, valid_rmse 0.035166, valid_mape 583.976868, valid_acc 0.801731, test_loss 0.003036, ic 0.004903, icir 0.077974, ric -0.001817, ricir -0.019158, prec@10 0.473967, prec@30 0.470799, test_mae 0.065942, test_rmse 0.071163, test_mape 403.453308, test_acc 0.123363
Epoch 100, train_loss 0.001385, train_ic 0.001052, train_icir 0.011934, train_ric -0.011898, train_ricir -0.091981, train_mae 0.024067, train_rmse 0.029795, train_mape 338.472504, train_acc 0.875593, valid_loss 0.0020587146, valid_ic 0.005709, valid_icir 0.089377, valid_ric -0.018556, valid_ricir -0.141126, valid_mae 0.025304, valid_rmse 0.031233, valid_mape 542.441040, valid_acc 0.804288, test_loss 0.002645, ic -0.002229, icir -0.026523, ric -0.021276, ricir -0.131502, prec@10 0.452479, prec@30 0.461846, test_mae 0.062433, test_rmse 0.067815, test_mape 380.692474, test_acc 0.118671
Epoch 101, train_loss 0.001322, train_ic 0.003905, train_icir 0.056968, train_ric -0.005991, train_ricir -0.072261, train_mae 0.019727, train_rmse 0.028957, train_mape 266.780243, train_acc 0.540294, valid_loss 0.0011934783, valid_ic 0.016618, valid_icir 0.307921, valid_ric 0.010738, valid_ricir 0.141103, valid_mae 0.018390, valid_rmse 0.030416, valid_mape 264.608276, valid_acc 0.716168, test_loss 0.002033, ic 0.002912, icir 0.039497, ric -0.004361, ricir -0.044454, prec@10 0.465289, prec@30 0.464876, test_mae 0.039995, test_rmse 0.047589, test_mape 204.857773, test_acc 0.261779
Epoch 102, train_loss 0.001356, train_ic 0.000823, train_icir 0.011546, train_ric -0.013367, train_ricir -0.113910, train_mae 0.074130, train_rmse 0.079559, train_mape 465.672028, train_acc 0.100715, valid_loss 0.0027038537, valid_ic 0.003868, valid_icir 0.123308, valid_ric -0.017438, valid_ricir -0.150123, valid_mae 0.032771, valid_rmse 0.037328, valid_mape 674.595093, valid_acc 0.805862, test_loss 0.003298, ic -0.000813, icir -0.017992, ric -0.021391, ricir -0.143383, prec@10 0.460331, prec@30 0.459366, test_mae 0.070903, test_rmse 0.075240, test_mape 446.476746, test_acc 0.111632
Epoch 103, train_loss 0.001315, train_ic 0.000755, train_icir 0.007551, train_ric -0.014899, train_ricir -0.106500, train_mae 0.038861, train_rmse 0.048107, train_mape 663.603516, train_acc 0.463879, valid_loss 0.0021935694, valid_ic 0.003492, valid_icir 0.043039, valid_ric -0.027643, valid_ricir -0.195634, valid_mae 0.025878, valid_rmse 0.033268, valid_mape 553.561096, valid_acc 0.798190, test_loss 0.002793, ic -0.003980, icir -0.038760, ric -0.026724, ricir -0.150867, prec@10 0.455372, prec@30 0.459642, test_mae 0.062044, test_rmse 0.068510, test_mape 379.882690, test_acc 0.138612
Epoch 104, train_loss 0.001370, train_ic 0.002263, train_icir 0.031496, train_ric -0.009376, train_ricir -0.088610, train_mae 0.027420, train_rmse 0.034949, train_mape 512.072693, train_acc 0.650771, valid_loss 0.0017425762, valid_ic 0.005482, valid_icir 0.132963, valid_ric -0.009815, valid_ricir -0.096362, valid_mae 0.022204, valid_rmse 0.028387, valid_mape 475.622314, valid_acc 0.805862, test_loss 0.002342, ic -0.000435, icir -0.007022, ric -0.014756, ricir -0.109803, prec@10 0.466116, prec@30 0.465152, test_mae 0.058600, test_rmse 0.063715, test_mape 346.411224, test_acc 0.112023
Epoch 105, train_loss 0.001338, train_ic 0.000934, train_icir 0.009492, train_ric -0.014677, train_ricir -0.110965, train_mae 0.036701, train_rmse 0.044889, train_mape 661.053589, train_acc 0.442049, valid_loss 0.0019983291, valid_ic 0.006006, valid_icir 0.074027, valid_ric -0.022106, valid_ricir -0.163939, valid_mae 0.024412, valid_rmse 0.031295, valid_mape 503.431519, valid_acc 0.798780, test_loss 0.002621, ic -0.004015, icir -0.039635, ric -0.025516, ricir -0.151851, prec@10 0.479752, prec@30 0.475620, test_mae 0.060110, test_rmse 0.066371, test_mape 363.424011, test_acc 0.138221
Epoch 106, train_loss 0.001678, train_ic 0.000390, train_icir 0.006031, train_ric -0.011387, train_ricir -0.107959, train_mae 0.016558, train_rmse 0.024675, train_mape 1081.943359, train_acc 0.456392, valid_loss 0.0007848975, valid_ic 0.004160, valid_icir 0.128971, valid_ric -0.007757, valid_ricir -0.075466, valid_mae 0.016318, valid_rmse 0.025587, valid_mape 153.590546, valid_acc 0.760228, test_loss 0.001417, ic -0.001346, icir -0.027340, ric -0.020075, ricir -0.148725, prec@10 0.466942, prec@30 0.456061, test_mae 0.034296, test_rmse 0.041512, test_mape 150.832870, test_acc 0.205670
Epoch 107, train_loss 0.001365, train_ic 0.002698, train_icir 0.041826, train_ric -0.009395, train_ricir -0.124581, train_mae 0.021621, train_rmse 0.032178, train_mape 171.725983, train_acc 0.476467, valid_loss 0.0008654448, valid_ic 0.016326, valid_icir 0.355278, valid_ric 0.003483, valid_ricir 0.056852, valid_mae 0.017663, valid_rmse 0.027677, valid_mape 203.322693, valid_acc 0.728954, test_loss 0.001503, ic 0.005204, icir 0.085186, ric -0.010536, ricir -0.111926, prec@10 0.436364, prec@30 0.445179, test_mae 0.034004, test_rmse 0.040931, test_mape 161.858505, test_acc 0.243402
Epoch 108, train_loss 0.001336, train_ic 0.003563, train_icir 0.051459, train_ric -0.005685, train_ricir -0.071360, train_mae 0.030896, train_rmse 0.035666, train_mape 621.979736, train_acc 0.406486, valid_loss 0.0014766854, valid_ic 0.018306, valid_icir 0.368371, valid_ric 0.013133, valid_ricir 0.189582, valid_mae 0.020285, valid_rmse 0.027557, valid_mape 406.800232, valid_acc 0.779701, test_loss 0.002128, ic 0.005522, icir 0.083767, ric -0.002703, ricir -0.029789, prec@10 0.472727, prec@30 0.461846, test_mae 0.052117, test_rmse 0.057982, test_mape 299.637177, test_acc 0.167742
Epoch 109, train_loss 0.001359, train_ic 0.001589, train_icir 0.017657, train_ric -0.012320, train_ricir -0.101312, train_mae 0.033756, train_rmse 0.038322, train_mape 720.932373, train_acc 0.607252, valid_loss 0.0023224314, valid_ic 0.007751, valid_icir 0.106202, valid_ric -0.015220, valid_ricir -0.123991, valid_mae 0.028018, valid_rmse 0.034138, valid_mape 582.105103, valid_acc 0.801534, test_loss 0.002931, ic -0.002419, icir -0.025868, ric -0.021257, ricir -0.137863, prec@10 0.461157, prec@30 0.460193, test_mae 0.065000, test_rmse 0.070701, test_mape 402.156738, test_acc 0.127077
Epoch 110, train_loss 0.001313, train_ic 0.003448, train_icir 0.048153, train_ric 0.000356, train_ricir 0.004848, train_mae 0.059932, train_rmse 0.068517, train_mape 285.321136, train_acc 0.145841, valid_loss 0.0013998709, valid_ic 0.015801, valid_icir 0.300425, valid_ric 0.022648, valid_ricir 0.381640, valid_mae 0.019657, valid_rmse 0.026485, valid_mape 392.527161, valid_acc 0.787962, test_loss 0.002045, ic 0.007285, icir 0.109956, ric 0.009377, ricir 0.124297, prec@10 0.471488, prec@30 0.471488, test_mae 0.052019, test_rmse 0.057321, test_mape 295.087860, test_acc 0.148192
Epoch 111, train_loss 0.001340, train_ic 0.004228, train_icir 0.064526, train_ric -0.007785, train_ricir -0.090012, train_mae 0.027053, train_rmse 0.031129, train_mape 581.797974, train_acc 0.430054, valid_loss 0.0012567204, valid_ic 0.013154, valid_icir 0.338839, valid_ric 0.005921, valid_ricir 0.077637, valid_mae 0.017267, valid_rmse 0.024437, valid_mape 339.422424, valid_acc 0.803698, test_loss 0.001897, ic 0.003260, icir 0.059798, ric -0.007008, ricir -0.068129, prec@10 0.457851, prec@30 0.461846, test_mae 0.050177, test_rmse 0.055678, test_mape 277.148712, test_acc 0.124340
Epoch 112, train_loss 0.001330, train_ic 0.004164, train_icir 0.064458, train_ric -0.004219, train_ricir -0.053115, train_mae 0.023319, train_rmse 0.031466, train_mape 323.199341, train_acc 0.505292, valid_loss 0.0010966600, valid_ic 0.016114, valid_icir 0.378716, valid_ric 0.013689, valid_ricir 0.201417, valid_mae 0.016112, valid_rmse 0.024309, valid_mape 292.729828, valid_acc 0.783635, test_loss 0.001754, ic 0.005061, icir 0.086716, ric -0.000309, ricir -0.003482, prec@10 0.476446, prec@30 0.471212, test_mae 0.045573, test_rmse 0.051531, test_mape 242.656128, test_acc 0.165982
Epoch 113, train_loss 0.001331, train_ic 0.001941, train_icir 0.021124, train_ric -0.014050, train_ricir -0.113100, train_mae 0.033332, train_rmse 0.042521, train_mape 356.544769, train_acc 0.396625, valid_loss 0.0015885944, valid_ic 0.010026, valid_icir 0.126768, valid_ric -0.018177, valid_ricir -0.144653, valid_mae 0.019683, valid_rmse 0.032646, valid_mape 341.831940, valid_acc 0.752360, test_loss 0.002533, ic -0.002043, icir -0.021325, ric -0.023826, ricir -0.150166, prec@10 0.449587, prec@30 0.458953, test_mae 0.047582, test_rmse 0.055476, test_mape 262.830719, test_acc 0.210166
Epoch 114, train_loss 0.001330, train_ic 0.000901, train_icir 0.012348, train_ric 0.007231, train_ricir 0.076227, train_mae 0.073848, train_rmse 0.079870, train_mape 488.444092, train_acc 0.136600, valid_loss 0.0029006679, valid_ic -0.003593, valid_icir -0.080445, valid_ric 0.006188, valid_ricir 0.071064, valid_mae 0.034119, valid_rmse 0.040385, valid_mape 693.829529, valid_acc 0.805862, test_loss 0.003632, ic 0.002065, icir 0.033055, ric 0.010960, ricir 0.100014, prec@10 0.590083, prec@30 0.569284, test_mae 0.071575, test_rmse 0.076074, test_mape 445.920563, test_acc 0.111632
Epoch 115, train_loss 0.001310, train_ic 0.002193, train_icir 0.025482, train_ric -0.011980, train_ricir -0.101770, train_mae 0.024690, train_rmse 0.029853, train_mape 388.480164, train_acc 0.469931, valid_loss 0.0013739193, valid_ic 0.010463, valid_icir 0.151260, valid_ric -0.011599, valid_ricir -0.097476, valid_mae 0.017982, valid_rmse 0.026596, valid_mape 345.501251, valid_acc 0.788552, test_loss 0.002083, ic -0.001153, icir -0.013182, ric -0.019865, ricir -0.133085, prec@10 0.484711, prec@30 0.483196, test_mae 0.049953, test_rmse 0.056475, test_mape 278.221497, test_acc 0.158553
Epoch 116, train_loss 0.001339, train_ic 0.002987, train_icir 0.038567, train_ric -0.010312, train_ricir -0.098333, train_mae 0.040725, train_rmse 0.048087, train_mape 334.607086, train_acc 0.271337, valid_loss 0.0014393741, valid_ic 0.013059, valid_icir 0.223214, valid_ric -0.004261, valid_ricir -0.041397, valid_mae 0.019066, valid_rmse 0.026642, valid_mape 372.561279, valid_acc 0.797404, test_loss 0.002110, ic 0.000548, icir 0.007054, ric -0.015920, ricir -0.121498, prec@10 0.467769, prec@30 0.477961, test_mae 0.051861, test_rmse 0.058101, test_mape 294.338501, test_acc 0.151711
Epoch 117, train_loss 0.001313, train_ic 0.000966, train_icir 0.009505, train_ric -0.016610, train_ricir -0.114325, train_mae 0.051428, train_rmse 0.059571, train_mape 454.367981, train_acc 0.254513, valid_loss 0.0021405236, valid_ic -0.002619, valid_icir -0.041465, valid_ric -0.033171, valid_ricir -0.224594, valid_mae 0.025898, valid_rmse 0.031803, valid_mape 570.850342, valid_acc 0.806058, test_loss 0.002670, ic -0.005515, icir -0.064268, ric -0.029745, ricir -0.158854, prec@10 0.461983, prec@30 0.457163, test_mae 0.063382, test_rmse 0.068653, test_mape 389.241089, test_acc 0.111828
Epoch 118, train_loss 0.001309, train_ic 0.001783, train_icir 0.018859, train_ric -0.014970, train_ricir -0.114020, train_mae 0.039267, train_rmse 0.045982, train_mape 573.782349, train_acc 0.326956, valid_loss 0.0018715589, valid_ic 0.008419, valid_icir 0.112963, valid_ric -0.021784, valid_ricir -0.164210, valid_mae 0.023271, valid_rmse 0.030179, valid_mape 483.383545, valid_acc 0.799174, test_loss 0.002518, ic -0.002634, icir -0.028110, ric -0.025766, ricir -0.153732, prec@10 0.459917, prec@30 0.465978, test_mae 0.058681, test_rmse 0.064730, test_mape 350.956573, test_acc 0.138025
Epoch 119, train_loss 0.001317, train_ic 0.000214, train_icir 0.002167, train_ric -0.016475, train_ricir -0.112681, train_mae 0.026326, train_rmse 0.039624, train_mape 324.782776, train_acc 0.817482, valid_loss 0.0017979979, valid_ic -0.006844, valid_icir -0.104384, valid_ric -0.033240, valid_ricir -0.223854, valid_mae 0.021169, valid_rmse 0.028966, valid_mape 488.949158, valid_acc 0.805665, test_loss 0.002297, ic -0.006093, icir -0.068457, ric -0.029144, ricir -0.154375, prec@10 0.464463, prec@30 0.457163, test_mae 0.057286, test_rmse 0.063592, test_mape 341.012756, test_acc 0.112023
Epoch 120, train_loss 0.001345, train_ic 0.004145, train_icir 0.057586, train_ric -0.002740, train_ricir -0.035233, train_mae 0.020298, train_rmse 0.032133, train_mape 198.234619, train_acc 0.454568, valid_loss 0.0009416045, valid_ic 0.018737, valid_icir 0.377313, valid_ric 0.022780, valid_ricir 0.359329, valid_mae 0.021374, valid_rmse 0.031789, valid_mape 217.431168, valid_acc 0.565106, test_loss 0.001620, ic 0.007330, icir 0.120310, ric 0.008183, ricir 0.106866, prec@10 0.474793, prec@30 0.460882, test_mae 0.030333, test_rmse 0.037713, test_mape 147.712646, test_acc 0.431281
Epoch 121, train_loss nan, train_ic nan, train_icir nan, train_ric nan, train_ricir nan, train_mae nan, train_rmse nan, train_mape nan, train_acc 0.000000, valid_loss nan, valid_ic nan, valid_icir nan, valid_ric nan, valid_ricir nan, valid_mae nan, valid_rmse nan, valid_mape nan, valid_acc 0.000000, test_loss nan, ic nan, icir nan, ric nan, ricir nan, prec@10 0.494215, prec@30 0.508953, test_mae nan, test_rmse nan, test_mape nan, test_acc 0.000000
Epoch 122, train_loss nan, train_ic nan, train_icir nan, train_ric nan, train_ricir nan, train_mae nan, train_rmse nan, train_mape nan, train_acc 0.000000, valid_loss nan, valid_ic nan, valid_icir nan, valid_ric nan, valid_ricir nan, valid_mae nan, valid_rmse nan, valid_mape nan, valid_acc 0.000000, test_loss nan, ic nan, icir nan, ric nan, ricir nan, prec@10 0.494215, prec@30 0.508953, test_mae nan, test_rmse nan, test_mape nan, test_acc 0.000000
Epoch 123, train_loss nan, train_ic nan, train_icir nan, train_ric nan, train_ricir nan, train_mae nan, train_rmse nan, train_mape nan, train_acc 0.000000, valid_loss nan, valid_ic nan, valid_icir nan, valid_ric nan, valid_ricir nan, valid_mae nan, valid_rmse nan, valid_mape nan, valid_acc 0.000000, test_loss nan, ic nan, icir nan, ric nan, ricir nan, prec@10 0.494215, prec@30 0.508953, test_mae nan, test_rmse nan, test_mape nan, test_acc 0.000000
Epoch 124, train_loss nan, train_ic nan, train_icir nan, train_ric nan, train_ricir nan, train_mae nan, train_rmse nan, train_mape nan, train_acc 0.000000, valid_loss nan, valid_ic nan, valid_icir nan, valid_ric nan, valid_ricir nan, valid_mae nan, valid_rmse nan, valid_mape nan, valid_acc 0.000000, test_loss nan, ic nan, icir nan, ric nan, ricir nan, prec@10 0.494215, prec@30 0.508953, test_mae nan, test_rmse nan, test_mape nan, test_acc 0.000000
Epoch 125, train_loss nan, train_ic nan, train_icir nan, train_ric nan, train_ricir nan, train_mae nan, train_rmse nan, train_mape nan, train_acc 0.000000, valid_loss nan, valid_ic nan, valid_icir nan, valid_ric nan, valid_ricir nan, valid_mae nan, valid_rmse nan, valid_mape nan, valid_acc 0.000000, test_loss nan, ic nan, icir nan, ric nan, ricir nan, prec@10 0.494215, prec@30 0.508953, test_mae nan, test_rmse nan, test_mape nan, test_acc 0.000000
Epoch 126, train_loss nan, train_ic nan, train_icir nan, train_ric nan, train_ricir nan, train_mae nan, train_rmse nan, train_mape nan, train_acc 0.000000, valid_loss nan, valid_ic nan, valid_icir nan, valid_ric nan, valid_ricir nan, valid_mae nan, valid_rmse nan, valid_mape nan, valid_acc 0.000000, test_loss nan, ic nan, icir nan, ric nan, ricir nan, prec@10 0.494215, prec@30 0.508953, test_mae nan, test_rmse nan, test_mape nan, test_acc 0.000000
Early stopping -----
Epoch 127, train_loss nan, train_ic nan, train_icir nan, train_ric nan, train_ricir nan, train_mae nan, train_rmse nan, train_mape nan, train_acc 0.000000, valid_loss nan, valid_ic nan, valid_icir nan, valid_ric nan, valid_ricir nan, valid_mae nan, valid_rmse nan, valid_mape nan, valid_acc 0.000000, test_loss nan, ic nan, icir nan, ric nan, ricir nan, prec@10 0.494215, prec@30 0.508953, test_mae nan, test_rmse nan, test_mape nan, test_acc 0.000000
Epoch 128, train_loss nan, train_ic nan, train_icir nan, train_ric nan, train_ricir nan, train_mae nan, train_rmse nan, train_mape nan, train_acc 0.000000, valid_loss nan, valid_ic nan, valid_icir nan, valid_ric nan, valid_ricir nan, valid_mae nan, valid_rmse nan, valid_mape nan, valid_acc 0.000000, test_loss nan, ic nan, icir nan, ric nan, ricir nan, prec@10 0.494215, prec@30 0.508953, test_mae nan, test_rmse nan, test_mape nan, test_acc 0.000000
