Dataset:  CSI
Radom seed: 1234
GPU: 6
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 64,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2017,
        "test_year": 2018,
        "window": 64,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 155, train_loss 0.001424, train_ic 0.034029, train_icir 0.287864, train_ric 0.026762, train_ricir 0.200391, train_mae 0.017689, train_rmse 0.024617, train_mape 298.934265, train_acc 0.451110, valid_loss 0.0006807094, valid_ic 0.004443, valid_icir 0.051148, valid_ric 0.016565, valid_ricir 0.142801, valid_prec@10 0.565984, valid_prec@30 0.550273, valid_mae 0.020674, valid_rmse 0.027475, valid_mape 285.834991, valid_acc 0.267259, test_loss 0.001069, ic -0.005203, icir -0.068926, ric 0.001434, ricir 0.011630, prec@10 0.491358, prec@30 0.497119, test_mae 0.020894, test_rmse 0.028349, test_mape 248.903900, test_acc 0.421201
Epoch 156, train_loss 0.001456, train_ic 0.082869, train_icir 0.780502, train_ric 0.052481, train_ricir 0.418813, train_mae 0.014488, train_rmse 0.021579, train_mape 130.081451, train_acc 0.383638, valid_loss 0.0005553425, valid_ic 0.020937, valid_icir 0.410415, valid_ric 0.005986, valid_ricir 0.083398, valid_prec@10 0.601639, valid_prec@30 0.556557, valid_mae 0.015110, valid_rmse 0.023184, valid_mape 163.499527, valid_acc 0.302222, test_loss 0.000917, ic 0.016212, icir 0.356505, ric -0.004551, ricir -0.053503, prec@10 0.533333, prec@30 0.526337, test_mae 0.015945, test_rmse 0.024072, test_mape 143.924973, test_acc 0.420355
Epoch 157, train_loss 0.001408, train_ic 0.063060, train_icir 0.635163, train_ric 0.056877, train_ricir 0.537794, train_mae 0.016842, train_rmse 0.025067, train_mape 208.589630, train_acc 0.390786, valid_loss 0.0006310662, valid_ic 0.011450, valid_icir 0.179562, valid_ric 0.014871, valid_ricir 0.182979, valid_prec@10 0.564754, valid_prec@30 0.545082, valid_mae 0.019199, valid_rmse 0.026588, valid_mape 258.777130, valid_acc 0.218074, test_loss 0.000965, ic 0.005208, icir 0.107724, ric 0.003406, ricir 0.043177, prec@10 0.511934, prec@30 0.513717, test_mae 0.016708, test_rmse 0.024606, test_mape 179.545609, test_acc 0.429095
Epoch 158, train_loss 0.001428, train_ic 0.068487, train_icir 0.695342, train_ric 0.077561, train_ricir 0.704366, train_mae 0.023368, train_rmse 0.032948, train_mape 170.221893, train_acc 0.701234, valid_loss 0.0006939261, valid_ic 0.014151, valid_icir 0.233234, valid_ric 0.030911, valid_ricir 0.339731, valid_prec@10 0.603689, valid_prec@30 0.575820, valid_mae 0.013467, valid_rmse 0.020942, valid_mape 239.808060, valid_acc 0.670815, test_loss 0.001116, ic 0.004372, icir 0.081409, ric 0.016442, ricir 0.168260, prec@10 0.532510, prec@30 0.540741, test_mae 0.020681, test_rmse 0.028111, test_mape 287.272552, test_acc 0.502678
Epoch 159, train_loss 0.001414, train_ic 0.080349, train_icir 0.731403, train_ric 0.041555, train_ricir 0.321692, train_mae 0.019701, train_rmse 0.028705, train_mape 190.815277, train_acc 0.363672, valid_loss 0.0006192828, valid_ic 0.022769, valid_icir 0.428467, valid_ric 0.004716, valid_ricir 0.068373, valid_prec@10 0.604098, valid_prec@30 0.540027, valid_mae 0.018125, valid_rmse 0.025538, valid_mape 226.900177, valid_acc 0.216889, test_loss 0.000962, ic 0.019391, icir 0.403021, ric -0.011759, ricir -0.149889, prec@10 0.533745, prec@30 0.530178, test_mae 0.018323, test_rmse 0.025873, test_mape 220.934296, test_acc 0.425430
Epoch 160, train_loss 0.001440, train_ic 0.070458, train_icir 0.713681, train_ric 0.058129, train_ricir 0.541020, train_mae 0.014510, train_rmse 0.020063, train_mape 265.385986, train_acc 0.466829, valid_loss 0.0006430216, valid_ic 0.018747, valid_icir 0.454463, valid_ric 0.025299, valid_ricir 0.417142, valid_prec@10 0.617623, valid_prec@30 0.585383, valid_mae 0.012649, valid_rmse 0.020492, valid_mape 208.717010, valid_acc 0.680296, test_loss 0.001024, ic 0.015374, icir 0.360099, ric 0.015259, ricir 0.187639, prec@10 0.517284, prec@30 0.534705, test_mae 0.018132, test_rmse 0.025583, test_mape 226.435776, test_acc 0.504652
Epoch 161, train_loss 0.001431, train_ic 0.060910, train_icir 0.524437, train_ric 0.075924, train_ricir 0.591715, train_mae 0.018238, train_rmse 0.023472, train_mape 258.809204, train_acc 0.351323, valid_loss 0.0006970133, valid_ic 0.012484, valid_icir 0.158753, valid_ric 0.025239, valid_ricir 0.237493, valid_prec@10 0.633197, valid_prec@30 0.576093, valid_mae 0.014214, valid_rmse 0.021756, valid_mape 235.204773, valid_acc 0.646815, test_loss 0.001148, ic 0.006648, icir 0.088335, ric 0.017914, ricir 0.149308, prec@10 0.528395, prec@30 0.539506, test_mae 0.021462, test_rmse 0.028710, test_mape 296.499329, test_acc 0.502396
Epoch 162, train_loss 0.001427, train_ic 0.076727, train_icir 0.618386, train_ric 0.048297, train_ricir 0.346015, train_mae 0.015294, train_rmse 0.023208, train_mape 92.259186, train_acc 0.828181, valid_loss 0.0006514194, valid_ic 0.019128, valid_icir 0.262353, valid_ric 0.000496, valid_ricir 0.005300, valid_prec@10 0.610656, valid_prec@30 0.578552, valid_mae 0.014021, valid_rmse 0.021933, valid_mape 210.632584, valid_acc 0.603259, test_loss 0.001069, ic 0.016859, icir 0.240688, ric -0.002153, ricir -0.019284, prec@10 0.554321, prec@30 0.552126, test_mae 0.018829, test_rmse 0.026170, test_mape 228.479584, test_acc 0.500141
Epoch 163, train_loss 0.001421, train_ic 0.068338, train_icir 0.593263, train_ric 0.014207, train_ricir 0.109115, train_mae 0.012515, train_rmse 0.018823, train_mape 187.199371, train_acc 0.401043, valid_loss 0.0005717516, valid_ic 0.018897, valid_icir 0.334162, valid_ric -0.009835, valid_ricir -0.122518, valid_prec@10 0.596311, valid_prec@30 0.543033, valid_mae 0.014495, valid_rmse 0.022619, valid_mape 173.200455, valid_acc 0.443259, test_loss 0.000936, ic 0.014298, icir 0.235740, ric -0.020234, ricir -0.202825, prec@10 0.551852, prec@30 0.534979, test_mae 0.017052, test_rmse 0.025144, test_mape 168.261002, test_acc 0.420919
Epoch 164, train_loss 0.001452, train_ic 0.066446, train_icir 0.568144, train_ric 0.060585, train_ricir 0.466798, train_mae 0.028230, train_rmse 0.033970, train_mape 535.525879, train_acc 0.356740, valid_loss 0.0009935222, valid_ic 0.017191, valid_icir 0.271905, valid_ric 0.017572, valid_ricir 0.200612, valid_prec@10 0.609426, valid_prec@30 0.585929, valid_mae 0.029517, valid_rmse 0.035187, valid_mape 512.344788, valid_acc 0.212741, test_loss 0.001261, ic 0.017613, icir 0.266689, ric 0.014227, ricir 0.126808, prec@10 0.527160, prec@30 0.535802, test_mae 0.022596, test_rmse 0.029544, test_mape 358.112488, test_acc 0.439244
Epoch 165, train_loss 0.001437, train_ic 0.058359, train_icir 0.588893, train_ric 0.042571, train_ricir 0.370303, train_mae 0.033194, train_rmse 0.044707, train_mape 127.282425, train_acc 0.472707, valid_loss 0.0005583225, valid_ic 0.011481, valid_icir 0.222432, valid_ric 0.018879, valid_ricir 0.221603, valid_prec@10 0.546311, valid_prec@30 0.544399, valid_mae 0.013413, valid_rmse 0.021591, valid_mape 145.344955, valid_acc 0.473185, test_loss 0.000901, ic 0.006084, icir 0.138757, ric 0.002683, ricir 0.028774, prec@10 0.518107, prec@30 0.518656, test_mae 0.016294, test_rmse 0.024351, test_mape 147.168213, test_acc 0.421483
Epoch 166, train_loss 0.001400, train_ic 0.076889, train_icir 0.592649, train_ric 0.051273, train_ricir 0.346097, train_mae 0.029013, train_rmse 0.038167, train_mape 243.967468, train_acc 0.415678, valid_loss 0.0005957146, valid_ic 0.024805, valid_icir 0.307450, valid_ric 0.005631, valid_ricir 0.053981, valid_prec@10 0.612295, valid_prec@30 0.573224, valid_mae 0.015977, valid_rmse 0.024321, valid_mape 189.422440, valid_acc 0.367704, test_loss 0.000972, ic 0.024303, icir 0.331480, ric 0.000073, ricir 0.000610, prec@10 0.551852, prec@30 0.543896, test_mae 0.016019, test_rmse 0.024197, test_mape 166.662460, test_acc 0.486045
Epoch 167, train_loss 0.001411, train_ic 0.075021, train_icir 0.721703, train_ric 0.025318, train_ricir 0.216896, train_mae 0.015237, train_rmse 0.022344, train_mape 238.013031, train_acc 0.539683, valid_loss 0.0006455764, valid_ic 0.020904, valid_icir 0.403925, valid_ric -0.000863, valid_ricir -0.016462, valid_prec@10 0.575000, valid_prec@30 0.527459, valid_mae 0.020041, valid_rmse 0.026935, valid_mape 271.700226, valid_acc 0.211556, test_loss 0.000979, ic 0.012826, icir 0.298701, ric -0.015554, ricir -0.230895, prec@10 0.537860, prec@30 0.517970, test_mae 0.019071, test_rmse 0.026254, test_mape 247.938583, test_acc 0.433888
Epoch 168, train_loss 0.001460, train_ic 0.064909, train_icir 0.508067, train_ric 0.055394, train_ricir 0.398761, train_mae 0.019866, train_rmse 0.029758, train_mape 133.814056, train_acc 0.575780, valid_loss 0.0006107221, valid_ic 0.020773, valid_icir 0.260891, valid_ric 0.014150, valid_ricir 0.146581, valid_prec@10 0.591803, valid_prec@30 0.582650, valid_mae 0.016859, valid_rmse 0.024784, valid_mape 214.043594, valid_acc 0.341037, test_loss 0.000972, ic 0.016890, icir 0.207646, ric 0.004968, ricir 0.039944, prec@10 0.506173, prec@30 0.526200, test_mae 0.016981, test_rmse 0.024568, test_mape 193.352036, test_acc 0.490837
Epoch 169, train_loss 0.001406, train_ic 0.077989, train_icir 0.739414, train_ric 0.038043, train_ricir 0.315658, train_mae 0.026291, train_rmse 0.037942, train_mape 142.163544, train_acc 0.416507, valid_loss 0.0005578559, valid_ic 0.024152, valid_icir 0.494305, valid_ric 0.005371, valid_ricir 0.082970, valid_prec@10 0.580328, valid_prec@30 0.536066, valid_mae 0.014255, valid_rmse 0.022602, valid_mape 148.764420, valid_acc 0.377185, test_loss 0.000915, ic 0.022549, icir 0.470652, ric -0.008957, ricir -0.121576, prec@10 0.540741, prec@30 0.530590, test_mae 0.015719, test_rmse 0.023874, test_mape 142.438263, test_acc 0.449958
Epoch 170, train_loss 0.001408, train_ic 0.092241, train_icir 0.870811, train_ric 0.062406, train_ricir 0.498735, train_mae 0.022453, train_rmse 0.029096, train_mape 138.002457, train_acc 0.660547, valid_loss 0.0006833088, valid_ic 0.026697, valid_icir 0.502643, valid_ric 0.012531, valid_ricir 0.158191, valid_prec@10 0.596311, valid_prec@30 0.550820, valid_mae 0.021279, valid_rmse 0.027850, valid_mape 308.599792, valid_acc 0.213926, test_loss 0.001035, ic 0.020274, icir 0.418731, ric -0.003252, ricir -0.036690, prec@10 0.530041, prec@30 0.531962, test_mae 0.019433, test_rmse 0.026754, test_mape 256.369843, test_acc 0.428249
Epoch 171, train_loss 0.001428, train_ic 0.075729, train_icir 0.720256, train_ric 0.060285, train_ricir 0.502144, train_mae 0.011811, train_rmse 0.018635, train_mape 230.939438, train_acc 0.387648, valid_loss 0.0005706952, valid_ic 0.022144, valid_icir 0.355322, valid_ric 0.020416, valid_ricir 0.241998, valid_prec@10 0.580328, valid_prec@30 0.557377, valid_mae 0.013487, valid_rmse 0.021669, valid_mape 157.940491, valid_acc 0.461926, test_loss 0.000934, ic 0.015835, icir 0.296529, ric 0.006427, ricir 0.073257, prec@10 0.489300, prec@30 0.503978, test_mae 0.015757, test_rmse 0.024096, test_mape 150.091293, test_acc 0.461799
Epoch 172, train_loss 0.001416, train_ic 0.074035, train_icir 0.723180, train_ric 0.056683, train_ricir 0.504248, train_mae 0.016309, train_rmse 0.023870, train_mape 162.386383, train_acc 0.300156, valid_loss 0.0005528410, valid_ic 0.016844, valid_icir 0.314179, valid_ric 0.012548, valid_ricir 0.186265, valid_prec@10 0.590574, valid_prec@30 0.552049, valid_mae 0.015562, valid_rmse 0.023575, valid_mape 168.611603, valid_acc 0.277630, test_loss 0.000915, ic 0.007541, icir 0.176274, ric -0.000170, ricir -0.002316, prec@10 0.517695, prec@30 0.516598, test_mae 0.016239, test_rmse 0.024227, test_mape 140.832214, test_acc 0.426840
Epoch 173, train_loss 0.001398, train_ic 0.076200, train_icir 0.678432, train_ric 0.070038, train_ricir 0.570788, train_mae 0.045557, train_rmse 0.053304, train_mape 89.083252, train_acc 0.657748, valid_loss 0.0005603586, valid_ic 0.017372, valid_icir 0.246872, valid_ric 0.018422, valid_ricir 0.203836, valid_prec@10 0.575410, valid_prec@30 0.553005, valid_mae 0.013437, valid_rmse 0.022059, valid_mape 138.702728, valid_acc 0.512296, test_loss 0.000910, ic 0.011912, icir 0.206944, ric 0.009585, ricir 0.099982, prec@10 0.537449, prec@30 0.524829, test_mae 0.015418, test_rmse 0.023638, test_mape 142.882751, test_acc 0.498167
Epoch 174, train_loss 0.001424, train_ic 0.073721, train_icir 0.764032, train_ric 0.057256, train_ricir 0.536394, train_mae 0.013277, train_rmse 0.020903, train_mape 119.878578, train_acc 0.557669, valid_loss 0.0005654425, valid_ic 0.017689, valid_icir 0.376410, valid_ric 0.020011, valid_ricir 0.308085, valid_prec@10 0.559426, valid_prec@30 0.547814, valid_mae 0.012201, valid_rmse 0.020579, valid_mape 144.444061, valid_acc 0.608296, test_loss 0.000917, ic 0.009244, icir 0.221922, ric 0.005358, ricir 0.071257, prec@10 0.493416, prec@30 0.508505, test_mae 0.015743, test_rmse 0.023957, test_mape 150.825043, test_acc 0.480688
Epoch 175, train_loss 0.001405, train_ic 0.081269, train_icir 0.808262, train_ric 0.038062, train_ricir 0.351319, train_mae 0.013494, train_rmse 0.020125, train_mape 257.766052, train_acc 0.599579, valid_loss 0.0006299945, valid_ic 0.019009, valid_icir 0.351387, valid_ric -0.000949, valid_ricir -0.017825, valid_prec@10 0.580738, valid_prec@30 0.535109, valid_mae 0.012831, valid_rmse 0.020942, valid_mape 190.635559, valid_acc 0.667556, test_loss 0.000994, ic 0.012811, icir 0.319248, ric -0.011603, ricir -0.201600, prec@10 0.544444, prec@30 0.537174, test_mae 0.016958, test_rmse 0.024889, test_mape 194.938095, test_acc 0.497322
Epoch 176, train_loss 0.001402, train_ic 0.069694, train_icir 0.555164, train_ric 0.048181, train_ricir 0.341126, train_mae 0.015179, train_rmse 0.021412, train_mape 179.528870, train_acc 0.678876, valid_loss 0.0006767590, valid_ic 0.019853, valid_icir 0.257223, valid_ric 0.012079, valid_ricir 0.116736, valid_prec@10 0.558607, valid_prec@30 0.538934, valid_mae 0.013927, valid_rmse 0.021426, valid_mape 227.040222, valid_acc 0.663704, test_loss 0.001074, ic 0.020010, icir 0.296996, ric 0.005892, ricir 0.048744, prec@10 0.523457, prec@30 0.523045, test_mae 0.019200, test_rmse 0.026224, test_mape 249.813873, test_acc 0.507753
Epoch 177, train_loss 0.001423, train_ic 0.066214, train_icir 0.635949, train_ric 0.051945, train_ricir 0.445565, train_mae 0.031910, train_rmse 0.041861, train_mape 146.664841, train_acc 0.182729, valid_loss 0.0005722333, valid_ic 0.023529, valid_icir 0.479610, valid_ric 0.019123, valid_ricir 0.298974, valid_prec@10 0.637705, valid_prec@30 0.599454, valid_mae 0.016185, valid_rmse 0.024098, valid_mape 185.120148, valid_acc 0.249481, test_loss 0.001013, ic 0.017297, icir 0.323332, ric 0.011707, ricir 0.132679, prec@10 0.556790, prec@30 0.567078, test_mae 0.017441, test_rmse 0.027024, test_mape 168.900665, test_acc 0.465746
Epoch 178, train_loss 0.001405, train_ic 0.040556, train_icir 0.393586, train_ric 0.040540, train_ricir 0.337073, train_mae 0.016294, train_rmse 0.021954, train_mape 103.942070, train_acc 0.580389, valid_loss 0.0005733467, valid_ic 0.005895, valid_icir 0.088540, valid_ric 0.028718, valid_ricir 0.293058, valid_prec@10 0.562705, valid_prec@30 0.542213, valid_mae 0.012329, valid_rmse 0.020661, valid_mape 140.439316, valid_acc 0.552889, test_loss 0.000927, ic -0.003603, icir -0.074914, ric 0.012158, ricir 0.121357, prec@10 0.520576, prec@30 0.510700, test_mae 0.016079, test_rmse 0.024405, test_mape 156.964066, test_acc 0.467719
Epoch 179, train_loss 0.001409, train_ic 0.072985, train_icir 0.646910, train_ric 0.049285, train_ricir 0.377799, train_mae 0.019847, train_rmse 0.025902, train_mape 134.342819, train_acc 0.505125, valid_loss 0.0005839425, valid_ic 0.015470, valid_icir 0.211795, valid_ric 0.014025, valid_ricir 0.134185, valid_prec@10 0.570902, valid_prec@30 0.549317, valid_mae 0.013100, valid_rmse 0.021236, valid_mape 158.753296, valid_acc 0.500741, test_loss 0.000948, ic 0.010142, icir 0.162657, ric 0.002495, ricir 0.022531, prec@10 0.527984, prec@30 0.516735, test_mae 0.016423, test_rmse 0.024593, test_mape 162.063309, test_acc 0.442910
Epoch 180, train_loss 0.001430, train_ic 0.080788, train_icir 0.788667, train_ric 0.061968, train_ricir 0.534958, train_mae 0.031961, train_rmse 0.038286, train_mape 79.925194, train_acc 0.825125, valid_loss 0.0006563560, valid_ic 0.022891, valid_icir 0.446652, valid_ric 0.016647, valid_ricir 0.232140, valid_prec@10 0.587295, valid_prec@30 0.567896, valid_mae 0.013022, valid_rmse 0.020663, valid_mape 224.064224, valid_acc 0.678222, test_loss 0.001035, ic 0.016564, icir 0.362620, ric 0.004368, ricir 0.058447, prec@10 0.545679, prec@30 0.541564, test_mae 0.017881, test_rmse 0.025442, test_mape 222.943542, test_acc 0.508599
Epoch 181, train_loss 0.001401, train_ic 0.062117, train_icir 0.624118, train_ric 0.040114, train_ricir 0.364784, train_mae 0.030255, train_rmse 0.041729, train_mape 254.202820, train_acc 0.491373, valid_loss 0.0008271725, valid_ic 0.014217, valid_icir 0.280313, valid_ric 0.017965, valid_ricir 0.239927, valid_prec@10 0.577459, valid_prec@30 0.563798, valid_mae 0.015005, valid_rmse 0.021903, valid_mape 315.283051, valid_acc 0.682963, test_loss 0.001176, ic 0.007019, icir 0.170029, ric 0.001542, ricir 0.018128, prec@10 0.527572, prec@30 0.519342, test_mae 0.021655, test_rmse 0.028897, test_mape 338.383881, test_acc 0.504370
Epoch 182, train_loss 0.001417, train_ic 0.079395, train_icir 0.835152, train_ric 0.058470, train_ricir 0.534683, train_mae 0.013159, train_rmse 0.019300, train_mape 145.755630, train_acc 0.416235, valid_loss 0.0005409407, valid_ic 0.019397, valid_icir 0.425473, valid_ric 0.023563, valid_ricir 0.373637, valid_prec@10 0.594672, valid_prec@30 0.553825, valid_mae 0.012531, valid_rmse 0.021127, valid_mape 124.442116, valid_acc 0.541333, test_loss 0.000895, ic 0.008417, icir 0.212902, ric 0.002127, ricir 0.027370, prec@10 0.524280, prec@30 0.511385, test_mae 0.015252, test_rmse 0.023596, test_mape 128.745850, test_acc 0.464618
Epoch 183, train_loss 0.001396, train_ic 0.058241, train_icir 0.479647, train_ric 0.030711, train_ricir 0.227298, train_mae 0.020736, train_rmse 0.026479, train_mape 163.835083, train_acc 0.358873, valid_loss 0.0007237755, valid_ic 0.014832, valid_icir 0.186409, valid_ric 0.007419, valid_ricir 0.070433, valid_prec@10 0.556557, valid_prec@30 0.549727, valid_mae 0.014654, valid_rmse 0.022071, valid_mape 275.080170, valid_acc 0.618074, test_loss 0.001064, ic 0.010550, icir 0.131899, ric -0.002208, ricir -0.018616, prec@10 0.551852, prec@30 0.527572, test_mae 0.019289, test_rmse 0.027201, test_mape 242.360352, test_acc 0.439808
Epoch 184, train_loss 0.001389, train_ic 0.067841, train_icir 0.610640, train_ric 0.024158, train_ricir 0.197295, train_mae 0.025399, train_rmse 0.034304, train_mape 225.553177, train_acc 0.344453, valid_loss 0.0005678515, valid_ic 0.018995, valid_icir 0.331818, valid_ric -0.001054, valid_ricir -0.012700, valid_prec@10 0.571311, valid_prec@30 0.534699, valid_mae 0.014152, valid_rmse 0.022108, valid_mape 167.602829, valid_acc 0.444444, test_loss 0.000930, ic 0.011200, icir 0.196613, ric -0.013213, ricir -0.139701, prec@10 0.540741, prec@30 0.520713, test_mae 0.016901, test_rmse 0.024723, test_mape 167.295395, test_acc 0.422047
Epoch 185, train_loss 0.001413, train_ic 0.083285, train_icir 0.710310, train_ric 0.043132, train_ricir 0.322256, train_mae 0.025176, train_rmse 0.034929, train_mape 133.662842, train_acc 0.491904, valid_loss 0.0005707676, valid_ic 0.024427, valid_icir 0.368905, valid_ric 0.000745, valid_ricir 0.008950, valid_prec@10 0.594672, valid_prec@30 0.548224, valid_mae 0.015708, valid_rmse 0.023886, valid_mape 173.695190, valid_acc 0.263704, test_loss 0.000930, ic 0.018042, icir 0.312185, ric -0.011181, ricir -0.117304, prec@10 0.553498, prec@30 0.552675, test_mae 0.015797, test_rmse 0.023918, test_mape 152.937210, test_acc 0.462926
Epoch 186, train_loss 0.001359, train_ic 0.065010, train_icir 0.566359, train_ric 0.045544, train_ricir 0.345610, train_mae 0.030581, train_rmse 0.039926, train_mape 2766.119141, train_acc 0.473424, valid_loss 0.0008040680, valid_ic 0.014440, valid_icir 0.171827, valid_ric 0.014902, valid_ricir 0.129114, valid_prec@10 0.561066, valid_prec@30 0.544262, valid_mae 0.014961, valid_rmse 0.022172, valid_mape 309.471619, valid_acc 0.664593, test_loss 0.001136, ic 0.006748, icir 0.096537, ric 0.002767, ricir 0.023217, prec@10 0.515638, prec@30 0.510014, test_mae 0.019655, test_rmse 0.027500, test_mape 281.372894, test_acc 0.492247
Epoch 187, train_loss 0.001402, train_ic 0.071336, train_icir 0.731823, train_ric 0.078894, train_ricir 0.703490, train_mae 0.024817, train_rmse 0.030115, train_mape 222.109085, train_acc 0.218169, valid_loss 0.0006857333, valid_ic 0.014069, valid_icir 0.255302, valid_ric 0.029904, valid_ricir 0.367944, valid_prec@10 0.554508, valid_prec@30 0.540437, valid_mae 0.013077, valid_rmse 0.020584, valid_mape 227.489548, valid_acc 0.678519, test_loss 0.001076, ic 0.002112, icir 0.042787, ric 0.017377, ricir 0.183667, prec@10 0.488477, prec@30 0.488203, test_mae 0.019566, test_rmse 0.027145, test_mape 270.591003, test_acc 0.505216
Epoch 188, train_loss 0.001404, train_ic 0.068808, train_icir 0.677243, train_ric 0.040525, train_ricir 0.372087, train_mae 0.024638, train_rmse 0.033107, train_mape 85.564598, train_acc 0.834951, valid_loss 0.0010781085, valid_ic 0.014807, valid_icir 0.321011, valid_ric 0.000144, valid_ricir 0.003038, valid_prec@10 0.584836, valid_prec@30 0.545355, valid_mae 0.019731, valid_rmse 0.025715, valid_mape 452.983032, valid_acc 0.681481, test_loss 0.001427, ic 0.010859, icir 0.257096, ric -0.006912, ricir -0.113504, prec@10 0.542387, prec@30 0.531962, test_mae 0.024987, test_rmse 0.031855, test_mape 414.100037, test_acc 0.489710
Epoch 189, train_loss 0.001411, train_ic 0.076225, train_icir 0.662904, train_ric 0.042942, train_ricir 0.327958, train_mae 0.015933, train_rmse 0.022753, train_mape 3160.570557, train_acc 0.411438, valid_loss 0.0005825260, valid_ic 0.020872, valid_icir 0.352062, valid_ric 0.008638, valid_ricir 0.104390, valid_prec@10 0.563525, valid_prec@30 0.559290, valid_mae 0.012840, valid_rmse 0.020891, valid_mape 165.171204, valid_acc 0.560889, test_loss 0.000950, ic 0.010980, icir 0.185628, ric -0.006679, ricir -0.065575, prec@10 0.520165, prec@30 0.523457, test_mae 0.016310, test_rmse 0.024378, test_mape 163.493042, test_acc 0.452213
Epoch 190, train_loss 0.001378, train_ic 0.081912, train_icir 0.870099, train_ric 0.076138, train_ricir 0.727690, train_mae 0.016046, train_rmse 0.022291, train_mape 113.604942, train_acc 0.474871, valid_loss 0.0005457733, valid_ic 0.020334, valid_icir 0.407854, valid_ric 0.026655, valid_ricir 0.356870, valid_prec@10 0.602459, valid_prec@30 0.581694, valid_mae 0.013018, valid_rmse 0.021522, valid_mape 128.415131, valid_acc 0.467556, test_loss 0.000900, ic 0.013502, icir 0.320274, ric 0.016885, ricir 0.208765, prec@10 0.505350, prec@30 0.523868, test_mae 0.015247, test_rmse 0.023294, test_mape 136.053513, test_acc 0.483225
Epoch 191, train_loss 0.001383, train_ic 0.056340, train_icir 0.449989, train_ric 0.045668, train_ricir 0.318833, train_mae 0.023946, train_rmse 0.029974, train_mape 116.747513, train_acc 0.459152, valid_loss 0.0006240175, valid_ic 0.011618, valid_icir 0.125591, valid_ric 0.020596, valid_ricir 0.162359, valid_prec@10 0.584836, valid_prec@30 0.561612, valid_mae 0.012839, valid_rmse 0.020757, valid_mape 197.826981, valid_acc 0.618370, test_loss 0.000993, ic 0.001586, icir 0.020975, ric 0.005803, ricir 0.044579, prec@10 0.482305, prec@30 0.507407, test_mae 0.017287, test_rmse 0.025419, test_mape 192.044907, test_acc 0.462081
Epoch 192, train_loss 0.001398, train_ic 0.064788, train_icir 0.584066, train_ric 0.030117, train_ricir 0.243492, train_mae 0.017213, train_rmse 0.026081, train_mape 155.132370, train_acc 0.446625, valid_loss 0.0005511157, valid_ic 0.016197, valid_icir 0.288158, valid_ric 0.007756, valid_ricir 0.093898, valid_prec@10 0.586885, valid_prec@30 0.543306, valid_mae 0.013530, valid_rmse 0.021674, valid_mape 145.729507, valid_acc 0.439407, test_loss 0.000908, ic 0.008384, icir 0.182578, ric -0.006238, ricir -0.070839, prec@10 0.556790, prec@30 0.529218, test_mae 0.015570, test_rmse 0.023766, test_mape 130.026108, test_acc 0.446575
Epoch 193, train_loss 0.001397, train_ic 0.078696, train_icir 0.778541, train_ric 0.057614, train_ricir 0.531006, train_mae 0.012694, train_rmse 0.020169, train_mape 153.735123, train_acc 0.473393, valid_loss 0.0005418533, valid_ic 0.020294, valid_icir 0.362593, valid_ric 0.019696, valid_ricir 0.279480, valid_prec@10 0.577459, valid_prec@30 0.561339, valid_mae 0.013505, valid_rmse 0.022003, valid_mape 135.589966, valid_acc 0.472000, test_loss 0.000886, ic 0.013439, icir 0.275531, ric 0.008077, ricir 0.090541, prec@10 0.518519, prec@30 0.524417, test_mae 0.015157, test_rmse 0.023288, test_mape 128.418228, test_acc 0.473358
Epoch 194, train_loss 0.001386, train_ic 0.079474, train_icir 0.734808, train_ric 0.052476, train_ricir 0.421099, train_mae 0.028516, train_rmse 0.035281, train_mape 195.825287, train_acc 0.140675, valid_loss 0.0006337632, valid_ic 0.022758, valid_icir 0.424240, valid_ric 0.012981, valid_ricir 0.164946, valid_prec@10 0.579918, valid_prec@30 0.563525, valid_mae 0.019653, valid_rmse 0.026544, valid_mape 261.660614, valid_acc 0.223704, test_loss 0.001016, ic 0.017868, icir 0.346004, ric 0.000048, ricir 0.000544, prec@10 0.521399, prec@30 0.531687, test_mae 0.019965, test_rmse 0.027353, test_mape 239.886856, test_acc 0.425994
Epoch 195, train_loss 0.001377, train_ic 0.064023, train_icir 0.612811, train_ric 0.051262, train_ricir 0.449533, train_mae 0.017291, train_rmse 0.023085, train_mape 1093.147705, train_acc 0.237347, valid_loss 0.0005732237, valid_ic 0.014932, valid_icir 0.220511, valid_ric 0.023831, valid_ricir 0.257138, valid_prec@10 0.561885, valid_prec@30 0.549317, valid_mae 0.015692, valid_rmse 0.023095, valid_mape 188.993408, valid_acc 0.333926, test_loss 0.000919, ic 0.011850, icir 0.245592, ric 0.013672, ricir 0.153714, prec@10 0.504938, prec@30 0.511523, test_mae 0.016593, test_rmse 0.024288, test_mape 159.835510, test_acc 0.429941
