Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 32,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2020,
        "test_year": 2021,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 32, train_loss 0.001254, train_ic 0.028957, train_icir 0.316378, train_ric 0.042379, train_ricir 0.348633, train_mae 0.031772, train_rmse 0.038764, train_mape 340.564392, train_acc 0.210270, valid_loss 0.0021826972, valid_ic -0.002878, valid_icir -0.057942, valid_ric 0.017150, valid_ricir 0.143686, valid_prec@10 0.534979, valid_prec@30 0.534705, valid_mae 0.023765, valid_rmse 0.050544, valid_mape 351.126984, valid_acc 0.704294, test_loss 0.003188, ic 0.007132, icir 0.096251, ric 0.033381, ricir 0.248538, prec@10 0.528807, prec@30 0.533333, test_mae 0.025019, test_rmse 0.052706, test_mape 531.653076, test_acc 0.616202
Epoch 33, train_loss 0.001257, train_ic 0.016643, train_icir 0.197677, train_ric 0.011562, train_ricir 0.099193, train_mae 0.051615, train_rmse 0.059743, train_mape 136.757248, train_acc 0.064188, valid_loss 0.0018545300, valid_ic 0.000155, valid_icir 0.004193, valid_ric 0.004101, valid_ricir 0.031582, valid_prec@10 0.558025, valid_prec@30 0.534156, valid_mae 0.019045, valid_rmse 0.048756, valid_mape 211.143112, valid_acc 0.689686, test_loss 0.002848, ic 0.005057, icir 0.095138, ric -0.002217, ricir -0.018585, prec@10 0.548971, prec@30 0.518656, test_mae 0.020530, test_rmse 0.050955, test_mape 374.220459, test_acc 0.605578
Epoch 34, train_loss 0.001227, train_ic 0.038922, train_icir 0.406521, train_ric -0.008191, train_ricir -0.072164, train_mae 0.015437, train_rmse 0.022768, train_mape 192.935745, train_acc 0.387782, valid_loss 0.0018415360, valid_ic 0.010355, valid_icir 0.199670, valid_ric -0.008709, valid_ricir -0.100471, valid_prec@10 0.592593, valid_prec@30 0.561043, valid_mae 0.020829, valid_rmse 0.049217, valid_mape 227.492493, valid_acc 0.574148, test_loss 0.002816, ic 0.009861, icir 0.150956, ric -0.016937, ricir -0.218866, prec@10 0.561317, prec@30 0.549931, test_mae 0.021411, test_rmse 0.050897, test_mape 379.107697, test_acc 0.556441
Epoch 35, train_loss 0.001250, train_ic 0.008420, train_icir 0.116312, train_ric 0.013349, train_ricir 0.151350, train_mae 0.016334, train_rmse 0.023499, train_mape 276.997070, train_acc 0.513502, valid_loss 0.0019018183, valid_ic -0.004557, valid_icir -0.117161, valid_ric 0.006016, valid_ricir 0.079236, valid_prec@10 0.541152, valid_prec@30 0.539369, valid_mae 0.027992, valid_rmse 0.052290, valid_mape 301.474731, valid_acc 0.278884, test_loss 0.002840, ic 0.004739, icir 0.082669, ric 0.013061, ricir 0.221582, prec@10 0.523868, prec@30 0.522222, test_mae 0.025547, test_rmse 0.052104, test_mape 449.757324, test_acc 0.383798
Epoch 36, train_loss 0.001240, train_ic 0.038571, train_icir 0.460247, train_ric 0.016760, train_ricir 0.158973, train_mae 0.016766, train_rmse 0.024746, train_mape 193.653046, train_acc 0.254095, valid_loss 0.0017542966, valid_ic 0.001650, valid_icir 0.044595, valid_ric 0.001566, valid_ricir 0.018369, valid_prec@10 0.573663, valid_prec@30 0.555556, valid_mae 0.023955, valid_rmse 0.049577, valid_mape 231.319183, valid_acc 0.240815, test_loss 0.002674, ic 0.007463, icir 0.121641, ric 0.005060, ricir 0.063709, prec@10 0.562140, prec@30 0.551029, test_mae 0.021969, test_rmse 0.049954, test_mape 351.793182, test_acc 0.356795
Epoch 37, train_loss 0.001233, train_ic 0.026027, train_icir 0.330507, train_ric 0.042006, train_ricir 0.395024, train_mae 0.018744, train_rmse 0.026900, train_mape 134.364822, train_acc 0.270474, valid_loss 0.0017307188, valid_ic -0.000795, valid_icir -0.019088, valid_ric 0.018711, valid_ricir 0.206133, valid_prec@10 0.539506, valid_prec@30 0.526475, valid_mae 0.022150, valid_rmse 0.048259, valid_mape 214.636154, valid_acc 0.374502, test_loss 0.002621, ic 0.007060, icir 0.105655, ric 0.026083, ricir 0.270342, prec@10 0.533333, prec@30 0.532236, test_mae 0.021368, test_rmse 0.049360, test_mape 342.591614, test_acc 0.434706
Epoch 38, train_loss 0.001234, train_ic 0.030549, train_icir 0.354046, train_ric 0.007377, train_ricir 0.066843, train_mae 0.011842, train_rmse 0.018482, train_mape 125.117508, train_acc 0.467906, valid_loss 0.0016920225, valid_ic 0.003764, valid_icir 0.106401, valid_ric 0.008756, valid_ricir 0.117447, valid_prec@10 0.550206, valid_prec@30 0.544307, valid_mae 0.022300, valid_rmse 0.047907, valid_mape 209.265488, valid_acc 0.335547, test_loss 0.002561, ic 0.007292, icir 0.128722, ric -0.000533, ricir -0.007331, prec@10 0.545679, prec@30 0.549657, test_mae 0.021146, test_rmse 0.048612, test_mape 318.745911, test_acc 0.382027
Epoch 39, train_loss 0.001225, train_ic 0.029974, train_icir 0.393465, train_ric 0.014902, train_ricir 0.158876, train_mae 0.021115, train_rmse 0.026246, train_mape 386.923370, train_acc 0.623285, valid_loss 0.0019465820, valid_ic 0.001601, valid_icir 0.041457, valid_ric -0.002816, valid_ricir -0.043478, valid_prec@10 0.588066, valid_prec@30 0.554458, valid_mae 0.020963, valid_rmse 0.045876, valid_mape 307.471375, valid_acc 0.707835, test_loss 0.002781, ic 0.007357, icir 0.114283, ric 0.005707, ricir 0.085518, prec@10 0.547325, prec@30 0.535254, test_mae 0.024245, test_rmse 0.048488, test_mape 521.311035, test_acc 0.619301
Epoch 40, train_loss 0.001200, train_ic 0.032617, train_icir 0.291720, train_ric 0.025892, train_ricir 0.192836, train_mae 0.024977, train_rmse 0.036717, train_mape 224.021606, train_acc 0.364320, valid_loss 0.0019787712, valid_ic 0.000502, valid_icir 0.006763, valid_ric 0.005336, valid_ricir 0.037572, valid_prec@10 0.551440, valid_prec@30 0.548697, valid_mae 0.030439, valid_rmse 0.051763, valid_mape 347.750397, valid_acc 0.294378, test_loss 0.002758, ic 0.012169, icir 0.142247, ric 0.020856, ricir 0.148875, prec@10 0.582305, prec@30 0.570233, test_mae 0.026365, test_rmse 0.050576, test_mape 471.221863, test_acc 0.416999
Epoch 41, train_loss 0.001221, train_ic 0.032112, train_icir 0.434755, train_ric 0.034647, train_ricir 0.386069, train_mae 0.024358, train_rmse 0.032715, train_mape 167.617477, train_acc 0.177955, valid_loss 0.0016695682, valid_ic -0.000041, valid_icir -0.001078, valid_ric 0.014727, valid_ricir 0.185755, valid_prec@10 0.567901, valid_prec@30 0.553498, valid_mae 0.019210, valid_rmse 0.044703, valid_mape 204.137680, valid_acc 0.699425, test_loss 0.002454, ic 0.008049, icir 0.129788, ric 0.025428, ricir 0.297267, prec@10 0.558436, prec@30 0.559259, test_mae 0.019773, test_rmse 0.046394, test_mape 324.385223, test_acc 0.607348
Epoch 42, train_loss 0.001197, train_ic 0.041767, train_icir 0.457066, train_ric 0.013867, train_ricir 0.116903, train_mae 0.031590, train_rmse 0.036020, train_mape 337.557129, train_acc 0.345286, valid_loss 0.0021584478, valid_ic 0.009991, valid_icir 0.252091, valid_ric 0.005510, valid_ricir 0.053530, valid_prec@10 0.576955, valid_prec@30 0.556104, valid_mae 0.023905, valid_rmse 0.045872, valid_mape 405.050507, valid_acc 0.717131, test_loss 0.002945, ic 0.008106, icir 0.153639, ric -0.009190, ricir -0.097288, prec@10 0.544444, prec@30 0.529767, test_mae 0.028774, test_rmse 0.049709, test_mape 661.503296, test_acc 0.617530
Epoch 43, train_loss 0.001210, train_ic 0.029835, train_icir 0.340534, train_ric 0.011737, train_ricir 0.102699, train_mae 0.015527, train_rmse 0.024422, train_mape 4845.041504, train_acc 0.408145, valid_loss 0.0015825532, valid_ic 0.005352, valid_icir 0.152021, valid_ric 0.004319, valid_ricir 0.036167, valid_prec@10 0.577778, valid_prec@30 0.551578, valid_mae 0.019290, valid_rmse 0.044070, valid_mape 193.587433, valid_acc 0.554670, test_loss 0.002351, ic 0.006197, icir 0.123730, ric -0.008746, ricir -0.082795, prec@10 0.545679, prec@30 0.537037, test_mae 0.020066, test_rmse 0.045884, test_mape 319.001160, test_acc 0.495352
Epoch 44, train_loss 0.001184, train_ic 0.037011, train_icir 0.393318, train_ric 0.006787, train_ricir 0.056495, train_mae 0.023493, train_rmse 0.033960, train_mape 102.857002, train_acc 0.751660, valid_loss 0.0015982868, valid_ic 0.003880, valid_icir 0.090757, valid_ric -0.006034, valid_ricir -0.064481, valid_prec@10 0.562551, valid_prec@30 0.556241, valid_mae 0.022895, valid_rmse 0.045667, valid_mape 217.875092, valid_acc 0.329349, test_loss 0.002349, ic 0.008318, icir 0.132135, ric -0.002754, ricir -0.031680, prec@10 0.537860, prec@30 0.538134, test_mae 0.020386, test_rmse 0.045706, test_mape 308.344940, test_acc 0.455069
Epoch 45, train_loss 0.001192, train_ic 0.029166, train_icir 0.310298, train_ric -0.018684, train_ricir -0.154549, train_mae 0.018805, train_rmse 0.027141, train_mape 259.438354, train_acc 0.610890, valid_loss 0.0016033901, valid_ic 0.007663, valid_icir 0.160245, valid_ric -0.015561, valid_ricir -0.160715, valid_prec@10 0.591358, valid_prec@30 0.537174, valid_mae 0.020479, valid_rmse 0.044334, valid_mape 200.213043, valid_acc 0.552014, test_loss 0.002317, ic 0.006715, icir 0.126864, ric -0.022131, ricir -0.259075, prec@10 0.562140, prec@30 0.531824, test_mae 0.020220, test_rmse 0.045312, test_mape 329.211060, test_acc 0.547587
Epoch 46, train_loss 0.001183, train_ic 0.029281, train_icir 0.396992, train_ric 0.031853, train_ricir 0.354371, train_mae 0.012745, train_rmse 0.022416, train_mape 136.063034, train_acc 0.577689, valid_loss 0.0015469911, valid_ic 0.001640, valid_icir 0.048176, valid_ric 0.009463, valid_ricir 0.148704, valid_prec@10 0.569136, valid_prec@30 0.540604, valid_mae 0.019067, valid_rmse 0.042995, valid_mape 179.421585, valid_acc 0.655600, test_loss 0.002249, ic 0.007575, icir 0.131394, ric 0.021998, ricir 0.359105, prec@10 0.550617, prec@30 0.541838, test_mae 0.018965, test_rmse 0.044217, test_mape 287.491760, test_acc 0.608234
Epoch 47, train_loss 0.001184, train_ic 0.030936, train_icir 0.405746, train_ric 0.011125, train_ricir 0.112124, train_mae 0.026110, train_rmse 0.033559, train_mape 124.850250, train_acc 0.311642, valid_loss 0.0015209660, valid_ic 0.002727, valid_icir 0.083709, valid_ric -0.005925, valid_ricir -0.086611, valid_prec@10 0.569547, valid_prec@30 0.548285, valid_mae 0.020947, valid_rmse 0.043589, valid_mape 188.429703, valid_acc 0.381585, test_loss 0.002212, ic 0.005917, icir 0.113813, ric -0.000542, ricir -0.007940, prec@10 0.532510, prec@30 0.523731, test_mae 0.019400, test_rmse 0.044206, test_mape 275.686157, test_acc 0.496680
Epoch 48, train_loss 0.001183, train_ic 0.029786, train_icir 0.384924, train_ric 0.025150, train_ricir 0.269174, train_mae 0.017323, train_rmse 0.022158, train_mape 236.908691, train_acc 0.382027, valid_loss 0.0016520682, valid_ic 0.005111, valid_icir 0.158097, valid_ric 0.011379, valid_ricir 0.167391, valid_prec@10 0.566255, valid_prec@30 0.545679, valid_mae 0.018680, valid_rmse 0.041618, valid_mape 243.544388, valid_acc 0.712705, test_loss 0.002325, ic 0.007465, icir 0.146590, ric 0.012711, ricir 0.175348, prec@10 0.546914, prec@30 0.520713, test_mae 0.020747, test_rmse 0.043995, test_mape 402.553894, test_acc 0.622842
Epoch 49, train_loss 0.001168, train_ic 0.042944, train_icir 0.535011, train_ric 0.022845, train_ricir 0.245931, train_mae 0.028192, train_rmse 0.037045, train_mape 12857.996094, train_acc 0.375830, valid_loss 0.0017188774, valid_ic 0.006185, valid_icir 0.180629, valid_ric 0.006318, valid_ricir 0.100241, valid_prec@10 0.581070, valid_prec@30 0.560357, valid_mae 0.019847, valid_rmse 0.041516, valid_mape 283.298828, valid_acc 0.715803, test_loss 0.002375, ic 0.008006, icir 0.141659, ric 0.006289, ricir 0.092139, prec@10 0.548148, prec@30 0.535117, test_mae 0.022810, test_rmse 0.044311, test_mape 465.253510, test_acc 0.617530
Epoch 50, train_loss 0.001209, train_ic 0.044457, train_icir 0.469066, train_ric 0.005961, train_ricir 0.051604, train_mae 0.087020, train_rmse 0.096835, train_mape 120.532463, train_acc 0.051350, valid_loss 0.0015252482, valid_ic 0.010215, valid_icir 0.240090, valid_ric -0.001872, valid_ricir -0.019928, valid_prec@10 0.570370, valid_prec@30 0.546776, valid_mae 0.018212, valid_rmse 0.041058, valid_mape 197.491394, valid_acc 0.680390, test_loss 0.002176, ic 0.009257, icir 0.173084, ric -0.012733, ricir -0.158786, prec@10 0.552675, prec@30 0.539095, test_mae 0.019602, test_rmse 0.043028, test_mape 339.837921, test_acc 0.617087
Epoch 51, train_loss 0.001163, train_ic 0.022000, train_icir 0.307837, train_ric 0.007621, train_ricir 0.090354, train_mae 0.039979, train_rmse 0.048879, train_mape 339.920929, train_acc 0.330677, valid_loss 0.0016530006, valid_ic 0.001568, valid_icir 0.041072, valid_ric -0.003122, valid_ricir -0.047274, valid_prec@10 0.562140, valid_prec@30 0.549246, valid_mae 0.029293, valid_rmse 0.047724, valid_mape 307.647278, valid_acc 0.232404, test_loss 0.002283, ic 0.007587, icir 0.138030, ric 0.005580, ricir 0.102775, prec@10 0.539918, prec@30 0.544033, test_mae 0.025626, test_rmse 0.046318, test_mape 419.055420, test_acc 0.351483
Epoch 52, train_loss 0.001165, train_ic 0.026946, train_icir 0.288498, train_ric -0.017848, train_ricir -0.154901, train_mae 0.027210, train_rmse 0.035124, train_mape 184.253616, train_acc 0.107127, valid_loss 0.0015214962, valid_ic 0.010390, valid_icir 0.250574, valid_ric -0.006935, valid_ricir -0.080706, valid_prec@10 0.563374, valid_prec@30 0.537997, valid_mae 0.024278, valid_rmse 0.043997, valid_mape 232.749557, valid_acc 0.288623, test_loss 0.002141, ic 0.007547, icir 0.164773, ric -0.022545, ricir -0.259285, prec@10 0.553909, prec@30 0.532647, test_mae 0.021919, test_rmse 0.043948, test_mape 319.394684, test_acc 0.381585
Epoch 53, train_loss 0.001153, train_ic 0.045548, train_icir 0.449584, train_ric 0.016477, train_ricir 0.134714, train_mae 0.014106, train_rmse 0.020659, train_mape 108.950592, train_acc 0.675520, valid_loss 0.0014624518, valid_ic 0.011043, valid_icir 0.237390, valid_ric 0.006799, valid_ricir 0.071836, valid_prec@10 0.574486, valid_prec@30 0.547874, valid_mae 0.018741, valid_rmse 0.040859, valid_mape 180.121872, valid_acc 0.654272, test_loss 0.002070, ic 0.010581, icir 0.171216, ric 0.002887, ricir 0.029269, prec@10 0.532099, prec@30 0.541701, test_mae 0.018967, test_rmse 0.042211, test_mape 284.028595, test_acc 0.591412
Epoch 54, train_loss 0.001163, train_ic 0.020125, train_icir 0.330702, train_ric 0.023901, train_ricir 0.349222, train_mae 0.029069, train_rmse 0.033881, train_mape 559.079285, train_acc 0.420540, valid_loss 0.0020431941, valid_ic -0.002208, valid_icir -0.057634, valid_ric 0.002177, valid_ricir 0.041561, valid_prec@10 0.544856, valid_prec@30 0.526063, valid_mae 0.024669, valid_rmse 0.042320, valid_mape 387.729889, valid_acc 0.713590, test_loss 0.002607, ic 0.006058, icir 0.098302, ric 0.016062, ricir 0.269254, prec@10 0.512346, prec@30 0.521674, test_mae 0.027623, test_rmse 0.045544, test_mape 593.141907, test_acc 0.615759
Epoch 55, train_loss 0.001148, train_ic 0.021913, train_icir 0.235718, train_ric 0.012151, train_ricir 0.103318, train_mae 0.012189, train_rmse 0.016819, train_mape 347.992096, train_acc 0.581231, valid_loss 0.0015106232, valid_ic 0.006626, valid_icir 0.156586, valid_ric 0.006836, valid_ricir 0.052148, valid_prec@10 0.558025, valid_prec@30 0.535528, valid_mae 0.017450, valid_rmse 0.038951, valid_mape 204.087585, valid_acc 0.691456, test_loss 0.002090, ic 0.005598, icir 0.135862, ric -0.007570, ricir -0.061227, prec@10 0.534568, prec@30 0.520439, test_mae 0.019688, test_rmse 0.041617, test_mape 350.398041, test_acc 0.616202
Epoch 56, train_loss 0.001168, train_ic 0.032916, train_icir 0.366485, train_ric 0.035962, train_ricir 0.320063, train_mae 0.013967, train_rmse 0.022274, train_mape 139.843781, train_acc 0.667109, valid_loss 0.0014506039, valid_ic 0.002837, valid_icir 0.062905, valid_ric 0.019550, valid_ricir 0.191585, valid_prec@10 0.552675, valid_prec@30 0.546228, valid_mae 0.022352, valid_rmse 0.042583, valid_mape 195.384537, valid_acc 0.342629, test_loss 0.002021, ic 0.009265, icir 0.145501, ric 0.028055, ricir 0.246659, prec@10 0.544856, prec@30 0.547051, test_mae 0.021728, test_rmse 0.043330, test_mape 309.902161, test_acc 0.371403
Epoch 57, train_loss 0.001123, train_ic 0.017950, train_icir 0.202112, train_ric 0.012276, train_ricir 0.117117, train_mae 0.061747, train_rmse 0.073047, train_mape 109.143135, train_acc 0.478088, valid_loss 0.0015368699, valid_ic 0.009943, valid_icir 0.239915, valid_ric 0.013653, valid_ricir 0.129627, valid_prec@10 0.537860, valid_prec@30 0.525377, valid_mae 0.024631, valid_rmse 0.043038, valid_mape 250.286896, valid_acc 0.374502, test_loss 0.002099, ic 0.006343, icir 0.167577, ric -0.001774, ricir -0.017771, prec@10 0.518519, prec@30 0.518381, test_mae 0.023881, test_rmse 0.043819, test_mape 361.213684, test_acc 0.397964
Epoch 58, train_loss 0.001149, train_ic 0.023050, train_icir 0.267216, train_ric 0.033412, train_ricir 0.314476, train_mae 0.020882, train_rmse 0.027707, train_mape 150.404770, train_acc 0.451970, valid_loss 0.0016348469, valid_ic -0.004227, valid_icir -0.076445, valid_ric 0.008808, valid_ricir 0.076855, valid_prec@10 0.557202, valid_prec@30 0.547737, valid_mae 0.020863, valid_rmse 0.040275, valid_mape 224.465652, valid_acc 0.693227, test_loss 0.002118, ic 0.008899, icir 0.127359, ric 0.029971, ricir 0.257495, prec@10 0.574486, prec@30 0.566804, test_mae 0.020656, test_rmse 0.041502, test_mape 319.087524, test_acc 0.605135
Epoch 59, train_loss 0.001144, train_ic 0.029379, train_icir 0.388267, train_ric 0.049585, train_ricir 0.466239, train_mae 0.020356, train_rmse 0.029149, train_mape 141.791077, train_acc 0.556441, valid_loss 0.0014165773, valid_ic 0.001414, valid_icir 0.043069, valid_ric 0.020276, valid_ricir 0.199742, valid_prec@10 0.549383, valid_prec@30 0.529355, valid_mae 0.022844, valid_rmse 0.041798, valid_mape 194.405258, valid_acc 0.251881, test_loss 0.001945, ic 0.006325, icir 0.121852, ric 0.033003, ricir 0.362617, prec@10 0.537860, prec@30 0.520988, test_mae 0.021337, test_rmse 0.042361, test_mape 285.831604, test_acc 0.346171
Epoch 60, train_loss 0.001145, train_ic 0.033741, train_icir 0.302540, train_ric 0.025624, train_ricir 0.192143, train_mae 0.015710, train_rmse 0.023036, train_mape 176.162796, train_acc 0.419212, valid_loss 0.0014343824, valid_ic 0.002823, valid_icir 0.050323, valid_ric 0.007114, valid_ricir 0.052676, valid_prec@10 0.560494, valid_prec@30 0.564472, valid_mae 0.022503, valid_rmse 0.041401, valid_mape 200.693375, valid_acc 0.386897, test_loss 0.001941, ic 0.010469, icir 0.150622, ric 0.020902, ricir 0.155932, prec@10 0.543621, prec@30 0.552812, test_mae 0.020324, test_rmse 0.041448, test_mape 284.591736, test_acc 0.475874
Epoch 61, train_loss 0.001152, train_ic 0.032919, train_icir 0.300551, train_ric 0.027502, train_ricir 0.211011, train_mae 0.026552, train_rmse 0.031843, train_mape 543.218933, train_acc 0.705179, valid_loss 0.0024098038, valid_ic -0.000692, valid_icir -0.009777, valid_ric 0.004124, valid_ricir 0.029617, valid_prec@10 0.561317, valid_prec@30 0.554595, valid_mae 0.044438, valid_rmse 0.057872, valid_mape 549.310730, valid_acc 0.213369, test_loss 0.002961, ic 0.011880, icir 0.139196, ric 0.020860, ricir 0.146939, prec@10 0.569136, prec@30 0.564609, test_mae 0.041269, test_rmse 0.055575, test_mape 766.125061, test_acc 0.334661
Epoch 62, train_loss 0.001138, train_ic 0.022843, train_icir 0.242041, train_ric 0.001741, train_ricir 0.015274, train_mae 0.019377, train_rmse 0.026436, train_mape 135.749969, train_acc 0.550686, valid_loss 0.0015315256, valid_ic 0.010172, valid_icir 0.198444, valid_ric -0.003745, valid_ricir -0.032313, valid_prec@10 0.570782, valid_prec@30 0.539232, valid_mae 0.027112, valid_rmse 0.043663, valid_mape 260.946808, valid_acc 0.297477, test_loss 0.002025, ic 0.006148, icir 0.147664, ric -0.014486, ricir -0.139672, prec@10 0.560494, prec@30 0.537723, test_mae 0.023938, test_rmse 0.043122, test_mape 325.212128, test_acc 0.377601
Epoch 63, train_loss 0.001120, train_ic 0.036628, train_icir 0.445359, train_ric 0.044989, train_ricir 0.452852, train_mae 0.017338, train_rmse 0.024438, train_mape 137.812912, train_acc 0.331120, valid_loss 0.0013520216, valid_ic 0.003671, valid_icir 0.099824, valid_ric 0.017028, valid_ricir 0.218427, valid_prec@10 0.574897, valid_prec@30 0.543759, valid_mae 0.018672, valid_rmse 0.038508, valid_mape 151.182373, valid_acc 0.618858, test_loss 0.001834, ic 0.008522, icir 0.144710, ric 0.028253, ricir 0.305378, prec@10 0.540329, prec@30 0.534294, test_mae 0.018415, test_rmse 0.039850, test_mape 234.666199, test_acc 0.585657
Epoch 64, train_loss 0.001128, train_ic 0.037235, train_icir 0.358706, train_ric 0.040584, train_ricir 0.325732, train_mae 0.016868, train_rmse 0.026038, train_mape 5985.642090, train_acc 0.518371, valid_loss 0.0014030744, valid_ic 0.002604, valid_icir 0.043424, valid_ric 0.014151, valid_ricir 0.111943, valid_prec@10 0.558848, valid_prec@30 0.556241, valid_mae 0.020535, valid_rmse 0.039295, valid_mape 186.305481, valid_acc 0.542275, test_loss 0.001870, ic 0.011056, icir 0.154443, ric 0.028619, ricir 0.216926, prec@10 0.560494, prec@30 0.556653, test_mae 0.019642, test_rmse 0.040265, test_mape 272.057404, test_acc 0.537406
Epoch 65, train_loss 0.001124, train_ic 0.034931, train_icir 0.479224, train_ric 0.013732, train_ricir 0.169972, train_mae 0.019604, train_rmse 0.029783, train_mape 124.883392, train_acc 0.420097, valid_loss 0.0013450047, valid_ic 0.005460, valid_icir 0.161326, valid_ric 0.001211, valid_ricir 0.024473, valid_prec@10 0.569547, valid_prec@30 0.552949, valid_mae 0.021410, valid_rmse 0.039838, valid_mape 170.839569, valid_acc 0.308544, test_loss 0.001813, ic 0.008490, icir 0.167335, ric 0.009311, ricir 0.189076, prec@10 0.558436, prec@30 0.541289, test_mae 0.019774, test_rmse 0.040403, test_mape 236.050964, test_acc 0.390881
Epoch 66, train_loss 0.001146, train_ic 0.045347, train_icir 0.525687, train_ric 0.001231, train_ricir 0.012093, train_mae 0.039755, train_rmse 0.045629, train_mape 115.528107, train_acc 0.140328, valid_loss 0.0013374880, valid_ic 0.011504, valid_icir 0.310736, valid_ric -0.004253, valid_ricir -0.061654, valid_prec@10 0.562551, valid_prec@30 0.560631, valid_mae 0.018685, valid_rmse 0.037557, valid_mape 152.498764, valid_acc 0.560868, test_loss 0.001792, ic 0.010179, icir 0.226747, ric -0.011573, ricir -0.169579, prec@10 0.556790, prec@30 0.548422, test_mae 0.018271, test_rmse 0.039210, test_mape 233.468506, test_acc 0.583001
Epoch 67, train_loss 0.001125, train_ic 0.037633, train_icir 0.406285, train_ric 0.019200, train_ricir 0.171742, train_mae 0.014162, train_rmse 0.022610, train_mape 188.223404, train_acc 0.405489, valid_loss 0.0013603565, valid_ic 0.013817, valid_icir 0.328385, valid_ric 0.006863, valid_ricir 0.068154, valid_prec@10 0.551852, valid_prec@30 0.539095, valid_mae 0.018190, valid_rmse 0.036905, valid_mape 178.904251, valid_acc 0.613546, test_loss 0.001819, ic 0.009433, icir 0.202672, ric -0.004052, ricir -0.047931, prec@10 0.527984, prec@30 0.533333, test_mae 0.019046, test_rmse 0.039059, test_mape 283.965698, test_acc 0.579017
Epoch 68, train_loss 0.001123, train_ic 0.039865, train_icir 0.508824, train_ric 0.037598, train_ricir 0.396836, train_mae 0.018304, train_rmse 0.027466, train_mape 95.226273, train_acc 0.878265, valid_loss 0.0013550571, valid_ic 0.004954, valid_icir 0.149862, valid_ric 0.018655, valid_ricir 0.263065, valid_prec@10 0.560494, valid_prec@30 0.549383, valid_mae 0.018393, valid_rmse 0.037221, valid_mape 149.046890, valid_acc 0.675520, test_loss 0.001773, ic 0.009280, icir 0.184536, ric 0.019544, ricir 0.263149, prec@10 0.552675, prec@30 0.558162, test_mae 0.018092, test_rmse 0.038583, test_mape 223.005051, test_acc 0.609562
Epoch 69, train_loss 0.001102, train_ic 0.045287, train_icir 0.449126, train_ric 0.034201, train_ricir 0.283135, train_mae 0.031911, train_rmse 0.045726, train_mape 169.542877, train_acc 0.552014, valid_loss 0.0014279376, valid_ic 0.009188, valid_icir 0.192818, valid_ric 0.017718, valid_ricir 0.167337, valid_prec@10 0.568313, valid_prec@30 0.556104, valid_mae 0.025035, valid_rmse 0.041560, valid_mape 225.816299, valid_acc 0.274015, test_loss 0.001866, ic 0.011745, icir 0.206347, ric 0.020110, ricir 0.191149, prec@10 0.546914, prec@30 0.550617, test_mae 0.022978, test_rmse 0.041608, test_mape 322.437164, test_acc 0.373617
Epoch 70, train_loss 0.001121, train_ic 0.031832, train_icir 0.343347, train_ric 0.002942, train_ricir 0.027102, train_mae 0.024018, train_rmse 0.030530, train_mape 452.015259, train_acc 0.500221, valid_loss 0.0018299272, valid_ic 0.005352, valid_icir 0.106333, valid_ric 0.003475, valid_ricir 0.034628, valid_prec@10 0.550617, valid_prec@30 0.553086, valid_mae 0.036025, valid_rmse 0.049713, valid_mape 397.385437, valid_acc 0.221780, test_loss 0.002267, ic 0.010501, icir 0.182135, ric 0.006092, ricir 0.065626, prec@10 0.560494, prec@30 0.559259, test_mae 0.033024, test_rmse 0.048148, test_mape 544.734985, test_acc 0.339531
Epoch 71, train_loss 0.001109, train_ic 0.038015, train_icir 0.433427, train_ric -0.004536, train_ricir -0.044159, train_mae 0.012856, train_rmse 0.024125, train_mape 124.429703, train_acc 0.651616, valid_loss 0.0013421072, valid_ic 0.007148, valid_icir 0.173511, valid_ric -0.008577, valid_ricir -0.109031, valid_prec@10 0.577366, valid_prec@30 0.560357, valid_mae 0.019021, valid_rmse 0.037007, valid_mape 150.265121, valid_acc 0.576361, test_loss 0.001743, ic 0.010157, icir 0.206046, ric -0.005006, ricir -0.077138, prec@10 0.560494, prec@30 0.559534, test_mae 0.018304, test_rmse 0.038626, test_mape 216.894577, test_acc 0.600266
Epoch 72, train_loss 0.001118, train_ic 0.022012, train_icir 0.250999, train_ric 0.047020, train_ricir 0.419609, train_mae 0.016258, train_rmse 0.021929, train_mape 222.218826, train_acc 0.315184, valid_loss 0.0013209599, valid_ic 0.001407, valid_icir 0.036182, valid_ric 0.022150, valid_ricir 0.225942, valid_prec@10 0.534156, valid_prec@30 0.519342, valid_mae 0.017956, valid_rmse 0.036552, valid_mape 147.009247, valid_acc 0.661797, test_loss 0.001728, ic 0.007324, icir 0.131732, ric 0.028820, ricir 0.315231, prec@10 0.527984, prec@30 0.534705, test_mae 0.018146, test_rmse 0.038103, test_mape 224.312622, test_acc 0.608234
