Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 32,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2020,
        "test_year": 2021,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 155, train_loss 0.001006, train_ic 0.049873, train_icir 0.596364, train_ric 0.051427, train_ricir 0.519481, train_mae 0.015372, train_rmse 0.022284, train_mape 212.450912, train_acc 0.420983, valid_loss 0.0011521945, valid_ic 0.011270, valid_icir 0.297725, valid_ric 0.021888, valid_ricir 0.272424, valid_prec@10 0.558436, valid_prec@30 0.540466, valid_mae 0.017396, valid_rmse 0.030301, valid_mape 145.656769, valid_acc 0.663568, test_loss 0.001306, ic 0.010555, icir 0.284348, ric 0.024126, ricir 0.311175, prec@10 0.526749, prec@30 0.528944, test_mae 0.017776, test_rmse 0.032911, test_mape 260.792511, test_acc 0.617973
Epoch 156, train_loss 0.001004, train_ic 0.055773, train_icir 0.667577, train_ric 0.017215, train_ricir 0.204391, train_mae 0.026528, train_rmse 0.030825, train_mape 558.672729, train_acc 0.197875, valid_loss 0.0014718984, valid_ic 0.018538, valid_icir 0.450583, valid_ric 0.005742, valid_ricir 0.110165, valid_prec@10 0.588889, valid_prec@30 0.551303, valid_mae 0.033017, valid_rmse 0.042768, valid_mape 343.960358, valid_acc 0.218238, test_loss 0.001637, ic 0.012499, icir 0.364678, ric -0.001084, ricir -0.024302, prec@10 0.547737, prec@30 0.540466, test_mae 0.029073, test_rmse 0.040736, test_mape 398.465790, test_acc 0.334661
Epoch 157, train_loss 0.001015, train_ic 0.050383, train_icir 0.516431, train_ric 0.002854, train_ricir 0.025237, train_mae 0.012763, train_rmse 0.020320, train_mape 148.062714, train_acc 0.447986, valid_loss 0.0011279017, valid_ic 0.020095, valid_icir 0.369773, valid_ric -0.005935, valid_ricir -0.061865, valid_prec@10 0.586420, valid_prec@30 0.552401, valid_mae 0.018005, valid_rmse 0.030968, valid_mape 137.035294, valid_acc 0.532979, test_loss 0.001290, ic 0.012127, icir 0.391545, ric -0.015141, ricir -0.172199, prec@10 0.540329, prec@30 0.541289, test_mae 0.018340, test_rmse 0.033501, test_mape 222.631104, test_acc 0.552457
Epoch 158, train_loss 0.001008, train_ic 0.048836, train_icir 0.538160, train_ric 0.040313, train_ricir 0.409262, train_mae 0.024910, train_rmse 0.030572, train_mape 245.913864, train_acc 0.285967, valid_loss 0.0012686056, valid_ic 0.005816, valid_icir 0.119202, valid_ric 0.007646, valid_ricir 0.096284, valid_prec@10 0.593827, valid_prec@30 0.534979, valid_mae 0.018182, valid_rmse 0.030619, valid_mape 188.463043, valid_acc 0.696326, test_loss 0.001405, ic 0.012161, icir 0.215610, ric 0.027211, ricir 0.275684, prec@10 0.543210, prec@30 0.529492, test_mae 0.019789, test_rmse 0.033582, test_mape 287.933258, test_acc 0.616202
Epoch 159, train_loss 0.001019, train_ic 0.059095, train_icir 0.682120, train_ric 0.045245, train_ricir 0.473041, train_mae 0.025335, train_rmse 0.028662, train_mape 579.383301, train_acc 0.338645, valid_loss 0.0015086221, valid_ic 0.015094, valid_icir 0.384156, valid_ric 0.013127, valid_ricir 0.184267, valid_prec@10 0.587243, valid_prec@30 0.552949, valid_mae 0.020733, valid_rmse 0.031130, valid_mape 301.860046, valid_acc 0.711819, test_loss 0.001635, ic 0.012732, icir 0.283085, ric 0.016351, ricir 0.255962, prec@10 0.538683, prec@30 0.534842, test_mae 0.024073, test_rmse 0.035401, test_mape 425.909851, test_acc 0.618858
Epoch 160, train_loss 0.001008, train_ic 0.057746, train_icir 0.709795, train_ric 0.041647, train_ricir 0.477731, train_mae 0.020929, train_rmse 0.030984, train_mape 135.748535, train_acc 0.552014, valid_loss 0.0011560735, valid_ic 0.011179, valid_icir 0.322540, valid_ric 0.010340, valid_ricir 0.197489, valid_prec@10 0.574897, valid_prec@30 0.548148, valid_mae 0.023267, valid_rmse 0.035354, valid_mape 192.107681, valid_acc 0.239486, test_loss 0.001305, ic 0.010979, icir 0.272176, ric 0.016358, ricir 0.309753, prec@10 0.540741, prec@30 0.536763, test_mae 0.020767, test_rmse 0.035165, test_mape 243.534393, test_acc 0.337317
Epoch 161, train_loss 0.001019, train_ic 0.053849, train_icir 0.639813, train_ric 0.029685, train_ricir 0.329097, train_mae 0.010462, train_rmse 0.015691, train_mape 187.076447, train_acc 0.561753, valid_loss 0.0011874671, valid_ic 0.019591, valid_icir 0.546067, valid_ric 0.015940, valid_ricir 0.279840, valid_prec@10 0.571605, valid_prec@30 0.544856, valid_mae 0.023190, valid_rmse 0.034795, valid_mape 193.574661, valid_acc 0.267818, test_loss 0.001357, ic 0.012939, icir 0.409709, ric 0.007286, ricir 0.126199, prec@10 0.530453, prec@30 0.534568, test_mae 0.021683, test_rmse 0.035476, test_mape 240.921661, test_acc 0.349270
Epoch 162, train_loss 0.001022, train_ic 0.051705, train_icir 0.594621, train_ric 0.020424, train_ricir 0.211697, train_mae 0.014105, train_rmse 0.019721, train_mape 317.848358, train_acc 0.442231, valid_loss 0.0011428462, valid_ic 0.011077, valid_icir 0.273448, valid_ric -0.000849, valid_ricir -0.012236, valid_prec@10 0.562963, valid_prec@30 0.557750, valid_mae 0.019400, valid_rmse 0.032090, valid_mape 132.940979, valid_acc 0.460381, test_loss 0.001256, ic 0.012893, icir 0.325831, ric 0.008577, ricir 0.135702, prec@10 0.553086, prec@30 0.560357, test_mae 0.017738, test_rmse 0.032741, test_mape 146.332901, test_acc 0.537849
Epoch 163, train_loss 0.001019, train_ic 0.050133, train_icir 0.616213, train_ric 0.037768, train_ricir 0.470357, train_mae 0.017155, train_rmse 0.024625, train_mape 169.637070, train_acc 0.509075, valid_loss 0.0011560901, valid_ic 0.013513, valid_icir 0.287189, valid_ric 0.012382, valid_ricir 0.201821, valid_prec@10 0.588066, valid_prec@30 0.553498, valid_mae 0.022476, valid_rmse 0.034790, valid_mape 178.932526, valid_acc 0.290837, test_loss 0.001295, ic 0.015386, icir 0.284852, ric 0.022489, ricir 0.301887, prec@10 0.556379, prec@30 0.552949, test_mae 0.020869, test_rmse 0.035304, test_mape 222.814758, test_acc 0.375830
Epoch 164, train_loss 0.001002, train_ic 0.054149, train_icir 0.560625, train_ric 0.046292, train_ricir 0.434882, train_mae 0.016525, train_rmse 0.023896, train_mape 143.264801, train_acc 0.438247, valid_loss 0.0011232887, valid_ic 0.010315, valid_icir 0.196459, valid_ric 0.017239, valid_ricir 0.186444, valid_prec@10 0.580658, valid_prec@30 0.563786, valid_mae 0.017924, valid_rmse 0.031255, valid_mape 130.331955, valid_acc 0.639221, test_loss 0.001281, ic 0.013358, icir 0.228935, ric 0.026727, ricir 0.236333, prec@10 0.543210, prec@30 0.551578, test_mae 0.018061, test_rmse 0.033431, test_mape 242.998428, test_acc 0.552014
Epoch 165, train_loss 0.001015, train_ic 0.059990, train_icir 0.681870, train_ric 0.036078, train_ricir 0.362075, train_mae 0.010057, train_rmse 0.016054, train_mape 144.757660, train_acc 0.471448, valid_loss 0.0011238842, valid_ic 0.019159, valid_icir 0.442426, valid_ric 0.011486, valid_ricir 0.138100, valid_prec@10 0.572016, valid_prec@30 0.549246, valid_mae 0.018980, valid_rmse 0.032201, valid_mape 149.384125, valid_acc 0.474104, test_loss 0.001297, ic 0.013716, icir 0.359281, ric 0.006325, ricir 0.090857, prec@10 0.535802, prec@30 0.534842, test_mae 0.018839, test_rmse 0.033952, test_mape 188.417892, test_acc 0.462594
Epoch 166, train_loss 0.001017, train_ic 0.065510, train_icir 0.738470, train_ric 0.023411, train_ricir 0.259727, train_mae 0.014681, train_rmse 0.019197, train_mape 132.013107, train_acc 0.314298, valid_loss 0.0011013755, valid_ic 0.021982, valid_icir 0.535110, valid_ric 0.005759, valid_ricir 0.103818, valid_prec@10 0.595473, valid_prec@30 0.566804, valid_mae 0.017452, valid_rmse 0.030435, valid_mape 125.552010, valid_acc 0.586100, test_loss 0.001267, ic 0.014095, icir 0.443966, ric -0.000873, ricir -0.015650, prec@10 0.540741, prec@30 0.539369, test_mae 0.017732, test_rmse 0.032933, test_mape 218.444397, test_acc 0.592297
Epoch 167, train_loss 0.001016, train_ic 0.057650, train_icir 0.619131, train_ric 0.015309, train_ricir 0.152542, train_mae 0.012308, train_rmse 0.018940, train_mape 190.843231, train_acc 0.377158, valid_loss 0.0011042816, valid_ic 0.025807, valid_icir 0.559126, valid_ric 0.006970, valid_ricir 0.109490, valid_prec@10 0.573251, valid_prec@30 0.552401, valid_mae 0.020070, valid_rmse 0.032272, valid_mape 154.441971, valid_acc 0.365206, test_loss 0.001265, ic 0.014650, icir 0.462827, ric -0.004643, ricir -0.076069, prec@10 0.541152, prec@30 0.528807, test_mae 0.018503, test_rmse 0.033139, test_mape 173.111130, test_acc 0.459495
Epoch 168, train_loss 0.001015, train_ic 0.046867, train_icir 0.473564, train_ric 0.051248, train_ricir 0.439013, train_mae 0.009610, train_rmse 0.014943, train_mape 153.519714, train_acc 0.543603, valid_loss 0.0011345253, valid_ic 0.014347, valid_icir 0.302012, valid_ric 0.024718, valid_ricir 0.214967, valid_prec@10 0.541975, valid_prec@30 0.534705, valid_mae 0.020898, valid_rmse 0.033071, valid_mape 159.083633, valid_acc 0.357680, test_loss 0.001289, ic 0.010283, icir 0.238034, ric 0.020343, ricir 0.193026, prec@10 0.527984, prec@30 0.520988, test_mae 0.019880, test_rmse 0.034140, test_mape 178.647705, test_acc 0.390438
Epoch 169, train_loss 0.001006, train_ic 0.067423, train_icir 0.773484, train_ric 0.034720, train_ricir 0.384099, train_mae 0.041628, train_rmse 0.047655, train_mape 99.277946, train_acc 0.602036, valid_loss 0.0010902846, valid_ic 0.021222, valid_icir 0.554764, valid_ric 0.014940, valid_ricir 0.230078, valid_prec@10 0.585597, valid_prec@30 0.565021, valid_mae 0.018454, valid_rmse 0.031562, valid_mape 134.136444, valid_acc 0.471890, test_loss 0.001246, ic 0.013984, icir 0.418142, ric 0.007583, ricir 0.116303, prec@10 0.548560, prec@30 0.542661, test_mae 0.018067, test_rmse 0.033029, test_mape 196.438339, test_acc 0.461709
Epoch 170, train_loss 0.001009, train_ic 0.061364, train_icir 0.669332, train_ric 0.036141, train_ricir 0.344642, train_mae 0.015273, train_rmse 0.023092, train_mape 179.835403, train_acc 0.503763, valid_loss 0.0011274196, valid_ic 0.018925, valid_icir 0.446229, valid_ric 0.017679, valid_ricir 0.218969, valid_prec@10 0.550617, valid_prec@30 0.539643, valid_mae 0.021524, valid_rmse 0.033838, valid_mape 167.695328, valid_acc 0.306773, test_loss 0.001275, ic 0.012840, icir 0.327237, ric 0.006956, ricir 0.090824, prec@10 0.555144, prec@30 0.540192, test_mae 0.019594, test_rmse 0.033806, test_mape 188.566895, test_acc 0.374059
Epoch 171, train_loss 0.001009, train_ic 0.052098, train_icir 0.620851, train_ric 0.023708, train_ricir 0.270439, train_mae 0.026711, train_rmse 0.034277, train_mape 121.994171, train_acc 0.336432, valid_loss 0.0011491923, valid_ic 0.011335, valid_icir 0.245459, valid_ric 0.005793, valid_ricir 0.099033, valid_prec@10 0.566667, valid_prec@30 0.542387, valid_mae 0.020291, valid_rmse 0.033510, valid_mape 151.529037, valid_acc 0.402833, test_loss 0.001299, ic 0.013500, icir 0.247166, ric 0.003303, ricir 0.062526, prec@10 0.534568, prec@30 0.540055, test_mae 0.019337, test_rmse 0.034410, test_mape 190.032257, test_acc 0.428066
Epoch 172, train_loss 0.001004, train_ic 0.058677, train_icir 0.619536, train_ric 0.055674, train_ricir 0.522672, train_mae 0.021536, train_rmse 0.027520, train_mape 131.664658, train_acc 0.275786, valid_loss 0.0011376786, valid_ic 0.012742, valid_icir 0.283560, valid_ric 0.020343, valid_ricir 0.252110, valid_prec@10 0.558025, valid_prec@30 0.554321, valid_mae 0.020857, valid_rmse 0.032971, valid_mape 152.483444, valid_acc 0.357680, test_loss 0.001261, ic 0.015926, icir 0.321353, ric 0.030034, ricir 0.322228, prec@10 0.542387, prec@30 0.549931, test_mae 0.019087, test_rmse 0.033488, test_mape 163.590546, test_acc 0.436476
Epoch 173, train_loss 0.001006, train_ic 0.055732, train_icir 0.699216, train_ric 0.044915, train_ricir 0.523599, train_mae 0.022040, train_rmse 0.029770, train_mape 115.432106, train_acc 0.698982, valid_loss 0.0011454121, valid_ic 0.012950, valid_icir 0.358999, valid_ric 0.013118, valid_ricir 0.216635, valid_prec@10 0.583951, valid_prec@30 0.556653, valid_mae 0.022793, valid_rmse 0.034695, valid_mape 185.806763, valid_acc 0.252324, test_loss 0.001281, ic 0.013001, icir 0.289524, ric 0.019960, ricir 0.336366, prec@10 0.546914, prec@30 0.532647, test_mae 0.020559, test_rmse 0.034570, test_mape 195.777512, test_acc 0.347499
Epoch 174, train_loss 0.000997, train_ic 0.057085, train_icir 0.554764, train_ric 0.003489, train_ricir 0.029231, train_mae 0.013188, train_rmse 0.019622, train_mape 153.821106, train_acc 0.373617, valid_loss 0.0011152442, valid_ic 0.027436, valid_icir 0.430540, valid_ric -0.001644, valid_ricir -0.015119, valid_prec@10 0.601235, valid_prec@30 0.564883, valid_mae 0.019482, valid_rmse 0.031558, valid_mape 152.179031, valid_acc 0.410801, test_loss 0.001251, ic 0.015136, icir 0.426860, ric -0.017853, ricir -0.171451, prec@10 0.547325, prec@30 0.542387, test_mae 0.018905, test_rmse 0.033364, test_mape 176.462708, test_acc 0.440460
Epoch 175, train_loss 0.001007, train_ic 0.061001, train_icir 0.689257, train_ric 0.027517, train_ricir 0.293780, train_mae 0.017407, train_rmse 0.026320, train_mape 138.517624, train_acc 0.423196, valid_loss 0.0010976089, valid_ic 0.017983, valid_icir 0.456407, valid_ric 0.006755, valid_ricir 0.107885, valid_prec@10 0.561317, valid_prec@30 0.548422, valid_mae 0.020512, valid_rmse 0.032429, valid_mape 151.260284, valid_acc 0.326693, test_loss 0.001232, ic 0.014092, icir 0.410826, ric 0.003897, ricir 0.070392, prec@10 0.555556, prec@30 0.543759, test_mae 0.018941, test_rmse 0.033310, test_mape 153.918991, test_acc 0.383798
Epoch 176, train_loss 0.000995, train_ic 0.055075, train_icir 0.669939, train_ric 0.034204, train_ricir 0.375633, train_mae 0.022465, train_rmse 0.031028, train_mape 154.791397, train_acc 0.306773, valid_loss 0.0011595856, valid_ic 0.008871, valid_icir 0.214341, valid_ric 0.003052, valid_ricir 0.050087, valid_prec@10 0.575720, valid_prec@30 0.539918, valid_mae 0.023102, valid_rmse 0.035458, valid_mape 194.419540, valid_acc 0.243913, test_loss 0.001298, ic 0.012340, icir 0.228877, ric 0.013969, ricir 0.222666, prec@10 0.570782, prec@30 0.541564, test_mae 0.020614, test_rmse 0.034580, test_mape 217.755203, test_acc 0.333333
Epoch 177, train_loss 0.000999, train_ic 0.064992, train_icir 0.723785, train_ric 0.042779, train_ricir 0.445051, train_mae 0.044738, train_rmse 0.054001, train_mape 423.962769, train_acc 0.337760, valid_loss 0.0012122009, valid_ic 0.011920, valid_icir 0.256518, valid_ric 0.009181, valid_ricir 0.116294, valid_prec@10 0.587243, valid_prec@30 0.563923, valid_mae 0.025866, valid_rmse 0.036982, valid_mape 233.688950, valid_acc 0.220894, test_loss 0.001348, ic 0.015250, icir 0.284040, ric 0.021176, ricir 0.262035, prec@10 0.560905, prec@30 0.555007, test_mae 0.022725, test_rmse 0.035959, test_mape 258.098022, test_acc 0.336875
Epoch 178, train_loss 0.000998, train_ic 0.065146, train_icir 0.761768, train_ric 0.037184, train_ricir 0.400438, train_mae 0.012785, train_rmse 0.019429, train_mape 109.933182, train_acc 0.406375, valid_loss 0.0010829711, valid_ic 0.015072, valid_icir 0.401393, valid_ric 0.008477, valid_ricir 0.119869, valid_prec@10 0.578601, valid_prec@30 0.555418, valid_mae 0.018147, valid_rmse 0.030762, valid_mape 120.399651, valid_acc 0.499779, test_loss 0.001220, ic 0.012810, icir 0.317370, ric 0.008724, ricir 0.150429, prec@10 0.548148, prec@30 0.539781, test_mae 0.017791, test_rmse 0.032735, test_mape 142.523926, test_acc 0.520584
Epoch 179, train_loss 0.001003, train_ic 0.069722, train_icir 0.763080, train_ric 0.045332, train_ricir 0.462082, train_mae 0.039376, train_rmse 0.046561, train_mape 97.703812, train_acc 0.707835, valid_loss 0.0010930513, valid_ic 0.017875, valid_icir 0.441842, valid_ric 0.015595, valid_ricir 0.205826, valid_prec@10 0.593827, valid_prec@30 0.564335, valid_mae 0.018960, valid_rmse 0.031527, valid_mape 126.380470, valid_acc 0.463922, test_loss 0.001244, ic 0.014221, icir 0.361738, ric 0.021976, ricir 0.276600, prec@10 0.524691, prec@30 0.542798, test_mae 0.017966, test_rmse 0.033172, test_mape 147.531403, test_acc 0.490483
Epoch 180, train_loss 0.000998, train_ic 0.062335, train_icir 0.750694, train_ric 0.049332, train_ricir 0.558855, train_mae 0.013059, train_rmse 0.019856, train_mape 193.000778, train_acc 0.374945, valid_loss 0.0011052429, valid_ic 0.014698, valid_icir 0.404119, valid_ric 0.021245, valid_ricir 0.358091, valid_prec@10 0.567078, valid_prec@30 0.556790, valid_mae 0.021030, valid_rmse 0.033020, valid_mape 152.750702, valid_acc 0.311642, test_loss 0.001230, ic 0.014256, icir 0.368607, ric 0.025582, ricir 0.393438, prec@10 0.553909, prec@30 0.546228, test_mae 0.019316, test_rmse 0.033448, test_mape 168.652100, test_acc 0.390438
Epoch 181, train_loss 0.000997, train_ic 0.046006, train_icir 0.498641, train_ric 0.055669, train_ricir 0.519291, train_mae 0.014810, train_rmse 0.022591, train_mape 189.800064, train_acc 0.296591, valid_loss 0.0011748406, valid_ic 0.005188, valid_icir 0.103777, valid_ric 0.012534, valid_ricir 0.166111, valid_prec@10 0.555967, valid_prec@30 0.533608, valid_mae 0.023236, valid_rmse 0.035287, valid_mape 189.294586, valid_acc 0.258079, test_loss 0.001300, ic 0.012978, icir 0.206291, ric 0.029629, ricir 0.332769, prec@10 0.546502, prec@30 0.530041, test_mae 0.020787, test_rmse 0.034931, test_mape 200.829865, test_acc 0.351483
Epoch 182, train_loss 0.001005, train_ic 0.063505, train_icir 0.675437, train_ric 0.040536, train_ricir 0.391908, train_mae 0.011924, train_rmse 0.017879, train_mape 175.633865, train_acc 0.507304, valid_loss 0.0011232951, valid_ic 0.011615, valid_icir 0.296270, valid_ric 0.009305, valid_ricir 0.105341, valid_prec@10 0.584362, valid_prec@30 0.556790, valid_mae 0.017176, valid_rmse 0.029776, valid_mape 134.757492, valid_acc 0.678619, test_loss 0.001247, ic 0.012517, icir 0.306959, ric 0.023748, ricir 0.263007, prec@10 0.533745, prec@30 0.542936, test_mae 0.017666, test_rmse 0.032244, test_mape 174.067245, test_acc 0.604692
Epoch 183, train_loss 0.001003, train_ic 0.056931, train_icir 0.603449, train_ric 0.036288, train_ricir 0.349809, train_mae 0.020373, train_rmse 0.028828, train_mape 130.561966, train_acc 0.633466, valid_loss 0.0012412742, valid_ic 0.011781, valid_icir 0.212604, valid_ric 0.007081, valid_ricir 0.072713, valid_prec@10 0.567078, valid_prec@30 0.565158, valid_mae 0.025876, valid_rmse 0.036967, valid_mape 229.771896, valid_acc 0.227977, test_loss 0.001386, ic 0.014663, icir 0.264901, ric 0.018328, ricir 0.188451, prec@10 0.533333, prec@30 0.549383, test_mae 0.022885, test_rmse 0.036382, test_mape 282.607910, test_acc 0.346614
Epoch 184, train_loss 0.001010, train_ic 0.049070, train_icir 0.627367, train_ric 0.038703, train_ricir 0.475958, train_mae 0.017181, train_rmse 0.025591, train_mape 126.099571, train_acc 0.436476, valid_loss 0.0010916737, valid_ic 0.012433, valid_icir 0.327320, valid_ric 0.012986, valid_ricir 0.226910, valid_prec@10 0.569547, valid_prec@30 0.549246, valid_mae 0.018273, valid_rmse 0.031273, valid_mape 133.944382, valid_acc 0.552457, test_loss 0.001218, ic 0.010551, icir 0.244709, ric 0.016225, ricir 0.342027, prec@10 0.547325, prec@30 0.534019, test_mae 0.017620, test_rmse 0.032272, test_mape 166.152206, test_acc 0.540505
Epoch 185, train_loss 0.000994, train_ic 0.064002, train_icir 0.713658, train_ric 0.017167, train_ricir 0.173999, train_mae 0.022290, train_rmse 0.028805, train_mape 165.607269, train_acc 0.286410, valid_loss 0.0011430240, valid_ic 0.019421, valid_icir 0.414835, valid_ric -0.004593, valid_ricir -0.069808, valid_prec@10 0.583128, valid_prec@30 0.555418, valid_mae 0.016976, valid_rmse 0.030286, valid_mape 147.437469, valid_acc 0.687915, test_loss 0.001313, ic 0.014008, icir 0.355797, ric -0.004114, ricir -0.072441, prec@10 0.534568, prec@30 0.542387, test_mae 0.018396, test_rmse 0.033238, test_mape 260.780090, test_acc 0.608234
Epoch 186, train_loss 0.000989, train_ic 0.050381, train_icir 0.519328, train_ric 0.027471, train_ricir 0.252397, train_mae 0.061476, train_rmse 0.068902, train_mape 96.305679, train_acc 0.692784, valid_loss 0.0011173878, valid_ic 0.007414, valid_icir 0.145785, valid_ric -0.001340, valid_ricir -0.014069, valid_prec@10 0.583951, valid_prec@30 0.537586, valid_mae 0.021503, valid_rmse 0.033878, valid_mape 157.624771, valid_acc 0.273572, test_loss 0.001246, ic 0.012909, icir 0.237286, ric 0.019995, ricir 0.197666, prec@10 0.554733, prec@30 0.537586, test_mae 0.019631, test_rmse 0.033864, test_mape 179.757202, test_acc 0.360779
Epoch 187, train_loss 0.000988, train_ic 0.054179, train_icir 0.531611, train_ric 0.021030, train_ricir 0.181290, train_mae 0.025976, train_rmse 0.031444, train_mape 369.791901, train_acc 0.193448, valid_loss 0.0013926984, valid_ic 0.024727, valid_icir 0.401530, valid_ric 0.004380, valid_ricir 0.038241, valid_prec@10 0.593004, valid_prec@30 0.551578, valid_mae 0.030602, valid_rmse 0.040034, valid_mape 301.906555, valid_acc 0.218238, test_loss 0.001536, ic 0.012080, icir 0.319302, ric -0.007773, ricir -0.081134, prec@10 0.549794, prec@30 0.539232, test_mae 0.027104, test_rmse 0.039035, test_mape 336.483368, test_acc 0.337317
Epoch 188, train_loss 0.001002, train_ic 0.060487, train_icir 0.626572, train_ric 0.038991, train_ricir 0.365198, train_mae 0.016232, train_rmse 0.021503, train_mape 136.492676, train_acc 0.351040, valid_loss 0.0010988583, valid_ic 0.013144, valid_icir 0.275239, valid_ric 0.010692, valid_ricir 0.119228, valid_prec@10 0.583539, valid_prec@30 0.560219, valid_mae 0.018518, valid_rmse 0.031049, valid_mape 135.399628, valid_acc 0.581231, test_loss 0.001230, ic 0.012973, icir 0.269800, ric 0.021333, ricir 0.239935, prec@10 0.538683, prec@30 0.540741, test_mae 0.017763, test_rmse 0.032605, test_mape 170.583817, test_acc 0.571492
Epoch 189, train_loss 0.000994, train_ic 0.056223, train_icir 0.662367, train_ric 0.050442, train_ricir 0.518428, train_mae 0.025112, train_rmse 0.032981, train_mape 117.727470, train_acc 0.405932, valid_loss 0.0010834846, valid_ic 0.013148, valid_icir 0.350677, valid_ric 0.017961, valid_ricir 0.224373, valid_prec@10 0.564198, valid_prec@30 0.537586, valid_mae 0.017769, valid_rmse 0.030366, valid_mape 123.016129, valid_acc 0.582116, test_loss 0.001227, ic 0.010575, icir 0.281991, ric 0.023103, ricir 0.300947, prec@10 0.525926, prec@30 0.523182, test_mae 0.017432, test_rmse 0.032236, test_mape 166.799728, test_acc 0.584772
Epoch 190, train_loss 0.000989, train_ic 0.069774, train_icir 0.781987, train_ric 0.052370, train_ricir 0.535148, train_mae 0.030970, train_rmse 0.036686, train_mape 114.762627, train_acc 0.148738, valid_loss 0.0010821985, valid_ic 0.012624, valid_icir 0.347816, valid_ric 0.012564, valid_ricir 0.189964, valid_prec@10 0.577366, valid_prec@30 0.555556, valid_mae 0.018040, valid_rmse 0.030553, valid_mape 118.527222, valid_acc 0.542275, test_loss 0.001205, ic 0.013209, icir 0.336498, ric 0.030280, ricir 0.410062, prec@10 0.530453, prec@30 0.543759, test_mae 0.017506, test_rmse 0.032419, test_mape 148.297455, test_acc 0.556884
Epoch 191, train_loss 0.000989, train_ic 0.041659, train_icir 0.408531, train_ric 0.020516, train_ricir 0.172572, train_mae 0.014031, train_rmse 0.019998, train_mape 175.120728, train_acc 0.511288, valid_loss 0.0011555418, valid_ic 0.019411, valid_icir 0.308982, valid_ric 0.003626, valid_ricir 0.033586, valid_prec@10 0.565844, valid_prec@30 0.536900, valid_mae 0.021317, valid_rmse 0.032846, valid_mape 188.300217, valid_acc 0.436476, test_loss 0.001288, ic 0.011820, icir 0.282029, ric -0.004550, ricir -0.046434, prec@10 0.547737, prec@30 0.524417, test_mae 0.020052, test_rmse 0.033535, test_mape 214.580994, test_acc 0.463922
Epoch 192, train_loss 0.000992, train_ic 0.061450, train_icir 0.735633, train_ric 0.054141, train_ricir 0.588925, train_mae 0.017427, train_rmse 0.025177, train_mape 238.167191, train_acc 0.479416, valid_loss 0.0012700518, valid_ic 0.012949, valid_icir 0.293748, valid_ric 0.021566, valid_ricir 0.315356, valid_prec@10 0.576955, valid_prec@30 0.550754, valid_mae 0.027144, valid_rmse 0.037760, valid_mape 250.928238, valid_acc 0.216467, test_loss 0.001393, ic 0.012895, icir 0.255388, ric 0.025548, ricir 0.363704, prec@10 0.550206, prec@30 0.543896, test_mae 0.024290, test_rmse 0.036749, test_mape 286.686920, test_acc 0.336432
Epoch 193, train_loss 0.001003, train_ic 0.066241, train_icir 0.811229, train_ric 0.031996, train_ricir 0.378272, train_mae 0.015202, train_rmse 0.021848, train_mape 125.297806, train_acc 0.471448, valid_loss 0.0010808296, valid_ic 0.019018, valid_icir 0.528139, valid_ric 0.007963, valid_ricir 0.160328, valid_prec@10 0.580658, valid_prec@30 0.557339, valid_mae 0.018463, valid_rmse 0.030952, valid_mape 124.544571, valid_acc 0.498008, test_loss 0.001234, ic 0.012111, icir 0.372128, ric 0.006759, ricir 0.138951, prec@10 0.516049, prec@30 0.534156, test_mae 0.018100, test_rmse 0.033436, test_mape 179.930252, test_acc 0.500221
Epoch 194, train_loss 0.000976, train_ic 0.057326, train_icir 0.671056, train_ric 0.059212, train_ricir 0.616313, train_mae 0.016340, train_rmse 0.036610, train_mape 294.555817, train_acc 0.457282, valid_loss 0.0012503645, valid_ic 0.010093, valid_icir 0.247005, valid_ric 0.028280, valid_ricir 0.383171, valid_prec@10 0.538683, valid_prec@30 0.535802, valid_mae 0.017879, valid_rmse 0.028941, valid_mape 213.382339, valid_acc 0.713147, test_loss 0.001370, ic 0.010436, icir 0.269516, ric 0.037451, ricir 0.474072, prec@10 0.532922, prec@30 0.536077, test_mae 0.019711, test_rmse 0.032468, test_mape 322.593506, test_acc 0.619301
Epoch 195, train_loss 0.000989, train_ic 0.059033, train_icir 0.687385, train_ric 0.027287, train_ricir 0.290855, train_mae 0.017956, train_rmse 0.023302, train_mape 189.929703, train_acc 0.322709, valid_loss 0.0011204073, valid_ic 0.019124, valid_icir 0.416341, valid_ric 0.002500, valid_ricir 0.032023, valid_prec@10 0.583539, valid_prec@30 0.555418, valid_mae 0.016580, valid_rmse 0.028812, valid_mape 139.390137, valid_acc 0.678176, test_loss 0.001233, ic 0.012289, icir 0.392530, ric -0.001936, ricir -0.031908, prec@10 0.534156, prec@30 0.531962, test_mae 0.017870, test_rmse 0.031937, test_mape 199.846344, test_acc 0.598495
