Dataset:  CSI
Radom seed: 1234
GPU: 6
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2024,
        "test_year": 2025,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 33, train_loss 0.001219, train_ic 0.030949, train_icir 0.357694, train_ric 0.009253, train_ricir 0.090398, train_mae 0.021944, train_rmse 0.031206, train_mape 392.661560, train_acc 0.467796, valid_loss 0.0014841171, valid_ic 0.027798, valid_icir 0.349901, valid_ric 0.025657, valid_ricir 0.203377, valid_prec@10 0.535124, valid_prec@30 0.517080, valid_mae 0.025987, valid_rmse 0.036033, valid_mape 405.462799, valid_acc 0.487401, test_loss 0.001263, ic 0.010264, icir 0.157954, ric 0.013289, ricir 0.124379, prec@10 0.557613, prec@30 0.545679, test_mae 0.021399, test_rmse 0.034635, test_mape 522.677429, test_acc 0.491429
Epoch 34, train_loss 0.001207, train_ic 0.015651, train_icir 0.270242, train_ric 0.021246, train_ricir 0.312650, train_mae 0.021658, train_rmse 0.030814, train_mape 348.030609, train_acc 0.470254, valid_loss 0.0015278598, valid_ic 0.007334, valid_icir 0.164399, valid_ric 0.011465, valid_ricir 0.133371, valid_prec@10 0.570661, valid_prec@30 0.564738, valid_mae 0.026051, valid_rmse 0.036242, valid_mape 494.056061, valid_acc 0.478200, test_loss 0.001224, ic -0.001304, icir -0.040735, ric 0.009913, ricir 0.200569, prec@10 0.547325, prec@30 0.558711, test_mae 0.020839, test_rmse 0.034003, test_mape 509.697906, test_acc 0.492606
Epoch 35, train_loss 0.001220, train_ic 0.026416, train_icir 0.324089, train_ric 0.021837, train_ricir 0.215232, train_mae 0.021187, train_rmse 0.030701, train_mape 288.716766, train_acc 0.470208, valid_loss 0.0014686610, valid_ic 0.023402, valid_icir 0.333418, valid_ric 0.031048, valid_ricir 0.245857, valid_prec@10 0.494628, valid_prec@30 0.494766, valid_mae 0.025273, valid_rmse 0.035607, valid_mape 318.276123, valid_acc 0.503397, test_loss 0.001217, ic 0.006824, icir 0.126273, ric 0.019839, ricir 0.189686, prec@10 0.518107, prec@30 0.528807, test_mae 0.020668, test_rmse 0.034003, test_mape 407.303833, test_acc 0.488120
Epoch 36, train_loss 0.001204, train_ic 0.021822, train_icir 0.338702, train_ric 0.031998, train_ricir 0.403987, train_mae 0.021122, train_rmse 0.030280, train_mape 308.677338, train_acc 0.475242, valid_loss 0.0014546791, valid_ic 0.017045, valid_icir 0.343076, valid_ric 0.035070, valid_ricir 0.336836, valid_prec@10 0.510331, valid_prec@30 0.502755, valid_mae 0.025331, valid_rmse 0.035354, valid_mape 403.484863, valid_acc 0.487538, test_loss 0.001170, ic 0.003479, icir 0.077826, ric 0.028064, ricir 0.322754, prec@10 0.520988, prec@30 0.512346, test_mae 0.020289, test_rmse 0.033236, test_mape 445.474731, test_acc 0.498941
Epoch 37, train_loss 0.001191, train_ic 0.028978, train_icir 0.466792, train_ric 0.006409, train_ricir 0.092348, train_mae 0.020892, train_rmse 0.030108, train_mape 242.772903, train_acc 0.466837, valid_loss 0.0014363170, valid_ic 0.011849, valid_icir 0.218617, valid_ric -0.000749, valid_ricir -0.008249, valid_prec@10 0.515289, valid_prec@30 0.496556, valid_mae 0.025277, valid_rmse 0.035236, valid_mape 301.348145, valid_acc 0.478732, test_loss 0.001159, ic 0.005344, icir 0.167425, ric 0.000420, ricir 0.007609, prec@10 0.527572, prec@30 0.517421, test_mae 0.020214, test_rmse 0.033090, test_mape 345.126587, test_acc 0.490344
Epoch 38, train_loss 0.001186, train_ic 0.034934, train_icir 0.439109, train_ric -0.004292, train_ricir -0.044563, train_mae 0.028961, train_rmse 0.037058, train_mape 1152.625244, train_acc 0.460938, valid_loss 0.0018690121, valid_ic 0.021505, valid_icir 0.283666, valid_ric 0.011648, valid_ricir 0.084450, valid_prec@10 0.547934, valid_prec@30 0.532507, valid_mae 0.031244, valid_rmse 0.040537, valid_mape 1356.561523, valid_acc 0.498116, test_loss 0.001648, ic 0.005982, icir 0.163623, ric -0.007367, ricir -0.118424, prec@10 0.538272, prec@30 0.532785, test_mae 0.028583, test_rmse 0.039751, test_mape 1753.958008, test_acc 0.478140
Epoch 39, train_loss 0.001181, train_ic 0.013253, train_icir 0.188932, train_ric 0.025802, train_ricir 0.285169, train_mae 0.028331, train_rmse 0.035512, train_mape 1037.034668, train_acc 0.469470, valid_loss 0.0018912775, valid_ic 0.007930, valid_icir 0.106198, valid_ric 0.009224, valid_ricir 0.072678, valid_prec@10 0.466529, valid_prec@30 0.462259, valid_mae 0.031825, valid_rmse 0.040431, valid_mape 1227.513916, valid_acc 0.479666, test_loss 0.001506, ic 0.004038, icir 0.093750, ric 0.021204, ricir 0.341608, prec@10 0.491770, prec@30 0.489986, test_mae 0.027456, test_rmse 0.037538, test_mape 1592.366089, test_acc 0.494910
Epoch 40, train_loss 0.001178, train_ic 0.019775, train_icir 0.304937, train_ric 0.006411, train_ricir 0.086483, train_mae 0.032280, train_rmse 0.039995, train_mape 1391.416870, train_acc 0.460282, valid_loss 0.0020945079, valid_ic 0.013031, valid_icir 0.190505, valid_ric 0.004670, valid_ricir 0.045681, valid_prec@10 0.623140, valid_prec@30 0.597796, valid_mae 0.034221, valid_rmse 0.043243, valid_mape 1553.803223, valid_acc 0.495618, test_loss 0.001855, ic 0.001540, icir 0.054836, ric -0.008245, ricir -0.147390, prec@10 0.588066, prec@30 0.567627, test_mae 0.032007, test_rmse 0.042321, test_mape 2084.799072, test_acc 0.478043
Epoch 41, train_loss 0.001158, train_ic 0.012396, train_icir 0.186117, train_ric 0.001359, train_ricir 0.015138, train_mae 0.022083, train_rmse 0.030790, train_mape 405.863770, train_acc 0.467230, valid_loss 0.0015978100, valid_ic 0.002529, valid_icir 0.042430, valid_ric -0.015993, valid_ricir -0.134988, valid_prec@10 0.526860, valid_prec@30 0.492562, valid_mae 0.026411, valid_rmse 0.036526, valid_mape 505.701294, valid_acc 0.478601, test_loss 0.001202, ic 0.002152, icir 0.052567, ric -0.002881, ricir -0.036156, prec@10 0.531276, prec@30 0.504390, test_mae 0.021495, test_rmse 0.033651, test_mape 638.955200, test_acc 0.491955
Epoch 42, train_loss 0.001181, train_ic 0.028103, train_icir 0.344328, train_ric 0.037964, train_ricir 0.372494, train_mae 0.023429, train_rmse 0.031369, train_mape 620.971558, train_acc 0.472016, valid_loss 0.0015812937, valid_ic 0.023428, valid_icir 0.336386, valid_ric 0.036236, valid_ricir 0.275282, valid_prec@10 0.555785, valid_prec@30 0.526033, valid_mae 0.027388, valid_rmse 0.036721, valid_mape 779.832397, valid_acc 0.481204, test_loss 0.001203, ic 0.008090, icir 0.144173, ric 0.033148, ricir 0.319563, prec@10 0.545679, prec@30 0.521399, test_mae 0.022197, test_rmse 0.033583, test_mape 864.215942, test_acc 0.497388
Epoch 43, train_loss 0.001164, train_ic 0.016310, train_icir 0.189978, train_ric -0.012153, train_ricir -0.102988, train_mae 0.023802, train_rmse 0.032538, train_mape 667.016846, train_acc 0.460645, valid_loss 0.0015873755, valid_ic 0.004641, valid_icir 0.048901, valid_ric -0.020415, valid_ricir -0.120733, valid_prec@10 0.509091, valid_prec@30 0.487879, valid_mae 0.027341, valid_rmse 0.037204, valid_mape 849.615356, valid_acc 0.495480, test_loss 0.001256, ic 0.003795, icir 0.084523, ric -0.009799, ricir -0.087812, prec@10 0.512757, prec@30 0.514403, test_mae 0.022483, test_rmse 0.034604, test_mape 888.543335, test_acc 0.477333
Epoch 44, train_loss 0.001160, train_ic 0.034678, train_icir 0.371182, train_ric -0.004575, train_ricir -0.035501, train_mae 0.022236, train_rmse 0.030820, train_mape 412.504974, train_acc 0.459824, valid_loss 0.0015233032, valid_ic 0.022108, valid_icir 0.223532, valid_ric -0.012337, valid_ricir -0.072226, valid_prec@10 0.511983, valid_prec@30 0.497107, valid_mae 0.026547, valid_rmse 0.036297, valid_mape 540.964050, valid_acc 0.475107, test_loss 0.001178, ic 0.014705, icir 0.291157, ric -0.012097, ricir -0.095286, prec@10 0.513992, prec@30 0.514540, test_mae 0.021627, test_rmse 0.033340, test_mape 676.349426, test_acc 0.485166
Epoch 45, train_loss 0.001145, train_ic 0.023273, train_icir 0.299744, train_ric 0.026794, train_ricir 0.267524, train_mae 0.022659, train_rmse 0.031602, train_mape 411.126343, train_acc 0.472844, valid_loss 0.0015729736, valid_ic 0.020690, valid_icir 0.249555, valid_ric 0.026787, valid_ricir 0.203122, valid_prec@10 0.500413, valid_prec@30 0.512397, valid_mae 0.027246, valid_rmse 0.037243, valid_mape 689.838257, valid_acc 0.483367, test_loss 0.001196, ic 0.004885, icir 0.119637, ric 0.014863, ricir 0.202985, prec@10 0.527160, prec@30 0.558848, test_mae 0.021498, test_rmse 0.033633, test_mape 577.248596, test_acc 0.497197
Epoch 46, train_loss 0.001145, train_ic 0.025380, train_icir 0.385539, train_ric 0.008862, train_ricir 0.118022, train_mae 0.021087, train_rmse 0.029970, train_mape 266.102631, train_acc 0.468945, valid_loss 0.0014582639, valid_ic 0.014196, valid_icir 0.218920, valid_ric 0.012710, valid_ricir 0.116045, valid_prec@10 0.572314, valid_prec@30 0.535950, valid_mae 0.025441, valid_rmse 0.035409, valid_mape 361.554749, valid_acc 0.491728, test_loss 0.001136, ic 0.000826, icir 0.025665, ric -0.003439, ricir -0.061257, prec@10 0.534979, prec@30 0.529904, test_mae 0.020482, test_rmse 0.032778, test_mape 396.514984, test_acc 0.486164
Epoch 47, train_loss 0.001150, train_ic 0.020480, train_icir 0.292589, train_ric 0.027475, train_ricir 0.317050, train_mae 0.025210, train_rmse 0.032566, train_mape 788.585083, train_acc 0.468815, valid_loss 0.0016729055, valid_ic 0.013545, valid_icir 0.207936, valid_ric 0.023279, valid_ricir 0.191138, valid_prec@10 0.627686, valid_prec@30 0.601515, valid_mae 0.028963, valid_rmse 0.037923, valid_mape 1017.354248, valid_acc 0.479180, test_loss 0.001270, ic 0.002790, icir 0.056410, ric 0.022317, ricir 0.257362, prec@10 0.585185, prec@30 0.574760, test_mae 0.023983, test_rmse 0.034448, test_mape 1150.940796, test_acc 0.492832
Epoch 48, train_loss 0.001148, train_ic 0.032388, train_icir 0.426639, train_ric 0.001576, train_ricir 0.018288, train_mae 0.022205, train_rmse 0.030570, train_mape 456.556763, train_acc 0.465404, valid_loss 0.0014991124, valid_ic 0.019988, valid_icir 0.256770, valid_ric -0.000400, valid_ricir -0.003548, valid_prec@10 0.542149, valid_prec@30 0.512672, valid_mae 0.026313, valid_rmse 0.035991, valid_mape 590.867371, valid_acc 0.478901, test_loss 0.001136, ic 0.014285, icir 0.377774, ric -0.000646, ricir -0.012841, prec@10 0.549794, prec@30 0.537586, test_mae 0.021243, test_rmse 0.032732, test_mape 662.008362, test_acc 0.488844
Epoch 49, train_loss 0.001146, train_ic 0.035933, train_icir 0.485611, train_ric -0.003369, train_ricir -0.038702, train_mae 0.021073, train_rmse 0.029791, train_mape 284.679810, train_acc 0.458877, valid_loss 0.0014284637, valid_ic 0.022413, valid_icir 0.313424, valid_ric 0.003888, valid_ricir 0.032606, valid_prec@10 0.572314, valid_prec@30 0.545317, valid_mae 0.025356, valid_rmse 0.035079, valid_mape 348.834198, valid_acc 0.484185, test_loss 0.001103, ic 0.009045, icir 0.237316, ric -0.005310, ricir -0.101359, prec@10 0.558436, prec@30 0.543896, test_mae 0.020300, test_rmse 0.032272, test_mape 401.291016, test_acc 0.483336
Epoch 50, train_loss 0.001140, train_ic 0.033143, train_icir 0.401497, train_ric -0.000077, train_ricir -0.000720, train_mae 0.021580, train_rmse 0.030253, train_mape 359.394684, train_acc 0.461032, valid_loss 0.0015329830, valid_ic 0.016606, valid_icir 0.201343, valid_ric -0.008477, valid_ricir -0.061371, valid_prec@10 0.560331, valid_prec@30 0.522314, valid_mae 0.026239, valid_rmse 0.036157, valid_mape 417.255096, valid_acc 0.467632, test_loss 0.001123, ic 0.010326, icir 0.233961, ric -0.008343, ricir -0.091824, prec@10 0.558436, prec@30 0.528669, test_mae 0.020799, test_rmse 0.032588, test_mape 476.166870, test_acc 0.485891
Epoch 51, train_loss 0.001135, train_ic 0.014010, train_icir 0.147425, train_ric -0.001765, train_ricir -0.013099, train_mae 0.030666, train_rmse 0.038336, train_mape 1320.062134, train_acc 0.460494, valid_loss 0.0019696123, valid_ic 0.001614, valid_icir 0.017852, valid_ric -0.018775, valid_ricir -0.110617, valid_prec@10 0.500413, valid_prec@30 0.479614, valid_mae 0.032584, valid_rmse 0.041775, valid_mape 1564.649536, valid_acc 0.496395, test_loss 0.001610, ic 0.003972, icir 0.066479, ric -0.006218, ricir -0.042081, prec@10 0.512757, prec@30 0.502881, test_mae 0.028980, test_rmse 0.039377, test_mape 1873.872192, test_acc 0.478132
Epoch 52, train_loss 0.001132, train_ic 0.044689, train_icir 0.628402, train_ric 0.028483, train_ricir 0.329019, train_mae 0.022494, train_rmse 0.031180, train_mape 547.467957, train_acc 0.464931, valid_loss 0.0015051535, valid_ic 0.026053, valid_icir 0.425221, valid_ric 0.019630, valid_ricir 0.178616, valid_prec@10 0.511157, valid_prec@30 0.490496, valid_mae 0.026328, valid_rmse 0.036099, valid_mape 616.816345, valid_acc 0.499762, test_loss 0.001180, ic 0.014385, icir 0.392245, ric 0.015485, ricir 0.229644, prec@10 0.509877, prec@30 0.514952, test_mae 0.021792, test_rmse 0.033542, test_mape 837.188293, test_acc 0.481495
Epoch 53, train_loss 0.001133, train_ic 0.025523, train_icir 0.283155, train_ric 0.013518, train_ricir 0.106489, train_mae 0.021886, train_rmse 0.030313, train_mape 396.217743, train_acc 0.467369, valid_loss 0.0014652902, valid_ic 0.012153, valid_icir 0.143810, valid_ric -0.005991, valid_ricir -0.038343, valid_prec@10 0.498347, valid_prec@30 0.476171, valid_mae 0.026286, valid_rmse 0.035707, valid_mape 529.700195, valid_acc 0.474683, test_loss 0.001113, ic 0.012728, icir 0.259133, ric 0.010412, ricir 0.089655, prec@10 0.511934, prec@30 0.515775, test_mae 0.021083, test_rmse 0.032337, test_mape 620.407715, test_acc 0.492881
Epoch 54, train_loss 0.001121, train_ic 0.025311, train_icir 0.391114, train_ric 0.002874, train_ricir 0.042334, train_mae 0.022344, train_rmse 0.030465, train_mape 488.511383, train_acc 0.467296, valid_loss 0.0014641876, valid_ic 0.017466, valid_icir 0.276446, valid_ric 0.005971, valid_ricir 0.061209, valid_prec@10 0.616942, valid_prec@30 0.600551, valid_mae 0.026405, valid_rmse 0.035669, valid_mape 547.999390, valid_acc 0.480363, test_loss 0.001132, ic 0.006872, icir 0.158888, ric 0.002387, ricir 0.047040, prec@10 0.582716, prec@30 0.574897, test_mae 0.021486, test_rmse 0.032635, test_mape 735.505310, test_acc 0.491376
Epoch 55, train_loss 0.001132, train_ic 0.042328, train_icir 0.559391, train_ric 0.007649, train_ricir 0.083003, train_mae 0.021108, train_rmse 0.029733, train_mape 301.531891, train_acc 0.463837, valid_loss 0.0014127408, valid_ic 0.029501, valid_icir 0.404127, valid_ric 0.005619, valid_ricir 0.046768, valid_prec@10 0.522314, valid_prec@30 0.524656, valid_mae 0.025530, valid_rmse 0.035042, valid_mape 371.452026, valid_acc 0.476956, test_loss 0.001076, ic 0.017113, icir 0.454330, ric 0.001537, ricir 0.024457, prec@10 0.548560, prec@30 0.545542, test_mae 0.020251, test_rmse 0.031860, test_mape 421.555359, test_acc 0.488530
Epoch 56, train_loss 0.001126, train_ic 0.032476, train_icir 0.409511, train_ric 0.000605, train_ricir 0.005642, train_mae 0.021273, train_rmse 0.029784, train_mape 334.100098, train_acc 0.463052, valid_loss 0.0014337005, valid_ic 0.017372, valid_icir 0.221001, valid_ric -0.008429, valid_ricir -0.058146, valid_prec@10 0.550826, valid_prec@30 0.520799, valid_mae 0.025540, valid_rmse 0.035134, valid_mape 397.963196, valid_acc 0.475898, test_loss 0.001081, ic 0.011222, icir 0.289873, ric -0.006006, ricir -0.062028, prec@10 0.545267, prec@30 0.530590, test_mae 0.020468, test_rmse 0.031903, test_mape 488.248047, test_acc 0.487245
Epoch 57, train_loss 0.001107, train_ic 0.013863, train_icir 0.206275, train_ric 0.020857, train_ricir 0.211682, train_mae 0.022627, train_rmse 0.031362, train_mape 543.452881, train_acc 0.463470, valid_loss 0.0015329944, valid_ic 0.006703, valid_icir 0.115310, valid_ric 0.002354, valid_ricir 0.019586, valid_prec@10 0.480165, valid_prec@30 0.482369, valid_mae 0.026358, valid_rmse 0.036322, valid_mape 643.245728, valid_acc 0.497820, test_loss 0.001164, ic 0.003615, icir 0.100372, ric 0.020116, ricir 0.228623, prec@10 0.495062, prec@30 0.497668, test_mae 0.021585, test_rmse 0.033278, test_mape 766.613953, test_acc 0.480055
Epoch 58, train_loss 0.001111, train_ic 0.024382, train_icir 0.324986, train_ric 0.008972, train_ricir 0.090041, train_mae 0.025184, train_rmse 0.033488, train_mape 862.277405, train_acc 0.461317, valid_loss 0.0016439350, valid_ic 0.011235, valid_icir 0.164098, valid_ric -0.000789, valid_ricir -0.006069, valid_prec@10 0.609917, valid_prec@30 0.564738, valid_mae 0.028161, valid_rmse 0.037903, valid_mape 996.912842, valid_acc 0.497928, test_loss 0.001302, ic 0.006035, icir 0.158521, ric 0.005382, ricir 0.055829, prec@10 0.551029, prec@30 0.531139, test_mae 0.023907, test_rmse 0.035279, test_mape 1219.899902, test_acc 0.478119
Epoch 59, train_loss 0.001111, train_ic 0.037667, train_icir 0.486624, train_ric 0.007355, train_ricir 0.080728, train_mae 0.021462, train_rmse 0.030031, train_mape 354.877258, train_acc 0.463250, valid_loss 0.0014559424, valid_ic 0.025685, valid_icir 0.337648, valid_ric 0.011887, valid_ricir 0.100094, valid_prec@10 0.575620, valid_prec@30 0.542011, valid_mae 0.025660, valid_rmse 0.035384, valid_mape 439.107483, valid_acc 0.488145, test_loss 0.001097, ic 0.014687, icir 0.324670, ric 0.007701, ricir 0.127847, prec@10 0.559671, prec@30 0.547737, test_mae 0.020665, test_rmse 0.032207, test_mape 469.446747, test_acc 0.487612
Epoch 60, train_loss 0.001115, train_ic 0.041068, train_icir 0.554506, train_ric 0.010443, train_ricir 0.117444, train_mae 0.021170, train_rmse 0.029807, train_mape 314.432587, train_acc 0.464371, valid_loss 0.0014633138, valid_ic 0.023391, valid_icir 0.310212, valid_ric 0.003514, valid_ricir 0.029261, valid_prec@10 0.536777, valid_prec@30 0.513085, valid_mae 0.025567, valid_rmse 0.035327, valid_mape 356.479401, valid_acc 0.480307, test_loss 0.001073, ic 0.014883, icir 0.440641, ric 0.001789, ricir 0.026353, prec@10 0.506584, prec@30 0.515226, test_mae 0.020381, test_rmse 0.031840, test_mape 436.497559, test_acc 0.486446
Epoch 61, train_loss 0.001097, train_ic 0.033826, train_icir 0.493016, train_ric 0.031018, train_ricir 0.399629, train_mae 0.021173, train_rmse 0.029806, train_mape 318.979767, train_acc 0.477316, valid_loss 0.0014687034, valid_ic 0.023756, valid_icir 0.341636, valid_ric 0.025507, valid_ricir 0.231747, valid_prec@10 0.632645, valid_prec@30 0.600689, valid_mae 0.025618, valid_rmse 0.035467, valid_mape 436.517944, valid_acc 0.492272, test_loss 0.001074, ic 0.009345, icir 0.242297, ric 0.015414, ricir 0.251471, prec@10 0.606996, prec@30 0.564335, test_mae 0.020281, test_rmse 0.031856, test_mape 451.700714, test_acc 0.496627
Epoch 62, train_loss 0.001108, train_ic 0.019897, train_icir 0.221880, train_ric -0.003078, train_ricir -0.025310, train_mae 0.026109, train_rmse 0.034261, train_mape 941.451111, train_acc 0.461502, valid_loss 0.0017022724, valid_ic 0.008106, valid_icir 0.091577, valid_ric -0.012144, valid_ricir -0.075983, valid_prec@10 0.567355, valid_prec@30 0.518595, valid_mae 0.028842, valid_rmse 0.038516, valid_mape 1098.854370, valid_acc 0.497865, test_loss 0.001316, ic 0.006918, icir 0.130859, ric -0.002386, ricir -0.019652, prec@10 0.539506, prec@30 0.515912, test_mae 0.024429, test_rmse 0.035461, test_mape 1284.862549, test_acc 0.478420
Epoch 63, train_loss 0.001104, train_ic 0.017126, train_icir 0.256175, train_ric 0.018749, train_ricir 0.209995, train_mae 0.021565, train_rmse 0.029891, train_mape 410.773560, train_acc 0.468363, valid_loss 0.0014652563, valid_ic 0.009312, valid_icir 0.156306, valid_ric 0.007943, valid_ricir 0.074485, valid_prec@10 0.513223, valid_prec@30 0.494490, valid_mae 0.025789, valid_rmse 0.035315, valid_mape 464.782471, valid_acc 0.479023, test_loss 0.001067, ic 0.007270, icir 0.184483, ric 0.022062, ricir 0.331346, prec@10 0.526749, prec@30 0.521674, test_mae 0.020640, test_rmse 0.031636, test_mape 615.871765, test_acc 0.490642
Epoch 64, train_loss 0.001099, train_ic 0.016009, train_icir 0.180364, train_ric 0.015943, train_ricir 0.124964, train_mae 0.022515, train_rmse 0.031137, train_mape 535.005249, train_acc 0.465175, valid_loss 0.0015051524, valid_ic 0.005942, valid_icir 0.075662, valid_ric -0.004420, valid_ricir -0.030046, valid_prec@10 0.487603, valid_prec@30 0.479890, valid_mae 0.026357, valid_rmse 0.036045, valid_mape 624.559021, valid_acc 0.485194, test_loss 0.001116, ic 0.006957, icir 0.124523, ric 0.012631, ricir 0.094889, prec@10 0.497531, prec@30 0.503567, test_mae 0.021235, test_rmse 0.032552, test_mape 737.267517, test_acc 0.485034
Epoch 65, train_loss 0.001117, train_ic 0.042674, train_icir 0.606351, train_ric 0.003444, train_ricir 0.044433, train_mae 0.021292, train_rmse 0.029909, train_mape 340.678802, train_acc 0.462634, valid_loss 0.0014299615, valid_ic 0.029520, valid_icir 0.397864, valid_ric 0.005170, valid_ricir 0.046216, valid_prec@10 0.525207, valid_prec@30 0.514601, valid_mae 0.025387, valid_rmse 0.035057, valid_mape 398.449524, valid_acc 0.499501, test_loss 0.001074, ic 0.017220, icir 0.514873, ric -0.000173, ricir -0.003749, prec@10 0.525926, prec@30 0.535117, test_mae 0.020493, test_rmse 0.031864, test_mape 494.643433, test_acc 0.476033
Epoch 66, train_loss 0.001093, train_ic 0.037377, train_icir 0.486335, train_ric -0.000364, train_ricir -0.003887, train_mae 0.023054, train_rmse 0.031383, train_mape 615.875366, train_acc 0.463017, valid_loss 0.0015314200, valid_ic 0.021641, valid_icir 0.288563, valid_ric -0.000506, valid_ricir -0.003942, valid_prec@10 0.522314, valid_prec@30 0.499725, valid_mae 0.026594, valid_rmse 0.036271, valid_mape 746.120728, valid_acc 0.500761, test_loss 0.001151, ic 0.014411, icir 0.392446, ric -0.002908, ricir -0.044819, prec@10 0.523868, prec@30 0.529355, test_mae 0.022005, test_rmse 0.033073, test_mape 912.222107, test_acc 0.478639
Epoch 67, train_loss 0.001103, train_ic 0.015949, train_icir 0.209889, train_ric 0.023089, train_ricir 0.216200, train_mae 0.021687, train_rmse 0.030399, train_mape 423.731171, train_acc 0.468542, valid_loss 0.0014855123, valid_ic 0.005618, valid_icir 0.089907, valid_ric 0.001875, valid_ricir 0.015432, valid_prec@10 0.464463, valid_prec@30 0.467769, valid_mae 0.025658, valid_rmse 0.035504, valid_mape 450.044525, valid_acc 0.495872, test_loss 0.001089, ic 0.004129, icir 0.100748, ric 0.015818, ricir 0.163075, prec@10 0.511111, prec@30 0.507270, test_mae 0.020746, test_rmse 0.032119, test_mape 599.020325, test_acc 0.482435
Epoch 68, train_loss 0.001096, train_ic 0.040033, train_icir 0.511577, train_ric 0.014310, train_ricir 0.141663, train_mae 0.024123, train_rmse 0.031552, train_mape 633.064026, train_acc 0.468067, valid_loss 0.0016459559, valid_ic 0.021770, valid_icir 0.289008, valid_ric -0.001519, valid_ricir -0.011917, valid_prec@10 0.511983, valid_prec@30 0.497934, valid_mae 0.028418, valid_rmse 0.037334, valid_mape 755.533630, valid_acc 0.474855, test_loss 0.001178, ic 0.017916, icir 0.429888, ric 0.006158, ricir 0.073089, prec@10 0.523045, prec@30 0.524554, test_mae 0.023388, test_rmse 0.033092, test_mape 966.274719, test_acc 0.492753
Epoch 69, train_loss 0.001092, train_ic 0.034963, train_icir 0.597795, train_ric 0.015097, train_ricir 0.236195, train_mae 0.021207, train_rmse 0.029821, train_mape 327.953369, train_acc 0.467812, valid_loss 0.0014598522, valid_ic 0.021275, valid_icir 0.378771, valid_ric 0.012349, valid_ricir 0.145512, valid_prec@10 0.526033, valid_prec@30 0.504821, valid_mae 0.025427, valid_rmse 0.035197, valid_mape 396.188354, valid_acc 0.494211, test_loss 0.001064, ic 0.010126, icir 0.284913, ric 0.007931, ricir 0.160651, prec@10 0.523868, prec@30 0.530316, test_mae 0.020407, test_rmse 0.031720, test_mape 483.601227, test_acc 0.481835
Epoch 70, train_loss 0.001110, train_ic 0.025909, train_icir 0.329425, train_ric 0.007073, train_ricir 0.065626, train_mae 0.023639, train_rmse 0.032049, train_mape 695.768616, train_acc 0.462520, valid_loss 0.0015529892, valid_ic 0.014228, valid_icir 0.198236, valid_ric -0.005129, valid_ricir -0.037468, valid_prec@10 0.508264, valid_prec@30 0.498072, valid_mae 0.027130, valid_rmse 0.036701, valid_mape 768.619385, valid_acc 0.496435, test_loss 0.001177, ic 0.012233, icir 0.279638, ric 0.004757, ricir 0.044501, prec@10 0.501235, prec@30 0.509328, test_mae 0.022390, test_rmse 0.033483, test_mape 914.510498, test_acc 0.479398
Epoch 71, train_loss 0.001095, train_ic 0.024750, train_icir 0.447527, train_ric 0.008068, train_ricir 0.139493, train_mae 0.020855, train_rmse 0.029356, train_mape 288.209198, train_acc 0.468708, valid_loss 0.0014056119, valid_ic 0.013978, valid_icir 0.284229, valid_ric 0.005656, valid_ricir 0.072125, valid_prec@10 0.504959, valid_prec@30 0.502893, valid_mae 0.025136, valid_rmse 0.034639, valid_mape 336.033325, valid_acc 0.488000, test_loss 0.001029, ic 0.006139, icir 0.192523, ric -0.001355, ricir -0.032665, prec@10 0.535391, prec@30 0.531139, test_mae 0.020021, test_rmse 0.031094, test_mape 405.043121, test_acc 0.485935
Epoch 72, train_loss 0.001084, train_ic 0.027309, train_icir 0.366031, train_ric 0.004364, train_ricir 0.043345, train_mae 0.024226, train_rmse 0.032691, train_mape 723.287231, train_acc 0.463896, valid_loss 0.0016668712, valid_ic 0.012881, valid_icir 0.211434, valid_ric -0.011591, valid_ricir -0.095644, valid_prec@10 0.586777, valid_prec@30 0.564325, valid_mae 0.027750, valid_rmse 0.037716, valid_mape 834.762939, valid_acc 0.496653, test_loss 0.001244, ic 0.011675, icir 0.276359, ric -0.001222, ricir -0.014025, prec@10 0.581070, prec@30 0.552263, test_mae 0.023241, test_rmse 0.034494, test_mape 990.654846, test_acc 0.479461
Epoch 73, train_loss 0.001096, train_ic 0.043300, train_icir 0.550394, train_ric 0.008701, train_ricir 0.094672, train_mae 0.022312, train_rmse 0.030217, train_mape 461.952606, train_acc 0.466517, valid_loss 0.0014828747, valid_ic 0.029589, valid_icir 0.367324, valid_ric 0.010607, valid_ricir 0.087931, valid_prec@10 0.509504, valid_prec@30 0.507713, valid_mae 0.026572, valid_rmse 0.035734, valid_mape 560.352600, valid_acc 0.476658, test_loss 0.001083, ic 0.017759, icir 0.406378, ric 0.001647, ricir 0.026834, prec@10 0.527984, prec@30 0.532373, test_mae 0.021443, test_rmse 0.031866, test_mape 649.720337, test_acc 0.492037
