Dataset:  CSI
Radom seed: 1234
GPU: 6
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2024,
        "test_year": 2025,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 74, train_loss 0.001086, train_ic 0.034534, train_icir 0.413361, train_ric 0.013403, train_ricir 0.118325, train_mae 0.021403, train_rmse 0.029922, train_mape 354.703369, train_acc 0.468625, valid_loss 0.0014791809, valid_ic 0.017618, valid_icir 0.230765, valid_ric -0.005026, valid_ricir -0.037080, valid_prec@10 0.508264, valid_prec@30 0.492700, valid_mae 0.025785, valid_rmse 0.035490, valid_mape 450.051575, valid_acc 0.474538, test_loss 0.001053, ic 0.014637, icir 0.328083, ric 0.005377, ricir 0.051722, prec@10 0.525926, prec@30 0.521536, test_mae 0.020489, test_rmse 0.031507, test_mape 494.488922, test_acc 0.491888
Epoch 75, train_loss 0.001095, train_ic 0.015327, train_icir 0.302364, train_ric 0.014206, train_ricir 0.259907, train_mae 0.026429, train_rmse 0.034578, train_mape 927.727051, train_acc 0.461435, valid_loss 0.0017658705, valid_ic 0.007558, valid_icir 0.172817, valid_ric 0.007058, valid_ricir 0.104836, valid_prec@10 0.492975, valid_prec@30 0.482094, valid_mae 0.029255, valid_rmse 0.038957, valid_mape 980.642944, valid_acc 0.496533, test_loss 0.001380, ic 0.001867, icir 0.068685, ric 0.001951, ricir 0.046636, prec@10 0.522222, prec@30 0.507682, test_mae 0.025963, test_rmse 0.036359, test_mape 1368.210693, test_acc 0.478467
Epoch 76, train_loss 0.001094, train_ic 0.033717, train_icir 0.435109, train_ric 0.000944, train_ricir 0.009450, train_mae 0.023411, train_rmse 0.030952, train_mape 581.162842, train_acc 0.466408, valid_loss 0.0015114564, valid_ic 0.021771, valid_icir 0.266355, valid_ric -0.006337, valid_ricir -0.046126, valid_prec@10 0.535537, valid_prec@30 0.523554, valid_mae 0.027463, valid_rmse 0.036102, valid_mape 681.546875, valid_acc 0.478366, test_loss 0.001136, ic 0.014324, icir 0.371506, ric -0.000735, ricir -0.009645, prec@10 0.532922, prec@30 0.538957, test_mae 0.022755, test_rmse 0.032506, test_mape 900.911499, test_acc 0.490152
Epoch 77, train_loss 0.001084, train_ic 0.016140, train_icir 0.296102, train_ric 0.027389, train_ricir 0.417722, train_mae 0.022447, train_rmse 0.031157, train_mape 489.759003, train_acc 0.467736, valid_loss 0.0015596297, valid_ic 0.009607, valid_icir 0.199253, valid_ric 0.019005, valid_ricir 0.256210, valid_prec@10 0.477273, valid_prec@30 0.479890, valid_mae 0.026394, valid_rmse 0.036364, valid_mape 557.538330, valid_acc 0.495576, test_loss 0.001138, ic 0.004388, icir 0.108992, ric 0.024177, ricir 0.448032, prec@10 0.509465, prec@30 0.502743, test_mae 0.021657, test_rmse 0.032894, test_mape 734.115356, test_acc 0.484242
Epoch 78, train_loss 0.001086, train_ic 0.028940, train_icir 0.471514, train_ric 0.004436, train_ricir 0.062477, train_mae 0.021149, train_rmse 0.029733, train_mape 307.660095, train_acc 0.465201, valid_loss 0.0014323179, valid_ic 0.016999, valid_icir 0.284145, valid_ric 0.000753, valid_ricir 0.007720, valid_prec@10 0.492975, valid_prec@30 0.498485, valid_mae 0.025487, valid_rmse 0.035064, valid_mape 323.847229, valid_acc 0.482747, test_loss 0.001055, ic 0.009174, icir 0.256269, ric 0.000841, ricir 0.018563, prec@10 0.534156, prec@30 0.533745, test_mae 0.020428, test_rmse 0.031537, test_mape 423.385834, test_acc 0.485323
Epoch 79, train_loss 0.001076, train_ic 0.045969, train_icir 0.671864, train_ric 0.015597, train_ricir 0.213864, train_mae 0.021091, train_rmse 0.029593, train_mape 328.257568, train_acc 0.467444, valid_loss 0.0014150290, valid_ic 0.029946, valid_icir 0.421782, valid_ric 0.013104, valid_ricir 0.130234, valid_prec@10 0.510744, valid_prec@30 0.497796, valid_mae 0.025348, valid_rmse 0.034839, valid_mape 384.617249, valid_acc 0.494171, test_loss 0.001036, ic 0.017943, icir 0.543748, ric 0.009082, ricir 0.205388, prec@10 0.532922, prec@30 0.532647, test_mae 0.020273, test_rmse 0.031256, test_mape 434.976807, test_acc 0.485191
Epoch 80, train_loss 0.001079, train_ic 0.031725, train_icir 0.515018, train_ric 0.015482, train_ricir 0.226672, train_mae 0.024806, train_rmse 0.032949, train_mape 790.817993, train_acc 0.462122, valid_loss 0.0016125163, valid_ic 0.021183, valid_icir 0.351603, valid_ric 0.019505, valid_ricir 0.209012, valid_prec@10 0.601240, valid_prec@30 0.568871, valid_mae 0.027877, valid_rmse 0.037317, valid_mape 883.109009, valid_acc 0.499430, test_loss 0.001275, ic 0.007932, icir 0.186618, ric 0.010892, ricir 0.167194, prec@10 0.556790, prec@30 0.558162, test_mae 0.024274, test_rmse 0.034824, test_mape 1219.882202, test_acc 0.478714
Epoch 81, train_loss 0.001077, train_ic 0.025197, train_icir 0.343967, train_ric 0.032115, train_ricir 0.331573, train_mae 0.024434, train_rmse 0.032851, train_mape 763.646240, train_acc 0.462910, valid_loss 0.0016236849, valid_ic 0.016245, valid_icir 0.226211, valid_ric 0.013401, valid_ricir 0.110156, valid_prec@10 0.492975, valid_prec@30 0.489394, valid_mae 0.027837, valid_rmse 0.037440, valid_mape 858.105347, valid_acc 0.497971, test_loss 0.001241, ic 0.011305, icir 0.244922, ric 0.027159, ricir 0.384678, prec@10 0.512346, prec@30 0.507270, test_mae 0.023573, test_rmse 0.034430, test_mape 1123.735229, test_acc 0.481030
Epoch 82, train_loss 0.001071, train_ic 0.027078, train_icir 0.440539, train_ric 0.021534, train_ricir 0.298611, train_mae 0.023940, train_rmse 0.031231, train_mape 671.211670, train_acc 0.468316, valid_loss 0.0015627705, valid_ic 0.017749, valid_icir 0.329272, valid_ric 0.013495, valid_ricir 0.157307, valid_prec@10 0.512397, valid_prec@30 0.500551, valid_mae 0.027861, valid_rmse 0.036517, valid_mape 760.563660, valid_acc 0.478817, test_loss 0.001128, ic 0.011268, icir 0.291545, ric 0.018634, ricir 0.347791, prec@10 0.530041, prec@30 0.532510, test_mae 0.022962, test_rmse 0.032382, test_mape 980.419739, test_acc 0.492164
Epoch 83, train_loss 0.001060, train_ic 0.028029, train_icir 0.479230, train_ric 0.006944, train_ricir 0.112635, train_mae 0.020890, train_rmse 0.029384, train_mape 277.563080, train_acc 0.467273, valid_loss 0.0014639586, valid_ic 0.013905, valid_icir 0.272706, valid_ric -0.000653, valid_ricir -0.008416, valid_prec@10 0.488430, valid_prec@30 0.499174, valid_mae 0.025241, valid_rmse 0.034926, valid_mape 333.477570, valid_acc 0.487289, test_loss 0.001018, ic 0.006282, icir 0.204030, ric -0.004009, ricir -0.098657, prec@10 0.516872, prec@30 0.519479, test_mae 0.020090, test_rmse 0.030956, test_mape 353.621460, test_acc 0.483277
Epoch 84, train_loss 0.001069, train_ic 0.043052, train_icir 0.555295, train_ric 0.007563, train_ricir 0.083424, train_mae 0.021621, train_rmse 0.030044, train_mape 380.752319, train_acc 0.464415, valid_loss 0.0014582716, valid_ic 0.031085, valid_icir 0.373409, valid_ric 0.007846, valid_ricir 0.065618, valid_prec@10 0.531818, valid_prec@30 0.521350, valid_mae 0.026005, valid_rmse 0.035431, valid_mape 486.935303, valid_acc 0.486112, test_loss 0.001052, ic 0.020833, icir 0.442811, ric 0.004389, ricir 0.065017, prec@10 0.565844, prec@30 0.539781, test_mae 0.020722, test_rmse 0.031524, test_mape 505.745514, test_acc 0.483830
Epoch 85, train_loss 0.001067, train_ic 0.029337, train_icir 0.360217, train_ric 0.012292, train_ricir 0.110583, train_mae 0.023122, train_rmse 0.031407, train_mape 634.895996, train_acc 0.464270, valid_loss 0.0015094120, valid_ic 0.014011, valid_icir 0.197082, valid_ric -0.006170, valid_ricir -0.048274, valid_prec@10 0.518595, valid_prec@30 0.501928, valid_mae 0.026659, valid_rmse 0.036093, valid_mape 704.705444, valid_acc 0.495655, test_loss 0.001114, ic 0.011397, icir 0.242203, ric -0.001743, ricir -0.016328, prec@10 0.539506, prec@30 0.518793, test_mae 0.021902, test_rmse 0.032549, test_mape 872.735046, test_acc 0.479488
Epoch 86, train_loss 0.001082, train_ic 0.035531, train_icir 0.528644, train_ric 0.020157, train_ricir 0.249161, train_mae 0.022875, train_rmse 0.031178, train_mape 590.996155, train_acc 0.464681, valid_loss 0.0014987118, valid_ic 0.021786, valid_icir 0.372124, valid_ric 0.008948, valid_ricir 0.093540, valid_prec@10 0.551240, valid_prec@30 0.531680, valid_mae 0.026451, valid_rmse 0.035916, valid_mape 668.290039, valid_acc 0.499425, test_loss 0.001119, ic 0.013763, icir 0.411546, ric 0.017125, ricir 0.338287, prec@10 0.528395, prec@30 0.528807, test_mae 0.021851, test_rmse 0.032611, test_mape 906.500732, test_acc 0.480057
Epoch 87, train_loss 0.001072, train_ic 0.031681, train_icir 0.438774, train_ric 0.024010, train_ricir 0.279629, train_mae 0.021162, train_rmse 0.029443, train_mape 345.951935, train_acc 0.471189, valid_loss 0.0014024934, valid_ic 0.019210, valid_icir 0.287478, valid_ric 0.007822, valid_ricir 0.077578, valid_prec@10 0.496281, valid_prec@30 0.481267, valid_mae 0.025520, valid_rmse 0.034673, valid_mape 411.996643, valid_acc 0.479324, test_loss 0.001011, ic 0.013260, icir 0.344950, ric 0.011964, ricir 0.187328, prec@10 0.529218, prec@30 0.516324, test_mae 0.020284, test_rmse 0.030769, test_mape 509.729431, test_acc 0.493778
Epoch 88, train_loss 0.001082, train_ic 0.042264, train_icir 0.550428, train_ric -0.005501, train_ricir -0.063446, train_mae 0.021887, train_rmse 0.030178, train_mape 467.876862, train_acc 0.463583, valid_loss 0.0014326765, valid_ic 0.028032, valid_icir 0.324605, valid_ric 0.001039, valid_ricir 0.008059, valid_prec@10 0.531405, valid_prec@30 0.518457, valid_mae 0.025694, valid_rmse 0.035079, valid_mape 524.627258, valid_acc 0.503883, test_loss 0.001064, ic 0.014226, icir 0.383916, ric -0.014332, ricir -0.223937, prec@10 0.551852, prec@30 0.542387, test_mae 0.021002, test_rmse 0.031697, test_mape 650.971191, test_acc 0.476656
Epoch 89, train_loss 0.001058, train_ic 0.029269, train_icir 0.493893, train_ric 0.008208, train_ricir 0.140638, train_mae 0.021174, train_rmse 0.029634, train_mape 318.261261, train_acc 0.467040, valid_loss 0.0014165722, valid_ic 0.018106, valid_icir 0.287662, valid_ric 0.003474, valid_ricir 0.042841, valid_prec@10 0.596694, valid_prec@30 0.561019, valid_mae 0.025396, valid_rmse 0.034827, valid_mape 427.201843, valid_acc 0.497223, test_loss 0.001036, ic 0.006785, icir 0.206474, ric -0.003644, ricir -0.106343, prec@10 0.566255, prec@30 0.549383, test_mae 0.020450, test_rmse 0.031252, test_mape 475.544189, test_acc 0.481625
Epoch 90, train_loss 0.001058, train_ic 0.020245, train_icir 0.285374, train_ric 0.014873, train_ricir 0.165823, train_mae 0.021629, train_rmse 0.029765, train_mape 398.943756, train_acc 0.468228, valid_loss 0.0014587009, valid_ic 0.009370, valid_icir 0.154723, valid_ric 0.000143, valid_ricir 0.001419, valid_prec@10 0.486364, valid_prec@30 0.483471, valid_mae 0.025968, valid_rmse 0.035193, valid_mape 460.956299, valid_acc 0.478134, test_loss 0.001033, ic 0.008023, icir 0.212310, ric 0.013921, ricir 0.198962, prec@10 0.499177, prec@30 0.510425, test_mae 0.020776, test_rmse 0.031049, test_mape 575.101624, test_acc 0.490916
Epoch 91, train_loss 0.001068, train_ic 0.041549, train_icir 0.522202, train_ric 0.001820, train_ricir 0.020207, train_mae 0.022183, train_rmse 0.030491, train_mape 512.126770, train_acc 0.463107, valid_loss 0.0014915867, valid_ic 0.022734, valid_icir 0.275430, valid_ric -0.001811, valid_ricir -0.014639, valid_prec@10 0.607025, valid_prec@30 0.562397, valid_mae 0.026055, valid_rmse 0.035677, valid_mape 566.870789, valid_acc 0.498625, test_loss 0.001078, ic 0.014310, icir 0.365186, ric -0.008304, ricir -0.128534, prec@10 0.565021, prec@30 0.549108, test_mae 0.021174, test_rmse 0.031961, test_mape 707.491150, test_acc 0.475722
Epoch 92, train_loss 0.001071, train_ic 0.037687, train_icir 0.598647, train_ric 0.024918, train_ricir 0.376630, train_mae 0.021834, train_rmse 0.029758, train_mape 442.738617, train_acc 0.469850, valid_loss 0.0014367451, valid_ic 0.023329, valid_icir 0.373259, valid_ric 0.017071, valid_ricir 0.196763, valid_prec@10 0.519008, valid_prec@30 0.496556, valid_mae 0.026143, valid_rmse 0.035154, valid_mape 520.032532, valid_acc 0.477354, test_loss 0.001033, ic 0.013358, icir 0.423812, ric 0.013228, ricir 0.339049, prec@10 0.530453, prec@30 0.517558, test_mae 0.020929, test_rmse 0.031079, test_mape 623.318176, test_acc 0.492256
Epoch 93, train_loss 0.001054, train_ic 0.031097, train_icir 0.477313, train_ric 0.027687, train_ricir 0.335617, train_mae 0.021010, train_rmse 0.029522, train_mape 305.553101, train_acc 0.476144, valid_loss 0.0014325870, valid_ic 0.017294, valid_icir 0.333027, valid_ric 0.010665, valid_ricir 0.111308, valid_prec@10 0.545868, valid_prec@30 0.526860, valid_mae 0.025430, valid_rmse 0.034887, valid_mape 359.992584, valid_acc 0.481534, test_loss 0.001015, ic 0.012544, icir 0.362879, ric 0.019991, ricir 0.337033, prec@10 0.505350, prec@30 0.525789, test_mae 0.020163, test_rmse 0.030911, test_mape 411.940399, test_acc 0.497846
Epoch 94, train_loss 0.001063, train_ic 0.037377, train_icir 0.456202, train_ric 0.005946, train_ricir 0.057423, train_mae 0.021319, train_rmse 0.029688, train_mape 347.054321, train_acc 0.463697, valid_loss 0.0014049034, valid_ic 0.022689, valid_icir 0.256277, valid_ric -0.000572, valid_ricir -0.004131, valid_prec@10 0.520248, valid_prec@30 0.498898, valid_mae 0.025571, valid_rmse 0.034784, valid_mape 389.807159, valid_acc 0.485307, test_loss 0.001010, ic 0.016015, icir 0.375797, ric 0.002776, ricir 0.032477, prec@10 0.518107, prec@30 0.514266, test_mae 0.020302, test_rmse 0.030822, test_mape 452.201508, test_acc 0.483648
Epoch 95, train_loss 0.001062, train_ic 0.042079, train_icir 0.658232, train_ric 0.016051, train_ricir 0.238067, train_mae 0.021854, train_rmse 0.030233, train_mape 456.862854, train_acc 0.467160, valid_loss 0.0014338504, valid_ic 0.030894, valid_icir 0.453605, valid_ric 0.015562, valid_ricir 0.163501, valid_prec@10 0.528099, valid_prec@30 0.519972, valid_mae 0.025716, valid_rmse 0.035089, valid_mape 494.968994, valid_acc 0.502067, test_loss 0.001063, ic 0.017717, icir 0.537273, ric 0.007734, ricir 0.194664, prec@10 0.522222, prec@30 0.534294, test_mae 0.021013, test_rmse 0.031721, test_mape 656.040405, test_acc 0.480724
Epoch 96, train_loss 0.001056, train_ic 0.028225, train_icir 0.431553, train_ric 0.033443, train_ricir 0.388090, train_mae 0.021416, train_rmse 0.029507, train_mape 398.394165, train_acc 0.472570, valid_loss 0.0014256433, valid_ic 0.018742, valid_icir 0.323104, valid_ric 0.019329, valid_ricir 0.192293, valid_prec@10 0.498760, valid_prec@30 0.493251, valid_mae 0.025729, valid_rmse 0.034875, valid_mape 464.427673, valid_acc 0.481222, test_loss 0.001002, ic 0.011968, icir 0.336775, ric 0.031220, ricir 0.556218, prec@10 0.500412, prec@30 0.502606, test_mae 0.020385, test_rmse 0.030602, test_mape 555.210083, test_acc 0.495438
Epoch 97, train_loss 0.001060, train_ic 0.028938, train_icir 0.446494, train_ric 0.016253, train_ricir 0.236271, train_mae 0.021113, train_rmse 0.029504, train_mape 333.172668, train_acc 0.470974, valid_loss 0.0014094858, valid_ic 0.020315, valid_icir 0.324398, valid_ric 0.015586, valid_ricir 0.179676, valid_prec@10 0.580992, valid_prec@30 0.548072, valid_mae 0.025375, valid_rmse 0.034707, valid_mape 361.143433, valid_acc 0.487876, test_loss 0.001021, ic 0.008792, icir 0.178167, ric 0.012018, ricir 0.182212, prec@10 0.574897, prec@30 0.548148, test_mae 0.020313, test_rmse 0.031003, test_mape 441.963928, test_acc 0.490479
Epoch 98, train_loss 0.001058, train_ic 0.024400, train_icir 0.366399, train_ric 0.017612, train_ricir 0.215825, train_mae 0.021470, train_rmse 0.029673, train_mape 389.433258, train_acc 0.470214, valid_loss 0.0014578574, valid_ic 0.012468, valid_icir 0.204266, valid_ric 0.005167, valid_ricir 0.055266, valid_prec@10 0.525620, valid_prec@30 0.515152, valid_mae 0.025764, valid_rmse 0.035117, valid_mape 437.059875, valid_acc 0.478429, test_loss 0.001015, ic 0.009619, icir 0.237349, ric 0.013865, ricir 0.234161, prec@10 0.532510, prec@30 0.527435, test_mae 0.020487, test_rmse 0.030843, test_mape 558.259644, test_acc 0.492884
Epoch 99, train_loss 0.001054, train_ic 0.034613, train_icir 0.588938, train_ric 0.017347, train_ricir 0.256376, train_mae 0.021736, train_rmse 0.029554, train_mape 435.843842, train_acc 0.468730, valid_loss 0.0014094861, valid_ic 0.026608, valid_icir 0.394068, valid_ric 0.021722, valid_ricir 0.224504, valid_prec@10 0.514050, valid_prec@30 0.516116, valid_mae 0.025948, valid_rmse 0.034781, valid_mape 537.067200, valid_acc 0.478824, test_loss 0.001011, ic 0.012043, icir 0.343626, ric 0.014339, ricir 0.228840, prec@10 0.518519, prec@30 0.533333, test_mae 0.020753, test_rmse 0.030709, test_mape 622.380859, test_acc 0.490404
Epoch 100, train_loss 0.001053, train_ic 0.039505, train_icir 0.519447, train_ric 0.021717, train_ricir 0.224179, train_mae 0.021438, train_rmse 0.029448, train_mape 377.003357, train_acc 0.469773, valid_loss 0.0014158764, valid_ic 0.026312, valid_icir 0.376607, valid_ric 0.007769, valid_ricir 0.068657, valid_prec@10 0.520661, valid_prec@30 0.510744, valid_mae 0.025878, valid_rmse 0.034841, valid_mape 464.773865, valid_acc 0.477555, test_loss 0.000998, ic 0.018853, icir 0.462465, ric 0.014225, ricir 0.189633, prec@10 0.529630, prec@30 0.527298, test_mae 0.020471, test_rmse 0.030509, test_mape 554.917480, test_acc 0.493837
Epoch 101, train_loss 0.001043, train_ic 0.032163, train_icir 0.385538, train_ric 0.001010, train_ricir 0.009354, train_mae 0.021406, train_rmse 0.029525, train_mape 357.212006, train_acc 0.464420, valid_loss 0.0013984491, valid_ic 0.017563, valid_icir 0.211597, valid_ric -0.011016, valid_ricir -0.080226, valid_prec@10 0.541322, valid_prec@30 0.513361, valid_mae 0.025648, valid_rmse 0.034691, valid_mape 403.807312, valid_acc 0.478538, test_loss 0.001000, ic 0.014668, icir 0.302525, ric -0.003405, ricir -0.034215, prec@10 0.560494, prec@30 0.536626, test_mae 0.020482, test_rmse 0.030584, test_mape 520.347656, test_acc 0.485885
Epoch 102, train_loss 0.001048, train_ic 0.036883, train_icir 0.492677, train_ric 0.012313, train_ricir 0.137836, train_mae 0.023341, train_rmse 0.030664, train_mape 594.727173, train_acc 0.468179, valid_loss 0.0015122800, valid_ic 0.020817, valid_icir 0.322405, valid_ric -0.002102, valid_ricir -0.019821, valid_prec@10 0.538843, valid_prec@30 0.531956, valid_mae 0.027441, valid_rmse 0.035956, valid_mape 727.835999, valid_acc 0.478632, test_loss 0.001090, ic 0.014885, icir 0.395512, ric 0.002173, ricir 0.030342, prec@10 0.519753, prec@30 0.529904, test_mae 0.022585, test_rmse 0.031788, test_mape 866.749512, test_acc 0.491820
Epoch 103, train_loss 0.001062, train_ic 0.024270, train_icir 0.391734, train_ric 0.025346, train_ricir 0.326594, train_mae 0.022181, train_rmse 0.030638, train_mape 490.287933, train_acc 0.466602, valid_loss 0.0014528252, valid_ic 0.015764, valid_icir 0.299127, valid_ric 0.013656, valid_ricir 0.158538, valid_prec@10 0.517355, valid_prec@30 0.520386, valid_mae 0.026064, valid_rmse 0.035383, valid_mape 530.414429, valid_acc 0.497248, test_loss 0.001067, ic 0.010311, icir 0.277254, ric 0.022551, ricir 0.440808, prec@10 0.508642, prec@30 0.521125, test_mae 0.021155, test_rmse 0.031778, test_mape 710.023254, test_acc 0.483331
Epoch 104, train_loss 0.001049, train_ic 0.037923, train_icir 0.537262, train_ric 0.018796, train_ricir 0.222306, train_mae 0.021514, train_rmse 0.029961, train_mape 352.960724, train_acc 0.472122, valid_loss 0.0014092372, valid_ic 0.027735, valid_icir 0.392320, valid_ric 0.009419, valid_ricir 0.087567, valid_prec@10 0.526033, valid_prec@30 0.514738, valid_mae 0.025716, valid_rmse 0.034909, valid_mape 430.384430, valid_acc 0.493747, test_loss 0.001035, ic 0.019650, icir 0.451386, ric 0.017233, ricir 0.323113, prec@10 0.524280, prec@30 0.535940, test_mae 0.020671, test_rmse 0.031248, test_mape 496.558746, test_acc 0.488335
Epoch 105, train_loss 0.001055, train_ic 0.029159, train_icir 0.388106, train_ric -0.000117, train_ricir -0.001287, train_mae 0.023360, train_rmse 0.030807, train_mape 591.188599, train_acc 0.466807, valid_loss 0.0015018842, valid_ic 0.014953, valid_icir 0.186993, valid_ric -0.008378, valid_ricir -0.066878, valid_prec@10 0.522727, valid_prec@30 0.507989, valid_mae 0.027378, valid_rmse 0.035937, valid_mape 702.175598, valid_acc 0.477926, test_loss 0.001101, ic 0.010331, icir 0.254544, ric -0.004628, ricir -0.061638, prec@10 0.531276, prec@30 0.536077, test_mae 0.022718, test_rmse 0.031992, test_mape 927.096191, test_acc 0.488706
Epoch 106, train_loss 0.001047, train_ic 0.032094, train_icir 0.452019, train_ric 0.012753, train_ricir 0.169487, train_mae 0.028818, train_rmse 0.036299, train_mape 1171.818237, train_acc 0.461403, valid_loss 0.0018214890, valid_ic 0.016201, valid_icir 0.237943, valid_ric 0.001408, valid_ricir 0.014607, valid_prec@10 0.506198, valid_prec@30 0.496556, valid_mae 0.031105, valid_rmse 0.039929, valid_mape 1364.048340, valid_acc 0.496914, test_loss 0.001446, ic 0.010562, icir 0.279205, ric 0.002241, ricir 0.037255, prec@10 0.511523, prec@30 0.504115, test_mae 0.027886, test_rmse 0.037197, test_mape 1728.899902, test_acc 0.477976
Epoch 107, train_loss 0.001048, train_ic 0.036688, train_icir 0.463578, train_ric 0.010928, train_ricir 0.106655, train_mae 0.023186, train_rmse 0.031457, train_mape 626.377075, train_acc 0.466226, valid_loss 0.0015106188, valid_ic 0.021031, valid_icir 0.300075, valid_ric -0.003660, valid_ricir -0.030990, valid_prec@10 0.523967, valid_prec@30 0.513085, valid_mae 0.026769, valid_rmse 0.036154, valid_mape 719.632507, valid_acc 0.498783, test_loss 0.001113, ic 0.018223, icir 0.414767, ric 0.005483, ricir 0.070562, prec@10 0.538683, prec@30 0.534568, test_mae 0.022066, test_rmse 0.032544, test_mape 903.072754, test_acc 0.481301
Epoch 108, train_loss 0.001053, train_ic 0.027505, train_icir 0.314660, train_ric 0.004713, train_ricir 0.043473, train_mae 0.023894, train_rmse 0.032026, train_mape 725.998169, train_acc 0.464330, valid_loss 0.0015452100, valid_ic 0.012590, valid_icir 0.159940, valid_ric -0.010183, valid_ricir -0.080470, valid_prec@10 0.632231, valid_prec@30 0.588292, valid_mae 0.027307, valid_rmse 0.036621, valid_mape 793.167236, valid_acc 0.496027, test_loss 0.001123, ic 0.011887, icir 0.220114, ric -0.002885, ricir -0.026872, prec@10 0.574074, prec@30 0.554733, test_mae 0.022377, test_rmse 0.032677, test_mape 971.386963, test_acc 0.478999
Epoch 109, train_loss 0.001044, train_ic 0.029178, train_icir 0.414390, train_ric 0.021026, train_ricir 0.250834, train_mae 0.021304, train_rmse 0.029585, train_mape 366.694092, train_acc 0.471949, valid_loss 0.0014024329, valid_ic 0.017163, valid_icir 0.280685, valid_ric 0.003002, valid_ricir 0.033321, valid_prec@10 0.501240, valid_prec@30 0.496832, valid_mae 0.025592, valid_rmse 0.034685, valid_mape 418.281891, valid_acc 0.477853, test_loss 0.000993, ic 0.012040, icir 0.314795, ric 0.011556, ricir 0.191026, prec@10 0.518107, prec@30 0.520850, test_mae 0.020260, test_rmse 0.030510, test_mape 493.682617, test_acc 0.494633
Epoch 110, train_loss 0.001031, train_ic 0.035639, train_icir 0.500490, train_ric 0.011020, train_ricir 0.139907, train_mae 0.025714, train_rmse 0.032669, train_mape 784.249817, train_acc 0.468297, valid_loss 0.0016619109, valid_ic 0.020701, valid_icir 0.292152, valid_ric 0.001761, valid_ricir 0.017514, valid_prec@10 0.552066, valid_prec@30 0.526446, valid_mae 0.029697, valid_rmse 0.037900, valid_mape 970.864075, valid_acc 0.477606, test_loss 0.001232, ic 0.015000, icir 0.393617, ric 0.001193, ricir 0.020490, prec@10 0.541975, prec@30 0.533059, test_mae 0.025207, test_rmse 0.033841, test_mape 1200.725342, test_acc 0.491567
Epoch 111, train_loss 0.001043, train_ic 0.037233, train_icir 0.560478, train_ric 0.016741, train_ricir 0.247817, train_mae 0.021095, train_rmse 0.029483, train_mape 323.597473, train_acc 0.473433, valid_loss 0.0014378283, valid_ic 0.017510, valid_icir 0.320512, valid_ric 0.001485, valid_ricir 0.018756, valid_prec@10 0.550000, valid_prec@30 0.531129, valid_mae 0.025337, valid_rmse 0.034783, valid_mape 362.490112, valid_acc 0.491665, test_loss 0.000993, ic 0.015652, icir 0.468573, ric 0.008257, ricir 0.191025, prec@10 0.541152, prec@30 0.535254, test_mae 0.020141, test_rmse 0.030587, test_mape 429.357330, test_acc 0.487965
Epoch 112, train_loss 0.001040, train_ic 0.023783, train_icir 0.359725, train_ric 0.012566, train_ricir 0.171481, train_mae 0.021962, train_rmse 0.030397, train_mape 451.133545, train_acc 0.465647, valid_loss 0.0014520331, valid_ic 0.011747, valid_icir 0.178467, valid_ric 0.001468, valid_ricir 0.016673, valid_prec@10 0.475207, valid_prec@30 0.481405, valid_mae 0.025917, valid_rmse 0.035313, valid_mape 508.628815, valid_acc 0.495627, test_loss 0.001050, ic 0.006904, icir 0.165285, ric 0.004498, ricir 0.068508, prec@10 0.499588, prec@30 0.498628, test_mae 0.021034, test_rmse 0.031498, test_mape 658.501099, test_acc 0.479502
Epoch 113, train_loss 0.001043, train_ic 0.048071, train_icir 0.680162, train_ric 0.018402, train_ricir 0.232526, train_mae 0.021225, train_rmse 0.029564, train_mape 344.509583, train_acc 0.468845, valid_loss 0.0013788033, valid_ic 0.036146, valid_icir 0.444668, valid_ric 0.019885, valid_ricir 0.180356, valid_prec@10 0.499587, valid_prec@30 0.493113, valid_mae 0.025562, valid_rmse 0.034536, valid_mape 401.190704, valid_acc 0.495247, test_loss 0.001015, ic 0.018318, icir 0.478136, ric 0.006879, ricir 0.123351, prec@10 0.506996, prec@30 0.506859, test_mae 0.020504, test_rmse 0.030935, test_mape 493.131500, test_acc 0.483563
Epoch 114, train_loss 0.001042, train_ic 0.037321, train_icir 0.451240, train_ric -0.004073, train_ricir -0.044516, train_mae 0.021628, train_rmse 0.029931, train_mape 375.884735, train_acc 0.460329, valid_loss 0.0014229956, valid_ic 0.022221, valid_icir 0.232671, valid_ric -0.002009, valid_ricir -0.015953, valid_prec@10 0.500826, valid_prec@30 0.488154, valid_mae 0.025865, valid_rmse 0.034994, valid_mape 426.204834, valid_acc 0.486845, test_loss 0.001026, ic 0.014244, icir 0.293090, ric -0.013706, ricir -0.189881, prec@10 0.526749, prec@30 0.515775, test_mae 0.020865, test_rmse 0.031080, test_mape 491.817780, test_acc 0.476663
