Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 8,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2021,
        "test_year": 2022,
        "window": 8,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 40, train_loss 0.001246, train_ic 0.017382, train_icir 0.296725, train_ric 0.029603, train_ricir 0.379548, train_mae 0.018341, train_rmse 0.028068, train_mape 117.816071, train_acc 0.512616, valid_loss 0.0019676058, valid_ic 0.005259, valid_icir 0.094489, valid_ric 0.024308, valid_ricir 0.320110, valid_prec@10 0.527160, valid_prec@30 0.519342, valid_mae 0.019356, valid_rmse 0.041690, valid_mape 247.268799, valid_acc 0.433820, test_loss 0.001560, ic 0.006716, icir 0.215635, ric 0.024204, ricir 0.353625, prec@10 0.495041, prec@30 0.496143, test_mae 0.016291, test_rmse 0.032552, test_mape 140.657272, test_acc 0.412572
Epoch 41, train_loss 0.001225, train_ic 0.023083, train_icir 0.337678, train_ric 0.005186, train_ricir 0.064363, train_mae 0.015370, train_rmse 0.021655, train_mape 235.796951, train_acc 0.594068, valid_loss 0.0020405729, valid_ic 0.006315, valid_icir 0.128007, valid_ric 0.006134, valid_ricir 0.111829, valid_prec@10 0.532099, valid_prec@30 0.528944, valid_mae 0.019958, valid_rmse 0.041126, valid_mape 348.006500, valid_acc 0.616645, test_loss 0.001686, ic 0.006266, icir 0.215501, ric 0.001621, ricir 0.025075, prec@10 0.511570, prec@30 0.491185, test_mae 0.014623, test_rmse 0.030791, test_mape 198.982376, test_acc 0.713590
Epoch 42, train_loss 0.001234, train_ic 0.024932, train_icir 0.295793, train_ric 0.021910, train_ricir 0.198538, train_mae 0.034470, train_rmse 0.040448, train_mape 125.006935, train_acc 0.254980, valid_loss 0.0020765018, valid_ic 0.008892, valid_icir 0.135072, valid_ric 0.019580, valid_ricir 0.173999, valid_prec@10 0.582305, valid_prec@30 0.569547, valid_mae 0.020576, valid_rmse 0.040893, valid_mape 344.192230, valid_acc 0.617087, test_loss 0.001710, ic 0.012190, icir 0.272702, ric 0.026268, ricir 0.230889, prec@10 0.565702, prec@30 0.561433, test_mae 0.015386, test_rmse 0.031185, test_mape 199.819290, test_acc 0.710934
Epoch 43, train_loss 0.001232, train_ic 0.014346, train_icir 0.174867, train_ric 0.017119, train_ricir 0.165885, train_mae 0.043464, train_rmse 0.051717, train_mape 116.808449, train_acc 0.532979, valid_loss 0.0020059885, valid_ic 0.009217, valid_icir 0.132968, valid_ric 0.020981, valid_ricir 0.195066, valid_prec@10 0.582305, valid_prec@30 0.570508, valid_mae 0.022623, valid_rmse 0.042722, valid_mape 331.515594, valid_acc 0.426295, test_loss 0.001622, ic 0.012570, icir 0.239450, ric 0.025114, ricir 0.219402, prec@10 0.568182, prec@30 0.562810, test_mae 0.019878, test_rmse 0.034205, test_mape 226.929977, test_acc 0.422753
Epoch 44, train_loss 0.001219, train_ic 0.026855, train_icir 0.302469, train_ric 0.012564, train_ricir 0.107373, train_mae 0.012703, train_rmse 0.017551, train_mape 168.334656, train_acc 0.397521, valid_loss 0.0018765773, valid_ic 0.007921, valid_icir 0.130775, valid_ric 0.017344, valid_ricir 0.144208, valid_prec@10 0.546091, valid_prec@30 0.541838, valid_mae 0.018700, valid_rmse 0.040030, valid_mape 253.002121, valid_acc 0.590084, test_loss 0.001542, ic 0.009878, icir 0.229930, ric 0.020037, ricir 0.152215, prec@10 0.526033, prec@30 0.521488, test_mae 0.013955, test_rmse 0.030112, test_mape 140.704193, test_acc 0.703851
Epoch 45, train_loss 0.001233, train_ic 0.035605, train_icir 0.443482, train_ric -0.002402, train_ricir -0.023334, train_mae 0.025468, train_rmse 0.039900, train_mape 182.484940, train_acc 0.162019, valid_loss 0.0018428488, valid_ic 0.007414, valid_icir 0.178948, valid_ric -0.016300, valid_ricir -0.219332, valid_prec@10 0.532099, valid_prec@30 0.517970, valid_mae 0.020001, valid_rmse 0.040399, valid_mape 248.866959, valid_acc 0.370075, test_loss 0.001502, ic 0.008445, icir 0.343308, ric -0.016549, ricir -0.191585, prec@10 0.507025, prec@30 0.495317, test_mae 0.018574, test_rmse 0.032900, test_mape 175.841949, test_acc 0.254980
Epoch 46, train_loss 0.001199, train_ic 0.004082, train_icir 0.046296, train_ric 0.003033, train_ricir 0.025226, train_mae 0.012758, train_rmse 0.018670, train_mape 175.814148, train_acc 0.561310, valid_loss 0.0018821769, valid_ic 0.002144, valid_icir 0.051339, valid_ric -0.007927, valid_ricir -0.064748, valid_prec@10 0.526749, valid_prec@30 0.511797, valid_mae 0.020973, valid_rmse 0.040695, valid_mape 273.652618, valid_acc 0.463037, test_loss 0.001550, ic -0.000506, icir -0.012698, ric -0.013237, ricir -0.094141, prec@10 0.492562, prec@30 0.486915, test_mae 0.018626, test_rmse 0.033192, test_mape 179.364288, test_acc 0.403718
Epoch 47, train_loss 0.001186, train_ic 0.021387, train_icir 0.268415, train_ric 0.013582, train_ricir 0.120109, train_mae 0.015962, train_rmse 0.025710, train_mape 127.918327, train_acc 0.420983, valid_loss 0.0018501101, valid_ic 0.003888, valid_icir 0.099906, valid_ric -0.004919, valid_ricir -0.043830, valid_prec@10 0.511934, valid_prec@30 0.514129, valid_mae 0.019275, valid_rmse 0.039645, valid_mape 252.076553, valid_acc 0.553785, test_loss 0.001528, ic 0.004685, icir 0.138153, ric -0.007953, ricir -0.059996, prec@10 0.486364, prec@30 0.488154, test_mae 0.016763, test_rmse 0.031898, test_mape 166.866028, test_acc 0.589641
Epoch 48, train_loss 0.001194, train_ic 0.028207, train_icir 0.401303, train_ric 0.003221, train_ricir 0.038240, train_mae 0.020646, train_rmse 0.038875, train_mape 322.017822, train_acc 0.617087, valid_loss 0.0017618920, valid_ic 0.008241, valid_icir 0.168785, valid_ric 0.001524, valid_ricir 0.026176, valid_prec@10 0.551852, valid_prec@30 0.560357, valid_mae 0.018420, valid_rmse 0.038888, valid_mape 218.185883, valid_acc 0.586100, test_loss 0.001466, ic 0.008742, icir 0.323486, ric -0.003882, ricir -0.065919, prec@10 0.531405, prec@30 0.553168, test_mae 0.015461, test_rmse 0.030608, test_mape 134.830215, test_acc 0.616645
Epoch 49, train_loss 0.001172, train_ic 0.024641, train_icir 0.346229, train_ric 0.000743, train_ricir 0.008102, train_mae 0.020352, train_rmse 0.026530, train_mape 228.603882, train_acc 0.290394, valid_loss 0.0018219216, valid_ic 0.006901, valid_icir 0.144382, valid_ric -0.007123, valid_ricir -0.100766, valid_prec@10 0.549794, valid_prec@30 0.527435, valid_mae 0.019471, valid_rmse 0.038498, valid_mape 320.101929, valid_acc 0.616645, test_loss 0.001567, ic 0.006651, icir 0.233901, ric -0.011172, ricir -0.123441, prec@10 0.535950, prec@30 0.505234, test_mae 0.015255, test_rmse 0.029908, test_mape 210.022263, test_acc 0.716689
Epoch 50, train_loss 0.001176, train_ic 0.017898, train_icir 0.202081, train_ric 0.006171, train_ricir 0.055232, train_mae 0.025125, train_rmse 0.032670, train_mape 302.528351, train_acc 0.400620, valid_loss 0.0019279018, valid_ic 0.005527, valid_icir 0.145541, valid_ric -0.010230, valid_ricir -0.092982, valid_prec@10 0.534156, valid_prec@30 0.509739, valid_mae 0.021259, valid_rmse 0.039179, valid_mape 391.572754, valid_acc 0.616645, test_loss 0.001693, ic 0.003972, icir 0.102902, ric -0.013744, ricir -0.104974, prec@10 0.493388, prec@30 0.486777, test_mae 0.017861, test_rmse 0.031775, test_mape 270.825470, test_acc 0.709163
Epoch 51, train_loss 0.001168, train_ic 0.025282, train_icir 0.350036, train_ric 0.021459, train_ricir 0.232821, train_mae 0.017833, train_rmse 0.024582, train_mape 268.711182, train_acc 0.204073, valid_loss 0.0017808926, valid_ic 0.007761, valid_icir 0.162561, valid_ric 0.007025, valid_ricir 0.095414, valid_prec@10 0.530453, valid_prec@30 0.518244, valid_mae 0.022109, valid_rmse 0.040281, valid_mape 287.838104, valid_acc 0.357238, test_loss 0.001489, ic 0.008972, icir 0.310846, ric 0.010874, ricir 0.134737, prec@10 0.495041, prec@30 0.495317, test_mae 0.020236, test_rmse 0.033410, test_mape 204.101639, test_acc 0.265162
Epoch 52, train_loss 0.001160, train_ic 0.018287, train_icir 0.297142, train_ric 0.029281, train_ricir 0.376363, train_mae 0.013356, train_rmse 0.019967, train_mape 134.602921, train_acc 0.361222, valid_loss 0.0016738660, valid_ic 0.005651, valid_icir 0.107113, valid_ric 0.022902, valid_ricir 0.376422, valid_prec@10 0.534979, valid_prec@30 0.524691, valid_mae 0.018311, valid_rmse 0.037962, valid_mape 200.714966, valid_acc 0.554670, test_loss 0.001414, ic 0.007241, icir 0.229334, ric 0.028607, ricir 0.432127, prec@10 0.492149, prec@30 0.493664, test_mae 0.014840, test_rmse 0.029714, test_mape 128.210266, test_acc 0.648960
Epoch 53, train_loss 0.001157, train_ic 0.027047, train_icir 0.375570, train_ric 0.016350, train_ricir 0.195465, train_mae 0.013393, train_rmse 0.022285, train_mape 125.903976, train_acc 0.563966, valid_loss 0.0017122762, valid_ic 0.008147, valid_icir 0.135691, valid_ric 0.014665, valid_ricir 0.202241, valid_prec@10 0.572428, valid_prec@30 0.552949, valid_mae 0.021059, valid_rmse 0.039728, valid_mape 251.160522, valid_acc 0.339531, test_loss 0.001445, ic 0.008683, icir 0.221043, ric 0.017093, ricir 0.242134, prec@10 0.544215, prec@30 0.534848, test_mae 0.019171, test_rmse 0.032613, test_mape 194.173889, test_acc 0.254537
Epoch 54, train_loss 0.001163, train_ic 0.020610, train_icir 0.226745, train_ric 0.032330, train_ricir 0.272141, train_mae 0.012706, train_rmse 0.018825, train_mape 170.882645, train_acc 0.480301, valid_loss 0.0017314489, valid_ic 0.008427, valid_icir 0.130455, valid_ric 0.029129, valid_ricir 0.241359, valid_prec@10 0.569136, valid_prec@30 0.561866, valid_mae 0.019098, valid_rmse 0.037699, valid_mape 229.660324, valid_acc 0.591412, test_loss 0.001488, ic 0.012630, icir 0.256951, ric 0.038174, ricir 0.296775, prec@10 0.559917, prec@30 0.557576, test_mae 0.014624, test_rmse 0.028897, test_mape 158.683014, test_acc 0.707393
Epoch 55, train_loss 0.001167, train_ic 0.032250, train_icir 0.417460, train_ric 0.011440, train_ricir 0.137323, train_mae 0.014432, train_rmse 0.018194, train_mape 317.106049, train_acc 0.424081, valid_loss 0.0017062211, valid_ic 0.006763, valid_icir 0.166438, valid_ric -0.003911, valid_ricir -0.077044, valid_prec@10 0.545267, valid_prec@30 0.536077, valid_mae 0.019719, valid_rmse 0.037745, valid_mape 282.005157, valid_acc 0.585657, test_loss 0.001490, ic 0.007898, icir 0.255471, ric -0.001312, ricir -0.022050, prec@10 0.524793, prec@30 0.516253, test_mae 0.015776, test_rmse 0.029615, test_mape 206.483078, test_acc 0.644976
Epoch 56, train_loss 0.001174, train_ic 0.036612, train_icir 0.470282, train_ric 0.020716, train_ricir 0.222302, train_mae 0.009155, train_rmse 0.015481, train_mape 119.122993, train_acc 0.580345, valid_loss 0.0015990943, valid_ic 0.008681, valid_icir 0.194347, valid_ric 0.010926, valid_ricir 0.157131, valid_prec@10 0.532922, valid_prec@30 0.538134, valid_mae 0.017869, valid_rmse 0.036810, valid_mape 186.435699, valid_acc 0.598495, test_loss 0.001379, ic 0.011031, icir 0.414902, ric 0.015193, ricir 0.216282, prec@10 0.510331, prec@30 0.524242, test_mae 0.014601, test_rmse 0.028842, test_mape 129.141998, test_acc 0.691014
Epoch 57, train_loss 0.001139, train_ic 0.023067, train_icir 0.323904, train_ric 0.027919, train_ricir 0.310841, train_mae 0.018885, train_rmse 0.024171, train_mape 194.868011, train_acc 0.145197, valid_loss 0.0016258695, valid_ic 0.006047, valid_icir 0.127003, valid_ric 0.027149, valid_ricir 0.331645, valid_prec@10 0.512757, valid_prec@30 0.522359, valid_mae 0.021193, valid_rmse 0.039020, valid_mape 238.997955, valid_acc 0.333333, test_loss 0.001392, ic 0.007384, icir 0.245177, ric 0.031654, ricir 0.346265, prec@10 0.495041, prec@30 0.492424, test_mae 0.018671, test_rmse 0.031462, test_mape 188.847702, test_acc 0.247455
Epoch 58, train_loss 0.001130, train_ic 0.042383, train_icir 0.623385, train_ric 0.028771, train_ricir 0.387617, train_mae 0.011877, train_rmse 0.018182, train_mape 120.344963, train_acc 0.445772, valid_loss 0.0015623074, valid_ic 0.008579, valid_icir 0.195490, valid_ric 0.010048, valid_ricir 0.202012, valid_prec@10 0.556379, valid_prec@30 0.535254, valid_mae 0.018103, valid_rmse 0.036982, valid_mape 170.473938, valid_acc 0.555556, test_loss 0.001350, ic 0.010800, icir 0.389146, ric 0.013236, ricir 0.243747, prec@10 0.529339, prec@30 0.512948, test_mae 0.015039, test_rmse 0.029034, test_mape 130.334930, test_acc 0.615759
Epoch 59, train_loss 0.001147, train_ic 0.029918, train_icir 0.393460, train_ric 0.017563, train_ricir 0.179528, train_mae 0.039105, train_rmse 0.048005, train_mape 212.991837, train_acc 0.157149, valid_loss 0.0016882215, valid_ic 0.006225, valid_icir 0.183440, valid_ric -0.002621, valid_ricir -0.030479, valid_prec@10 0.503292, valid_prec@30 0.513717, valid_mae 0.019965, valid_rmse 0.036903, valid_mape 309.521240, valid_acc 0.617087, test_loss 0.001520, ic 0.006621, icir 0.265857, ric -0.004579, ricir -0.042783, prec@10 0.491736, prec@30 0.491460, test_mae 0.015730, test_rmse 0.028883, test_mape 233.324249, test_acc 0.714918
Epoch 60, train_loss 0.001151, train_ic 0.021163, train_icir 0.288129, train_ric 0.039640, train_ricir 0.400453, train_mae 0.029165, train_rmse 0.036544, train_mape 196.488052, train_acc 0.090748, valid_loss 0.0016379390, valid_ic 0.006308, valid_icir 0.116033, valid_ric 0.023184, valid_ricir 0.271173, valid_prec@10 0.524280, valid_prec@30 0.523457, valid_mae 0.021928, valid_rmse 0.039187, valid_mape 249.909668, valid_acc 0.344400, test_loss 0.001412, ic 0.008804, icir 0.222151, ric 0.025560, ricir 0.287759, prec@10 0.501653, prec@30 0.506887, test_mae 0.019551, test_rmse 0.032209, test_mape 202.935913, test_acc 0.270474
Epoch 61, train_loss 0.001136, train_ic 0.026435, train_icir 0.369648, train_ric 0.047510, train_ricir 0.464489, train_mae 0.016953, train_rmse 0.021005, train_mape 431.288818, train_acc 0.540505, valid_loss 0.0017510129, valid_ic 0.007469, valid_icir 0.162492, valid_ric 0.033475, valid_ricir 0.386282, valid_prec@10 0.554321, valid_prec@30 0.543896, valid_mae 0.020786, valid_rmse 0.036732, valid_mape 329.765686, valid_acc 0.617087, test_loss 0.001599, ic 0.008805, icir 0.301759, ric 0.036784, ricir 0.417799, prec@10 0.531818, prec@30 0.526722, test_mae 0.016737, test_rmse 0.028928, test_mape 267.801392, test_acc 0.714033
Epoch 62, train_loss 0.001156, train_ic 0.033448, train_icir 0.477376, train_ric 0.021041, train_ricir 0.267818, train_mae 0.015427, train_rmse 0.025386, train_mape 133.619629, train_acc 0.427623, valid_loss 0.0015302005, valid_ic 0.010013, valid_icir 0.254818, valid_ric 0.010593, valid_ricir 0.208683, valid_prec@10 0.569547, valid_prec@30 0.558711, valid_mae 0.018192, valid_rmse 0.036116, valid_mape 170.918411, valid_acc 0.540505, test_loss 0.001347, ic 0.011295, icir 0.494905, ric 0.010594, ricir 0.197627, prec@10 0.557851, prec@30 0.552755, test_mae 0.015508, test_rmse 0.028865, test_mape 144.307449, test_acc 0.597610
Epoch 63, train_loss 0.001141, train_ic 0.028314, train_icir 0.365919, train_ric 0.009924, train_ricir 0.098856, train_mae 0.015156, train_rmse 0.029843, train_mape 162.069351, train_acc 0.592740, valid_loss 0.0015435535, valid_ic 0.006390, valid_icir 0.225930, valid_ric -0.005194, valid_ricir -0.057277, valid_prec@10 0.514815, valid_prec@30 0.515089, valid_mae 0.019600, valid_rmse 0.036657, valid_mape 200.455215, valid_acc 0.393537, test_loss 0.001363, ic 0.006836, icir 0.238396, ric -0.005472, ricir -0.053501, prec@10 0.485950, prec@30 0.485537, test_mae 0.018185, test_rmse 0.030764, test_mape 176.423355, test_acc 0.279770
Epoch 64, train_loss 0.001129, train_ic 0.041124, train_icir 0.483073, train_ric 0.025773, train_ricir 0.255172, train_mae 0.014685, train_rmse 0.020787, train_mape 213.787628, train_acc 0.429836, valid_loss 0.0015500328, valid_ic 0.011797, valid_icir 0.257561, valid_ric 0.015802, valid_ricir 0.186010, valid_prec@10 0.529630, valid_prec@30 0.527846, valid_mae 0.020416, valid_rmse 0.037256, valid_mape 212.944885, valid_acc 0.396636, test_loss 0.001363, ic 0.017290, icir 0.557314, ric 0.024062, ricir 0.285202, prec@10 0.502066, prec@30 0.509642, test_mae 0.018498, test_rmse 0.030784, test_mape 188.260620, test_acc 0.338645
Epoch 65, train_loss 0.001123, train_ic 0.035617, train_icir 0.472016, train_ric 0.012731, train_ricir 0.134540, train_mae 0.013371, train_rmse 0.020167, train_mape 166.199951, train_acc 0.321824, valid_loss 0.0015017908, valid_ic 0.007998, valid_icir 0.212513, valid_ric -0.001831, valid_ricir -0.024858, valid_prec@10 0.530864, valid_prec@30 0.527709, valid_mae 0.019752, valid_rmse 0.036718, valid_mape 175.925797, valid_acc 0.368747, test_loss 0.001324, ic 0.007665, icir 0.303830, ric -0.007433, ricir -0.078347, prec@10 0.502479, prec@30 0.511433, test_mae 0.018354, test_rmse 0.030655, test_mape 171.655609, test_acc 0.249668
Epoch 66, train_loss 0.001112, train_ic 0.003594, train_icir 0.036421, train_ric 0.046716, train_ricir 0.358119, train_mae 0.025229, train_rmse 0.033174, train_mape 116.410324, train_acc 0.407703, valid_loss 0.0015276555, valid_ic 0.003992, valid_icir 0.073993, valid_ric 0.036474, valid_ricir 0.326290, valid_prec@10 0.491770, valid_prec@30 0.498217, valid_mae 0.020020, valid_rmse 0.037228, valid_mape 191.510101, valid_acc 0.379371, test_loss 0.001355, ic 0.007721, icir 0.175056, ric 0.041027, ricir 0.352397, prec@10 0.471488, prec@30 0.481818, test_mae 0.016587, test_rmse 0.029862, test_mape 159.372849, test_acc 0.473218
Epoch 67, train_loss 0.001131, train_ic 0.038122, train_icir 0.553109, train_ric 0.021369, train_ricir 0.274610, train_mae 0.015528, train_rmse 0.020080, train_mape 325.613617, train_acc 0.418327, valid_loss 0.0015449738, valid_ic 0.008805, valid_icir 0.220898, valid_ric 0.005898, valid_ricir 0.108309, valid_prec@10 0.546091, valid_prec@30 0.537037, valid_mae 0.019026, valid_rmse 0.035234, valid_mape 262.305725, valid_acc 0.617530, test_loss 0.001419, ic 0.009564, icir 0.361133, ric 0.002673, ricir 0.040346, prec@10 0.529339, prec@30 0.516391, test_mae 0.014748, test_rmse 0.027590, test_mape 202.559845, test_acc 0.716689
Epoch 68, train_loss 0.001111, train_ic 0.044618, train_icir 0.580576, train_ric 0.018266, train_ricir 0.202610, train_mae 0.019042, train_rmse 0.023921, train_mape 139.922516, train_acc 0.226649, valid_loss 0.0014577588, valid_ic 0.009445, valid_icir 0.254100, valid_ric -0.003746, valid_ricir -0.054603, valid_prec@10 0.569547, valid_prec@30 0.540604, valid_mae 0.017807, valid_rmse 0.035064, valid_mape 184.381653, valid_acc 0.598495, test_loss 0.001316, ic 0.011483, icir 0.412556, ric -0.004342, ricir -0.052833, prec@10 0.536364, prec@30 0.513499, test_mae 0.014530, test_rmse 0.027868, test_mape 144.878403, test_acc 0.682603
Epoch 69, train_loss 0.001116, train_ic 0.036239, train_icir 0.341931, train_ric 0.026294, train_ricir 0.207421, train_mae 0.027364, train_rmse 0.036989, train_mape 153.876648, train_acc 0.551129, valid_loss 0.0017801156, valid_ic 0.013166, valid_icir 0.161352, valid_ric 0.020143, valid_ricir 0.145997, valid_prec@10 0.555967, valid_prec@30 0.528121, valid_mae 0.023204, valid_rmse 0.037966, valid_mape 351.728882, valid_acc 0.611775, test_loss 0.001648, ic 0.020908, icir 0.306359, ric 0.030386, ricir 0.212755, prec@10 0.540496, prec@30 0.519697, test_mae 0.017026, test_rmse 0.028804, test_mape 264.015839, test_acc 0.708721
Epoch 70, train_loss 0.001111, train_ic 0.044966, train_icir 0.585214, train_ric 0.031593, train_ricir 0.353220, train_mae 0.017938, train_rmse 0.028450, train_mape 138.146729, train_acc 0.684374, valid_loss 0.0014672200, valid_ic 0.010769, valid_icir 0.203507, valid_ric 0.015243, valid_ricir 0.204828, valid_prec@10 0.571605, valid_prec@30 0.560631, valid_mae 0.017988, valid_rmse 0.034670, valid_mape 203.214844, valid_acc 0.620186, test_loss 0.001338, ic 0.014311, icir 0.394665, ric 0.024162, ricir 0.331222, prec@10 0.540909, prec@30 0.536364, test_mae 0.013838, test_rmse 0.027164, test_mape 154.651413, test_acc 0.713147
Epoch 71, train_loss 0.001091, train_ic 0.038918, train_icir 0.399242, train_ric -0.009745, train_ricir -0.083002, train_mae 0.043787, train_rmse 0.053080, train_mape 268.729889, train_acc 0.177955, valid_loss 0.0014654721, valid_ic 0.013383, valid_icir 0.235288, valid_ric -0.012295, valid_ricir -0.149481, valid_prec@10 0.560494, valid_prec@30 0.548560, valid_mae 0.018461, valid_rmse 0.035726, valid_mape 191.065887, valid_acc 0.568836, test_loss 0.001331, ic 0.016276, icir 0.362463, ric -0.012537, ricir -0.148891, prec@10 0.550826, prec@30 0.519559, test_mae 0.015550, test_rmse 0.028550, test_mape 150.227936, test_acc 0.554670
Epoch 72, train_loss 0.001111, train_ic 0.046888, train_icir 0.537066, train_ric 0.020918, train_ricir 0.203468, train_mae 0.013873, train_rmse 0.019589, train_mape 119.014511, train_acc 0.586100, valid_loss 0.0014180170, valid_ic 0.011614, valid_icir 0.251894, valid_ric 0.005995, valid_ricir 0.075435, valid_prec@10 0.562551, valid_prec@30 0.546776, valid_mae 0.018601, valid_rmse 0.035311, valid_mape 172.774673, valid_acc 0.429394, test_loss 0.001274, ic 0.017803, icir 0.512930, ric 0.017063, ricir 0.205997, prec@10 0.538017, prec@30 0.517218, test_mae 0.016505, test_rmse 0.029019, test_mape 145.520950, test_acc 0.391324
Epoch 73, train_loss 0.001106, train_ic 0.042476, train_icir 0.564600, train_ric 0.009405, train_ricir 0.120363, train_mae 0.013409, train_rmse 0.020140, train_mape 118.024971, train_acc 0.536963, valid_loss 0.0014014857, valid_ic 0.009180, valid_icir 0.224314, valid_ric 0.003708, valid_ricir 0.065854, valid_prec@10 0.555144, valid_prec@30 0.539918, valid_mae 0.018850, valid_rmse 0.035529, valid_mape 151.997345, valid_acc 0.366091, test_loss 0.001261, ic 0.011902, icir 0.433890, ric 0.008986, ricir 0.155940, prec@10 0.533884, prec@30 0.520799, test_mae 0.016623, test_rmse 0.028945, test_mape 143.291687, test_acc 0.295263
Epoch 74, train_loss 0.001109, train_ic 0.039604, train_icir 0.488733, train_ric 0.000236, train_ricir 0.002754, train_mae 0.020559, train_rmse 0.027021, train_mape 164.662720, train_acc 0.272687, valid_loss 0.0014223598, valid_ic 0.009381, valid_icir 0.233460, valid_ric -0.008683, valid_ricir -0.181122, valid_prec@10 0.548560, valid_prec@30 0.534294, valid_mae 0.018138, valid_rmse 0.035014, valid_mape 182.279602, valid_acc 0.581231, test_loss 0.001303, ic 0.010631, icir 0.341725, ric -0.012619, ricir -0.220158, prec@10 0.519008, prec@30 0.518457, test_mae 0.014643, test_rmse 0.027655, test_mape 147.587906, test_acc 0.623727
Epoch 75, train_loss 0.001103, train_ic 0.038417, train_icir 0.467925, train_ric 0.004909, train_ricir 0.055817, train_mae 0.019616, train_rmse 0.027558, train_mape 164.996048, train_acc 0.661355, valid_loss 0.0015149722, valid_ic 0.010257, valid_icir 0.221733, valid_ric -0.001030, valid_ricir -0.016900, valid_prec@10 0.574074, valid_prec@30 0.541701, valid_mae 0.020024, valid_rmse 0.035140, valid_mape 283.392456, valid_acc 0.616202, test_loss 0.001430, ic 0.011819, icir 0.350078, ric -0.000292, ricir -0.004511, prec@10 0.536777, prec@30 0.515152, test_mae 0.014896, test_rmse 0.027106, test_mape 216.508789, test_acc 0.712705
Epoch 76, train_loss 0.001107, train_ic 0.028404, train_icir 0.350984, train_ric 0.018972, train_ricir 0.229763, train_mae 0.014786, train_rmse 0.021044, train_mape 214.230728, train_acc 0.517043, valid_loss 0.0014863286, valid_ic 0.011257, valid_icir 0.152554, valid_ric 0.009016, valid_ricir 0.119630, valid_prec@10 0.576955, valid_prec@30 0.556241, valid_mae 0.019691, valid_rmse 0.035832, valid_mape 232.865112, valid_acc 0.562196, test_loss 0.001363, ic 0.016975, icir 0.285388, ric 0.013867, ricir 0.174419, prec@10 0.555372, prec@30 0.536501, test_mae 0.015303, test_rmse 0.028045, test_mape 188.946671, test_acc 0.666667
Epoch 77, train_loss 0.001115, train_ic 0.026608, train_icir 0.294488, train_ric 0.037982, train_ricir 0.339266, train_mae 0.020180, train_rmse 0.027076, train_mape 283.851074, train_acc 0.233289, valid_loss 0.0014994188, valid_ic 0.009383, valid_icir 0.160065, valid_ric 0.033362, valid_ricir 0.293531, valid_prec@10 0.515638, valid_prec@30 0.541975, valid_mae 0.022826, valid_rmse 0.038081, valid_mape 268.446442, valid_acc 0.338203, test_loss 0.001352, ic 0.014523, icir 0.304984, ric 0.042711, ricir 0.332887, prec@10 0.495041, prec@30 0.519146, test_mae 0.020144, test_rmse 0.031446, test_mape 231.050613, test_acc 0.255865
Epoch 78, train_loss 0.001079, train_ic 0.025839, train_icir 0.316112, train_ric 0.004924, train_ricir 0.050897, train_mae 0.018464, train_rmse 0.030007, train_mape 267.812988, train_acc 0.416999, valid_loss 0.0014748773, valid_ic 0.007331, valid_icir 0.164040, valid_ric -0.007344, valid_ricir -0.102487, valid_prec@10 0.578601, valid_prec@30 0.540192, valid_mae 0.019583, valid_rmse 0.035108, valid_mape 256.050598, valid_acc 0.587871, test_loss 0.001378, ic 0.006846, icir 0.173662, ric -0.011592, ricir -0.126377, prec@10 0.557438, prec@30 0.519421, test_mae 0.016342, test_rmse 0.028230, test_mape 212.055084, test_acc 0.631253
Epoch 79, train_loss 0.001108, train_ic 0.040994, train_icir 0.505181, train_ric 0.015143, train_ricir 0.150765, train_mae 0.032693, train_rmse 0.039409, train_mape 192.733612, train_acc 0.289951, valid_loss 0.0015411743, valid_ic 0.011427, valid_icir 0.296602, valid_ric -0.003191, valid_ricir -0.038649, valid_prec@10 0.546091, valid_prec@30 0.519890, valid_mae 0.020499, valid_rmse 0.035141, valid_mape 321.900757, valid_acc 0.620186, test_loss 0.001463, ic 0.010923, icir 0.334520, ric -0.004997, ricir -0.049636, prec@10 0.515702, prec@30 0.490634, test_mae 0.016011, test_rmse 0.027733, test_mape 247.477142, test_acc 0.715803
Epoch 80, train_loss 0.001089, train_ic 0.016218, train_icir 0.185881, train_ric 0.020480, train_ricir 0.173197, train_mae 0.055961, train_rmse 0.065882, train_mape 93.945465, train_acc 0.513059, valid_loss 0.0013711139, valid_ic 0.002937, valid_icir 0.085593, valid_ric 0.002059, valid_ricir 0.016547, valid_prec@10 0.519342, valid_prec@30 0.507956, valid_mae 0.018424, valid_rmse 0.034252, valid_mape 189.382263, valid_acc 0.493139, test_loss 0.001269, ic 0.001713, icir 0.043511, ric -0.001289, ricir -0.009212, prec@10 0.481405, prec@30 0.484022, test_mae 0.015962, test_rmse 0.028212, test_mape 149.384766, test_acc 0.534750
