Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 8,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2021,
        "test_year": 2022,
        "window": 8,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 122, train_loss 0.001035, train_ic 0.029957, train_icir 0.355682, train_ric 0.035776, train_ricir 0.325327, train_mae 0.014017, train_rmse 0.022451, train_mape 158.435196, train_acc 0.471890, valid_loss 0.0012135102, valid_ic 0.007998, valid_icir 0.221002, valid_ric 0.020257, valid_ricir 0.201003, valid_prec@10 0.510288, valid_prec@30 0.514266, valid_mae 0.018862, valid_rmse 0.033122, valid_mape 174.362503, valid_acc 0.380257, test_loss 0.001166, ic 0.008773, icir 0.250832, ric 0.019084, ricir 0.173584, prec@10 0.482231, prec@30 0.484022, test_mae 0.016093, test_rmse 0.026735, test_mape 136.589966, test_acc 0.380699
Epoch 123, train_loss 0.001031, train_ic 0.056963, train_icir 0.622191, train_ric 0.003952, train_ricir 0.038221, train_mae 0.021831, train_rmse 0.029001, train_mape 193.652008, train_acc 0.203187, valid_loss 0.0012529277, valid_ic 0.015847, valid_icir 0.435438, valid_ric -0.009249, valid_ricir -0.143870, valid_prec@10 0.559671, valid_prec@30 0.551303, valid_mae 0.021256, valid_rmse 0.034694, valid_mape 213.083893, valid_acc 0.343072, test_loss 0.001200, ic 0.018432, icir 0.566333, ric -0.013084, ricir -0.169843, prec@10 0.553719, prec@30 0.537603, test_mae 0.021012, test_rmse 0.030332, test_mape 213.931915, test_acc 0.257636
Epoch 124, train_loss 0.001040, train_ic 0.060102, train_icir 0.693717, train_ric 0.010991, train_ricir 0.119643, train_mae 0.015201, train_rmse 0.021687, train_mape 193.889526, train_acc 0.351926, valid_loss 0.0012294117, valid_ic 0.013631, valid_icir 0.418631, valid_ric -0.008219, valid_ricir -0.133059, valid_prec@10 0.546502, valid_prec@30 0.547737, valid_mae 0.020835, valid_rmse 0.034248, valid_mape 204.488251, valid_acc 0.335989, test_loss 0.001178, ic 0.016706, icir 0.581982, ric -0.007834, ricir -0.114500, prec@10 0.542562, prec@30 0.529339, test_mae 0.019849, test_rmse 0.029238, test_mape 196.851852, test_acc 0.247897
Epoch 125, train_loss 0.001033, train_ic 0.048455, train_icir 0.563188, train_ric 0.021962, train_ricir 0.214569, train_mae 0.011466, train_rmse 0.018256, train_mape 131.442017, train_acc 0.486941, valid_loss 0.0012093686, valid_ic 0.013330, valid_icir 0.316149, valid_ric 0.000103, valid_ricir 0.001377, valid_prec@10 0.562963, valid_prec@30 0.545130, valid_mae 0.019448, valid_rmse 0.033472, valid_mape 176.487015, valid_acc 0.414785, test_loss 0.001159, ic 0.017295, icir 0.459195, ric -0.001052, ricir -0.011096, prec@10 0.553306, prec@30 0.532645, test_mae 0.017669, test_rmse 0.027778, test_mape 164.168365, test_acc 0.342187
Epoch 126, train_loss 0.001034, train_ic 0.051572, train_icir 0.643982, train_ric 0.022782, train_ricir 0.260412, train_mae 0.024681, train_rmse 0.032068, train_mape 191.392609, train_acc 0.314298, valid_loss 0.0012378116, valid_ic 0.011863, valid_icir 0.420910, valid_ric 0.003456, valid_ricir 0.046894, valid_prec@10 0.524691, valid_prec@30 0.529355, valid_mae 0.018177, valid_rmse 0.031855, valid_mape 268.856567, valid_acc 0.616202, test_loss 0.001231, ic 0.012777, icir 0.462358, ric -0.001550, ricir -0.017511, prec@10 0.514050, prec@30 0.511157, test_mae 0.014321, test_rmse 0.024992, test_mape 177.453201, test_acc 0.710934
Epoch 127, train_loss 0.001038, train_ic 0.054129, train_icir 0.729446, train_ric 0.032425, train_ricir 0.410498, train_mae 0.033597, train_rmse 0.040550, train_mape 104.506096, train_acc 0.531651, valid_loss 0.0011470452, valid_ic 0.012626, valid_icir 0.352466, valid_ric 0.014882, valid_ricir 0.274533, valid_prec@10 0.559259, valid_prec@30 0.546639, valid_mae 0.017493, valid_rmse 0.031952, valid_mape 134.187820, valid_acc 0.523240, test_loss 0.001121, ic 0.014701, icir 0.540207, ric 0.010408, ricir 0.166099, prec@10 0.537190, prec@30 0.528788, test_mae 0.014973, test_rmse 0.025571, test_mape 120.306076, test_acc 0.543603
Epoch 128, train_loss 0.001039, train_ic 0.050702, train_icir 0.583098, train_ric 0.011226, train_ricir 0.110490, train_mae 0.012675, train_rmse 0.021090, train_mape 136.646881, train_acc 0.478973, valid_loss 0.0011694266, valid_ic 0.013378, valid_icir 0.366547, valid_ric -0.004759, valid_ricir -0.064781, valid_prec@10 0.551852, valid_prec@30 0.543484, valid_mae 0.018005, valid_rmse 0.032176, valid_mape 163.810791, valid_acc 0.504205, test_loss 0.001140, ic 0.016083, icir 0.482737, ric -0.006419, ricir -0.070266, prec@10 0.537603, prec@30 0.516253, test_mae 0.015631, test_rmse 0.026093, test_mape 138.402252, test_acc 0.490040
Epoch 129, train_loss 0.001031, train_ic 0.041069, train_icir 0.431179, train_ric 0.014972, train_ricir 0.127551, train_mae 0.020538, train_rmse 0.028308, train_mape 186.460846, train_acc 0.286410, valid_loss 0.0012887022, valid_ic 0.009601, valid_icir 0.239014, valid_ric -0.009247, valid_ricir -0.090558, valid_prec@10 0.554733, valid_prec@30 0.547051, valid_mae 0.021629, valid_rmse 0.034898, valid_mape 204.989410, valid_acc 0.357238, test_loss 0.001223, ic 0.010692, icir 0.236781, ric -0.011833, ricir -0.097417, prec@10 0.529752, prec@30 0.519421, test_mae 0.020609, test_rmse 0.030293, test_mape 195.252350, test_acc 0.260292
Epoch 130, train_loss 0.001029, train_ic 0.058000, train_icir 0.730604, train_ric 0.033416, train_ricir 0.385699, train_mae 0.027922, train_rmse 0.035638, train_mape 112.840965, train_acc 0.284197, valid_loss 0.0011516121, valid_ic 0.014401, valid_icir 0.343912, valid_ric 0.013836, valid_ricir 0.223261, valid_prec@10 0.567490, valid_prec@30 0.545953, valid_mae 0.017493, valid_rmse 0.031840, valid_mape 145.898315, valid_acc 0.565294, test_loss 0.001123, ic 0.018911, icir 0.593472, ric 0.014757, ricir 0.221312, prec@10 0.557438, prec@30 0.529614, test_mae 0.014480, test_rmse 0.025236, test_mape 117.458832, test_acc 0.655157
Epoch 131, train_loss 0.001027, train_ic 0.049164, train_icir 0.681522, train_ric 0.025761, train_ricir 0.348257, train_mae 0.031588, train_rmse 0.039549, train_mape 194.148178, train_acc 0.227534, valid_loss 0.0012804661, valid_ic 0.013066, valid_icir 0.390307, valid_ric 0.018729, valid_ricir 0.346022, valid_prec@10 0.527160, valid_prec@30 0.530590, valid_mae 0.023489, valid_rmse 0.036116, valid_mape 278.753571, valid_acc 0.331120, test_loss 0.001225, ic 0.015241, icir 0.600134, ric 0.016086, ricir 0.294479, prec@10 0.497107, prec@30 0.505647, test_mae 0.021956, test_rmse 0.030836, test_mape 249.385315, test_acc 0.244356
Epoch 132, train_loss 0.001025, train_ic 0.056510, train_icir 0.671746, train_ric 0.011572, train_ricir 0.119405, train_mae 0.019491, train_rmse 0.025919, train_mape 216.329453, train_acc 0.137672, valid_loss 0.0012661521, valid_ic 0.015629, valid_icir 0.483710, valid_ric -0.001366, valid_ricir -0.020882, valid_prec@10 0.524691, valid_prec@30 0.535802, valid_mae 0.021331, valid_rmse 0.035009, valid_mape 212.729294, valid_acc 0.343072, test_loss 0.001209, ic 0.020455, icir 0.692351, ric -0.001823, ricir -0.023878, prec@10 0.500826, prec@30 0.511157, test_mae 0.020023, test_rmse 0.029467, test_mape 201.408646, test_acc 0.245684
Epoch 133, train_loss 0.001031, train_ic 0.048840, train_icir 0.598052, train_ric 0.039683, train_ricir 0.414044, train_mae 0.019331, train_rmse 0.026936, train_mape 152.020996, train_acc 0.274015, valid_loss 0.0011701716, valid_ic 0.013920, valid_icir 0.329464, valid_ric 0.019264, valid_ricir 0.268387, valid_prec@10 0.532510, valid_prec@30 0.531413, valid_mae 0.018546, valid_rmse 0.032798, valid_mape 155.052719, valid_acc 0.438690, test_loss 0.001132, ic 0.018195, icir 0.557855, ric 0.021994, ricir 0.287725, prec@10 0.526446, prec@30 0.508678, test_mae 0.015708, test_rmse 0.026118, test_mape 133.721817, test_acc 0.420540
Epoch 134, train_loss 0.001041, train_ic 0.055961, train_icir 0.706140, train_ric 0.041880, train_ricir 0.491065, train_mae 0.016225, train_rmse 0.024738, train_mape 225.763229, train_acc 0.420983, valid_loss 0.0012167256, valid_ic 0.015370, valid_icir 0.342719, valid_ric 0.026048, valid_ricir 0.389355, valid_prec@10 0.565021, valid_prec@30 0.549931, valid_mae 0.021151, valid_rmse 0.034695, valid_mape 208.291412, valid_acc 0.331563, test_loss 0.001164, ic 0.020898, icir 0.619308, ric 0.031428, ricir 0.439049, prec@10 0.550826, prec@30 0.524793, test_mae 0.018960, test_rmse 0.028456, test_mape 189.436035, test_acc 0.247897
Epoch 135, train_loss 0.001035, train_ic 0.054352, train_icir 0.582583, train_ric 0.035978, train_ricir 0.333322, train_mae 0.027409, train_rmse 0.035290, train_mape 123.839363, train_acc 0.538291, valid_loss 0.0011657265, valid_ic 0.015818, valid_icir 0.342329, valid_ric 0.021948, valid_ricir 0.224842, valid_prec@10 0.538272, valid_prec@30 0.545130, valid_mae 0.017778, valid_rmse 0.031952, valid_mape 180.645126, valid_acc 0.515715, test_loss 0.001131, ic 0.024250, icir 0.603894, ric 0.032471, ricir 0.312513, prec@10 0.523967, prec@30 0.524793, test_mae 0.014585, test_rmse 0.025395, test_mape 124.492393, test_acc 0.613103
Epoch 136, train_loss 0.001028, train_ic 0.044713, train_icir 0.476968, train_ric -0.003040, train_ricir -0.027500, train_mae 0.018070, train_rmse 0.023222, train_mape 353.637817, train_acc 0.340859, valid_loss 0.0013562204, valid_ic 0.012223, valid_icir 0.381026, valid_ric -0.016416, valid_ricir -0.193707, valid_prec@10 0.542798, valid_prec@30 0.535254, valid_mae 0.025019, valid_rmse 0.037049, valid_mape 285.605621, valid_acc 0.328464, test_loss 0.001296, ic 0.011349, icir 0.307715, ric -0.023656, ricir -0.228716, prec@10 0.517769, prec@30 0.511708, test_mae 0.025176, test_rmse 0.033535, test_mape 289.244843, test_acc 0.243471
Epoch 137, train_loss 0.001049, train_ic 0.060720, train_icir 0.718875, train_ric 0.039732, train_ricir 0.415729, train_mae 0.015214, train_rmse 0.021963, train_mape 8170.246094, train_acc 0.636122, valid_loss 0.0013245187, valid_ic 0.015098, valid_icir 0.302535, valid_ric 0.015366, valid_ricir 0.213208, valid_prec@10 0.554733, valid_prec@30 0.545953, valid_mae 0.019979, valid_rmse 0.032276, valid_mape 298.290527, valid_acc 0.618858, test_loss 0.001330, ic 0.022592, icir 0.608620, ric 0.021650, ricir 0.288246, prec@10 0.543388, prec@30 0.528099, test_mae 0.015574, test_rmse 0.024984, test_mape 237.313965, test_acc 0.711819
Epoch 138, train_loss 0.001027, train_ic 0.043904, train_icir 0.598543, train_ric 0.028746, train_ricir 0.384798, train_mae 0.016354, train_rmse 0.025552, train_mape 158.276306, train_acc 0.597610, valid_loss 0.0012443481, valid_ic 0.011443, valid_icir 0.422639, valid_ric 0.011601, valid_ricir 0.236977, valid_prec@10 0.513580, valid_prec@30 0.514540, valid_mae 0.022087, valid_rmse 0.034773, valid_mape 242.887497, valid_acc 0.351040, test_loss 0.001202, ic 0.014382, icir 0.579963, ric 0.011265, ricir 0.209354, prec@10 0.487603, prec@30 0.487603, test_mae 0.021201, test_rmse 0.030201, test_mape 229.476089, test_acc 0.252767
Epoch 139, train_loss 0.001036, train_ic 0.042811, train_icir 0.449592, train_ric 0.005484, train_ricir 0.048745, train_mae 0.051737, train_rmse 0.060910, train_mape 107.615326, train_acc 0.421425, valid_loss 0.0011626333, valid_ic 0.010941, valid_icir 0.312533, valid_ric -0.012965, valid_ricir -0.127423, valid_prec@10 0.552675, valid_prec@30 0.535940, valid_mae 0.018115, valid_rmse 0.031807, valid_mape 169.150162, valid_acc 0.495352, test_loss 0.001143, ic 0.011143, icir 0.258546, ric -0.017579, ricir -0.143855, prec@10 0.502893, prec@30 0.508127, test_mae 0.016535, test_rmse 0.026451, test_mape 157.656097, test_acc 0.424081
Epoch 140, train_loss 0.001035, train_ic 0.034543, train_icir 0.474785, train_ric 0.029359, train_ricir 0.323824, train_mae 0.012589, train_rmse 0.019811, train_mape 140.183960, train_acc 0.415671, valid_loss 0.0011864455, valid_ic 0.010202, valid_icir 0.249122, valid_ric 0.023134, valid_ricir 0.344076, valid_prec@10 0.547325, valid_prec@30 0.544170, valid_mae 0.019981, valid_rmse 0.033688, valid_mape 179.153091, valid_acc 0.347499, test_loss 0.001140, ic 0.011403, icir 0.355557, ric 0.018148, ricir 0.249758, prec@10 0.521074, prec@30 0.516942, test_mae 0.017435, test_rmse 0.027340, test_mape 160.939331, test_acc 0.274900
Epoch 141, train_loss 0.001028, train_ic 0.037918, train_icir 0.474848, train_ric 0.032729, train_ricir 0.359306, train_mae 0.016124, train_rmse 0.027060, train_mape 162.904037, train_acc 0.360336, valid_loss 0.0011671434, valid_ic 0.011636, valid_icir 0.264040, valid_ric 0.025845, valid_ricir 0.313321, valid_prec@10 0.528395, valid_prec@30 0.535117, valid_mae 0.019366, valid_rmse 0.033193, valid_mape 176.065857, valid_acc 0.406375, test_loss 0.001129, ic 0.017006, icir 0.496896, ric 0.032415, ricir 0.349621, prec@10 0.500000, prec@30 0.509780, test_mae 0.016254, test_rmse 0.026303, test_mape 147.045151, test_acc 0.455069
Epoch 142, train_loss 0.001028, train_ic 0.048761, train_icir 0.674056, train_ric 0.021840, train_ricir 0.305956, train_mae 0.017579, train_rmse 0.023368, train_mape 123.590782, train_acc 0.789287, valid_loss 0.0012406842, valid_ic 0.012156, valid_icir 0.378024, valid_ric 0.009785, valid_ricir 0.220823, valid_prec@10 0.525514, valid_prec@30 0.551303, valid_mae 0.022300, valid_rmse 0.035024, valid_mape 252.401733, valid_acc 0.335989, test_loss 0.001188, ic 0.014749, icir 0.676067, ric 0.009896, ricir 0.227847, prec@10 0.510744, prec@30 0.527824, test_mae 0.021126, test_rmse 0.029979, test_mape 226.764053, test_acc 0.255865
Epoch 143, train_loss 0.001028, train_ic 0.061196, train_icir 0.735745, train_ric 0.019165, train_ricir 0.215664, train_mae 0.019509, train_rmse 0.025644, train_mape 163.314194, train_acc 0.267818, valid_loss 0.0011696464, valid_ic 0.017854, valid_icir 0.508517, valid_ric 0.003375, valid_ricir 0.050827, valid_prec@10 0.568313, valid_prec@30 0.558848, valid_mae 0.017507, valid_rmse 0.031299, valid_mape 181.220169, valid_acc 0.613988, test_loss 0.001155, ic 0.022870, icir 0.801846, ric 0.009023, ricir 0.139788, prec@10 0.542149, prec@30 0.534022, test_mae 0.013914, test_rmse 0.024213, test_mape 136.097672, test_acc 0.707393
Epoch 144, train_loss 0.001030, train_ic 0.051163, train_icir 0.562791, train_ric 0.026983, train_ricir 0.268828, train_mae 0.018993, train_rmse 0.029068, train_mape 164.223419, train_acc 0.205401, valid_loss 0.0011830981, valid_ic 0.016179, valid_icir 0.261722, valid_ric 0.015954, valid_ricir 0.168556, valid_prec@10 0.568313, valid_prec@30 0.556379, valid_mae 0.019193, valid_rmse 0.033324, valid_mape 196.812927, valid_acc 0.394865, test_loss 0.001137, ic 0.022567, icir 0.471677, ric 0.022037, ricir 0.233008, prec@10 0.550413, prec@30 0.543113, test_mae 0.016705, test_rmse 0.026703, test_mape 151.203568, test_acc 0.324923
Epoch 145, train_loss 0.001033, train_ic 0.044575, train_icir 0.564495, train_ric 0.012883, train_ricir 0.137495, train_mae 0.019804, train_rmse 0.029225, train_mape 128.656342, train_acc 0.530766, valid_loss 0.0012130445, valid_ic 0.012935, valid_icir 0.330102, valid_ric -0.004087, valid_ricir -0.061550, valid_prec@10 0.557613, valid_prec@30 0.545542, valid_mae 0.020563, valid_rmse 0.034133, valid_mape 200.415848, valid_acc 0.351483, test_loss 0.001161, ic 0.015053, icir 0.483062, ric -0.007302, ricir -0.083109, prec@10 0.530992, prec@30 0.522590, test_mae 0.019232, test_rmse 0.028581, test_mape 182.310883, test_acc 0.255865
Epoch 146, train_loss 0.001025, train_ic 0.042747, train_icir 0.467057, train_ric 0.010484, train_ricir 0.098427, train_mae 0.013778, train_rmse 0.020344, train_mape 143.018250, train_acc 0.440018, valid_loss 0.0011719503, valid_ic 0.013207, valid_icir 0.379204, valid_ric -0.005122, valid_ricir -0.049647, valid_prec@10 0.537037, valid_prec@30 0.541152, valid_mae 0.017744, valid_rmse 0.031706, valid_mape 182.141373, valid_acc 0.582559, test_loss 0.001163, ic 0.011732, icir 0.283164, ric -0.012659, ricir -0.104001, prec@10 0.505372, prec@30 0.498898, test_mae 0.015215, test_rmse 0.025478, test_mape 155.021927, test_acc 0.663125
Epoch 147, train_loss 0.001031, train_ic 0.043209, train_icir 0.574372, train_ric 0.022769, train_ricir 0.279833, train_mae 0.024848, train_rmse 0.031069, train_mape 141.324905, train_acc 0.180611, valid_loss 0.0011631816, valid_ic 0.014749, valid_icir 0.294157, valid_ric 0.017331, valid_ricir 0.290811, valid_prec@10 0.570782, valid_prec@30 0.562414, valid_mae 0.017474, valid_rmse 0.031703, valid_mape 166.792770, valid_acc 0.598052, test_loss 0.001142, ic 0.015765, icir 0.453322, ric 0.013598, ricir 0.234443, prec@10 0.552066, prec@30 0.545455, test_mae 0.013699, test_rmse 0.024089, test_mape 130.433548, test_acc 0.711377
Early stopping -----
Epoch 148, train_loss 0.001029, train_ic 0.053662, train_icir 0.733921, train_ric 0.025334, train_ricir 0.359432, train_mae 0.015830, train_rmse 0.025497, train_mape 126.183685, train_acc 0.556884, valid_loss 0.0011341288, valid_ic 0.015651, valid_icir 0.389791, valid_ric 0.015581, valid_ricir 0.347550, valid_prec@10 0.570782, valid_prec@30 0.564198, valid_mae 0.017239, valid_rmse 0.031447, valid_mape 141.967896, valid_acc 0.598495, test_loss 0.001114, ic 0.018486, icir 0.626654, ric 0.012532, ricir 0.281988, prec@10 0.558678, prec@30 0.542287, test_mae 0.014161, test_rmse 0.024494, test_mape 116.763779, test_acc 0.693670
Epoch 149, train_loss 0.001028, train_ic 0.049426, train_icir 0.657764, train_ric 0.020481, train_ricir 0.268222, train_mae 0.022598, train_rmse 0.032779, train_mape 117.089973, train_acc 0.464807, valid_loss 0.0011384936, valid_ic 0.014417, valid_icir 0.351195, valid_ric 0.011965, valid_ricir 0.258303, valid_prec@10 0.567901, valid_prec@30 0.553498, valid_mae 0.017905, valid_rmse 0.031996, valid_mape 149.973206, valid_acc 0.510846, test_loss 0.001113, ic 0.018299, icir 0.611450, ric 0.010227, ricir 0.224799, prec@10 0.543388, prec@30 0.516942, test_mae 0.015061, test_rmse 0.025334, test_mape 125.895630, test_acc 0.528552
Epoch 150, train_loss 0.001024, train_ic 0.051143, train_icir 0.578895, train_ric 0.027674, train_ricir 0.269657, train_mae 0.013899, train_rmse 0.020054, train_mape 112.618553, train_acc 0.457282, valid_loss 0.0011409271, valid_ic 0.014220, valid_icir 0.299629, valid_ric 0.004920, valid_ricir 0.067224, valid_prec@10 0.559671, valid_prec@30 0.540329, valid_mae 0.017972, valid_rmse 0.032016, valid_mape 156.069427, valid_acc 0.503763, test_loss 0.001116, ic 0.017155, icir 0.435729, ric 0.005330, ricir 0.063895, prec@10 0.540909, prec@30 0.510606, test_mae 0.015077, test_rmse 0.025297, test_mape 124.709007, test_acc 0.554670
Epoch 151, train_loss 0.001025, train_ic 0.036728, train_icir 0.383048, train_ric 0.042248, train_ricir 0.376611, train_mae 0.027651, train_rmse 0.035549, train_mape 305.619110, train_acc 0.159805, valid_loss 0.0013319198, valid_ic 0.013977, valid_icir 0.187147, valid_ric 0.030683, valid_ricir 0.269886, valid_prec@10 0.544444, valid_prec@30 0.535391, valid_mae 0.023990, valid_rmse 0.036906, valid_mape 295.340302, valid_acc 0.343958, test_loss 0.001261, ic 0.022156, icir 0.356919, ric 0.037917, ricir 0.320268, prec@10 0.516942, prec@30 0.520937, test_mae 0.021195, test_rmse 0.030429, test_mape 253.617615, test_acc 0.295263
Epoch 152, train_loss 0.001020, train_ic 0.042247, train_icir 0.596456, train_ric 0.039529, train_ricir 0.488374, train_mae 0.023359, train_rmse 0.031755, train_mape 285.474579, train_acc 0.408145, valid_loss 0.0013115390, valid_ic 0.009909, valid_icir 0.297981, valid_ric 0.020466, valid_ricir 0.315010, valid_prec@10 0.530864, valid_prec@30 0.522085, valid_mae 0.019757, valid_rmse 0.031922, valid_mape 309.938629, valid_acc 0.617087, test_loss 0.001326, ic 0.012760, icir 0.448159, ric 0.019524, ricir 0.278741, prec@10 0.501240, prec@30 0.493939, test_mae 0.015707, test_rmse 0.024856, test_mape 245.102264, test_acc 0.713590
Epoch 153, train_loss 0.001022, train_ic 0.052443, train_icir 0.657283, train_ric 0.035015, train_ricir 0.416608, train_mae 0.023904, train_rmse 0.031949, train_mape 115.918159, train_acc 0.437362, valid_loss 0.0011242729, valid_ic 0.015164, valid_icir 0.302007, valid_ric 0.023298, valid_ricir 0.293789, valid_prec@10 0.575309, valid_prec@30 0.569273, valid_mae 0.017990, valid_rmse 0.031762, valid_mape 142.436920, valid_acc 0.475874, test_loss 0.001096, ic 0.020761, icir 0.547458, ric 0.027522, ricir 0.348658, prec@10 0.561983, prec@30 0.545179, test_mae 0.015010, test_rmse 0.025138, test_mape 123.191093, test_acc 0.533422
Epoch 154, train_loss 0.001023, train_ic 0.058902, train_icir 0.791389, train_ric 0.036144, train_ricir 0.479703, train_mae 0.013326, train_rmse 0.020400, train_mape 125.703110, train_acc 0.424967, valid_loss 0.0011301530, valid_ic 0.013531, valid_icir 0.427962, valid_ric 0.017022, valid_ricir 0.327779, valid_prec@10 0.513580, valid_prec@30 0.532373, valid_mae 0.017934, valid_rmse 0.031817, valid_mape 144.178848, valid_acc 0.484728, test_loss 0.001103, ic 0.018040, icir 0.702045, ric 0.019577, ricir 0.417587, prec@10 0.502066, prec@30 0.504132, test_mae 0.015292, test_rmse 0.025349, test_mape 125.718964, test_acc 0.479416
Epoch 155, train_loss 0.001035, train_ic 0.035195, train_icir 0.543761, train_ric 0.020494, train_ricir 0.300514, train_mae 0.016211, train_rmse 0.023148, train_mape 117.066124, train_acc 0.713590, valid_loss 0.0012319750, valid_ic 0.008456, valid_icir 0.242861, valid_ric 0.009709, valid_ricir 0.249029, valid_prec@10 0.530453, valid_prec@30 0.523594, valid_mae 0.021670, valid_rmse 0.034474, valid_mape 262.624542, valid_acc 0.338645, test_loss 0.001179, ic 0.011735, icir 0.408123, ric 0.011957, ricir 0.268643, prec@10 0.514876, prec@30 0.498898, test_mae 0.020219, test_rmse 0.029307, test_mape 205.191666, test_acc 0.243028
Epoch 156, train_loss 0.001029, train_ic 0.050696, train_icir 0.699162, train_ric 0.037117, train_ricir 0.472757, train_mae 0.023645, train_rmse 0.032297, train_mape 118.042183, train_acc 0.397521, valid_loss 0.0011137055, valid_ic 0.011725, valid_icir 0.330307, valid_ric 0.021634, valid_ricir 0.391886, valid_prec@10 0.550617, valid_prec@30 0.538957, valid_mae 0.017613, valid_rmse 0.031378, valid_mape 136.524750, valid_acc 0.497123, test_loss 0.001091, ic 0.015907, icir 0.629612, ric 0.024870, ricir 0.438194, prec@10 0.526860, prec@30 0.525069, test_mae 0.014805, test_rmse 0.025066, test_mape 113.295815, test_acc 0.548915
Epoch 157, train_loss 0.001013, train_ic 0.061691, train_icir 0.769118, train_ric 0.026079, train_ricir 0.314843, train_mae 0.015309, train_rmse 0.020955, train_mape 155.379242, train_acc 0.195219, valid_loss 0.0011283254, valid_ic 0.016528, valid_icir 0.514159, valid_ric 0.008279, valid_ricir 0.158573, valid_prec@10 0.545679, valid_prec@30 0.546776, valid_mae 0.018638, valid_rmse 0.032391, valid_mape 144.638748, valid_acc 0.371846, test_loss 0.001101, ic 0.019240, icir 0.745025, ric 0.009426, ricir 0.164440, prec@10 0.521901, prec@30 0.521212, test_mae 0.016559, test_rmse 0.026208, test_mape 141.039795, test_acc 0.301018
Epoch 158, train_loss 0.001008, train_ic 0.037824, train_icir 0.394623, train_ric 0.011114, train_ricir 0.101229, train_mae 0.029663, train_rmse 0.038686, train_mape 207.403595, train_acc 0.243471, valid_loss 0.0012948483, valid_ic 0.010134, valid_icir 0.264221, valid_ric -0.007565, valid_ricir -0.071316, valid_prec@10 0.548560, valid_prec@30 0.531687, valid_mae 0.023189, valid_rmse 0.035224, valid_mape 287.264465, valid_acc 0.364320, test_loss 0.001235, ic 0.008557, icir 0.178144, ric -0.014552, ricir -0.116283, prec@10 0.525207, prec@30 0.509642, test_mae 0.023032, test_rmse 0.031662, test_mape 245.180481, test_acc 0.252767
Epoch 159, train_loss 0.001033, train_ic 0.060577, train_icir 0.667964, train_ric 0.013525, train_ricir 0.137620, train_mae 0.020692, train_rmse 0.029314, train_mape 146.280334, train_acc 0.265162, valid_loss 0.0011782479, valid_ic 0.019501, valid_icir 0.340602, valid_ric -0.000981, valid_ricir -0.012753, valid_prec@10 0.577366, valid_prec@30 0.564746, valid_mae 0.019275, valid_rmse 0.032984, valid_mape 172.976440, valid_acc 0.386012, test_loss 0.001139, ic 0.025697, icir 0.571459, ric 0.001992, ricir 0.026002, prec@10 0.554545, prec@30 0.540496, test_mae 0.017589, test_rmse 0.027323, test_mape 161.112076, test_acc 0.291279
Epoch 160, train_loss 0.001026, train_ic 0.036845, train_icir 0.589569, train_ric 0.025467, train_ricir 0.402461, train_mae 0.015457, train_rmse 0.019978, train_mape 102.178146, train_acc 0.719345, valid_loss 0.0011652504, valid_ic 0.013389, valid_icir 0.315227, valid_ric 0.017210, valid_ricir 0.413681, valid_prec@10 0.583951, valid_prec@30 0.562414, valid_mae 0.019945, valid_rmse 0.033213, valid_mape 190.116043, valid_acc 0.366977, test_loss 0.001130, ic 0.014074, icir 0.487167, ric 0.013905, ricir 0.346611, prec@10 0.550000, prec@30 0.545041, test_mae 0.018132, test_rmse 0.027598, test_mape 169.518997, test_acc 0.301903
Epoch 161, train_loss 0.001009, train_ic 0.052220, train_icir 0.685827, train_ric 0.018322, train_ricir 0.238777, train_mae 0.029709, train_rmse 0.043387, train_mape 293.117615, train_acc 0.347499, valid_loss 0.0013734136, valid_ic 0.017114, valid_icir 0.499631, valid_ric 0.001554, valid_ricir 0.034411, valid_prec@10 0.573663, valid_prec@30 0.562689, valid_mae 0.026516, valid_rmse 0.037586, valid_mape 341.874451, valid_acc 0.333776, test_loss 0.001316, ic 0.021042, icir 0.793347, ric 0.002108, ricir 0.043260, prec@10 0.556612, prec@30 0.541322, test_mae 0.026205, test_rmse 0.033849, test_mape 322.497101, test_acc 0.252324
Epoch 162, train_loss 0.001020, train_ic 0.055111, train_icir 0.728250, train_ric 0.029936, train_ricir 0.362613, train_mae 0.022694, train_rmse 0.033060, train_mape 106.224152, train_acc 0.736609, valid_loss 0.0011443696, valid_ic 0.012753, valid_icir 0.345700, valid_ric 0.010147, valid_ricir 0.171931, valid_prec@10 0.552675, valid_prec@30 0.544033, valid_mae 0.017559, valid_rmse 0.031262, valid_mape 181.197388, valid_acc 0.613103, test_loss 0.001137, ic 0.017512, icir 0.565345, ric 0.007919, ricir 0.114237, prec@10 0.536364, prec@30 0.525207, test_mae 0.013823, test_rmse 0.023922, test_mape 143.338318, test_acc 0.712262
