Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 32,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2020,
        "test_year": 2021,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 154, train_loss 0.001064, train_ic 0.054917, train_icir 0.635140, train_ric 0.009546, train_ricir 0.097070, train_mae 0.025923, train_rmse 0.033032, train_mape 159.413498, train_acc 0.280722, valid_loss 0.0012982715, valid_ic 0.022006, valid_icir 0.498622, valid_ric 0.002365, valid_ricir 0.038072, valid_prec@10 0.577778, valid_prec@30 0.564883, valid_mae 0.026082, valid_rmse 0.038116, valid_mape 214.708710, valid_acc 0.225901, test_loss 0.001650, ic 0.011501, icir 0.256803, ric -0.004451, ricir -0.077290, prec@10 0.506996, prec@30 0.520165, test_mae 0.021351, test_rmse 0.037163, test_mape 245.742416, test_acc 0.387899
Epoch 155, train_loss 0.001062, train_ic 0.040516, train_icir 0.482739, train_ric 0.028373, train_ricir 0.303906, train_mae 0.015154, train_rmse 0.023306, train_mape 190.272842, train_acc 0.454151, valid_loss 0.0012579287, valid_ic 0.024403, valid_icir 0.498873, valid_ric 0.015688, valid_ricir 0.183783, valid_prec@10 0.546502, valid_prec@30 0.536488, valid_mae 0.020225, valid_rmse 0.033212, valid_mape 158.676147, valid_acc 0.567574, test_loss 0.001603, ic 0.010341, icir 0.336025, ric 0.005191, ricir 0.064047, prec@10 0.517695, prec@30 0.518244, test_mae 0.019231, test_rmse 0.035178, test_mape 232.232803, test_acc 0.530253
Epoch 156, train_loss 0.001057, train_ic 0.041919, train_icir 0.497158, train_ric 0.009709, train_ricir 0.105503, train_mae 0.028326, train_rmse 0.032765, train_mape 617.658691, train_acc 0.200730, valid_loss 0.0017168445, valid_ic 0.021940, valid_icir 0.520329, valid_ric 0.006127, valid_ricir 0.101995, valid_prec@10 0.595062, valid_prec@30 0.564609, valid_mae 0.037673, valid_rmse 0.047186, valid_mape 390.156921, valid_acc 0.193034, test_loss 0.002052, ic 0.010303, icir 0.254761, ric -0.005349, ricir -0.107575, prec@10 0.528395, prec@30 0.536626, test_mae 0.030806, test_rmse 0.043615, test_mape 506.614838, test_acc 0.367217
Epoch 157, train_loss 0.001070, train_ic 0.042930, train_icir 0.422854, train_ric 0.002355, train_ricir 0.019826, train_mae 0.014070, train_rmse 0.021440, train_mape 192.172501, train_acc 0.450491, valid_loss 0.0012520920, valid_ic 0.026122, valid_icir 0.427895, valid_ric 0.002756, valid_ricir 0.025683, valid_prec@10 0.581070, valid_prec@30 0.558848, valid_mae 0.021700, valid_rmse 0.034540, valid_mape 179.392609, valid_acc 0.509443, test_loss 0.001589, ic 0.010233, icir 0.272811, ric -0.016661, ricir -0.169797, prec@10 0.542387, prec@30 0.531550, test_mae 0.019847, test_rmse 0.035395, test_mape 247.704895, test_acc 0.512431
Epoch 158, train_loss 0.001061, train_ic 0.034423, train_icir 0.514402, train_ric 0.018825, train_ricir 0.283649, train_mae 0.023740, train_rmse 0.030694, train_mape 202.895172, train_acc 0.326880, valid_loss 0.0012788326, valid_ic 0.008410, valid_icir 0.205059, valid_ric 0.002762, valid_ricir 0.058540, valid_prec@10 0.583951, valid_prec@30 0.543347, valid_mae 0.018951, valid_rmse 0.032392, valid_mape 159.116959, valid_acc 0.679421, test_loss 0.001604, ic 0.009616, icir 0.178722, ric 0.014537, ricir 0.258478, prec@10 0.534568, prec@30 0.533196, test_mae 0.019698, test_rmse 0.035026, test_mape 272.992096, test_acc 0.560836
Epoch 159, train_loss 0.001074, train_ic 0.050959, train_icir 0.644297, train_ric 0.032435, train_ricir 0.367480, train_mae 0.023415, train_rmse 0.027593, train_mape 525.967590, train_acc 0.328735, valid_loss 0.0015080617, valid_ic 0.023088, valid_icir 0.566721, valid_ric 0.015671, valid_ricir 0.238849, valid_prec@10 0.579012, valid_prec@30 0.548422, valid_mae 0.019466, valid_rmse 0.031983, valid_mape 269.391785, valid_acc 0.753740, test_loss 0.001849, ic 0.011113, icir 0.257615, ric 0.008446, ricir 0.148755, prec@10 0.520165, prec@30 0.521674, test_mae 0.023954, test_rmse 0.037312, test_mape 458.285767, test_acc 0.598020
Epoch 160, train_loss 0.001061, train_ic 0.051914, train_icir 0.637521, train_ric 0.026544, train_ricir 0.275823, train_mae 0.021691, train_rmse 0.031653, train_mape 159.505325, train_acc 0.556422, valid_loss 0.0012977852, valid_ic 0.017892, valid_icir 0.470989, valid_ric 0.010740, valid_ricir 0.138924, valid_prec@10 0.569959, valid_prec@30 0.559534, valid_mae 0.027238, valid_rmse 0.038703, valid_mape 223.436188, valid_acc 0.216090, test_loss 0.001627, ic 0.010284, icir 0.230266, ric 0.003501, ricir 0.051151, prec@10 0.553909, prec@30 0.542661, test_mae 0.022228, test_rmse 0.037362, test_mape 280.087036, test_acc 0.372057
Epoch 161, train_loss 0.001073, train_ic 0.044987, train_icir 0.491136, train_ric 0.023076, train_ricir 0.225603, train_mae 0.012669, train_rmse 0.018637, train_mape 243.471100, train_acc 0.556567, valid_loss 0.0013357845, valid_ic 0.021670, valid_icir 0.480699, valid_ric 0.013337, valid_ricir 0.158574, valid_prec@10 0.564198, valid_prec@30 0.558025, valid_mae 0.027650, valid_rmse 0.038668, valid_mape 238.979767, valid_acc 0.221732, test_loss 0.001650, ic 0.010842, icir 0.367965, ric 0.001195, ricir 0.014529, prec@10 0.527572, prec@30 0.522085, test_mae 0.023413, test_rmse 0.037832, test_mape 305.533630, test_acc 0.376018
Epoch 162, train_loss 0.001071, train_ic 0.041031, train_icir 0.484628, train_ric 0.008284, train_ricir 0.088396, train_mae 0.015773, train_rmse 0.022216, train_mape 2142.636963, train_acc 0.481873, valid_loss 0.0012177082, valid_ic 0.019817, valid_icir 0.489639, valid_ric 0.003168, valid_ricir 0.053939, valid_prec@10 0.566667, valid_prec@30 0.557064, valid_mae 0.021848, valid_rmse 0.034263, valid_mape 155.745148, valid_acc 0.457935, test_loss 0.001527, ic 0.010534, icir 0.298995, ric -0.004358, ricir -0.077221, prec@10 0.541975, prec@30 0.540878, test_mae 0.019057, test_rmse 0.034683, test_mape 210.509567, test_acc 0.489109
Epoch 163, train_loss 0.001074, train_ic 0.052378, train_icir 0.680278, train_ric 0.023936, train_ricir 0.281137, train_mae 0.017200, train_rmse 0.024948, train_mape 161.791641, train_acc 0.560811, valid_loss 0.0013074537, valid_ic 0.017441, valid_icir 0.437987, valid_ric 0.008742, valid_ricir 0.161029, valid_prec@10 0.587243, valid_prec@30 0.572428, valid_mae 0.026723, valid_rmse 0.038469, valid_mape 218.887207, valid_acc 0.235958, test_loss 0.001624, ic 0.011870, icir 0.251899, ric 0.007263, ricir 0.140303, prec@10 0.534979, prec@30 0.530453, test_mae 0.022494, test_rmse 0.037510, test_mape 272.608887, test_acc 0.367877
Epoch 164, train_loss 0.001055, train_ic 0.046662, train_icir 0.612729, train_ric 0.030853, train_ricir 0.380761, train_mae 0.016659, train_rmse 0.025297, train_mape 137.212204, train_acc 0.491259, valid_loss 0.0012029977, valid_ic 0.013568, valid_icir 0.324551, valid_ric 0.013628, valid_ricir 0.260816, valid_prec@10 0.574897, valid_prec@30 0.578189, valid_mae 0.020638, valid_rmse 0.034178, valid_mape 152.961090, valid_acc 0.586215, test_loss 0.001520, ic 0.010995, icir 0.190865, ric 0.014064, ricir 0.245030, prec@10 0.567901, prec@30 0.550343, test_mae 0.018999, test_rmse 0.034838, test_mape 178.911423, test_acc 0.502970
Epoch 165, train_loss 0.001069, train_ic 0.050591, train_icir 0.586262, train_ric 0.026792, train_ricir 0.269657, train_mae 0.011820, train_rmse 0.017810, train_mape 190.521667, train_acc 0.443946, valid_loss 0.0012534856, valid_ic 0.026479, valid_icir 0.585299, valid_ric 0.013933, valid_ricir 0.166880, valid_prec@10 0.561317, valid_prec@30 0.557750, valid_mae 0.022955, valid_rmse 0.035431, valid_mape 173.550735, valid_acc 0.432181, test_loss 0.001589, ic 0.012579, icir 0.328539, ric 0.003185, ricir 0.042622, prec@10 0.500823, prec@30 0.514952, test_mae 0.020723, test_rmse 0.036297, test_mape 225.544434, test_acc 0.431683
Epoch 166, train_loss 0.001069, train_ic 0.051380, train_icir 0.574590, train_ric 0.014892, train_ricir 0.151614, train_mae 0.013923, train_rmse 0.019106, train_mape 126.060867, train_acc 0.427746, valid_loss 0.0012131809, valid_ic 0.018587, valid_icir 0.428411, valid_ric 0.005041, valid_ricir 0.069685, valid_prec@10 0.597531, valid_prec@30 0.599177, valid_mae 0.020440, valid_rmse 0.033114, valid_mape 145.453720, valid_acc 0.585970, test_loss 0.001508, ic 0.011139, icir 0.340105, ric -0.005638, ricir -0.082447, prec@10 0.564198, prec@30 0.554458, test_mae 0.018790, test_rmse 0.034289, test_mape 197.025436, test_acc 0.519252
Epoch 167, train_loss 0.001069, train_ic 0.048335, train_icir 0.484521, train_ric 0.008824, train_ricir 0.077670, train_mae 0.014803, train_rmse 0.021463, train_mape 238.153809, train_acc 0.389024, valid_loss 0.0012661949, valid_ic 0.030819, valid_icir 0.536266, valid_ric 0.008536, valid_ricir 0.087633, valid_prec@10 0.583539, valid_prec@30 0.557202, valid_mae 0.023423, valid_rmse 0.035421, valid_mape 186.112442, valid_acc 0.408143, test_loss 0.001577, ic 0.012424, icir 0.373700, ric -0.012775, ricir -0.139544, prec@10 0.532922, prec@30 0.525789, test_mae 0.020691, test_rmse 0.035750, test_mape 247.711105, test_acc 0.433223
Epoch 168, train_loss 0.001071, train_ic 0.038634, train_icir 0.374107, train_ric 0.030979, train_ricir 0.255672, train_mae 0.011966, train_rmse 0.017918, train_mape 204.944199, train_acc 0.542263, valid_loss 0.0012842065, valid_ic 0.018616, valid_icir 0.326937, valid_ric 0.018462, valid_ricir 0.155683, valid_prec@10 0.569547, valid_prec@30 0.559396, valid_mae 0.024523, valid_rmse 0.036146, valid_mape 196.310242, valid_acc 0.355163, test_loss 0.001585, ic 0.009029, icir 0.228497, ric 0.006209, ricir 0.055330, prec@10 0.541975, prec@30 0.523045, test_mae 0.021755, test_rmse 0.036337, test_mape 268.235840, test_acc 0.404620
Epoch 169, train_loss 0.001060, train_ic 0.042703, train_icir 0.444135, train_ric 0.015640, train_ricir 0.142927, train_mae 0.045835, train_rmse 0.051726, train_mape 112.945831, train_acc 0.399572, valid_loss 0.0012127628, valid_ic 0.022798, valid_icir 0.435642, valid_ric 0.008301, valid_ricir 0.085827, valid_prec@10 0.588889, valid_prec@30 0.569136, valid_mae 0.021628, valid_rmse 0.034006, valid_mape 166.848129, valid_acc 0.512877, test_loss 0.001520, ic 0.010719, icir 0.336826, ric -0.005060, ricir -0.054291, prec@10 0.520576, prec@30 0.527298, test_mae 0.019757, test_rmse 0.034875, test_mape 228.181320, test_acc 0.469967
Epoch 170, train_loss 0.001064, train_ic 0.050188, train_icir 0.557362, train_ric 0.025672, train_ricir 0.252227, train_mae 0.017254, train_rmse 0.025232, train_mape 214.023849, train_acc 0.462585, valid_loss 0.0013130205, valid_ic 0.027784, valid_icir 0.630730, valid_ric 0.016164, valid_ricir 0.227747, valid_prec@10 0.571193, valid_prec@30 0.550617, valid_mae 0.026123, valid_rmse 0.037395, valid_mape 210.791046, valid_acc 0.262693, test_loss 0.001606, ic 0.012587, icir 0.361580, ric 0.000863, ricir 0.012195, prec@10 0.531687, prec@30 0.515638, test_mae 0.021773, test_rmse 0.036445, test_mape 267.715179, test_acc 0.385259
Epoch 171, train_loss 0.001061, train_ic 0.043380, train_icir 0.526809, train_ric 0.014245, train_ricir 0.143919, train_mae 0.029759, train_rmse 0.037648, train_mape 140.312927, train_acc 0.258814, valid_loss 0.0013043758, valid_ic 0.016549, valid_icir 0.344883, valid_ric 0.005331, valid_ricir 0.074310, valid_prec@10 0.578601, valid_prec@30 0.555418, valid_mae 0.024579, valid_rmse 0.037795, valid_mape 191.948624, valid_acc 0.395143, test_loss 0.001641, ic 0.010552, icir 0.169701, ric -0.003064, ricir -0.051897, prec@10 0.548148, prec@30 0.539232, test_mae 0.021777, test_rmse 0.037596, test_mape 253.729630, test_acc 0.428823
Epoch 172, train_loss 0.001059, train_ic 0.048103, train_icir 0.625844, train_ric 0.039486, train_ricir 0.489067, train_mae 0.024102, train_rmse 0.029677, train_mape 156.218109, train_acc 0.236585, valid_loss 0.0012469747, valid_ic 0.007833, valid_icir 0.197246, valid_ric 0.010707, valid_ricir 0.201406, valid_prec@10 0.588066, valid_prec@30 0.592181, valid_mae 0.024652, valid_rmse 0.036468, valid_mape 194.318359, valid_acc 0.295315, test_loss 0.001529, ic 0.011081, icir 0.222836, ric 0.019071, ricir 0.332734, prec@10 0.545267, prec@30 0.556790, test_mae 0.020691, test_rmse 0.035435, test_mape 236.032608, test_acc 0.413861
Epoch 173, train_loss 0.001062, train_ic 0.040177, train_icir 0.483011, train_ric 0.024345, train_ricir 0.255652, train_mae 0.020896, train_rmse 0.029132, train_mape 3850.038086, train_acc 0.712893, valid_loss 0.0013104032, valid_ic 0.018269, valid_icir 0.439270, valid_ric 0.011396, valid_ricir 0.139990, valid_prec@10 0.583128, valid_prec@30 0.558162, valid_mae 0.027277, valid_rmse 0.038506, valid_mape 227.109573, valid_acc 0.251410, test_loss 0.001606, ic 0.009945, icir 0.233349, ric 0.004395, ricir 0.061810, prec@10 0.532099, prec@30 0.524554, test_mae 0.022680, test_rmse 0.037205, test_mape 288.971985, test_acc 0.373817
Epoch 174, train_loss 0.001052, train_ic 0.047984, train_icir 0.485070, train_ric 0.003533, train_ricir 0.031558, train_mae 0.015849, train_rmse 0.022407, train_mape 191.134995, train_acc 0.309972, valid_loss 0.0012317378, valid_ic 0.028325, valid_icir 0.450830, valid_ric 0.003552, valid_ricir 0.035305, valid_prec@10 0.593827, valid_prec@30 0.569410, valid_mae 0.023428, valid_rmse 0.034709, valid_mape 179.624939, valid_acc 0.368899, test_loss 0.001515, ic 0.011429, icir 0.368121, ric -0.016289, ricir -0.165666, prec@10 0.533745, prec@30 0.537449, test_mae 0.020221, test_rmse 0.034990, test_mape 220.893524, test_acc 0.425743
Epoch 175, train_loss 0.001061, train_ic 0.043001, train_icir 0.443513, train_ric 0.014252, train_ricir 0.129885, train_mae 0.019396, train_rmse 0.028286, train_mape 178.778946, train_acc 0.392883, valid_loss 0.0012633753, valid_ic 0.022598, valid_icir 0.422548, valid_ric 0.005409, valid_ricir 0.057982, valid_prec@10 0.573251, valid_prec@30 0.558573, valid_mae 0.025268, valid_rmse 0.036554, valid_mape 199.918579, valid_acc 0.316409, test_loss 0.001545, ic 0.010820, icir 0.297287, ric -0.007080, ricir -0.085856, prec@10 0.549383, prec@30 0.532236, test_mae 0.021484, test_rmse 0.035907, test_mape 239.775269, test_acc 0.410561
Epoch 176, train_loss 0.001051, train_ic 0.038212, train_icir 0.465041, train_ric 0.016370, train_ricir 0.172013, train_mae 0.024682, train_rmse 0.033027, train_mape 197.162216, train_acc 0.307963, valid_loss 0.0012953649, valid_ic 0.014699, valid_icir 0.353112, valid_ric 0.005190, valid_ricir 0.068752, valid_prec@10 0.586420, valid_prec@30 0.555144, valid_mae 0.027310, valid_rmse 0.038661, valid_mape 232.248444, valid_acc 0.224430, test_loss 0.001581, ic 0.008828, icir 0.201227, ric -0.000133, ricir -0.002117, prec@10 0.541975, prec@30 0.533333, test_mae 0.022285, test_rmse 0.036713, test_mape 265.524536, test_acc 0.375358
Epoch 177, train_loss 0.001056, train_ic 0.053526, train_icir 0.662074, train_ric 0.021839, train_ricir 0.241006, train_mae 0.048100, train_rmse 0.057477, train_mape 455.371094, train_acc 0.338246, valid_loss 0.0014403861, valid_ic 0.018398, valid_icir 0.428982, valid_ric 0.006034, valid_ricir 0.106011, valid_prec@10 0.581070, valid_prec@30 0.567901, valid_mae 0.031828, valid_rmse 0.042199, valid_mape 296.612030, valid_acc 0.195732, test_loss 0.001737, ic 0.011800, icir 0.226748, ric 0.001969, ricir 0.039610, prec@10 0.551440, prec@30 0.544444, test_mae 0.025912, test_rmse 0.039421, test_mape 392.484894, test_acc 0.366997
Epoch 178, train_loss 0.001051, train_ic 0.051493, train_icir 0.572670, train_ric 0.022276, train_ricir 0.224635, train_mae 0.017188, train_rmse 0.023681, train_mape 203.913971, train_acc 0.390631, valid_loss 0.0012208583, valid_ic 0.028995, valid_icir 0.562209, valid_ric 0.011583, valid_ricir 0.135922, valid_prec@10 0.565844, valid_prec@30 0.564198, valid_mae 0.022081, valid_rmse 0.034181, valid_mape 160.442429, valid_acc 0.474859, test_loss 0.001487, ic 0.012969, icir 0.361405, ric -0.002085, ricir -0.029883, prec@10 0.523868, prec@30 0.533471, test_mae 0.019438, test_rmse 0.034261, test_mape 199.270966, test_acc 0.467547
Epoch 179, train_loss 0.001057, train_ic 0.057552, train_icir 0.727907, train_ric 0.029748, train_ricir 0.344379, train_mae 0.036659, train_rmse 0.044232, train_mape 90.318253, train_acc 0.815307, valid_loss 0.0011861467, valid_ic 0.019218, valid_icir 0.541869, valid_ric 0.011794, valid_ricir 0.251015, valid_prec@10 0.576132, valid_prec@30 0.566941, valid_mae 0.022602, valid_rmse 0.034598, valid_mape 164.998810, valid_acc 0.381408, test_loss 0.001463, ic 0.012043, icir 0.278874, ric 0.007221, ricir 0.159855, prec@10 0.548148, prec@30 0.534842, test_mae 0.019313, test_rmse 0.034321, test_mape 183.497208, test_acc 0.421562
Epoch 180, train_loss 0.001055, train_ic 0.048773, train_icir 0.560428, train_ric 0.028493, train_ricir 0.302579, train_mae 0.013941, train_rmse 0.020711, train_mape 215.175888, train_acc 0.391763, valid_loss 0.0012283200, valid_ic 0.022795, valid_icir 0.533071, valid_ric 0.014455, valid_ricir 0.194496, valid_prec@10 0.568724, valid_prec@30 0.557202, valid_mae 0.024743, valid_rmse 0.035919, valid_mape 188.204773, valid_acc 0.261957, test_loss 0.001500, ic 0.011621, icir 0.380877, ric 0.006560, ricir 0.090250, prec@10 0.530864, prec@30 0.525926, test_mae 0.020905, test_rmse 0.035259, test_mape 241.411179, test_acc 0.375578
Epoch 181, train_loss 0.001053, train_ic 0.031472, train_icir 0.378637, train_ric 0.037448, train_ricir 0.381654, train_mae 0.018863, train_rmse 0.026633, train_mape 263.750916, train_acc 0.307798, valid_loss 0.0013100123, valid_ic 0.008822, valid_icir 0.185157, valid_ric 0.013761, valid_ricir 0.167638, valid_prec@10 0.555144, valid_prec@30 0.532373, valid_mae 0.027508, valid_rmse 0.038677, valid_mape 233.729965, valid_acc 0.237429, test_loss 0.001577, ic 0.009686, icir 0.179415, ric 0.020055, ricir 0.261965, prec@10 0.548560, prec@30 0.514403, test_mae 0.022966, test_rmse 0.037137, test_mape 289.096710, test_acc 0.372937
Epoch 182, train_loss 0.001059, train_ic 0.050309, train_icir 0.628522, train_ric 0.022659, train_ricir 0.272423, train_mae 0.012980, train_rmse 0.019335, train_mape 191.023544, train_acc 0.456545, valid_loss 0.0011735203, valid_ic 0.015148, valid_icir 0.444604, valid_ric 0.005363, valid_ricir 0.126213, valid_prec@10 0.588066, valid_prec@30 0.562826, valid_mae 0.019006, valid_rmse 0.031628, valid_mape 134.222549, valid_acc 0.662742, test_loss 0.001443, ic 0.009811, icir 0.259237, ric 0.005497, ricir 0.141498, prec@10 0.527160, prec@30 0.535940, test_mae 0.018365, test_rmse 0.033299, test_mape 225.606674, test_acc 0.547195
Epoch 183, train_loss 0.001055, train_ic 0.050074, train_icir 0.633287, train_ric 0.020453, train_ricir 0.228955, train_mae 0.020603, train_rmse 0.029124, train_mape 144.955460, train_acc 0.647143, valid_loss 0.0014731668, valid_ic 0.014344, valid_icir 0.297393, valid_ric 0.005323, valid_ricir 0.094231, valid_prec@10 0.597531, valid_prec@30 0.603292, valid_mae 0.032006, valid_rmse 0.042375, valid_mape 296.043335, valid_acc 0.194751, test_loss 0.001750, ic 0.011923, icir 0.216642, ric 0.002655, ricir 0.046833, prec@10 0.539506, prec@30 0.561317, test_mae 0.025724, test_rmse 0.039346, test_mape 395.679657, test_acc 0.370957
Epoch 184, train_loss 0.001065, train_ic 0.041110, train_icir 0.534114, train_ric 0.033830, train_ricir 0.386198, train_mae 0.020004, train_rmse 0.028316, train_mape 151.358139, train_acc 0.440292, valid_loss 0.0012023040, valid_ic 0.016668, valid_icir 0.422373, valid_ric 0.016467, valid_ricir 0.220568, valid_prec@10 0.568313, valid_prec@30 0.548971, valid_mae 0.022052, valid_rmse 0.034398, valid_mape 163.826691, valid_acc 0.491538, test_loss 0.001464, ic 0.009947, icir 0.216015, ric 0.014964, ricir 0.230551, prec@10 0.540329, prec@30 0.538957, test_mae 0.019391, test_rmse 0.034346, test_mape 195.149689, test_acc 0.476348
Epoch 185, train_loss 0.001047, train_ic 0.053018, train_icir 0.584714, train_ric 0.012590, train_ricir 0.124163, train_mae 0.022237, train_rmse 0.029535, train_mape 157.465836, train_acc 0.386728, valid_loss 0.0012169121, valid_ic 0.020885, valid_icir 0.471260, valid_ric 0.004299, valid_ricir 0.065283, valid_prec@10 0.577778, valid_prec@30 0.591495, valid_mae 0.018962, valid_rmse 0.031764, valid_mape 161.966461, valid_acc 0.654157, test_loss 0.001474, ic 0.011515, icir 0.287986, ric -0.007654, ricir -0.127373, prec@10 0.563374, prec@30 0.560905, test_mae 0.019068, test_rmse 0.033447, test_mape 260.510040, test_acc 0.547855
Epoch 186, train_loss 0.001045, train_ic 0.039929, train_icir 0.520811, train_ric 0.015458, train_ricir 0.193545, train_mae 0.058364, train_rmse 0.065718, train_mape 94.104607, train_acc 0.780014, valid_loss 0.0012688789, valid_ic 0.013228, valid_icir 0.305249, valid_ric 0.002987, valid_ricir 0.060342, valid_prec@10 0.594650, valid_prec@30 0.548697, valid_mae 0.026937, valid_rmse 0.038088, valid_mape 223.856308, valid_acc 0.216090, test_loss 0.001525, ic 0.010461, icir 0.207275, ric 0.009792, ricir 0.193591, prec@10 0.535391, prec@30 0.529767, test_mae 0.022055, test_rmse 0.036235, test_mape 293.403137, test_acc 0.369637
Epoch 187, train_loss 0.001043, train_ic 0.044146, train_icir 0.415041, train_ric 0.014308, train_ricir 0.113997, train_mae 0.028893, train_rmse 0.034119, train_mape 420.946228, train_acc 0.172915, valid_loss 0.0016106549, valid_ic 0.029421, valid_icir 0.438243, valid_ric 0.011486, valid_ricir 0.088465, valid_prec@10 0.586008, valid_prec@30 0.560768, valid_mae 0.034658, valid_rmse 0.043890, valid_mape 341.493866, valid_acc 0.198675, test_loss 0.001865, ic 0.010994, icir 0.292459, ric -0.010145, ricir -0.085505, prec@10 0.547325, prec@30 0.538546, test_mae 0.027957, test_rmse 0.040491, test_mape 411.747223, test_acc 0.365897
Epoch 188, train_loss 0.001054, train_ic 0.050019, train_icir 0.625287, train_ric 0.021204, train_ricir 0.253280, train_mae 0.016377, train_rmse 0.022204, train_mape 143.917450, train_acc 0.437872, valid_loss 0.0011874289, valid_ic 0.015649, valid_icir 0.414412, valid_ric 0.007253, valid_ricir 0.149509, valid_prec@10 0.575720, valid_prec@30 0.566667, valid_mae 0.021962, valid_rmse 0.033635, valid_mape 152.377213, valid_acc 0.441992, test_loss 0.001433, ic 0.011340, icir 0.271094, ric 0.007483, ricir 0.163041, prec@10 0.541975, prec@30 0.536488, test_mae 0.018860, test_rmse 0.033647, test_mape 202.132751, test_acc 0.487349
Epoch 189, train_loss 0.001049, train_ic 0.041670, train_icir 0.501765, train_ric 0.033955, train_ricir 0.371407, train_mae 0.026970, train_rmse 0.035366, train_mape 131.105118, train_acc 0.427750, valid_loss 0.0011845547, valid_ic 0.020570, valid_icir 0.467824, valid_ric 0.016017, valid_ricir 0.205629, valid_prec@10 0.558025, valid_prec@30 0.547462, valid_mae 0.020726, valid_rmse 0.032769, valid_mape 150.744110, valid_acc 0.550159, test_loss 0.001435, ic 0.011128, icir 0.285572, ric 0.011874, ricir 0.163929, prec@10 0.532099, prec@30 0.522085, test_mae 0.018860, test_rmse 0.033519, test_mape 190.859848, test_acc 0.508691
Epoch 190, train_loss 0.001041, train_ic 0.048777, train_icir 0.613256, train_ric 0.024099, train_ricir 0.286886, train_mae 0.027666, train_rmse 0.034461, train_mape 97.767319, train_acc 0.489674, valid_loss 0.0011635685, valid_ic 0.019671, valid_icir 0.534558, valid_ric 0.007591, valid_ricir 0.152514, valid_prec@10 0.584774, valid_prec@30 0.573114, valid_mae 0.021529, valid_rmse 0.033417, valid_mape 144.869812, valid_acc 0.452784, test_loss 0.001412, ic 0.012358, icir 0.310782, ric 0.007367, ricir 0.158627, prec@10 0.537860, prec@30 0.535117, test_mae 0.018844, test_rmse 0.033487, test_mape 184.695541, test_acc 0.492189
Epoch 191, train_loss 0.001043, train_ic 0.035757, train_icir 0.338981, train_ric 0.016385, train_ricir 0.130251, train_mae 0.017108, train_rmse 0.023340, train_mape 239.467972, train_acc 0.478537, valid_loss 0.0012999520, valid_ic 0.024546, valid_icir 0.354463, valid_ric 0.008579, valid_ricir 0.071306, valid_prec@10 0.571605, valid_prec@30 0.542661, valid_mae 0.024819, valid_rmse 0.035973, valid_mape 220.073181, valid_acc 0.431935, test_loss 0.001543, ic 0.009838, icir 0.218145, ric -0.006703, ricir -0.063047, prec@10 0.540329, prec@30 0.526475, test_mae 0.021642, test_rmse 0.035428, test_mape 266.759796, test_acc 0.454125
Epoch 192, train_loss 0.001045, train_ic 0.041844, train_icir 0.516728, train_ric 0.037034, train_ricir 0.395758, train_mae 0.020431, train_rmse 0.028160, train_mape 304.393311, train_acc 0.483478, valid_loss 0.0014920040, valid_ic 0.013623, valid_icir 0.345783, valid_ric 0.017487, valid_ricir 0.236294, valid_prec@10 0.583128, valid_prec@30 0.584088, valid_mae 0.032461, valid_rmse 0.042356, valid_mape 309.942596, valid_acc 0.192544, test_loss 0.001734, ic 0.010378, icir 0.219034, ric 0.016269, ricir 0.227132, prec@10 0.543210, prec@30 0.539369, test_mae 0.026613, test_rmse 0.039470, test_mape 388.201752, test_acc 0.364136
Epoch 193, train_loss 0.001056, train_ic 0.049679, train_icir 0.570043, train_ric 0.017763, train_ricir 0.185997, train_mae 0.015428, train_rmse 0.022143, train_mape 127.388802, train_acc 0.541920, valid_loss 0.0011792825, valid_ic 0.028834, valid_icir 0.595835, valid_ric 0.009155, valid_ricir 0.114248, valid_prec@10 0.579835, valid_prec@30 0.575309, valid_mae 0.022176, valid_rmse 0.033596, valid_mape 157.440613, valid_acc 0.428256, test_loss 0.001422, ic 0.012490, icir 0.403325, ric -0.004073, ricir -0.057221, prec@10 0.522634, prec@30 0.533882, test_mae 0.019404, test_rmse 0.033775, test_mape 204.776520, test_acc 0.448625
Epoch 194, train_loss 0.001028, train_ic 0.046724, train_icir 0.638703, train_ric 0.041735, train_ricir 0.541866, train_mae 0.014834, train_rmse 0.039453, train_mape 229.419571, train_acc 0.451549, valid_loss 0.0012264359, valid_ic 0.016979, valid_icir 0.440289, valid_ric 0.021235, valid_ricir 0.384813, valid_prec@10 0.549383, valid_prec@30 0.544856, valid_mae 0.017917, valid_rmse 0.030104, valid_mape 177.768921, valid_acc 0.703949, test_loss 0.001480, ic 0.010899, icir 0.257722, ric 0.023918, ricir 0.420874, prec@10 0.503292, prec@30 0.514952, test_mae 0.019368, test_rmse 0.033066, test_mape 299.104340, test_acc 0.563916
