Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 64,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 64,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 75, train_loss 0.001159, train_ic 0.054265, train_icir 0.544897, train_ric 0.021888, train_ricir 0.181580, train_mae 0.014640, train_rmse 0.021788, train_mape 143.647003, train_acc 0.410359, valid_loss 0.0009528013, valid_ic 0.011101, valid_icir 0.285084, valid_ric -0.010906, valid_ricir -0.150192, valid_prec@10 0.570492, valid_prec@30 0.541803, valid_mae 0.013992, valid_rmse 0.025926, valid_mape 169.602036, valid_acc 0.483400, test_loss 0.001495, ic 0.011765, icir 0.304008, ric 0.005336, ricir 0.061016, prec@10 0.574486, prec@30 0.563237, test_mae 0.020567, test_rmse 0.042154, test_mape 188.449539, test_acc 0.475874
Epoch 76, train_loss 0.001146, train_ic 0.034954, train_icir 0.431933, train_ric 0.029002, train_ricir 0.296321, train_mae 0.016448, train_rmse 0.022844, train_mape 124.226906, train_acc 0.380699, valid_loss 0.0009237199, valid_ic 0.007576, valid_icir 0.280040, valid_ric 0.014855, valid_ricir 0.196359, valid_prec@10 0.554918, valid_prec@30 0.539208, valid_mae 0.013777, valid_rmse 0.026114, valid_mape 140.503906, valid_acc 0.465693, test_loss 0.001470, ic 0.003070, icir 0.101233, ric 0.005959, ricir 0.061015, prec@10 0.555144, prec@30 0.538820, test_mae 0.019194, test_rmse 0.041354, test_mape 165.668411, test_acc 0.567065
Epoch 77, train_loss 0.001160, train_ic 0.034903, train_icir 0.325212, train_ric -0.003135, train_ricir -0.024850, train_mae 0.051113, train_rmse 0.061972, train_mape 150.763397, train_acc 0.213811, valid_loss 0.0014969757, valid_ic 0.012351, valid_icir 0.246366, valid_ric -0.012706, valid_ricir -0.139219, valid_prec@10 0.581148, valid_prec@30 0.544945, valid_mae 0.028814, valid_rmse 0.037955, valid_mape 457.593292, valid_acc 0.328464, test_loss 0.002043, ic 0.013928, icir 0.247690, ric -0.003832, ricir -0.032376, prec@10 0.599588, prec@30 0.555007, test_mae 0.036469, test_rmse 0.052285, test_mape 404.568115, test_acc 0.215139
Epoch 78, train_loss 0.001168, train_ic 0.037309, train_icir 0.488474, train_ric 0.043175, train_ricir 0.451253, train_mae 0.025478, train_rmse 0.036661, train_mape 140.277222, train_acc 0.402833, valid_loss 0.0009511090, valid_ic 0.005225, valid_icir 0.177837, valid_ric 0.024296, valid_ricir 0.397916, valid_prec@10 0.555328, valid_prec@30 0.535383, valid_mae 0.015611, valid_rmse 0.027440, valid_mape 180.528183, valid_acc 0.328907, test_loss 0.001488, ic 0.000152, icir 0.004639, ric 0.008887, ricir 0.127082, prec@10 0.562963, prec@30 0.543210, test_mae 0.022886, test_rmse 0.043361, test_mape 199.419266, test_acc 0.250111
Epoch 79, train_loss 0.001170, train_ic 0.061345, train_icir 0.587140, train_ric 0.032538, train_ricir 0.264935, train_mae 0.019584, train_rmse 0.026362, train_mape 139.210968, train_acc 0.450199, valid_loss 0.0009353008, valid_ic 0.010244, valid_icir 0.242926, valid_ric -0.011460, valid_ricir -0.133664, valid_prec@10 0.580738, valid_prec@30 0.535383, valid_mae 0.013266, valid_rmse 0.025106, valid_mape 161.693100, valid_acc 0.597167, test_loss 0.001457, ic 0.008176, icir 0.197084, ric 0.004500, ricir 0.047645, prec@10 0.571193, prec@30 0.561866, test_mae 0.018755, test_rmse 0.040549, test_mape 172.407608, test_acc 0.657813
Epoch 80, train_loss 0.001156, train_ic 0.052981, train_icir 0.518122, train_ric 0.014807, train_ricir 0.118501, train_mae 0.019680, train_rmse 0.030080, train_mape 154.744675, train_acc 0.576804, valid_loss 0.0009443858, valid_ic 0.014571, valid_icir 0.352578, valid_ric -0.007315, valid_ricir -0.096220, valid_prec@10 0.545492, valid_prec@30 0.537978, valid_mae 0.014139, valid_rmse 0.026069, valid_mape 151.983429, valid_acc 0.420097, test_loss 0.001461, ic 0.012972, icir 0.318830, ric 0.009510, ricir 0.104178, prec@10 0.573663, prec@30 0.551715, test_mae 0.019610, test_rmse 0.041085, test_mape 178.664658, test_acc 0.532537
Epoch 81, train_loss 0.001153, train_ic 0.050219, train_icir 0.499681, train_ric 0.035952, train_ricir 0.309573, train_mae 0.013464, train_rmse 0.020647, train_mape 116.613342, train_acc 0.505091, valid_loss 0.0009206484, valid_ic 0.007327, valid_icir 0.184314, valid_ric 0.002507, valid_ricir 0.029139, valid_prec@10 0.572951, valid_prec@30 0.563798, valid_mae 0.013401, valid_rmse 0.025616, valid_mape 134.525726, valid_acc 0.540947, test_loss 0.001438, ic 0.003246, icir 0.080882, ric 0.007276, ricir 0.069912, prec@10 0.563786, prec@30 0.559945, test_mae 0.020476, test_rmse 0.041307, test_mape 170.262985, test_acc 0.452855
Epoch 82, train_loss 0.001152, train_ic 0.043857, train_icir 0.486858, train_ric 0.019358, train_ricir 0.178518, train_mae 0.011017, train_rmse 0.015484, train_mape 160.837189, train_acc 0.360779, valid_loss 0.0009206932, valid_ic 0.009279, valid_icir 0.297398, valid_ric 0.004568, valid_ricir 0.056632, valid_prec@10 0.554508, valid_prec@30 0.540710, valid_mae 0.013794, valid_rmse 0.025683, valid_mape 153.350616, valid_acc 0.477645, test_loss 0.001436, ic 0.006050, icir 0.176414, ric 0.003307, ricir 0.031723, prec@10 0.565021, prec@30 0.534979, test_mae 0.018784, test_rmse 0.040318, test_mape 167.049179, test_acc 0.575033
Epoch 83, train_loss 0.001185, train_ic 0.038962, train_icir 0.505129, train_ric 0.027685, train_ricir 0.331741, train_mae 0.065524, train_rmse 0.072118, train_mape 167.475372, train_acc 0.036299, valid_loss 0.0012029573, valid_ic 0.006120, valid_icir 0.217936, valid_ric -0.002976, valid_ricir -0.054638, valid_prec@10 0.573361, valid_prec@30 0.538934, valid_mae 0.019263, valid_rmse 0.028599, valid_mape 386.786072, valid_acc 0.600266, test_loss 0.001728, ic 0.004145, icir 0.132449, ric -0.002085, ricir -0.030695, prec@10 0.570370, prec@30 0.549520, test_mae 0.019518, test_rmse 0.039335, test_mape 283.325195, test_acc 0.717131
Epoch 84, train_loss 0.001142, train_ic 0.047783, train_icir 0.463128, train_ric 0.036353, train_ricir 0.292885, train_mae 0.019858, train_rmse 0.024914, train_mape 445.756683, train_acc 0.402390, valid_loss 0.0011335823, valid_ic 0.012831, valid_icir 0.344102, valid_ric 0.011175, valid_ricir 0.122804, valid_prec@10 0.540984, valid_prec@30 0.529781, valid_mae 0.017173, valid_rmse 0.026998, valid_mape 341.922577, valid_acc 0.606906, test_loss 0.001650, ic 0.010677, icir 0.276981, ric 0.016476, ricir 0.132412, prec@10 0.542798, prec@30 0.536077, test_mae 0.019321, test_rmse 0.039048, test_mape 285.579224, test_acc 0.720230
Epoch 85, train_loss 0.001176, train_ic 0.049611, train_icir 0.480743, train_ric 0.050357, train_ricir 0.414259, train_mae 0.015125, train_rmse 0.021838, train_mape 189.847183, train_acc 0.389110, valid_loss 0.0010040996, valid_ic 0.006617, valid_icir 0.130766, valid_ric 0.012196, valid_ricir 0.123698, valid_prec@10 0.564344, valid_prec@30 0.567350, valid_mae 0.017148, valid_rmse 0.028489, valid_mape 233.779175, valid_acc 0.357680, test_loss 0.001503, ic 0.002185, icir 0.044773, ric 0.014469, ricir 0.128455, prec@10 0.562140, prec@30 0.552812, test_mae 0.024947, test_rmse 0.043685, test_mape 236.635773, test_acc 0.259407
Epoch 86, train_loss 0.001158, train_ic 0.039006, train_icir 0.426844, train_ric 0.035956, train_ricir 0.314854, train_mae 0.023406, train_rmse 0.030636, train_mape 107.069626, train_acc 0.667995, valid_loss 0.0009222740, valid_ic 0.011725, valid_icir 0.373899, valid_ric 0.021185, valid_ricir 0.275822, valid_prec@10 0.531967, valid_prec@30 0.535519, valid_mae 0.013593, valid_rmse 0.025517, valid_mape 152.236801, valid_acc 0.532537, test_loss 0.001411, ic 0.007356, icir 0.229523, ric 0.018504, ricir 0.174232, prec@10 0.539095, prec@30 0.532785, test_mae 0.017944, test_rmse 0.038840, test_mape 168.306107, test_acc 0.639221
Epoch 87, train_loss 0.001150, train_ic 0.056465, train_icir 0.549280, train_ric 0.017966, train_ricir 0.155706, train_mae 0.014469, train_rmse 0.022614, train_mape 243.724411, train_acc 0.411687, valid_loss 0.0009897948, valid_ic 0.010371, valid_icir 0.213612, valid_ric -0.014385, valid_ricir -0.180444, valid_prec@10 0.572541, valid_prec@30 0.543852, valid_mae 0.015744, valid_rmse 0.027461, valid_mape 187.406403, valid_acc 0.357238, test_loss 0.001477, ic 0.012030, icir 0.258912, ric 0.000163, ricir 0.001624, prec@10 0.580658, prec@30 0.569410, test_mae 0.024983, test_rmse 0.043081, test_mape 229.550003, test_acc 0.253209
Epoch 88, train_loss 0.001167, train_ic 0.052212, train_icir 0.518696, train_ric 0.027231, train_ricir 0.234623, train_mae 0.012115, train_rmse 0.018603, train_mape 20948.121094, train_acc 0.393980, valid_loss 0.0009089773, valid_ic 0.010431, valid_icir 0.272344, valid_ric -0.000560, valid_ricir -0.007740, valid_prec@10 0.579918, valid_prec@30 0.553689, valid_mae 0.013043, valid_rmse 0.025078, valid_mape 138.016647, valid_acc 0.593183, test_loss 0.001406, ic 0.005133, icir 0.122918, ric 0.006826, ricir 0.078514, prec@10 0.566255, prec@30 0.556927, test_mae 0.019148, test_rmse 0.040091, test_mape 157.242783, test_acc 0.622842
Epoch 89, train_loss 0.001165, train_ic 0.046897, train_icir 0.512713, train_ric 0.034700, train_ricir 0.326788, train_mae 0.020704, train_rmse 0.027344, train_mape 137.461609, train_acc 0.280212, valid_loss 0.0009413769, valid_ic 0.010329, valid_icir 0.273479, valid_ric 0.006540, valid_ricir 0.087194, valid_prec@10 0.546311, valid_prec@30 0.530055, valid_mae 0.014996, valid_rmse 0.026372, valid_mape 172.992249, valid_acc 0.478973, test_loss 0.001436, ic 0.008287, icir 0.204223, ric 0.006409, ricir 0.062168, prec@10 0.571193, prec@30 0.546091, test_mae 0.020505, test_rmse 0.040466, test_mape 178.168915, test_acc 0.546259
Epoch 90, train_loss 0.001153, train_ic 0.044994, train_icir 0.532208, train_ric 0.034877, train_ricir 0.366709, train_mae 0.011422, train_rmse 0.018931, train_mape 174.093460, train_acc 0.647189, valid_loss 0.0009430198, valid_ic 0.007040, valid_icir 0.227919, valid_ric -0.001533, valid_ricir -0.026814, valid_prec@10 0.568443, valid_prec@30 0.544672, valid_mae 0.014372, valid_rmse 0.025604, valid_mape 209.096344, valid_acc 0.560868, test_loss 0.001434, ic 0.006468, icir 0.185908, ric 0.003961, ricir 0.053281, prec@10 0.570370, prec@30 0.557202, test_mae 0.018756, test_rmse 0.039094, test_mape 176.998795, test_acc 0.637450
Epoch 91, train_loss 0.001172, train_ic 0.055021, train_icir 0.570954, train_ric 0.027712, train_ricir 0.237001, train_mae 0.018507, train_rmse 0.025292, train_mape 173.597519, train_acc 0.257636, valid_loss 0.0009454603, valid_ic 0.016017, valid_icir 0.405396, valid_ric -0.002360, valid_ricir -0.031582, valid_prec@10 0.556148, valid_prec@30 0.541393, valid_mae 0.013778, valid_rmse 0.025377, valid_mape 177.011124, valid_acc 0.587428, test_loss 0.001458, ic 0.013330, icir 0.326395, ric 0.008586, ricir 0.091678, prec@10 0.569136, prec@30 0.560357, test_mae 0.018847, test_rmse 0.039885, test_mape 194.305603, test_acc 0.657813
Epoch 92, train_loss 0.001130, train_ic 0.040745, train_icir 0.450368, train_ric 0.037066, train_ricir 0.335540, train_mae 0.015698, train_rmse 0.023212, train_mape 177.228958, train_acc 0.508632, valid_loss 0.0010522339, valid_ic 0.004229, valid_icir 0.097005, valid_ric -0.004785, valid_ricir -0.067025, valid_prec@10 0.524180, valid_prec@30 0.511749, valid_mae 0.015955, valid_rmse 0.027701, valid_mape 195.981049, valid_acc 0.369633, test_loss 0.001534, ic 0.008086, icir 0.182094, ric 0.009285, ricir 0.112215, prec@10 0.539095, prec@30 0.530316, test_mae 0.026630, test_rmse 0.043962, test_mape 266.660248, test_acc 0.265604
Epoch 93, train_loss 0.001117, train_ic 0.032538, train_icir 0.316444, train_ric 0.031376, train_ricir 0.267072, train_mae 0.037677, train_rmse 0.042128, train_mape 660.895813, train_acc 0.257636, valid_loss 0.0017161010, valid_ic 0.005565, valid_icir 0.101462, valid_ric 0.012689, valid_ricir 0.134393, valid_prec@10 0.581148, valid_prec@30 0.568716, valid_mae 0.033655, valid_rmse 0.041405, valid_mape 615.264954, valid_acc 0.330235, test_loss 0.002212, ic -0.002313, icir -0.040061, ric 0.007244, ricir 0.059922, prec@10 0.562551, prec@30 0.545542, test_mae 0.041826, test_rmse 0.055070, test_mape 496.824890, test_acc 0.214697
Epoch 94, train_loss 0.001183, train_ic 0.045303, train_icir 0.493645, train_ric 0.033082, train_ricir 0.304488, train_mae 0.016866, train_rmse 0.022912, train_mape 126.962006, train_acc 0.413900, valid_loss 0.0009285031, valid_ic 0.009867, valid_icir 0.296950, valid_ric 0.013205, valid_ricir 0.168366, valid_prec@10 0.561066, valid_prec@30 0.537022, valid_mae 0.013551, valid_rmse 0.025041, valid_mape 183.801697, valid_acc 0.607791, test_loss 0.001404, ic 0.007000, icir 0.206873, ric 0.011876, ricir 0.117809, prec@10 0.562963, prec@30 0.544170, test_mae 0.017473, test_rmse 0.037404, test_mape 167.646774, test_acc 0.690571
Epoch 95, train_loss 0.001114, train_ic 0.054101, train_icir 0.580782, train_ric 0.032386, train_ricir 0.291605, train_mae 0.015497, train_rmse 0.021263, train_mape 108.485809, train_acc 0.705622, valid_loss 0.0009535880, valid_ic 0.011712, valid_icir 0.348906, valid_ric -0.000835, valid_ricir -0.013683, valid_prec@10 0.548770, valid_prec@30 0.540437, valid_mae 0.016168, valid_rmse 0.027140, valid_mape 190.932739, valid_acc 0.328021, test_loss 0.001416, ic 0.009636, icir 0.283687, ric 0.009015, ricir 0.126121, prec@10 0.569136, prec@30 0.547874, test_mae 0.022662, test_rmse 0.041058, test_mape 197.931778, test_acc 0.301903
Epoch 96, train_loss 0.001157, train_ic 0.023373, train_icir 0.268746, train_ric 0.045386, train_ricir 0.431646, train_mae 0.032806, train_rmse 0.043338, train_mape 129.722885, train_acc 0.514387, valid_loss 0.0009652786, valid_ic 0.003485, valid_icir 0.101453, valid_ric 0.024317, valid_ricir 0.327018, valid_prec@10 0.508607, valid_prec@30 0.515847, valid_mae 0.014275, valid_rmse 0.025549, valid_mape 211.335495, valid_acc 0.599380, test_loss 0.001456, ic -0.000754, icir -0.019623, ric 0.014040, ricir 0.144227, prec@10 0.530864, prec@30 0.518519, test_mae 0.018190, test_rmse 0.038374, test_mape 188.042099, test_acc 0.670208
Epoch 97, train_loss 0.001138, train_ic 0.045322, train_icir 0.459839, train_ric 0.018508, train_ricir 0.160709, train_mae 0.024741, train_rmse 0.032065, train_mape 76.176224, train_acc 0.858787, valid_loss 0.0011311954, valid_ic 0.010591, valid_icir 0.231447, valid_ric -0.006914, valid_ricir -0.086200, valid_prec@10 0.593033, valid_prec@30 0.569126, valid_mae 0.017880, valid_rmse 0.027325, valid_mape 326.704468, valid_acc 0.604692, test_loss 0.001629, ic 0.006186, icir 0.137436, ric 0.000494, ricir 0.004799, prec@10 0.570782, prec@30 0.552812, test_mae 0.019697, test_rmse 0.038055, test_mape 243.214630, test_acc 0.707393
Epoch 98, train_loss 0.001145, train_ic 0.062980, train_icir 0.647526, train_ric 0.044871, train_ricir 0.396687, train_mae 0.012324, train_rmse 0.019185, train_mape 172.240921, train_acc 0.698097, valid_loss 0.0009596621, valid_ic 0.010795, valid_icir 0.276774, valid_ric 0.001213, valid_ricir 0.015900, valid_prec@10 0.567623, valid_prec@30 0.550546, valid_mae 0.014432, valid_rmse 0.025030, valid_mape 226.632935, valid_acc 0.603364, test_loss 0.001421, ic 0.007671, icir 0.199469, ric 0.011609, ricir 0.140840, prec@10 0.574074, prec@30 0.564883, test_mae 0.017880, test_rmse 0.037066, test_mape 184.131393, test_acc 0.702523
Epoch 99, train_loss 0.001151, train_ic 0.062455, train_icir 0.664103, train_ric 0.040492, train_ricir 0.357074, train_mae 0.011260, train_rmse 0.018159, train_mape 162.093994, train_acc 0.430279, valid_loss 0.0008982041, valid_ic 0.011293, valid_icir 0.316168, valid_ric 0.001937, valid_ricir 0.026877, valid_prec@10 0.548770, valid_prec@30 0.543169, valid_mae 0.013101, valid_rmse 0.025004, valid_mape 141.141769, valid_acc 0.598495, test_loss 0.001367, ic 0.010100, icir 0.291933, ric 0.007622, ricir 0.081586, prec@10 0.569547, prec@30 0.555556, test_mae 0.018430, test_rmse 0.038431, test_mape 148.534424, test_acc 0.641877
Epoch 100, train_loss 0.001141, train_ic 0.053119, train_icir 0.553242, train_ric 0.042530, train_ricir 0.385272, train_mae 0.020105, train_rmse 0.028377, train_mape 215.987213, train_acc 0.281541, valid_loss 0.0009459732, valid_ic 0.008637, valid_icir 0.243631, valid_ric 0.012684, valid_ricir 0.168688, valid_prec@10 0.552869, valid_prec@30 0.536066, valid_mae 0.015814, valid_rmse 0.027254, valid_mape 191.238693, valid_acc 0.327579, test_loss 0.001425, ic 0.003629, icir 0.092677, ric 0.013524, ricir 0.139433, prec@10 0.558436, prec@30 0.541701, test_mae 0.024302, test_rmse 0.042971, test_mape 210.856201, test_acc 0.230633
Epoch 101, train_loss 0.001120, train_ic 0.048247, train_icir 0.536300, train_ric 0.044563, train_ricir 0.450326, train_mae 0.016874, train_rmse 0.021926, train_mape 339.577972, train_acc 0.407703, valid_loss 0.0010517857, valid_ic 0.005859, valid_icir 0.154133, valid_ric 0.000188, valid_ricir 0.002984, valid_prec@10 0.584016, valid_prec@30 0.568989, valid_mae 0.017132, valid_rmse 0.026462, valid_mape 309.047089, valid_acc 0.600266, test_loss 0.001506, ic 0.003354, icir 0.081422, ric 0.005562, ricir 0.075535, prec@10 0.563374, prec@30 0.552263, test_mae 0.018996, test_rmse 0.037138, test_mape 216.821625, test_acc 0.692784
Epoch 102, train_loss 0.001141, train_ic 0.062242, train_icir 0.700516, train_ric 0.045687, train_ricir 0.456805, train_mae 0.012931, train_rmse 0.020590, train_mape 119.407532, train_acc 0.469677, valid_loss 0.0008865726, valid_ic 0.012377, valid_icir 0.381417, valid_ric 0.015753, valid_ricir 0.246687, valid_prec@10 0.564754, valid_prec@30 0.554781, valid_mae 0.013509, valid_rmse 0.025177, valid_mape 132.283539, valid_acc 0.388668, test_loss 0.001335, ic 0.008200, icir 0.267489, ric 0.018828, ricir 0.282000, prec@10 0.568724, prec@30 0.553498, test_mae 0.019798, test_rmse 0.039123, test_mape 147.234955, test_acc 0.427180
Epoch 103, train_loss 0.001126, train_ic 0.056050, train_icir 0.641795, train_ric 0.018176, train_ricir 0.204394, train_mae 0.013818, train_rmse 0.021024, train_mape 128.334946, train_acc 0.775564, valid_loss 0.0009319528, valid_ic 0.010404, valid_icir 0.277773, valid_ric -0.012249, valid_ricir -0.274620, valid_prec@10 0.579918, valid_prec@30 0.559563, valid_mae 0.013951, valid_rmse 0.024976, valid_mape 204.976242, valid_acc 0.598052, test_loss 0.001385, ic 0.008716, icir 0.230464, ric -0.003567, ricir -0.067383, prec@10 0.586008, prec@30 0.563100, test_mae 0.017613, test_rmse 0.036859, test_mape 166.691132, test_acc 0.694112
Epoch 104, train_loss 0.001131, train_ic 0.055526, train_icir 0.608682, train_ric 0.026785, train_ricir 0.255887, train_mae 0.016784, train_rmse 0.023920, train_mape 157.367050, train_acc 0.175741, valid_loss 0.0009074731, valid_ic 0.014533, valid_icir 0.367719, valid_ric 0.000310, valid_ricir 0.004533, valid_prec@10 0.595492, valid_prec@30 0.562568, valid_mae 0.014328, valid_rmse 0.026023, valid_mape 153.352539, valid_acc 0.360779, test_loss 0.001374, ic 0.008699, icir 0.206407, ric 0.005822, ricir 0.078961, prec@10 0.566667, prec@30 0.566255, test_mae 0.020999, test_rmse 0.040166, test_mape 164.556808, test_acc 0.386454
Epoch 105, train_loss 0.001119, train_ic 0.042806, train_icir 0.461902, train_ric 0.020451, train_ricir 0.193549, train_mae 0.012768, train_rmse 0.021046, train_mape 177.348648, train_acc 0.392652, valid_loss 0.0009009293, valid_ic 0.010954, valid_icir 0.320883, valid_ric 0.002008, valid_ricir 0.024924, valid_prec@10 0.572951, valid_prec@30 0.539754, valid_mae 0.013827, valid_rmse 0.025410, valid_mape 167.617401, valid_acc 0.521912, test_loss 0.001355, ic 0.008100, icir 0.218201, ric 0.001969, ricir 0.018821, prec@10 0.577366, prec@30 0.547462, test_mae 0.018319, test_rmse 0.037627, test_mape 156.270477, test_acc 0.624613
Epoch 106, train_loss 0.001115, train_ic 0.038190, train_icir 0.400406, train_ric 0.050097, train_ricir 0.444969, train_mae 0.029177, train_rmse 0.038901, train_mape 117.124977, train_acc 0.450642, valid_loss 0.0009104637, valid_ic 0.004005, valid_icir 0.089899, valid_ric 0.016781, valid_ricir 0.192726, valid_prec@10 0.561885, valid_prec@30 0.547814, valid_mae 0.013612, valid_rmse 0.025397, valid_mape 151.157944, valid_acc 0.569278, test_loss 0.001364, ic -0.001183, icir -0.026951, ric 0.007864, ricir 0.075447, prec@10 0.556790, prec@30 0.543210, test_mae 0.019680, test_rmse 0.038225, test_mape 151.987823, test_acc 0.569278
Epoch 107, train_loss 0.001148, train_ic 0.047972, train_icir 0.487765, train_ric 0.004886, train_ricir 0.042256, train_mae 0.015924, train_rmse 0.023256, train_mape 156.274551, train_acc 0.403276, valid_loss 0.0008947867, valid_ic 0.013223, valid_icir 0.351604, valid_ric -0.010875, valid_ricir -0.132183, valid_prec@10 0.563934, valid_prec@30 0.539754, valid_mae 0.013614, valid_rmse 0.024802, valid_mape 165.847641, valid_acc 0.522798, test_loss 0.001335, ic 0.013644, icir 0.337543, ric -0.000980, ricir -0.009571, prec@10 0.561728, prec@30 0.550754, test_mae 0.017380, test_rmse 0.036086, test_mape 148.250992, test_acc 0.656928
Epoch 108, train_loss 0.001148, train_ic 0.043948, train_icir 0.490071, train_ric 0.037995, train_ricir 0.351703, train_mae 0.013571, train_rmse 0.022083, train_mape 110.419044, train_acc 0.576361, valid_loss 0.0009218228, valid_ic 0.011170, valid_icir 0.360702, valid_ric 0.022255, valid_ricir 0.308840, valid_prec@10 0.559426, valid_prec@30 0.537978, valid_mae 0.013457, valid_rmse 0.025062, valid_mape 170.323212, valid_acc 0.601594, test_loss 0.001414, ic 0.007715, icir 0.248432, ric 0.017180, ricir 0.182162, prec@10 0.555144, prec@30 0.533745, test_mae 0.017545, test_rmse 0.037934, test_mape 168.402145, test_acc 0.690128
Epoch 109, train_loss 0.001135, train_ic 0.037415, train_icir 0.443273, train_ric 0.018702, train_ricir 0.183827, train_mae 0.012388, train_rmse 0.017427, train_mape 164.388199, train_acc 0.387340, valid_loss 0.0009258346, valid_ic 0.007714, valid_icir 0.235103, valid_ric 0.001324, valid_ricir 0.018302, valid_prec@10 0.565574, valid_prec@30 0.515574, valid_mae 0.013644, valid_rmse 0.025237, valid_mape 177.192703, valid_acc 0.580788, test_loss 0.001428, ic 0.003957, icir 0.110421, ric -0.007008, ricir -0.086978, prec@10 0.569136, prec@30 0.534156, test_mae 0.018147, test_rmse 0.038649, test_mape 159.759430, test_acc 0.648960
Epoch 110, train_loss 0.001136, train_ic 0.044354, train_icir 0.485034, train_ric 0.030331, train_ricir 0.288729, train_mae 0.014715, train_rmse 0.020553, train_mape 285.162964, train_acc 0.641877, valid_loss 0.0011649381, valid_ic 0.006121, valid_icir 0.161896, valid_ric -0.001955, valid_ricir -0.031983, valid_prec@10 0.553279, valid_prec@30 0.526639, valid_mae 0.019092, valid_rmse 0.028144, valid_mape 364.792053, valid_acc 0.605578, test_loss 0.001637, ic 0.005315, icir 0.134772, ric 0.005308, ricir 0.072660, prec@10 0.565021, prec@30 0.536763, test_mae 0.020313, test_rmse 0.038897, test_mape 252.088760, test_acc 0.701638
Epoch 111, train_loss 0.001148, train_ic 0.049663, train_icir 0.541872, train_ric 0.009643, train_ricir 0.096686, train_mae 0.015853, train_rmse 0.023467, train_mape 171.256332, train_acc 0.286410, valid_loss 0.0009154559, valid_ic 0.011954, valid_icir 0.359199, valid_ric -0.007126, valid_ricir -0.149869, valid_prec@10 0.570082, valid_prec@30 0.542213, valid_mae 0.014626, valid_rmse 0.025899, valid_mape 164.011658, valid_acc 0.361222, test_loss 0.001359, ic 0.011053, icir 0.303279, ric 0.001662, ricir 0.030105, prec@10 0.580658, prec@30 0.545405, test_mae 0.020897, test_rmse 0.039372, test_mape 166.207092, test_acc 0.362992
Epoch 112, train_loss 0.001140, train_ic 0.057801, train_icir 0.555888, train_ric 0.018164, train_ricir 0.150867, train_mae 0.013519, train_rmse 0.021291, train_mape 130.037735, train_acc 0.447543, valid_loss 0.0009135447, valid_ic 0.009858, valid_icir 0.233837, valid_ric -0.019134, valid_ricir -0.252793, valid_prec@10 0.575410, valid_prec@30 0.545355, valid_mae 0.013296, valid_rmse 0.025229, valid_mape 143.380569, valid_acc 0.549358, test_loss 0.001371, ic 0.009324, icir 0.208523, ric -0.003045, ricir -0.032382, prec@10 0.570782, prec@30 0.556653, test_mae 0.020102, test_rmse 0.039105, test_mape 155.274292, test_acc 0.472776
Epoch 113, train_loss 0.001112, train_ic 0.036812, train_icir 0.401817, train_ric 0.021678, train_ricir 0.199209, train_mae 0.045581, train_rmse 0.052415, train_mape 161.134918, train_acc 0.096503, valid_loss 0.0009984273, valid_ic 0.009040, valid_icir 0.274136, valid_ric 0.010521, valid_ricir 0.128518, valid_prec@10 0.568443, valid_prec@30 0.542760, valid_mae 0.015139, valid_rmse 0.025902, valid_mape 263.529572, valid_acc 0.607791, test_loss 0.001475, ic 0.007014, icir 0.199518, ric 0.004099, ricir 0.038066, prec@10 0.559259, prec@30 0.547051, test_mae 0.017172, test_rmse 0.036320, test_mape 198.846771, test_acc 0.720673
Epoch 114, train_loss 0.001130, train_ic 0.056145, train_icir 0.651042, train_ric 0.039133, train_ricir 0.444683, train_mae 0.019931, train_rmse 0.030280, train_mape 136.036911, train_acc 0.380699, valid_loss 0.0008992696, valid_ic 0.009260, valid_icir 0.214715, valid_ric 0.001562, valid_ricir 0.024668, valid_prec@10 0.582787, valid_prec@30 0.561475, valid_mae 0.014003, valid_rmse 0.026117, valid_mape 146.559814, valid_acc 0.409031, test_loss 0.001362, ic 0.005958, icir 0.149259, ric 0.005030, ricir 0.072788, prec@10 0.572428, prec@30 0.564472, test_mae 0.020818, test_rmse 0.039383, test_mape 161.871307, test_acc 0.364320
Epoch 115, train_loss 0.001125, train_ic 0.059032, train_icir 0.690987, train_ric 0.041741, train_ricir 0.460518, train_mae 0.020140, train_rmse 0.025807, train_mape 122.275284, train_acc 0.247897, valid_loss 0.0008735692, valid_ic 0.010017, valid_icir 0.304514, valid_ric 0.008389, valid_ricir 0.159826, valid_prec@10 0.563115, valid_prec@30 0.534290, valid_mae 0.013067, valid_rmse 0.025083, valid_mape 133.181580, valid_acc 0.597167, test_loss 0.001331, ic 0.005357, icir 0.159183, ric 0.002892, ricir 0.054326, prec@10 0.562963, prec@30 0.543210, test_mae 0.018380, test_rmse 0.038230, test_mape 135.174988, test_acc 0.650730
