Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 64,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 64,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 34, train_loss 0.001316, train_ic 0.027152, train_icir 0.276007, train_ric -0.016962, train_ricir -0.135101, train_mae 0.021296, train_rmse 0.028317, train_mape 170.288498, train_acc 0.313856, valid_loss 0.0012215327, valid_ic 0.005550, valid_icir 0.147521, valid_ric -0.024106, valid_ricir -0.266186, valid_prec@10 0.574180, valid_prec@30 0.540710, valid_mae 0.016209, valid_rmse 0.031202, valid_mape 270.417419, valid_acc 0.574591, test_loss 0.002233, ic 0.004048, icir 0.094095, ric -0.012648, ricir -0.121976, prec@10 0.572016, prec@30 0.546228, test_mae 0.020705, test_rmse 0.054000, test_mape 272.467377, test_acc 0.676848
Epoch 35, train_loss 0.001280, train_ic 0.026278, train_icir 0.269622, train_ric 0.016890, train_ricir 0.136212, train_mae 0.019230, train_rmse 0.026030, train_mape 333.830963, train_acc 0.785746, valid_loss 0.0017669911, valid_ic -0.000603, valid_icir -0.011754, valid_ric -0.007224, valid_ricir -0.072160, valid_prec@10 0.605328, valid_prec@30 0.576503, valid_mae 0.031187, valid_rmse 0.042410, valid_mape 564.814148, valid_acc 0.328907, test_loss 0.002754, ic -0.005811, icir -0.103575, ric -0.004311, ricir -0.032297, prec@10 0.580247, prec@30 0.563374, test_mae 0.042691, test_rmse 0.065879, test_mape 544.787415, test_acc 0.210713
Epoch 36, train_loss 0.001312, train_ic 0.024828, train_icir 0.308707, train_ric 0.001355, train_ricir 0.013361, train_mae 0.015595, train_rmse 0.023511, train_mape 303.974396, train_acc 0.596282, valid_loss 0.0013132584, valid_ic 0.001969, valid_icir 0.060179, valid_ric -0.019902, valid_ricir -0.267380, valid_prec@10 0.549180, valid_prec@30 0.527186, valid_mae 0.022831, valid_rmse 0.035590, valid_mape 340.844910, valid_acc 0.323595, test_loss 0.002262, ic -0.001121, icir -0.027761, ric -0.013492, ricir -0.167809, prec@10 0.579012, prec@30 0.538134, test_mae 0.032754, test_rmse 0.058712, test_mape 379.385986, test_acc 0.211598
Epoch 37, train_loss 0.001316, train_ic 0.027703, train_icir 0.310477, train_ric 0.035706, train_ricir 0.330388, train_mae 0.018231, train_rmse 0.023459, train_mape 192.855530, train_acc 0.832227, valid_loss 0.0021136628, valid_ic 0.002569, valid_icir 0.046342, valid_ric 0.014025, valid_ricir 0.148351, valid_prec@10 0.575820, valid_prec@30 0.568579, valid_mae 0.030108, valid_rmse 0.041096, valid_mape 594.205078, valid_acc 0.605578, test_loss 0.003123, ic -0.004987, icir -0.081924, ric 0.011556, ricir 0.097095, prec@10 0.561317, prec@30 0.545267, test_mae 0.032445, test_rmse 0.058357, test_mape 519.242798, test_acc 0.713590
Epoch 38, train_loss 0.001331, train_ic 0.021659, train_icir 0.279344, train_ric 0.036399, train_ricir 0.382081, train_mae 0.014513, train_rmse 0.021694, train_mape 279.908081, train_acc 0.448871, valid_loss 0.0010885164, valid_ic 0.002029, valid_icir 0.064154, valid_ric 0.009161, valid_ricir 0.148488, valid_prec@10 0.529508, valid_prec@30 0.528142, valid_mae 0.014398, valid_rmse 0.029294, valid_mape 202.507751, valid_acc 0.564409, test_loss 0.001982, ic -0.002653, icir -0.065103, ric 0.006330, ricir 0.077249, prec@10 0.551852, prec@30 0.526337, test_mae 0.020188, test_rmse 0.051821, test_mape 232.280609, test_acc 0.646746
Epoch 39, train_loss 0.001256, train_ic 0.027925, train_icir 0.297200, train_ric 0.017975, train_ricir 0.147794, train_mae 0.015402, train_rmse 0.023111, train_mape 135.447983, train_acc 0.528110, valid_loss 0.0010992105, valid_ic 0.006706, valid_icir 0.205750, valid_ric 0.005819, valid_ricir 0.063711, valid_prec@10 0.558607, valid_prec@30 0.535109, valid_mae 0.017266, valid_rmse 0.031153, valid_mape 207.083862, valid_acc 0.337317, test_loss 0.001960, ic 0.001861, icir 0.049058, ric 0.008104, ricir 0.065805, prec@10 0.546914, prec@30 0.537723, test_mae 0.024568, test_rmse 0.053106, test_mape 250.205017, test_acc 0.347942
Epoch 40, train_loss 0.001252, train_ic 0.017671, train_icir 0.208442, train_ric -0.004410, train_ricir -0.040305, train_mae 0.024723, train_rmse 0.031865, train_mape 152.788162, train_acc 0.358566, valid_loss 0.0010548360, valid_ic 0.005284, valid_icir 0.170129, valid_ric -0.007736, valid_ricir -0.092353, valid_prec@10 0.578279, valid_prec@30 0.542350, valid_mae 0.015019, valid_rmse 0.029564, valid_mape 176.572388, valid_acc 0.431607, test_loss 0.001923, ic -0.000068, icir -0.001842, ric -0.009204, ricir -0.092890, prec@10 0.565021, prec@30 0.533333, test_mae 0.021910, test_rmse 0.051706, test_mape 230.144958, test_acc 0.459938
Epoch 41, train_loss 0.001283, train_ic 0.023272, train_icir 0.233068, train_ric 0.055863, train_ricir 0.434226, train_mae 0.017360, train_rmse 0.021345, train_mape 368.903992, train_acc 0.591855, valid_loss 0.0013189046, valid_ic 0.002755, valid_icir 0.061330, valid_ric 0.033728, valid_ricir 0.329171, valid_prec@10 0.541803, valid_prec@30 0.553689, valid_mae 0.018964, valid_rmse 0.030737, valid_mape 342.635101, valid_acc 0.606020, test_loss 0.002178, ic -0.006111, icir -0.122499, ric 0.021414, ricir 0.197083, prec@10 0.515638, prec@30 0.532099, test_mae 0.023554, test_rmse 0.050947, test_mape 345.122711, test_acc 0.700753
Epoch 42, train_loss 0.001241, train_ic 0.027799, train_icir 0.296061, train_ric 0.033152, train_ricir 0.280905, train_mae 0.019522, train_rmse 0.026337, train_mape 178.621017, train_acc 0.261620, valid_loss 0.0010729125, valid_ic 0.008230, valid_icir 0.258938, valid_ric 0.014319, valid_ricir 0.176063, valid_prec@10 0.520902, valid_prec@30 0.511885, valid_mae 0.016025, valid_rmse 0.030083, valid_mape 189.089691, valid_acc 0.372289, test_loss 0.001894, ic 0.004094, icir 0.106504, ric 0.016642, ricir 0.139141, prec@10 0.539506, prec@30 0.529492, test_mae 0.022500, test_rmse 0.050872, test_mape 242.035370, test_acc 0.442231
Epoch 43, train_loss 0.001289, train_ic 0.033586, train_icir 0.401657, train_ric 0.042448, train_ricir 0.393569, train_mae 0.019988, train_rmse 0.025602, train_mape 183.493896, train_acc 0.276228, valid_loss 0.0010746509, valid_ic 0.002545, valid_icir 0.066817, valid_ric 0.012502, valid_ricir 0.139234, valid_prec@10 0.544262, valid_prec@30 0.535656, valid_mae 0.014746, valid_rmse 0.028524, valid_mape 200.403519, valid_acc 0.598052, test_loss 0.001897, ic -0.004052, icir -0.094767, ric 0.007746, ricir 0.075183, prec@10 0.540329, prec@30 0.532373, test_mae 0.020395, test_rmse 0.049409, test_mape 229.853638, test_acc 0.680832
Epoch 44, train_loss 0.001250, train_ic 0.038676, train_icir 0.406566, train_ric 0.005626, train_ricir 0.048095, train_mae 0.019745, train_rmse 0.028534, train_mape 193.014038, train_acc 0.186808, valid_loss 0.0010512919, valid_ic 0.006721, valid_icir 0.224675, valid_ric -0.013612, valid_ricir -0.191945, valid_prec@10 0.544672, valid_prec@30 0.530328, valid_mae 0.016371, valid_rmse 0.029856, valid_mape 187.972015, valid_acc 0.342629, test_loss 0.001842, ic 0.002806, icir 0.076289, ric -0.004221, ricir -0.047454, prec@10 0.554321, prec@30 0.531962, test_mae 0.024290, test_rmse 0.051020, test_mape 241.296906, test_acc 0.303232
Epoch 45, train_loss 0.001246, train_ic 0.020532, train_icir 0.262620, train_ric -0.001647, train_ricir -0.016243, train_mae 0.025848, train_rmse 0.034975, train_mape 184.088196, train_acc 0.237273, valid_loss 0.0010181805, valid_ic 0.004421, valid_icir 0.149906, valid_ric 0.001425, valid_ricir 0.022201, valid_prec@10 0.553689, valid_prec@30 0.524727, valid_mae 0.015292, valid_rmse 0.029126, valid_mape 171.919830, valid_acc 0.359451, test_loss 0.001809, ic -0.000908, icir -0.025775, ric -0.007058, ricir -0.091022, prec@10 0.557613, prec@30 0.536077, test_mae 0.022595, test_rmse 0.049983, test_mape 221.022964, test_acc 0.329792
Epoch 46, train_loss 0.001246, train_ic 0.046765, train_icir 0.557605, train_ric 0.020910, train_ricir 0.206767, train_mae 0.033840, train_rmse 0.038364, train_mape 245.061417, train_acc 0.119522, valid_loss 0.0011728150, valid_ic 0.007656, valid_icir 0.264216, valid_ric -0.004677, valid_ricir -0.076788, valid_prec@10 0.571721, valid_prec@30 0.546721, valid_mae 0.017218, valid_rmse 0.028876, valid_mape 325.676117, valid_acc 0.606020, test_loss 0.001952, ic 0.002485, icir 0.073134, ric 0.004465, ricir 0.062272, prec@10 0.566667, prec@30 0.552675, test_mae 0.019935, test_rmse 0.047415, test_mape 293.661346, test_acc 0.717131
Epoch 47, train_loss 0.001249, train_ic 0.032900, train_icir 0.392990, train_ric 0.043973, train_ricir 0.407966, train_mae 0.026267, train_rmse 0.030450, train_mape 315.916504, train_acc 0.315184, valid_loss 0.0012099698, valid_ic 0.005165, valid_icir 0.129872, valid_ric 0.017794, valid_ricir 0.202363, valid_prec@10 0.565984, valid_prec@30 0.563798, valid_mae 0.017784, valid_rmse 0.029223, valid_mape 321.318451, valid_acc 0.602479, test_loss 0.001981, ic -0.001661, icir -0.038878, ric 0.017705, ricir 0.191930, prec@10 0.537860, prec@30 0.546776, test_mae 0.021838, test_rmse 0.047855, test_mape 310.584351, test_acc 0.703409
Epoch 48, train_loss 0.001260, train_ic 0.041144, train_icir 0.508231, train_ric 0.033394, train_ricir 0.352874, train_mae 0.031238, train_rmse 0.039747, train_mape 146.045944, train_acc 0.132359, valid_loss 0.0010008420, valid_ic 0.006490, valid_icir 0.203889, valid_ric 0.009747, valid_ricir 0.152318, valid_prec@10 0.575410, valid_prec@30 0.561066, valid_mae 0.014996, valid_rmse 0.028634, valid_mape 165.410355, valid_acc 0.409031, test_loss 0.001738, ic 0.000358, icir 0.009805, ric 0.014389, ricir 0.191961, prec@10 0.559671, prec@30 0.552263, test_mae 0.022514, test_rmse 0.048828, test_mape 211.046814, test_acc 0.335547
Epoch 49, train_loss 0.001244, train_ic 0.019581, train_icir 0.248363, train_ric 0.021890, train_ricir 0.237652, train_mae 0.015104, train_rmse 0.019998, train_mape 251.270798, train_acc 0.363435, valid_loss 0.0010234804, valid_ic 0.003761, valid_icir 0.157858, valid_ric 0.008794, valid_ricir 0.157682, valid_prec@10 0.531557, valid_prec@30 0.522404, valid_mae 0.014005, valid_rmse 0.027375, valid_mape 201.483459, valid_acc 0.599823, test_loss 0.001758, ic -0.000247, icir -0.007735, ric 0.006447, ricir 0.080624, prec@10 0.541152, prec@30 0.528121, test_mae 0.018706, test_rmse 0.046338, test_mape 217.492050, test_acc 0.692784
Epoch 50, train_loss 0.001239, train_ic 0.033658, train_icir 0.332688, train_ric 0.004749, train_ricir 0.038802, train_mae 0.039337, train_rmse 0.045410, train_mape 167.858276, train_acc 0.246569, valid_loss 0.0011234887, valid_ic 0.007332, valid_icir 0.162922, valid_ric -0.010317, valid_ricir -0.109887, valid_prec@10 0.540984, valid_prec@30 0.521311, valid_mae 0.016302, valid_rmse 0.028644, valid_mape 287.716949, valid_acc 0.596724, test_loss 0.001860, ic 0.006963, icir 0.148375, ric -0.003245, ricir -0.027478, prec@10 0.553498, prec@30 0.531276, test_mae 0.019562, test_rmse 0.046269, test_mape 268.413605, test_acc 0.679062
Epoch 51, train_loss 0.001238, train_ic 0.050840, train_icir 0.527360, train_ric 0.005799, train_ricir 0.048593, train_mae 0.013199, train_rmse 0.023627, train_mape 117.621468, train_acc 0.495795, valid_loss 0.0009690273, valid_ic 0.010084, valid_icir 0.303653, valid_ric -0.017865, valid_ricir -0.258549, valid_prec@10 0.572541, valid_prec@30 0.552732, valid_mae 0.013868, valid_rmse 0.027313, valid_mape 145.809402, valid_acc 0.440903, test_loss 0.001669, ic 0.006530, icir 0.182533, ric -0.000013, ricir -0.000162, prec@10 0.561728, prec@30 0.563237, test_mae 0.020577, test_rmse 0.046832, test_mape 192.860291, test_acc 0.470562
Epoch 52, train_loss 0.001243, train_ic 0.037797, train_icir 0.478732, train_ric 0.025275, train_ricir 0.287076, train_mae 0.107195, train_rmse 0.112789, train_mape 151.368713, train_acc 0.027446, valid_loss 0.0018048276, valid_ic 0.005912, valid_icir 0.140577, valid_ric -0.003489, valid_ricir -0.064126, valid_prec@10 0.547951, valid_prec@30 0.517623, valid_mae 0.027816, valid_rmse 0.036033, valid_mape 599.809204, valid_acc 0.601151, test_loss 0.002483, ic 0.001818, icir 0.040803, ric -0.001362, ricir -0.022601, prec@10 0.562551, prec@30 0.533471, test_mae 0.028203, test_rmse 0.049580, test_mape 464.676666, test_acc 0.712262
Epoch 53, train_loss 0.001206, train_ic 0.024697, train_icir 0.221894, train_ric -0.005353, train_ricir -0.040861, train_mae 0.036955, train_rmse 0.043897, train_mape 127.028564, train_acc 0.440903, valid_loss 0.0012032000, valid_ic 0.010532, valid_icir 0.191997, valid_ric -0.010257, valid_ricir -0.109274, valid_prec@10 0.544672, valid_prec@30 0.532240, valid_mae 0.020092, valid_rmse 0.031827, valid_mape 290.749084, valid_acc 0.424967, test_loss 0.001911, ic 0.012620, icir 0.214719, ric -0.000559, ricir -0.004723, prec@10 0.549794, prec@30 0.532647, test_mae 0.025585, test_rmse 0.048981, test_mape 297.490967, test_acc 0.458610
Epoch 54, train_loss 0.001218, train_ic 0.031009, train_icir 0.337839, train_ric -0.001184, train_ricir -0.010443, train_mae 0.011631, train_rmse 0.018969, train_mape 6045.181641, train_acc 0.428508, valid_loss 0.0009774322, valid_ic 0.008053, valid_icir 0.286140, valid_ric -0.008687, valid_ricir -0.115382, valid_prec@10 0.570082, valid_prec@30 0.548497, valid_mae 0.014881, valid_rmse 0.027652, valid_mape 160.997467, valid_acc 0.407260, test_loss 0.001657, ic 0.003083, icir 0.098348, ric -0.005463, ricir -0.066845, prec@10 0.557202, prec@30 0.549246, test_mae 0.021541, test_rmse 0.046439, test_mape 204.311707, test_acc 0.429836
Epoch 55, train_loss 0.001224, train_ic 0.013607, train_icir 0.142289, train_ric 0.053556, train_ricir 0.413918, train_mae 0.017338, train_rmse 0.025675, train_mape 145.443771, train_acc 0.750775, valid_loss 0.0010992725, valid_ic 0.002565, valid_icir 0.058886, valid_ric 0.041206, valid_ricir 0.407989, valid_prec@10 0.562705, valid_prec@30 0.554781, valid_mae 0.015431, valid_rmse 0.027408, valid_mape 237.807434, valid_acc 0.599823, test_loss 0.001789, ic -0.005859, icir -0.121776, ric 0.025501, ricir 0.236077, prec@10 0.548560, prec@30 0.540604, test_mae 0.020508, test_rmse 0.045020, test_mape 259.899872, test_acc 0.674192
Epoch 56, train_loss 0.001233, train_ic 0.028742, train_icir 0.319726, train_ric -0.005062, train_ricir -0.045934, train_mae 0.027382, train_rmse 0.030926, train_mape 381.909302, train_acc 0.110668, valid_loss 0.0013255144, valid_ic 0.008163, valid_icir 0.257887, valid_ric -0.007162, valid_ricir -0.097454, valid_prec@10 0.573361, valid_prec@30 0.541667, valid_mae 0.025868, valid_rmse 0.035341, valid_mape 415.745819, valid_acc 0.331120, test_loss 0.001948, ic 0.004662, icir 0.134843, ric -0.004200, ricir -0.045813, prec@10 0.558848, prec@30 0.549383, test_mae 0.033854, test_rmse 0.052671, test_mape 383.986176, test_acc 0.217353
Epoch 57, train_loss 0.001208, train_ic 0.030268, train_icir 0.366923, train_ric 0.016491, train_ricir 0.171396, train_mae 0.013589, train_rmse 0.024412, train_mape 148.740341, train_acc 0.412129, valid_loss 0.0009644828, valid_ic 0.000645, valid_icir 0.018394, valid_ric -0.008892, valid_ricir -0.150431, valid_prec@10 0.543033, valid_prec@30 0.517350, valid_mae 0.013806, valid_rmse 0.026851, valid_mape 149.080139, valid_acc 0.526339, test_loss 0.001627, ic -0.001865, icir -0.048202, ric -0.006553, ricir -0.101754, prec@10 0.560494, prec@30 0.522908, test_mae 0.021292, test_rmse 0.045814, test_mape 191.299927, test_acc 0.436919
Epoch 58, train_loss 0.001246, train_ic 0.038986, train_icir 0.490590, train_ric 0.036346, train_ricir 0.364223, train_mae 0.016316, train_rmse 0.022805, train_mape 10501.397461, train_acc 0.482957, valid_loss 0.0010228077, valid_ic 0.005331, valid_icir 0.184729, valid_ric 0.015166, valid_ricir 0.210465, valid_prec@10 0.561066, valid_prec@30 0.528142, valid_mae 0.014690, valid_rmse 0.026555, valid_mape 236.302155, valid_acc 0.601151, test_loss 0.001665, ic 0.001250, icir 0.038557, ric 0.006212, ricir 0.068052, prec@10 0.570370, prec@30 0.544170, test_mae 0.018224, test_rmse 0.043306, test_mape 221.813385, test_acc 0.707835
Epoch 59, train_loss 0.001207, train_ic 0.044547, train_icir 0.426823, train_ric 0.005971, train_ricir 0.046712, train_mae 0.014919, train_rmse 0.022099, train_mape 129.622269, train_acc 0.521027, valid_loss 0.0010098393, valid_ic 0.006479, valid_icir 0.172970, valid_ric -0.021907, valid_ricir -0.276615, valid_prec@10 0.574590, valid_prec@30 0.527732, valid_mae 0.016280, valid_rmse 0.028923, valid_mape 199.679535, valid_acc 0.327579, test_loss 0.001666, ic 0.002461, icir 0.057672, ric -0.009744, ricir -0.105165, prec@10 0.572428, prec@30 0.543347, test_mae 0.025049, test_rmse 0.047644, test_mape 245.503616, test_acc 0.229748
Epoch 60, train_loss 0.001193, train_ic 0.030075, train_icir 0.309710, train_ric 0.028964, train_ricir 0.249016, train_mae 0.013760, train_rmse 0.019110, train_mape 291.612488, train_acc 0.319610, valid_loss 0.0010073565, valid_ic 0.004883, valid_icir 0.114888, valid_ric 0.007323, valid_ricir 0.080017, valid_prec@10 0.574590, valid_prec@30 0.563798, valid_mae 0.016695, valid_rmse 0.028873, valid_mape 219.689590, valid_acc 0.351926, test_loss 0.001635, ic -0.001871, icir -0.041625, ric 0.005206, ricir 0.045575, prec@10 0.571193, prec@30 0.554733, test_mae 0.025129, test_rmse 0.047334, test_mape 245.592743, test_acc 0.242143
Epoch 61, train_loss 0.001210, train_ic 0.036446, train_icir 0.385273, train_ric 0.001127, train_ricir 0.009833, train_mae 0.027330, train_rmse 0.035581, train_mape 109.132317, train_acc 0.619743, valid_loss 0.0011139952, valid_ic 0.006713, valid_icir 0.191172, valid_ric -0.013911, valid_ricir -0.150976, valid_prec@10 0.571311, valid_prec@30 0.546038, valid_mae 0.020662, valid_rmse 0.031236, valid_mape 283.166565, valid_acc 0.331563, test_loss 0.001716, ic 0.005981, icir 0.157895, ric -0.007410, ricir -0.064302, prec@10 0.579012, prec@30 0.549108, test_mae 0.028512, test_rmse 0.048223, test_mape 297.185638, test_acc 0.224436
Epoch 62, train_loss 0.001208, train_ic 0.047308, train_icir 0.578175, train_ric 0.040593, train_ricir 0.419639, train_mae 0.015975, train_rmse 0.021008, train_mape 251.860352, train_acc 0.384241, valid_loss 0.0010064648, valid_ic 0.008903, valid_icir 0.260184, valid_ric 0.003174, valid_ricir 0.049871, valid_prec@10 0.561066, valid_prec@30 0.546858, valid_mae 0.014262, valid_rmse 0.025839, valid_mape 214.809708, valid_acc 0.600708, test_loss 0.001612, ic 0.005018, icir 0.141384, ric 0.010665, ricir 0.158307, prec@10 0.557613, prec@30 0.553086, test_mae 0.019002, test_rmse 0.042921, test_mape 215.729660, test_acc 0.679947
Epoch 63, train_loss 0.001189, train_ic 0.051059, train_icir 0.479250, train_ric -0.001005, train_ricir -0.007850, train_mae 0.014325, train_rmse 0.019921, train_mape 202.668793, train_acc 0.349712, valid_loss 0.0010094000, valid_ic 0.011554, valid_icir 0.296793, valid_ric -0.021683, valid_ricir -0.284545, valid_prec@10 0.570492, valid_prec@30 0.538115, valid_mae 0.017243, valid_rmse 0.028562, valid_mape 209.663315, valid_acc 0.324923, test_loss 0.001597, ic 0.009562, icir 0.230516, ric -0.006682, ricir -0.077472, prec@10 0.582716, prec@30 0.562414, test_mae 0.024567, test_rmse 0.045945, test_mape 236.728210, test_acc 0.252767
Epoch 64, train_loss 0.001194, train_ic 0.024605, train_icir 0.293419, train_ric 0.016483, train_ricir 0.161086, train_mae 0.023447, train_rmse 0.033943, train_mape 125.088081, train_acc 0.624170, valid_loss 0.0009807883, valid_ic 0.005422, valid_icir 0.156172, valid_ric -0.002942, valid_ricir -0.034246, valid_prec@10 0.559016, valid_prec@30 0.534426, valid_mae 0.015005, valid_rmse 0.027147, valid_mape 181.674423, valid_acc 0.462594, test_loss 0.001579, ic 0.005609, icir 0.151643, ric 0.002620, ricir 0.023423, prec@10 0.563786, prec@30 0.545679, test_mae 0.021436, test_rmse 0.043758, test_mape 209.537552, test_acc 0.462151
Epoch 65, train_loss 0.001186, train_ic 0.012807, train_icir 0.133664, train_ric 0.032152, train_ricir 0.275644, train_mae 0.042279, train_rmse 0.050244, train_mape 108.085739, train_acc 0.444887, valid_loss 0.0012163606, valid_ic -0.000803, valid_icir -0.014956, valid_ric 0.017614, valid_ricir 0.192397, valid_prec@10 0.574180, valid_prec@30 0.566530, valid_mae 0.022136, valid_rmse 0.033338, valid_mape 355.865753, valid_acc 0.360779, test_loss 0.001848, ic -0.009376, icir -0.155431, ric 0.006082, ricir 0.050583, prec@10 0.565844, prec@30 0.547188, test_mae 0.031133, test_rmse 0.050216, test_mape 341.429565, test_acc 0.252324
Epoch 66, train_loss 0.001184, train_ic 0.047377, train_icir 0.493739, train_ric 0.003834, train_ricir 0.033206, train_mae 0.017822, train_rmse 0.026048, train_mape 94.249084, train_acc 0.824259, valid_loss 0.0009564728, valid_ic 0.010875, valid_icir 0.336162, valid_ric -0.012006, valid_ricir -0.169575, valid_prec@10 0.568033, valid_prec@30 0.542896, valid_mae 0.013121, valid_rmse 0.025554, valid_mape 166.383545, valid_acc 0.609562, test_loss 0.001531, ic 0.006699, icir 0.185705, ric -0.003056, ricir -0.036651, prec@10 0.565844, prec@30 0.550480, test_mae 0.017844, test_rmse 0.041677, test_mape 182.694717, test_acc 0.704294
Epoch 67, train_loss 0.001191, train_ic 0.028639, train_icir 0.268087, train_ric -0.014321, train_ricir -0.110459, train_mae 0.027918, train_rmse 0.038254, train_mape 153.616730, train_acc 0.804338, valid_loss 0.0009943019, valid_ic 0.005908, valid_icir 0.134194, valid_ric -0.020293, valid_ricir -0.212325, valid_prec@10 0.568443, valid_prec@30 0.532514, valid_mae 0.014938, valid_rmse 0.026722, valid_mape 211.905289, valid_acc 0.505091, test_loss 0.001578, ic 0.006567, icir 0.131540, ric -0.014170, ricir -0.126466, prec@10 0.573251, prec@30 0.544582, test_mae 0.019671, test_rmse 0.042509, test_mape 200.580811, test_acc 0.571492
Epoch 68, train_loss 0.001203, train_ic 0.039987, train_icir 0.374183, train_ric 0.024192, train_ricir 0.186915, train_mae 0.015506, train_rmse 0.023727, train_mape 168.548172, train_acc 0.462151, valid_loss 0.0011074358, valid_ic 0.012660, valid_icir 0.280788, valid_ric 0.001730, valid_ricir 0.019561, valid_prec@10 0.544262, valid_prec@30 0.532650, valid_mae 0.018880, valid_rmse 0.030038, valid_mape 237.218567, valid_acc 0.352811, test_loss 0.001661, ic 0.014305, icir 0.289914, ric 0.011379, ricir 0.094487, prec@10 0.552675, prec@30 0.544993, test_mae 0.025040, test_rmse 0.045319, test_mape 251.744492, test_acc 0.390438
Epoch 69, train_loss 0.001200, train_ic 0.036470, train_icir 0.432604, train_ric 0.019656, train_ricir 0.209381, train_mae 0.070386, train_rmse 0.078599, train_mape 102.510902, train_acc 0.312085, valid_loss 0.0009276280, valid_ic 0.005558, valid_icir 0.169382, valid_ric 0.000957, valid_ricir 0.017659, valid_prec@10 0.550820, valid_prec@30 0.512432, valid_mae 0.013368, valid_rmse 0.025877, valid_mape 138.058823, valid_acc 0.559982, test_loss 0.001494, ic 0.000801, icir 0.021372, ric -0.007766, ricir -0.123909, prec@10 0.562963, prec@30 0.528395, test_mae 0.020050, test_rmse 0.042832, test_mape 166.866440, test_acc 0.552900
Epoch 70, train_loss 0.001220, train_ic 0.042198, train_icir 0.477633, train_ric 0.022584, train_ricir 0.233315, train_mae 0.020930, train_rmse 0.028044, train_mape 65.968864, train_acc 0.885347, valid_loss 0.0010786595, valid_ic 0.008510, valid_icir 0.261919, valid_ric -0.002340, valid_ricir -0.035510, valid_prec@10 0.570492, valid_prec@30 0.541803, valid_mae 0.016022, valid_rmse 0.026626, valid_mape 296.647858, valid_acc 0.603364, test_loss 0.001631, ic 0.006301, icir 0.171123, ric -0.000826, ricir -0.009076, prec@10 0.570782, prec@30 0.556790, test_mae 0.018177, test_rmse 0.040281, test_mape 241.585159, test_acc 0.707835
Epoch 71, train_loss 0.001187, train_ic 0.033225, train_icir 0.460872, train_ric 0.025499, train_ricir 0.304897, train_mae 0.021018, train_rmse 0.025382, train_mape 285.337463, train_acc 0.308544, valid_loss 0.0010570163, valid_ic 0.004644, valid_icir 0.129490, valid_ric -0.001419, valid_ricir -0.026514, valid_prec@10 0.557377, valid_prec@30 0.524454, valid_mae 0.016009, valid_rmse 0.026768, valid_mape 276.558777, valid_acc 0.600708, test_loss 0.001640, ic 0.000629, icir 0.015516, ric -0.002211, ricir -0.035534, prec@10 0.565021, prec@30 0.537723, test_mae 0.019253, test_rmse 0.041984, test_mape 223.776062, test_acc 0.689243
Epoch 72, train_loss 0.001187, train_ic 0.049422, train_icir 0.444493, train_ric -0.018941, train_ricir -0.136406, train_mae 0.016380, train_rmse 0.023333, train_mape 148.913025, train_acc 0.471005, valid_loss 0.0009511032, valid_ic 0.012263, valid_icir 0.258237, valid_ric -0.035457, valid_ricir -0.386384, valid_prec@10 0.580738, valid_prec@30 0.531284, valid_mae 0.013771, valid_rmse 0.025866, valid_mape 155.121323, valid_acc 0.525011, test_loss 0.001526, ic 0.011571, icir 0.227523, ric -0.018023, ricir -0.181330, prec@10 0.576955, prec@30 0.552949, test_mae 0.020399, test_rmse 0.042920, test_mape 180.881470, test_acc 0.505091
Epoch 73, train_loss 0.001181, train_ic 0.042379, train_icir 0.455274, train_ric 0.008786, train_ricir 0.081039, train_mae 0.013554, train_rmse 0.019861, train_mape 268.726837, train_acc 0.478088, valid_loss 0.0009733906, valid_ic 0.011958, valid_icir 0.334384, valid_ric -0.010098, valid_ricir -0.134990, valid_prec@10 0.570082, valid_prec@30 0.545355, valid_mae 0.014187, valid_rmse 0.026052, valid_mape 197.989426, valid_acc 0.540947, test_loss 0.001541, ic 0.009937, icir 0.251549, ric -0.000581, ricir -0.006113, prec@10 0.559259, prec@30 0.540466, test_mae 0.018375, test_rmse 0.041347, test_mape 194.166840, test_acc 0.658256
Epoch 74, train_loss 0.001187, train_ic 0.036009, train_icir 0.470784, train_ric 0.039386, train_ricir 0.428441, train_mae 0.035519, train_rmse 0.043231, train_mape 104.425751, train_acc 0.782647, valid_loss 0.0009845894, valid_ic 0.003426, valid_icir 0.104770, valid_ric 0.011077, valid_ricir 0.188656, valid_prec@10 0.536475, valid_prec@30 0.511475, valid_mae 0.016538, valid_rmse 0.028137, valid_mape 204.955383, valid_acc 0.319610, test_loss 0.001551, ic -0.000969, icir -0.026066, ric 0.000961, ricir 0.014872, prec@10 0.541564, prec@30 0.523182, test_mae 0.024940, test_rmse 0.045662, test_mape 235.479858, test_acc 0.223993
