Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 64,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 64,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 37, train_loss 0.001343, train_ic 0.023076, train_icir 0.240235, train_ric 0.034868, train_ricir 0.285204, train_mae 0.020206, train_rmse 0.025231, train_mape 221.760223, train_acc 0.814598, valid_loss 0.0021634822, valid_ic -0.003458, valid_icir -0.053975, valid_ric 0.006663, valid_ricir 0.065309, valid_prec@10 0.632787, valid_prec@30 0.592760, valid_mae 0.031056, valid_rmse 0.043126, valid_mape 608.506042, valid_acc 0.593971, test_loss 0.003494, ic -0.010480, icir -0.162424, ric 0.004472, ricir 0.033143, prec@10 0.650617, prec@30 0.593416, test_mae 0.032065, test_rmse 0.061163, test_mape 463.148346, test_acc 0.743226
Epoch 38, train_loss 0.001359, train_ic 0.014827, train_icir 0.208578, train_ric 0.035883, train_ricir 0.382559, train_mae 0.015135, train_rmse 0.021824, train_mape 310.000305, train_acc 0.448926, valid_loss 0.0011537335, valid_ic 0.004850, valid_icir 0.129034, valid_ric 0.020728, valid_ricir 0.341095, valid_prec@10 0.506148, valid_prec@30 0.514617, valid_mae 0.015887, valid_rmse 0.031970, valid_mape 227.519913, valid_acc 0.567626, test_loss 0.002456, ic -0.001267, icir -0.026862, ric 0.011204, ricir 0.146032, prec@10 0.529630, prec@30 0.514678, test_mae 0.022867, test_rmse 0.056281, test_mape 238.373825, test_acc 0.672384
Epoch 39, train_loss 0.001275, train_ic 0.025719, train_icir 0.294170, train_ric 0.026003, train_ricir 0.206678, train_mae 0.015290, train_rmse 0.023053, train_mape 135.386581, train_acc 0.526608, valid_loss 0.0010928318, valid_ic 0.005863, valid_icir 0.182714, valid_ric 0.011378, valid_ricir 0.129483, valid_prec@10 0.509836, valid_prec@30 0.524590, valid_mae 0.017051, valid_rmse 0.032297, valid_mape 192.023926, valid_acc 0.360130, test_loss 0.002311, ic -0.000114, icir -0.003138, ric 0.011678, ricir 0.103175, prec@10 0.520165, prec@30 0.522497, test_mae 0.026196, test_rmse 0.056835, test_mape 228.288010, test_acc 0.382053
Epoch 40, train_loss 0.001276, train_ic 0.021578, train_icir 0.259279, train_ric -0.008161, train_ricir -0.071423, train_mae 0.027359, train_rmse 0.035602, train_mape 131.409775, train_acc 0.329586, valid_loss 0.0010529376, valid_ic 0.010820, valid_icir 0.329770, valid_ric -0.004905, valid_ricir -0.057591, valid_prec@10 0.583607, valid_prec@30 0.555055, valid_mae 0.015248, valid_rmse 0.030664, valid_mape 165.505997, valid_acc 0.459804, test_loss 0.002261, ic 0.004290, icir 0.136733, ric 0.000839, ricir 0.008305, prec@10 0.569959, prec@30 0.548422, test_mae 0.024180, test_rmse 0.055254, test_mape 218.560547, test_acc 0.468059
Epoch 41, train_loss 0.001307, train_ic 0.017830, train_icir 0.182185, train_ric 0.046225, train_ricir 0.370477, train_mae 0.018879, train_rmse 0.022789, train_mape 406.249237, train_acc 0.588562, valid_loss 0.0013582585, valid_ic -0.000841, valid_icir -0.016582, valid_ric 0.025559, valid_ricir 0.257999, valid_prec@10 0.579098, valid_prec@30 0.559563, valid_mae 0.020055, valid_rmse 0.032836, valid_mape 354.894318, valid_acc 0.598588, test_loss 0.002564, ic -0.009435, icir -0.193482, ric 0.012997, ricir 0.115369, prec@10 0.595062, prec@30 0.569410, test_mae 0.024461, test_rmse 0.054355, test_mape 318.972076, test_acc 0.737509
Epoch 42, train_loss 0.001269, train_ic 0.034821, train_icir 0.380407, train_ric 0.039537, train_ricir 0.320322, train_mae 0.018604, train_rmse 0.025816, train_mape 151.479111, train_acc 0.261380, valid_loss 0.0010495910, valid_ic 0.011979, valid_icir 0.362637, valid_ric 0.022277, valid_ricir 0.286535, valid_prec@10 0.535246, valid_prec@30 0.534153, valid_mae 0.015527, valid_rmse 0.030635, valid_mape 169.185974, valid_acc 0.405486, test_loss 0.002201, ic 0.003464, icir 0.103104, ric 0.020888, ricir 0.181867, prec@10 0.519753, prec@30 0.535254, test_mae 0.023472, test_rmse 0.054093, test_mape 217.223099, test_acc 0.508079
Epoch 43, train_loss 0.001320, train_ic 0.029642, train_icir 0.347488, train_ric 0.036818, train_ricir 0.315418, train_mae 0.020441, train_rmse 0.026123, train_mape 181.618744, train_acc 0.285663, valid_loss 0.0010867204, valid_ic 0.000921, valid_icir 0.020244, valid_ric 0.008148, valid_ricir 0.083172, valid_prec@10 0.622541, valid_prec@30 0.573087, valid_mae 0.015165, valid_rmse 0.030397, valid_mape 188.153519, valid_acc 0.583650, test_loss 0.002288, ic -0.006329, icir -0.139533, ric 0.003887, ricir 0.031559, prec@10 0.625926, prec@30 0.598354, test_mae 0.022143, test_rmse 0.053862, test_mape 205.738358, test_acc 0.680835
Epoch 44, train_loss 0.001278, train_ic 0.038904, train_icir 0.437341, train_ric 0.007819, train_ricir 0.065052, train_mae 0.021974, train_rmse 0.030588, train_mape 199.869583, train_acc 0.210694, valid_loss 0.0010699694, valid_ic 0.011195, valid_icir 0.368597, valid_ric -0.005883, valid_ricir -0.079494, valid_prec@10 0.541803, valid_prec@30 0.541120, valid_mae 0.017185, valid_rmse 0.031280, valid_mape 197.897964, valid_acc 0.365019, test_loss 0.002191, ic 0.005293, icir 0.163042, ric 0.005874, ricir 0.062719, prec@10 0.562551, prec@30 0.546914, test_mae 0.027318, test_rmse 0.055368, test_mape 244.347427, test_acc 0.283371
Epoch 45, train_loss 0.001274, train_ic 0.021857, train_icir 0.310112, train_ric -0.002580, train_ricir -0.027003, train_mae 0.023421, train_rmse 0.032563, train_mape 159.043427, train_acc 0.252362, valid_loss 0.0010079390, valid_ic 0.004742, valid_icir 0.161965, valid_ric -0.002998, valid_ricir -0.055748, valid_prec@10 0.575410, valid_prec@30 0.565301, valid_mae 0.014700, valid_rmse 0.029526, valid_mape 148.696823, valid_acc 0.436719, test_loss 0.002133, ic -0.000787, icir -0.024977, ric -0.003887, ricir -0.062561, prec@10 0.580658, prec@30 0.557750, test_mae 0.023549, test_rmse 0.053344, test_mape 195.745804, test_acc 0.449167
Epoch 46, train_loss 0.001271, train_ic 0.042091, train_icir 0.542934, train_ric 0.011417, train_ricir 0.108049, train_mae 0.034414, train_rmse 0.038972, train_mape 261.548676, train_acc 0.132106, valid_loss 0.0012194114, valid_ic 0.011190, valid_icir 0.369260, valid_ric -0.003148, valid_ricir -0.055590, valid_prec@10 0.554098, valid_prec@30 0.541940, valid_mae 0.018836, valid_rmse 0.030748, valid_mape 359.900116, valid_acc 0.595057, test_loss 0.002332, ic 0.004739, icir 0.152125, ric 0.008181, ricir 0.111972, prec@10 0.574074, prec@30 0.554733, test_mae 0.020826, test_rmse 0.051044, test_mape 292.770569, test_acc 0.751678
Epoch 47, train_loss 0.001276, train_ic 0.029052, train_icir 0.341786, train_ric 0.042086, train_ricir 0.375961, train_mae 0.027520, train_rmse 0.032027, train_mape 330.007568, train_acc 0.321416, valid_loss 0.0012646765, valid_ic 0.003824, valid_icir 0.083503, valid_ric 0.015960, valid_ricir 0.177829, valid_prec@10 0.625000, valid_prec@30 0.584016, valid_mae 0.019202, valid_rmse 0.031174, valid_mape 340.841919, valid_acc 0.593156, test_loss 0.002365, ic -0.005246, icir -0.114514, ric 0.012749, ricir 0.125166, prec@10 0.639506, prec@30 0.592867, test_mae 0.022872, test_rmse 0.051786, test_mape 299.763947, test_acc 0.736764
Epoch 48, train_loss 0.001288, train_ic 0.037829, train_icir 0.554074, train_ric 0.033987, train_ricir 0.396374, train_mae 0.032127, train_rmse 0.041455, train_mape 137.249954, train_acc 0.139827, valid_loss 0.0010002275, valid_ic 0.010093, valid_icir 0.323840, valid_ric 0.013961, valid_ricir 0.276518, valid_prec@10 0.542213, valid_prec@30 0.532104, valid_mae 0.015349, valid_rmse 0.029688, valid_mape 162.434204, valid_acc 0.405215, test_loss 0.002066, ic 0.001151, icir 0.032912, ric 0.012627, ricir 0.221770, prec@10 0.559671, prec@30 0.530178, test_mae 0.024359, test_rmse 0.052863, test_mape 204.307251, test_acc 0.358190
Epoch 49, train_loss 0.001271, train_ic 0.020807, train_icir 0.290264, train_ric 0.022609, train_ricir 0.248982, train_mae 0.014826, train_rmse 0.019894, train_mape 228.477051, train_acc 0.388336, valid_loss 0.0010162857, valid_ic 0.006309, valid_icir 0.250006, valid_ric 0.016542, valid_ricir 0.320417, valid_prec@10 0.557377, valid_prec@30 0.535519, valid_mae 0.014356, valid_rmse 0.028291, valid_mape 190.669266, valid_acc 0.590983, test_loss 0.002068, ic -0.000983, icir -0.032099, ric 0.012756, ricir 0.200166, prec@10 0.526749, prec@30 0.538272, test_mae 0.020018, test_rmse 0.050289, test_mape 204.258423, test_acc 0.716132
Epoch 50, train_loss 0.001266, train_ic 0.034284, train_icir 0.338327, train_ric 0.005605, train_ricir 0.043276, train_mae 0.039000, train_rmse 0.044864, train_mape 168.767380, train_acc 0.246041, valid_loss 0.0011702450, valid_ic 0.012321, valid_icir 0.277447, valid_ric -0.007098, valid_ricir -0.075321, valid_prec@10 0.534426, valid_prec@30 0.526639, valid_mae 0.018070, valid_rmse 0.030272, valid_mape 341.978729, valid_acc 0.593971, test_loss 0.002230, ic 0.009674, icir 0.246699, ric 0.004873, ricir 0.039606, prec@10 0.565432, prec@30 0.544856, test_mae 0.020248, test_rmse 0.049686, test_mape 272.172089, test_acc 0.740741
Epoch 51, train_loss 0.001267, train_ic 0.047886, train_icir 0.538513, train_ric 0.008161, train_ricir 0.069081, train_mae 0.015203, train_rmse 0.024765, train_mape 120.774223, train_acc 0.454655, valid_loss 0.0009947435, valid_ic 0.009241, valid_icir 0.249076, valid_ric -0.013941, valid_ricir -0.207069, valid_prec@10 0.639754, valid_prec@30 0.592623, valid_mae 0.014419, valid_rmse 0.028721, valid_mape 143.841202, valid_acc 0.479087, test_loss 0.002042, ic 0.002008, icir 0.061010, ric 0.003741, ricir 0.051760, prec@10 0.631276, prec@30 0.595062, test_mae 0.022673, test_rmse 0.050926, test_mape 185.288605, test_acc 0.538156
Epoch 52, train_loss 0.001271, train_ic 0.037033, train_icir 0.448944, train_ric 0.025212, train_ricir 0.272949, train_mae 0.108686, train_rmse 0.114601, train_mape 156.580627, train_acc 0.028047, valid_loss 0.0019029847, valid_ic 0.010703, valid_icir 0.222715, valid_ric 0.000938, valid_ricir 0.016308, valid_prec@10 0.561475, valid_prec@30 0.525273, valid_mae 0.029387, valid_rmse 0.037787, valid_mape 624.615173, valid_acc 0.594785, test_loss 0.002851, ic 0.003058, icir 0.063616, ric 0.006356, ricir 0.084085, prec@10 0.583539, prec@30 0.563374, test_mae 0.028936, test_rmse 0.052954, test_mape 450.811920, test_acc 0.744966
Epoch 53, train_loss 0.001234, train_ic 0.027753, train_icir 0.252318, train_ric 0.001042, train_ricir 0.007827, train_mae 0.036625, train_rmse 0.043018, train_mape 126.738144, train_acc 0.450692, valid_loss 0.0011922515, valid_ic 0.018992, valid_icir 0.326954, valid_ric -0.002784, valid_ricir -0.029080, valid_prec@10 0.528689, valid_prec@30 0.526639, valid_mae 0.019732, valid_rmse 0.032412, valid_mape 261.940338, valid_acc 0.438620, test_loss 0.002226, ic 0.018679, icir 0.351491, ric 0.010735, ricir 0.082141, prec@10 0.536626, prec@30 0.535940, test_mae 0.027168, test_rmse 0.052630, test_mape 276.276733, test_acc 0.462093
Epoch 54, train_loss 0.001249, train_ic 0.028145, train_icir 0.347534, train_ric 0.001577, train_ricir 0.015629, train_mae 0.012952, train_rmse 0.020827, train_mape 4558.727051, train_acc 0.409335, valid_loss 0.0009722922, valid_ic 0.009811, valid_icir 0.365824, valid_ric -0.001235, valid_ricir -0.019755, valid_prec@10 0.585246, valid_prec@30 0.562705, valid_mae 0.014974, valid_rmse 0.028320, valid_mape 156.365005, valid_acc 0.423683, test_loss 0.001957, ic 0.003336, icir 0.126958, ric 0.004578, ricir 0.064533, prec@10 0.557202, prec@30 0.548148, test_mae 0.022979, test_rmse 0.050171, test_mape 195.332382, test_acc 0.446682
Epoch 55, train_loss 0.001252, train_ic 0.014484, train_icir 0.150447, train_ric 0.049153, train_ricir 0.402667, train_mae 0.018360, train_rmse 0.027362, train_mape 144.196716, train_acc 0.721323, valid_loss 0.0010537507, valid_ic 0.001203, valid_icir 0.024725, valid_ric 0.035974, valid_ricir 0.377909, valid_prec@10 0.512705, valid_prec@30 0.529781, valid_mae 0.015228, valid_rmse 0.027913, valid_mape 216.207932, valid_acc 0.586095, test_loss 0.002029, ic -0.008055, icir -0.163155, ric 0.017053, ricir 0.160083, prec@10 0.495885, prec@30 0.514815, test_mae 0.021242, test_rmse 0.049059, test_mape 227.783127, test_acc 0.673130
Epoch 56, train_loss 0.001259, train_ic 0.024902, train_icir 0.306693, train_ric -0.007814, train_ricir -0.073899, train_mae 0.028004, train_rmse 0.031860, train_mape 367.185577, train_acc 0.097120, valid_loss 0.0012842032, valid_ic 0.007851, valid_icir 0.236866, valid_ric -0.007528, valid_ricir -0.108822, valid_prec@10 0.553279, valid_prec@30 0.545765, valid_mae 0.024804, valid_rmse 0.035049, valid_mape 394.730469, valid_acc 0.348995, test_loss 0.002207, ic 0.002949, icir 0.091816, ric -0.003846, ricir -0.046306, prec@10 0.579835, prec@30 0.542661, test_mae 0.035439, test_rmse 0.056503, test_mape 367.440125, test_acc 0.193388
Epoch 57, train_loss 0.001234, train_ic 0.027272, train_icir 0.391330, train_ric 0.013497, train_ricir 0.164426, train_mae 0.013603, train_rmse 0.023242, train_mape 141.873154, train_acc 0.452775, valid_loss 0.0009592865, valid_ic 0.003823, valid_icir 0.119002, valid_ric -0.006714, valid_ricir -0.155358, valid_prec@10 0.560246, valid_prec@30 0.525273, valid_mae 0.014220, valid_rmse 0.027454, valid_mape 145.637375, valid_acc 0.488050, test_loss 0.001911, ic -0.000625, icir -0.017437, ric -0.003068, ricir -0.062871, prec@10 0.558436, prec@30 0.536351, test_mae 0.023506, test_rmse 0.049856, test_mape 192.668900, test_acc 0.407159
Epoch 58, train_loss 0.001274, train_ic 0.036655, train_icir 0.476787, train_ric 0.029253, train_ricir 0.289286, train_mae 0.017883, train_rmse 0.024218, train_mape 5863.637695, train_acc 0.427942, valid_loss 0.0010303584, valid_ic 0.011145, valid_icir 0.373518, valid_ric 0.014364, valid_ricir 0.198322, valid_prec@10 0.550000, valid_prec@30 0.538934, valid_mae 0.015451, valid_rmse 0.027466, valid_mape 255.662506, valid_acc 0.596143, test_loss 0.001984, ic 0.004969, icir 0.163976, ric 0.011453, ricir 0.118966, prec@10 0.540741, prec@30 0.535940, test_mae 0.019169, test_rmse 0.047101, test_mape 213.937668, test_acc 0.747949
Epoch 59, train_loss 0.001234, train_ic 0.042974, train_icir 0.454755, train_ric 0.001825, train_ricir 0.015444, train_mae 0.015164, train_rmse 0.022451, train_mape 135.228439, train_acc 0.515484, valid_loss 0.0010146552, valid_ic 0.011904, valid_icir 0.349691, valid_ric -0.011363, valid_ricir -0.160970, valid_prec@10 0.568443, valid_prec@30 0.540710, valid_mae 0.017138, valid_rmse 0.029365, valid_mape 213.264709, valid_acc 0.354155, test_loss 0.001937, ic 0.005043, icir 0.148308, ric -0.000090, ricir -0.001401, prec@10 0.573663, prec@30 0.550892, test_mae 0.027744, test_rmse 0.051672, test_mape 244.536423, test_acc 0.224957
Epoch 60, train_loss 0.001218, train_ic 0.028805, train_icir 0.295725, train_ric 0.024096, train_ricir 0.197448, train_mae 0.014383, train_rmse 0.019706, train_mape 340.678009, train_acc 0.334727, valid_loss 0.0010332394, valid_ic 0.005701, valid_icir 0.117053, valid_ric 0.006682, valid_ricir 0.071401, valid_prec@10 0.636475, valid_prec@30 0.578279, valid_mae 0.017862, valid_rmse 0.030237, valid_mape 244.799927, valid_acc 0.376154, test_loss 0.001973, ic -0.004866, icir -0.102664, ric 0.003204, ricir 0.025652, prec@10 0.609877, prec@30 0.594513, test_mae 0.028507, test_rmse 0.052280, test_mape 267.685913, test_acc 0.220234
Epoch 61, train_loss 0.001244, train_ic 0.039639, train_icir 0.451510, train_ric 0.004806, train_ricir 0.041733, train_mae 0.026923, train_rmse 0.035010, train_mape 112.947014, train_acc 0.654330, valid_loss 0.0010950477, valid_ic 0.008717, valid_icir 0.260530, valid_ric -0.007578, valid_ricir -0.087700, valid_prec@10 0.556967, valid_prec@30 0.547268, valid_mae 0.020185, valid_rmse 0.031307, valid_mape 279.003296, valid_acc 0.349538, test_loss 0.001984, ic 0.004265, icir 0.133784, ric 0.001683, ricir 0.015896, prec@10 0.556379, prec@30 0.554321, test_mae 0.030280, test_rmse 0.052377, test_mape 282.833588, test_acc 0.201342
Epoch 62, train_loss 0.001231, train_ic 0.040780, train_icir 0.521613, train_ric 0.038949, train_ricir 0.432303, train_mae 0.016573, train_rmse 0.021846, train_mape 257.200012, train_acc 0.388243, valid_loss 0.0010252974, valid_ic 0.009043, valid_icir 0.225140, valid_ric 0.013373, valid_ricir 0.212719, valid_prec@10 0.634836, valid_prec@30 0.596721, valid_mae 0.015348, valid_rmse 0.027084, valid_mape 230.954788, valid_acc 0.592884, test_loss 0.001923, ic 0.000309, icir 0.008047, ric 0.015461, ricir 0.214329, prec@10 0.623457, prec@30 0.595199, test_mae 0.020594, test_rmse 0.047030, test_mape 210.749680, test_acc 0.692767
Epoch 63, train_loss 0.001219, train_ic 0.051564, train_icir 0.504460, train_ric 0.007879, train_ricir 0.060784, train_mae 0.013917, train_rmse 0.019702, train_mape 192.786926, train_acc 0.342776, valid_loss 0.0010085960, valid_ic 0.017845, valid_icir 0.414274, valid_ric -0.010891, valid_ricir -0.148598, valid_prec@10 0.567623, valid_prec@30 0.557650, valid_mae 0.017266, valid_rmse 0.029219, valid_mape 215.142654, valid_acc 0.351983, test_loss 0.001900, ic 0.008895, icir 0.205721, ric 0.003718, ricir 0.043812, prec@10 0.580658, prec@30 0.574074, test_mae 0.027006, test_rmse 0.050736, test_mape 238.432495, test_acc 0.255779
Epoch 64, train_loss 0.001223, train_ic 0.027094, train_icir 0.348194, train_ric 0.021258, train_ricir 0.215641, train_mae 0.023231, train_rmse 0.033823, train_mape 122.405258, train_acc 0.639706, valid_loss 0.0009606979, valid_ic 0.010529, valid_icir 0.316378, valid_ric 0.004358, valid_ricir 0.058266, valid_prec@10 0.548361, valid_prec@30 0.533880, valid_mae 0.014835, valid_rmse 0.027009, valid_mape 172.817047, valid_acc 0.517925, test_loss 0.001844, ic 0.007650, icir 0.253339, ric 0.014280, ricir 0.142741, prec@10 0.537037, prec@30 0.530864, test_mae 0.022723, test_rmse 0.047675, test_mape 197.936890, test_acc 0.512801
Epoch 65, train_loss 0.001214, train_ic 0.010384, train_icir 0.106882, train_ric 0.029061, train_ricir 0.243252, train_mae 0.041505, train_rmse 0.049263, train_mape 104.787552, train_acc 0.437265, valid_loss 0.0012372341, valid_ic -0.006542, valid_icir -0.112191, valid_ric 0.016334, valid_ricir 0.183010, valid_prec@10 0.639754, valid_prec@30 0.599180, valid_mae 0.022606, valid_rmse 0.034078, valid_mape 361.316620, valid_acc 0.392450, test_loss 0.002184, ic -0.015541, icir -0.253232, ric 0.002057, ricir 0.016691, prec@10 0.639506, prec@30 0.596571, test_mae 0.034068, test_rmse 0.054876, test_mape 349.176636, test_acc 0.225951
Epoch 66, train_loss 0.001212, train_ic 0.048123, train_icir 0.521328, train_ric 0.007195, train_ricir 0.062857, train_mae 0.021535, train_rmse 0.030016, train_mape 93.448479, train_acc 0.782158, valid_loss 0.0009404195, valid_ic 0.016581, valid_icir 0.477345, valid_ric -0.003732, valid_ricir -0.057839, valid_prec@10 0.567213, valid_prec@30 0.548907, valid_mae 0.013574, valid_rmse 0.025816, valid_mape 162.515182, valid_acc 0.591526, test_loss 0.001784, ic 0.006936, icir 0.196997, ric 0.004739, ricir 0.064954, prec@10 0.577778, prec@30 0.564198, test_mae 0.019328, test_rmse 0.045849, test_mape 175.839630, test_acc 0.713895
Epoch 67, train_loss 0.001218, train_ic 0.021428, train_icir 0.200918, train_ric -0.016436, train_ricir -0.125829, train_mae 0.028019, train_rmse 0.038138, train_mape 162.769882, train_acc 0.799389, valid_loss 0.0010393166, valid_ic 0.013735, valid_icir 0.251603, valid_ric -0.013744, valid_ricir -0.137229, valid_prec@10 0.570902, valid_prec@30 0.551366, valid_mae 0.016311, valid_rmse 0.027915, valid_mape 244.453430, valid_acc 0.521184, test_loss 0.001944, ic 0.013954, icir 0.294242, ric -0.000612, ricir -0.004943, prec@10 0.565432, prec@30 0.548011, test_mae 0.021689, test_rmse 0.046662, test_mape 222.125717, test_acc 0.617698
Epoch 68, train_loss 0.001237, train_ic 0.043195, train_icir 0.418896, train_ric 0.031232, train_ricir 0.240077, train_mae 0.015098, train_rmse 0.023096, train_mape 155.889328, train_acc 0.455146, valid_loss 0.0010579894, valid_ic 0.021981, valid_icir 0.507659, valid_ric 0.012370, valid_ricir 0.146297, valid_prec@10 0.532787, valid_prec@30 0.528825, valid_mae 0.017937, valid_rmse 0.029444, valid_mape 214.758682, valid_acc 0.378327, test_loss 0.001874, ic 0.016201, icir 0.406459, ric 0.020284, ricir 0.168123, prec@10 0.562140, prec@30 0.544582, test_mae 0.025509, test_rmse 0.048516, test_mape 225.980331, test_acc 0.419090
Epoch 69, train_loss 0.001231, train_ic 0.031462, train_icir 0.378012, train_ric 0.022461, train_ricir 0.230796, train_mae 0.070740, train_rmse 0.078597, train_mape 102.087212, train_acc 0.439303, valid_loss 0.0009167560, valid_ic 0.008461, valid_icir 0.258427, valid_ric 0.010839, valid_ricir 0.197713, valid_prec@10 0.540574, valid_prec@30 0.507787, valid_mae 0.013731, valid_rmse 0.026248, valid_mape 132.159683, valid_acc 0.502988, test_loss 0.001746, ic 0.000766, icir 0.020461, ric 0.006009, ricir 0.082534, prec@10 0.565432, prec@30 0.534431, test_mae 0.022544, test_rmse 0.047283, test_mape 175.423706, test_acc 0.484464
Epoch 70, train_loss 0.001251, train_ic 0.038893, train_icir 0.480589, train_ric 0.021109, train_ricir 0.232862, train_mae 0.021269, train_rmse 0.028370, train_mape 64.396736, train_acc 0.887788, valid_loss 0.0011240083, valid_ic 0.011323, valid_icir 0.354843, valid_ric 0.003548, valid_ricir 0.065151, valid_prec@10 0.552049, valid_prec@30 0.544126, valid_mae 0.017639, valid_rmse 0.027812, valid_mape 332.888794, valid_acc 0.596415, test_loss 0.001952, ic 0.004679, icir 0.140638, ric 0.006867, ricir 0.094672, prec@10 0.553909, prec@30 0.559534, test_mae 0.019427, test_rmse 0.044477, test_mape 255.157333, test_acc 0.742481
Epoch 71, train_loss 0.001216, train_ic 0.033558, train_icir 0.445253, train_ric 0.031412, train_ricir 0.371439, train_mae 0.019343, train_rmse 0.024317, train_mape 233.269363, train_acc 0.310455, valid_loss 0.0010091124, valid_ic 0.006744, valid_icir 0.160609, valid_ric 0.006663, valid_ricir 0.116713, valid_prec@10 0.557787, valid_prec@30 0.527322, valid_mae 0.015904, valid_rmse 0.026870, valid_mape 250.435211, valid_acc 0.585551, test_loss 0.001850, ic -0.001261, icir -0.026325, ric 0.005953, ricir 0.074625, prec@10 0.579835, prec@30 0.544856, test_mae 0.020885, test_rmse 0.046300, test_mape 209.320953, test_acc 0.694258
Epoch 72, train_loss 0.001214, train_ic 0.048822, train_icir 0.451046, train_ric -0.019856, train_ricir -0.147321, train_mae 0.016663, train_rmse 0.023845, train_mape 146.329575, train_acc 0.477649, valid_loss 0.0009431859, valid_ic 0.019404, valid_icir 0.389546, valid_ric -0.028205, valid_ricir -0.325329, valid_prec@10 0.595902, valid_prec@30 0.557923, valid_mae 0.014313, valid_rmse 0.026001, valid_mape 160.100510, valid_acc 0.510049, test_loss 0.001751, ic 0.013615, icir 0.303781, ric -0.005611, ricir -0.062129, prec@10 0.591358, prec@30 0.563374, test_mae 0.022253, test_rmse 0.046231, test_mape 181.891327, test_acc 0.507084
Epoch 73, train_loss 0.001206, train_ic 0.049780, train_icir 0.567320, train_ric 0.015296, train_ricir 0.151113, train_mae 0.013162, train_rmse 0.019458, train_mape 251.229889, train_acc 0.519517, valid_loss 0.0009516350, valid_ic 0.019796, valid_icir 0.516315, valid_ric -0.001438, valid_ricir -0.021425, valid_prec@10 0.570902, valid_prec@30 0.560109, valid_mae 0.014223, valid_rmse 0.025659, valid_mape 192.600967, valid_acc 0.548886, test_loss 0.001742, ic 0.011193, icir 0.304628, ric 0.008112, ricir 0.099602, prec@10 0.567490, prec@30 0.566392, test_mae 0.019383, test_rmse 0.044458, test_mape 180.617874, test_acc 0.687049
Epoch 74, train_loss 0.001213, train_ic 0.036652, train_icir 0.522845, train_ric 0.033773, train_ricir 0.394542, train_mae 0.038631, train_rmse 0.046698, train_mape 103.790939, train_acc 0.776231, valid_loss 0.0009673686, valid_ic 0.006279, valid_icir 0.210898, valid_ric 0.013310, valid_ricir 0.279779, valid_prec@10 0.538934, valid_prec@30 0.519809, valid_mae 0.016384, valid_rmse 0.027905, valid_mape 192.401352, valid_acc 0.348995, test_loss 0.001767, ic -0.000217, icir -0.006263, ric 0.007475, ricir 0.132878, prec@10 0.572016, prec@30 0.540329, test_mae 0.026858, test_rmse 0.048721, test_mape 231.932022, test_acc 0.208302
Epoch 75, train_loss 0.001183, train_ic 0.051698, train_icir 0.553849, train_ric 0.022596, train_ricir 0.198475, train_mae 0.015126, train_rmse 0.022311, train_mape 149.975220, train_acc 0.407877, valid_loss 0.0009454230, valid_ic 0.016075, valid_icir 0.426524, valid_ric -0.004211, valid_ricir -0.066908, valid_prec@10 0.547951, valid_prec@30 0.539071, valid_mae 0.014542, valid_rmse 0.025953, valid_mape 175.265106, valid_acc 0.507061, test_loss 0.001710, ic 0.012186, icir 0.356528, ric 0.013022, ricir 0.164354, prec@10 0.547325, prec@30 0.546091, test_mae 0.022273, test_rmse 0.045542, test_mape 188.483887, test_acc 0.519264
Epoch 76, train_loss 0.001177, train_ic 0.032366, train_icir 0.424861, train_ric 0.024570, train_ricir 0.271582, train_mae 0.017031, train_rmse 0.023591, train_mape 125.595879, train_acc 0.392454, valid_loss 0.0009115663, valid_ic 0.009892, valid_icir 0.388773, valid_ric 0.019512, valid_ricir 0.300177, valid_prec@10 0.540574, valid_prec@30 0.531284, valid_mae 0.013912, valid_rmse 0.025910, valid_mape 139.614517, valid_acc 0.505432, test_loss 0.001696, ic 0.003060, icir 0.113441, ric 0.014630, ricir 0.153127, prec@10 0.551440, prec@30 0.537997, test_mae 0.020521, test_rmse 0.044652, test_mape 162.235992, test_acc 0.628387
Epoch 77, train_loss 0.001186, train_ic 0.039823, train_icir 0.374756, train_ric -0.000646, train_ricir -0.004987, train_mae 0.049881, train_rmse 0.060531, train_mape 154.770264, train_acc 0.243458, valid_loss 0.0013900967, valid_ic 0.023212, valid_icir 0.439350, valid_ric -0.006135, valid_ricir -0.066214, valid_prec@10 0.573770, valid_prec@30 0.561749, valid_mae 0.027098, valid_rmse 0.036178, valid_mape 427.275024, valid_acc 0.350896, test_loss 0.002124, ic 0.019070, icir 0.392277, ric 0.006401, ricir 0.051516, prec@10 0.584774, prec@30 0.573251, test_mae 0.036378, test_rmse 0.053842, test_mape 376.096283, test_acc 0.203828
