Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 64,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 64,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 78, train_loss 0.001195, train_ic 0.030877, train_icir 0.419939, train_ric 0.041008, train_ricir 0.444021, train_mae 0.026679, train_rmse 0.038842, train_mape 136.038345, train_acc 0.398930, valid_loss 0.0009505875, valid_ic 0.007367, valid_icir 0.265822, valid_ric 0.030079, valid_ricir 0.489316, valid_prec@10 0.568852, valid_prec@30 0.548361, valid_mae 0.016019, valid_rmse 0.027608, valid_mape 186.735504, valid_acc 0.359587, test_loss 0.001724, ic -0.000840, icir -0.029484, ric 0.013704, ricir 0.184911, prec@10 0.559259, prec@30 0.548834, test_mae 0.024871, test_rmse 0.046802, test_mape 208.159058, test_acc 0.258265
Epoch 79, train_loss 0.001197, train_ic 0.062061, train_icir 0.642020, train_ric 0.026755, train_ricir 0.227484, train_mae 0.019547, train_rmse 0.026702, train_mape 133.091400, train_acc 0.457621, valid_loss 0.0009152519, valid_ic 0.019072, valid_icir 0.491852, valid_ric -0.003357, valid_ricir -0.048656, valid_prec@10 0.562295, valid_prec@30 0.554508, valid_mae 0.013521, valid_rmse 0.025059, valid_mape 149.351883, valid_acc 0.589897, test_loss 0.001658, ic 0.010230, icir 0.260737, ric 0.010307, ricir 0.126001, prec@10 0.581481, prec@30 0.572016, test_mae 0.019967, test_rmse 0.044097, test_mape 170.153946, test_acc 0.692518
Epoch 80, train_loss 0.001185, train_ic 0.056975, train_icir 0.573698, train_ric 0.016659, train_ricir 0.135785, train_mae 0.019707, train_rmse 0.030047, train_mape 168.595093, train_acc 0.576204, valid_loss 0.0009277400, valid_ic 0.020528, valid_icir 0.483920, valid_ric -0.005350, valid_ricir -0.073583, valid_prec@10 0.539754, valid_prec@30 0.538525, valid_mae 0.014290, valid_rmse 0.025827, valid_mape 144.328613, valid_acc 0.426670, test_loss 0.001660, ic 0.014060, icir 0.390308, ric 0.013268, ricir 0.155452, prec@10 0.548148, prec@30 0.553498, test_mae 0.021110, test_rmse 0.044379, test_mape 173.719040, test_acc 0.578424
Epoch 81, train_loss 0.001182, train_ic 0.048001, train_icir 0.509948, train_ric 0.027582, train_ricir 0.249844, train_mae 0.013669, train_rmse 0.020958, train_mape 113.580444, train_acc 0.497422, valid_loss 0.0009147099, valid_ic 0.008423, valid_icir 0.220691, valid_ric 0.000956, valid_ricir 0.013657, valid_prec@10 0.647131, valid_prec@30 0.598497, valid_mae 0.013970, valid_rmse 0.025953, valid_mape 134.544113, valid_acc 0.516839, test_loss 0.001675, ic 0.000399, icir 0.010827, ric 0.006354, ricir 0.073266, prec@10 0.603704, prec@30 0.601646, test_mae 0.022465, test_rmse 0.045194, test_mape 174.126511, test_acc 0.448919
Epoch 82, train_loss 0.001179, train_ic 0.039933, train_icir 0.448685, train_ric 0.019191, train_ricir 0.176785, train_mae 0.011778, train_rmse 0.016557, train_mape 175.454086, train_acc 0.357143, valid_loss 0.0009150553, valid_ic 0.013722, valid_icir 0.404180, valid_ric 0.009614, valid_ricir 0.117558, valid_prec@10 0.550410, valid_prec@30 0.539754, valid_mae 0.014376, valid_rmse 0.025488, valid_mape 167.013611, valid_acc 0.495111, test_loss 0.001646, ic 0.007756, icir 0.246574, ric 0.013728, ricir 0.124240, prec@10 0.572428, prec@30 0.554184, test_mae 0.020215, test_rmse 0.043593, test_mape 171.234711, test_acc 0.652747
Epoch 83, train_loss 0.001213, train_ic 0.032170, train_icir 0.483075, train_ric 0.025003, train_ricir 0.334805, train_mae 0.067571, train_rmse 0.074469, train_mape 163.353851, train_acc 0.040737, valid_loss 0.0011867163, valid_ic 0.011298, valid_icir 0.433532, valid_ric 0.007621, valid_ricir 0.190067, valid_prec@10 0.550820, valid_prec@30 0.539617, valid_mae 0.019592, valid_rmse 0.028213, valid_mape 390.092102, valid_acc 0.590983, test_loss 0.001932, ic 0.006130, icir 0.231694, ric 0.011154, ricir 0.243060, prec@10 0.532099, prec@30 0.540604, test_mae 0.020354, test_rmse 0.042765, test_mape 275.844543, test_acc 0.747452
Epoch 84, train_loss 0.001172, train_ic 0.052393, train_icir 0.546688, train_ric 0.040381, train_ricir 0.344515, train_mae 0.019349, train_rmse 0.024535, train_mape 405.950562, train_acc 0.451094, valid_loss 0.0011306498, valid_ic 0.017906, valid_icir 0.479441, valid_ric 0.019120, valid_ricir 0.232178, valid_prec@10 0.524590, valid_prec@30 0.539754, valid_mae 0.017816, valid_rmse 0.026909, valid_mape 343.506531, valid_acc 0.596687, test_loss 0.001853, ic 0.009706, icir 0.288069, ric 0.021632, ricir 0.206940, prec@10 0.551029, prec@30 0.553224, test_mae 0.019884, test_rmse 0.042167, test_mape 275.478821, test_acc 0.754661
Epoch 85, train_loss 0.001206, train_ic 0.048015, train_icir 0.498202, train_ric 0.046020, train_ricir 0.394039, train_mae 0.014904, train_rmse 0.021652, train_mape 175.259491, train_acc 0.377857, valid_loss 0.0009912216, valid_ic 0.007232, valid_icir 0.162076, valid_ric 0.010793, valid_ricir 0.121138, valid_prec@10 0.534836, valid_prec@30 0.562158, valid_mae 0.017319, valid_rmse 0.028236, valid_mape 232.055801, valid_acc 0.373982, test_loss 0.001712, ic -0.000258, icir -0.005703, ric 0.011165, ricir 0.103325, prec@10 0.528807, prec@30 0.527984, test_mae 0.027484, test_rmse 0.047936, test_mape 244.818710, test_acc 0.227442
Epoch 86, train_loss 0.001186, train_ic 0.037865, train_icir 0.471152, train_ric 0.041807, train_ricir 0.424758, train_mae 0.023152, train_rmse 0.030575, train_mape 106.812538, train_acc 0.647151, valid_loss 0.0009156460, valid_ic 0.013547, valid_icir 0.436117, valid_ric 0.028866, valid_ricir 0.469930, valid_prec@10 0.510656, valid_prec@30 0.519126, valid_mae 0.013971, valid_rmse 0.025461, valid_mape 147.481506, valid_acc 0.519283, test_loss 0.001631, ic 0.004835, icir 0.161644, ric 0.022265, ricir 0.257356, prec@10 0.553086, prec@30 0.538957, test_mae 0.019721, test_rmse 0.042826, test_mape 164.863937, test_acc 0.668158
Epoch 87, train_loss 0.001181, train_ic 0.058763, train_icir 0.580329, train_ric 0.013396, train_ricir 0.114335, train_mae 0.015116, train_rmse 0.022799, train_mape 267.860931, train_acc 0.437482, valid_loss 0.0010043866, valid_ic 0.014889, valid_icir 0.313238, valid_ric -0.015913, valid_ricir -0.236222, valid_prec@10 0.583607, valid_prec@30 0.546175, valid_mae 0.016347, valid_rmse 0.027518, valid_mape 199.462234, valid_acc 0.377512, test_loss 0.001716, ic 0.010890, icir 0.272568, ric 0.002172, ricir 0.027973, prec@10 0.584774, prec@30 0.563374, test_mae 0.028153, test_rmse 0.047467, test_mape 248.420959, test_acc 0.236639
Epoch 88, train_loss 0.001196, train_ic 0.052029, train_icir 0.494873, train_ric 0.027879, train_ricir 0.219854, train_mae 0.012076, train_rmse 0.019127, train_mape 11931.236328, train_acc 0.411727, valid_loss 0.0009063766, valid_ic 0.012430, valid_icir 0.277874, valid_ric 0.004309, valid_ricir 0.050159, valid_prec@10 0.579508, valid_prec@30 0.573224, valid_mae 0.013671, valid_rmse 0.025303, valid_mape 135.980042, valid_acc 0.572787, test_loss 0.001625, ic 0.001110, icir 0.023197, ric 0.008149, ricir 0.068561, prec@10 0.560905, prec@30 0.557613, test_mae 0.021803, test_rmse 0.044573, test_mape 165.835022, test_acc 0.599304
Epoch 89, train_loss 0.001199, train_ic 0.043131, train_icir 0.520652, train_ric 0.035118, train_ricir 0.357199, train_mae 0.020779, train_rmse 0.027631, train_mape 137.292358, train_acc 0.336378, valid_loss 0.0009707322, valid_ic 0.018781, valid_icir 0.439706, valid_ric 0.013854, valid_ricir 0.204478, valid_prec@10 0.562295, valid_prec@30 0.551230, valid_mae 0.015520, valid_rmse 0.026879, valid_mape 164.859100, valid_acc 0.488593, test_loss 0.001688, ic 0.014594, icir 0.365094, ric 0.017116, ricir 0.184513, prec@10 0.561728, prec@30 0.560219, test_mae 0.022832, test_rmse 0.044791, test_mape 182.876770, test_acc 0.562516
Epoch 90, train_loss 0.001183, train_ic 0.048424, train_icir 0.602951, train_ric 0.032904, train_ricir 0.366163, train_mae 0.011984, train_rmse 0.019766, train_mape 153.936325, train_acc 0.654222, valid_loss 0.0009178485, valid_ic 0.012588, valid_icir 0.401725, valid_ric 0.005722, valid_ricir 0.121261, valid_prec@10 0.583607, valid_prec@30 0.555601, valid_mae 0.014142, valid_rmse 0.024897, valid_mape 185.732513, valid_acc 0.574688, test_loss 0.001611, ic 0.006499, icir 0.199208, ric 0.014028, ricir 0.242323, prec@10 0.576955, prec@30 0.556653, test_mae 0.020025, test_rmse 0.042423, test_mape 164.679230, test_acc 0.664678
Epoch 91, train_loss 0.001208, train_ic 0.056458, train_icir 0.583027, train_ric 0.027782, train_ricir 0.236339, train_mae 0.017910, train_rmse 0.024544, train_mape 173.700897, train_acc 0.324332, valid_loss 0.0009328406, valid_ic 0.025268, valid_icir 0.599757, valid_ric 0.007793, valid_ricir 0.104979, valid_prec@10 0.549590, valid_prec@30 0.547404, valid_mae 0.014280, valid_rmse 0.024898, valid_mape 178.829086, valid_acc 0.522271, test_loss 0.001604, ic 0.018517, icir 0.480069, ric 0.019171, ricir 0.199735, prec@10 0.571193, prec@30 0.570645, test_mae 0.019834, test_rmse 0.042280, test_mape 185.077866, test_acc 0.658712
Epoch 92, train_loss 0.001160, train_ic 0.037416, train_icir 0.411379, train_ric 0.032074, train_ricir 0.294028, train_mae 0.016050, train_rmse 0.023774, train_mape 5233.709961, train_acc 0.525646, valid_loss 0.0010799260, valid_ic 0.004972, valid_icir 0.102451, valid_ric -0.001100, valid_ricir -0.016344, valid_prec@10 0.498361, valid_prec@30 0.498224, valid_mae 0.017043, valid_rmse 0.028034, valid_mape 223.362656, valid_acc 0.400598, test_loss 0.001767, ic 0.005001, icir 0.104246, ric 0.011130, ricir 0.132838, prec@10 0.523457, prec@30 0.510562, test_mae 0.031431, test_rmse 0.049594, test_mape 301.267609, test_acc 0.221228
Epoch 93, train_loss 0.001149, train_ic 0.029957, train_icir 0.276878, train_ric 0.028126, train_ricir 0.221053, train_mae 0.038991, train_rmse 0.043602, train_mape 718.794617, train_acc 0.270194, valid_loss 0.0018467474, valid_ic 0.001475, valid_icir 0.025429, valid_ric 0.009644, valid_ricir 0.099747, valid_prec@10 0.607377, valid_prec@30 0.583333, valid_mae 0.035813, valid_rmse 0.043199, valid_mape 672.361389, valid_acc 0.348452, test_loss 0.002601, ic -0.008338, icir -0.143722, ric 0.001370, ricir 0.010548, prec@10 0.591358, prec@30 0.582030, test_mae 0.046953, test_rmse 0.061144, test_mape 542.944519, test_acc 0.190157
Epoch 94, train_loss 0.001218, train_ic 0.033559, train_icir 0.328587, train_ric 0.022949, train_ricir 0.184407, train_mae 0.017178, train_rmse 0.023572, train_mape 137.878723, train_acc 0.428348, valid_loss 0.0009504146, valid_ic 0.014503, valid_icir 0.322725, valid_ric 0.009932, valid_ricir 0.104452, valid_prec@10 0.543033, valid_prec@30 0.535929, valid_mae 0.015102, valid_rmse 0.025251, valid_mape 227.509613, valid_acc 0.520641, test_loss 0.001629, ic 0.011061, icir 0.267651, ric 0.013914, ricir 0.103917, prec@10 0.553086, prec@30 0.537860, test_mae 0.019097, test_rmse 0.041147, test_mape 193.334122, test_acc 0.673378
Epoch 95, train_loss 0.001144, train_ic 0.051228, train_icir 0.563092, train_ric 0.025867, train_ricir 0.236874, train_mae 0.015784, train_rmse 0.021363, train_mape 104.988518, train_acc 0.673550, valid_loss 0.0009320193, valid_ic 0.013182, valid_icir 0.408666, valid_ric 0.004558, valid_ricir 0.082912, valid_prec@10 0.543033, valid_prec@30 0.529781, valid_mae 0.015395, valid_rmse 0.026403, valid_mape 170.357819, valid_acc 0.385932, test_loss 0.001602, ic 0.005838, icir 0.183160, ric 0.013684, ricir 0.215292, prec@10 0.538683, prec@30 0.533745, test_mae 0.024014, test_rmse 0.044451, test_mape 195.513840, test_acc 0.315933
Epoch 96, train_loss 0.001189, train_ic 0.022742, train_icir 0.282622, train_ric 0.038564, train_ricir 0.404246, train_mae 0.033405, train_rmse 0.044282, train_mape 135.293976, train_acc 0.476664, valid_loss 0.0009443355, valid_ic 0.004655, valid_icir 0.133562, valid_ric 0.023103, valid_ricir 0.343755, valid_prec@10 0.483197, valid_prec@30 0.503005, valid_mae 0.014485, valid_rmse 0.024971, valid_mape 200.075455, valid_acc 0.561380, test_loss 0.001604, ic -0.000126, icir -0.003427, ric 0.016565, ricir 0.194666, prec@10 0.523868, prec@30 0.508642, test_mae 0.019632, test_rmse 0.041588, test_mape 177.186737, test_acc 0.654984
Epoch 97, train_loss 0.001169, train_ic 0.044162, train_icir 0.413235, train_ric 0.016089, train_ricir 0.121696, train_mae 0.025724, train_rmse 0.033160, train_mape 76.305565, train_acc 0.836814, valid_loss 0.0011312366, valid_ic 0.009404, valid_icir 0.174639, valid_ric -0.002907, valid_ricir -0.030357, valid_prec@10 0.654918, valid_prec@30 0.599454, valid_mae 0.018300, valid_rmse 0.027340, valid_mape 321.450012, valid_acc 0.595057, test_loss 0.001837, ic 0.000637, icir 0.013915, ric 0.001705, ricir 0.014107, prec@10 0.625514, prec@30 0.606447, test_mae 0.020665, test_rmse 0.041633, test_mape 234.987137, test_acc 0.746458
Epoch 98, train_loss 0.001179, train_ic 0.059807, train_icir 0.642582, train_ric 0.040006, train_ricir 0.367478, train_mae 0.012217, train_rmse 0.019204, train_mape 159.916489, train_acc 0.692277, valid_loss 0.0009259323, valid_ic 0.011885, valid_icir 0.337602, valid_ric 0.006926, valid_ricir 0.115711, valid_prec@10 0.568033, valid_prec@30 0.551093, valid_mae 0.014130, valid_rmse 0.024462, valid_mape 198.307587, valid_acc 0.591255, test_loss 0.001581, ic 0.004357, icir 0.119029, ric 0.015015, ricir 0.200370, prec@10 0.555967, prec@30 0.548834, test_mae 0.019194, test_rmse 0.040991, test_mape 167.820801, test_acc 0.718618
Epoch 99, train_loss 0.001183, train_ic 0.059929, train_icir 0.619016, train_ric 0.034446, train_ricir 0.282138, train_mae 0.011820, train_rmse 0.018732, train_mape 2796.595459, train_acc 0.435742, valid_loss 0.0008967261, valid_ic 0.020685, valid_icir 0.527063, valid_ric 0.008831, valid_ricir 0.113660, valid_prec@10 0.559016, valid_prec@30 0.543306, valid_mae 0.013753, valid_rmse 0.024356, valid_mape 155.407608, valid_acc 0.533677, test_loss 0.001533, ic 0.013934, icir 0.370883, ric 0.013208, ricir 0.130347, prec@10 0.590535, prec@30 0.571331, test_mae 0.019878, test_rmse 0.041422, test_mape 167.593521, test_acc 0.651504
Epoch 100, train_loss 0.001170, train_ic 0.045345, train_icir 0.498809, train_ric 0.036020, train_ricir 0.340498, train_mae 0.019749, train_rmse 0.028435, train_mape 188.903183, train_acc 0.304098, valid_loss 0.0009548511, valid_ic 0.008736, valid_icir 0.228295, valid_ric 0.015516, valid_ricir 0.237308, valid_prec@10 0.641803, valid_prec@30 0.597404, valid_mae 0.016070, valid_rmse 0.026959, valid_mape 190.535751, valid_acc 0.370179, test_loss 0.001628, ic -0.001807, icir -0.042680, ric 0.009083, ricir 0.097607, prec@10 0.586008, prec@30 0.591770, test_mae 0.027013, test_rmse 0.045966, test_mape 228.064133, test_acc 0.214765
Epoch 101, train_loss 0.001153, train_ic 0.043814, train_icir 0.506495, train_ric 0.039666, train_ricir 0.417613, train_mae 0.017467, train_rmse 0.022723, train_mape 345.976105, train_acc 0.448056, valid_loss 0.0010988791, valid_ic 0.003727, valid_icir 0.092235, valid_ric 0.008010, valid_ricir 0.151728, valid_prec@10 0.647131, valid_prec@30 0.597131, valid_mae 0.017812, valid_rmse 0.027762, valid_mape 320.416290, valid_acc 0.588267, test_loss 0.001828, ic -0.004096, icir -0.086901, ric 0.008981, ricir 0.115289, prec@10 0.636626, prec@30 0.603155, test_mae 0.020248, test_rmse 0.041372, test_mape 222.914291, test_acc 0.702958
Epoch 102, train_loss 0.001172, train_ic 0.060759, train_icir 0.740126, train_ric 0.042905, train_ricir 0.491858, train_mae 0.012714, train_rmse 0.019939, train_mape 126.219765, train_acc 0.498281, valid_loss 0.0008863606, valid_ic 0.016167, valid_icir 0.523303, valid_ric 0.019615, valid_ricir 0.393527, valid_prec@10 0.559426, valid_prec@30 0.544536, valid_mae 0.014155, valid_rmse 0.025052, valid_mape 139.234512, valid_acc 0.403313, test_loss 0.001515, ic 0.007119, icir 0.239220, ric 0.018378, ricir 0.327143, prec@10 0.569136, prec@30 0.559534, test_mae 0.022344, test_rmse 0.042657, test_mape 162.000961, test_acc 0.362913
Epoch 103, train_loss 0.001163, train_ic 0.058844, train_icir 0.690737, train_ric 0.019700, train_ricir 0.217278, train_mae 0.013815, train_rmse 0.021261, train_mape 125.142624, train_acc 0.773630, valid_loss 0.0009331080, valid_ic 0.012380, valid_icir 0.320419, valid_ric -0.007623, valid_ricir -0.172172, valid_prec@10 0.597131, valid_prec@30 0.574317, valid_mae 0.014144, valid_rmse 0.024673, valid_mape 192.886047, valid_acc 0.589897, test_loss 0.001589, ic 0.004962, icir 0.127638, ric -0.000552, ricir -0.009567, prec@10 0.592593, prec@30 0.587654, test_mae 0.019407, test_rmse 0.040773, test_mape 169.811844, test_acc 0.710167
Epoch 104, train_loss 0.001164, train_ic 0.057429, train_icir 0.643483, train_ric 0.021007, train_ricir 0.197700, train_mae 0.016323, train_rmse 0.023425, train_mape 147.402191, train_acc 0.202145, valid_loss 0.0009046955, valid_ic 0.019902, valid_icir 0.522099, valid_ric 0.002333, valid_ricir 0.040419, valid_prec@10 0.552869, valid_prec@30 0.570219, valid_mae 0.014563, valid_rmse 0.025432, valid_mape 148.558319, valid_acc 0.406844, test_loss 0.001543, ic 0.009400, icir 0.247189, ric 0.008497, ricir 0.134710, prec@10 0.560082, prec@30 0.552949, test_mae 0.022410, test_rmse 0.042665, test_mape 168.785965, test_acc 0.447427
Epoch 105, train_loss 0.001153, train_ic 0.043881, train_icir 0.511232, train_ric 0.025879, train_ricir 0.259772, train_mae 0.012906, train_rmse 0.020901, train_mape 161.051514, train_acc 0.381657, valid_loss 0.0008840229, valid_ic 0.015709, valid_icir 0.494272, valid_ric 0.008208, valid_ricir 0.117659, valid_prec@10 0.572951, valid_prec@30 0.543306, valid_mae 0.013939, valid_rmse 0.024220, valid_mape 156.585342, valid_acc 0.509777, test_loss 0.001496, ic 0.010095, icir 0.304730, ric 0.012889, ricir 0.144600, prec@10 0.570370, prec@30 0.547325, test_mae 0.020167, test_rmse 0.041017, test_mape 155.907227, test_acc 0.620681
Epoch 106, train_loss 0.001148, train_ic 0.034490, train_icir 0.401994, train_ric 0.043894, train_ricir 0.451621, train_mae 0.029345, train_rmse 0.039494, train_mape 116.024734, train_acc 0.437548, valid_loss 0.0008964838, valid_ic 0.004705, valid_icir 0.118608, valid_ric 0.017802, valid_ricir 0.257227, valid_prec@10 0.556148, valid_prec@30 0.572814, valid_mae 0.013786, valid_rmse 0.024841, valid_mape 141.846512, valid_acc 0.537208, test_loss 0.001541, ic -0.004161, icir -0.093851, ric 0.006498, ricir 0.069425, prec@10 0.558848, prec@30 0.568313, test_mae 0.022367, test_rmse 0.042695, test_mape 168.203384, test_acc 0.497390
Epoch 107, train_loss 0.001183, train_ic 0.041876, train_icir 0.420005, train_ric 0.002905, train_ricir 0.025166, train_mae 0.016800, train_rmse 0.024077, train_mape 168.027588, train_acc 0.448857, valid_loss 0.0009267307, valid_ic 0.022299, valid_icir 0.490424, valid_ric -0.004509, valid_ricir -0.053995, valid_prec@10 0.569262, valid_prec@30 0.547678, valid_mae 0.014554, valid_rmse 0.024774, valid_mape 181.278580, valid_acc 0.501630, test_loss 0.001554, ic 0.018725, icir 0.429227, ric 0.006813, ricir 0.062205, prec@10 0.570370, prec@30 0.555418, test_mae 0.019906, test_rmse 0.040821, test_mape 179.621475, test_acc 0.660701
Epoch 108, train_loss 0.001149, train_ic 0.039777, train_icir 0.424390, train_ric 0.034349, train_ricir 0.303306, train_mae 0.014512, train_rmse 0.022694, train_mape 126.717392, train_acc 0.441223, valid_loss 0.0009227287, valid_ic 0.009712, valid_icir 0.264314, valid_ric 0.017855, valid_ricir 0.222623, valid_prec@10 0.524180, valid_prec@30 0.514481, valid_mae 0.014237, valid_rmse 0.025222, valid_mape 174.051743, valid_acc 0.530690, test_loss 0.001581, ic 0.004465, icir 0.130794, ric 0.015089, ricir 0.138938, prec@10 0.547325, prec@30 0.532785, test_mae 0.019390, test_rmse 0.040047, test_mape 167.791428, test_acc 0.640567
Epoch 109, train_loss 0.001161, train_ic 0.037533, train_icir 0.462708, train_ric 0.019111, train_ricir 0.198552, train_mae 0.011849, train_rmse 0.017284, train_mape 140.241821, train_acc 0.457870, valid_loss 0.0008965761, valid_ic 0.011682, valid_icir 0.344395, valid_ric 0.008028, valid_ricir 0.122025, valid_prec@10 0.563934, valid_prec@30 0.538251, valid_mae 0.013722, valid_rmse 0.024117, valid_mape 167.422577, valid_acc 0.530961, test_loss 0.001522, ic 0.003784, icir 0.111017, ric 0.004557, ricir 0.062915, prec@10 0.571193, prec@30 0.549383, test_mae 0.019592, test_rmse 0.040440, test_mape 157.562759, test_acc 0.639075
Epoch 110, train_loss 0.001164, train_ic 0.037831, train_icir 0.466479, train_ric 0.020364, train_ricir 0.213102, train_mae 0.015363, train_rmse 0.021241, train_mape 282.931152, train_acc 0.659688, valid_loss 0.0011192729, valid_ic 0.013919, valid_icir 0.452333, valid_ric 0.004125, valid_ricir 0.084068, valid_prec@10 0.538934, valid_prec@30 0.532787, valid_mae 0.019085, valid_rmse 0.027007, valid_mape 372.530914, valid_acc 0.588539, test_loss 0.001732, ic 0.011935, icir 0.416743, ric 0.012490, ricir 0.244488, prec@10 0.557202, prec@30 0.541975, test_mae 0.019774, test_rmse 0.039753, test_mape 249.112656, test_acc 0.747204
Epoch 111, train_loss 0.001180, train_ic 0.049167, train_icir 0.509872, train_ric 0.005292, train_ricir 0.049166, train_mae 0.015222, train_rmse 0.022399, train_mape 178.874603, train_acc 0.330224, valid_loss 0.0009125238, valid_ic 0.016325, valid_icir 0.464019, valid_ric -0.007119, valid_ricir -0.127039, valid_prec@10 0.578279, valid_prec@30 0.548634, valid_mae 0.015210, valid_rmse 0.025478, valid_mape 164.397537, valid_acc 0.401141, test_loss 0.001503, ic 0.009442, icir 0.275256, ric 0.000658, ricir 0.010842, prec@10 0.570370, prec@30 0.565158, test_mae 0.023429, test_rmse 0.042472, test_mape 184.694595, test_acc 0.368630
Epoch 112, train_loss 0.001168, train_ic 0.058227, train_icir 0.557528, train_ric 0.021695, train_ricir 0.179388, train_mae 0.013669, train_rmse 0.021297, train_mape 128.968292, train_acc 0.417792, valid_loss 0.0009076171, valid_ic 0.013640, valid_icir 0.294527, valid_ric -0.008718, valid_ricir -0.123489, valid_prec@10 0.579918, valid_prec@30 0.559016, valid_mae 0.014151, valid_rmse 0.025013, valid_mape 146.589417, valid_acc 0.483705, test_loss 0.001536, ic 0.005228, icir 0.107791, ric 0.000936, ricir 0.009762, prec@10 0.567490, prec@30 0.553224, test_mae 0.023593, test_rmse 0.043026, test_mape 181.852417, test_acc 0.382053
Epoch 113, train_loss 0.001144, train_ic 0.032062, train_icir 0.317141, train_ric 0.010848, train_ricir 0.089325, train_mae 0.051205, train_rmse 0.059236, train_mape 165.604462, train_acc 0.088589, valid_loss 0.0010324819, valid_ic 0.010899, valid_icir 0.262560, valid_ric 0.007506, valid_ricir 0.080867, valid_prec@10 0.554098, valid_prec@30 0.556148, valid_mae 0.015936, valid_rmse 0.026280, valid_mape 277.380096, valid_acc 0.596415, test_loss 0.001748, ic 0.005685, icir 0.146407, ric 0.005543, ricir 0.042724, prec@10 0.545679, prec@30 0.544993, test_mae 0.017977, test_rmse 0.038494, test_mape 207.507782, test_acc 0.753666
Epoch 114, train_loss 0.001159, train_ic 0.054363, train_icir 0.682050, train_ric 0.032673, train_ricir 0.404520, train_mae 0.019970, train_rmse 0.030345, train_mape 131.533127, train_acc 0.381192, valid_loss 0.0009048499, valid_ic 0.010352, valid_icir 0.252833, valid_ric 0.004724, valid_ricir 0.094051, valid_prec@10 0.612705, valid_prec@30 0.586749, valid_mae 0.014754, valid_rmse 0.025651, valid_mape 154.836899, valid_acc 0.391363, test_loss 0.001525, ic 0.002032, icir 0.051991, ric 0.005903, ricir 0.092879, prec@10 0.584362, prec@30 0.585460, test_mae 0.023760, test_rmse 0.042772, test_mape 178.322357, test_acc 0.301516
Epoch 115, train_loss 0.001158, train_ic 0.056155, train_icir 0.657857, train_ric 0.043091, train_ricir 0.463211, train_mae 0.019446, train_rmse 0.025118, train_mape 119.865944, train_acc 0.279987, valid_loss 0.0009058255, valid_ic 0.009131, valid_icir 0.235825, valid_ric 0.017211, valid_ricir 0.326012, valid_prec@10 0.622131, valid_prec@30 0.593306, valid_mae 0.013534, valid_rmse 0.025413, valid_mape 126.980820, valid_acc 0.546985, test_loss 0.001580, ic -0.000893, icir -0.023053, ric 0.008812, ricir 0.129557, prec@10 0.593004, prec@30 0.593278, test_mae 0.020728, test_rmse 0.040909, test_mape 146.310394, test_acc 0.617201
Epoch 116, train_loss 0.001149, train_ic 0.051039, train_icir 0.580775, train_ric 0.043639, train_ricir 0.446284, train_mae 0.021278, train_rmse 0.027928, train_mape 70.009987, train_acc 0.970048, valid_loss 0.0010202264, valid_ic 0.009785, valid_icir 0.225498, valid_ric 0.016917, valid_ricir 0.249203, valid_prec@10 0.605738, valid_prec@30 0.589208, valid_mae 0.015735, valid_rmse 0.025400, valid_mape 246.346466, valid_acc 0.594785, test_loss 0.001658, ic -0.000987, icir -0.022681, ric 0.012866, ricir 0.145727, prec@10 0.555556, prec@30 0.582305, test_mae 0.019475, test_rmse 0.039245, test_mape 200.349426, test_acc 0.738006
Epoch 117, train_loss 0.001154, train_ic 0.057134, train_icir 0.532056, train_ric -0.003467, train_ricir -0.026907, train_mae 0.032125, train_rmse 0.043777, train_mape 129.470490, train_acc 0.733843, valid_loss 0.0009091741, valid_ic 0.022171, valid_icir 0.460161, valid_ric -0.016450, valid_ricir -0.205551, valid_prec@10 0.589344, valid_prec@30 0.562705, valid_mae 0.014380, valid_rmse 0.024440, valid_mape 167.956512, valid_acc 0.508963, test_loss 0.001499, ic 0.017307, icir 0.383864, ric 0.001319, ricir 0.014511, prec@10 0.583539, prec@30 0.566667, test_mae 0.020174, test_rmse 0.040182, test_mape 161.756363, test_acc 0.632612
Epoch 118, train_loss 0.001138, train_ic 0.046010, train_icir 0.483164, train_ric 0.062479, train_ricir 0.536227, train_mae 0.035274, train_rmse 0.045133, train_mape 100.340973, train_acc 0.497213, valid_loss 0.0008991705, valid_ic 0.010086, valid_icir 0.214918, valid_ric 0.030669, valid_ricir 0.366480, valid_prec@10 0.622131, valid_prec@30 0.588934, valid_mae 0.014184, valid_rmse 0.025166, valid_mape 142.761948, valid_acc 0.470397, test_loss 0.001508, ic -0.001755, icir -0.039621, ric 0.015853, ricir 0.179939, prec@10 0.595062, prec@30 0.596571, test_mae 0.021502, test_rmse 0.041279, test_mape 159.281616, test_acc 0.536167
