Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 1, train_loss 0.133229, train_ic 0.004152, train_icir 0.040864, train_ric 0.018905, train_ricir 0.152978, train_mae 0.116596, train_rmse 0.221077, train_mape 2259.841797, train_acc 0.301153, valid_loss 0.0390436152, valid_ic -0.009084, valid_icir -0.108908, valid_ric 0.009242, valid_ricir 0.096698, valid_prec@10 0.434016, valid_prec@30 0.471995, valid_mae 0.112521, valid_rmse 0.225013, valid_mape 2620.552979, valid_acc 0.352297, test_loss 0.074540, ic -0.018244, icir -0.154022, ric -0.005337, ricir -0.041070, prec@10 0.437037, prec@30 0.450754, test_mae 0.158610, test_rmse 0.293701, test_mape 2672.343994, test_acc 0.204340
Epoch 80, train_loss 0.001182, train_ic 0.039412, train_icir 0.465804, train_ric 0.012875, train_ricir 0.142048, train_mae 0.024577, train_rmse 0.031526, train_mape 211.213165, train_acc 0.142356, valid_loss 0.0010471484, valid_ic 0.007043, valid_icir 0.209323, valid_ric 0.001948, valid_ricir 0.047855, valid_prec@10 0.645902, valid_prec@30 0.600410, valid_mae 0.018755, valid_rmse 0.029819, valid_mape 257.143341, valid_acc 0.377938, test_loss 0.001834, ic -0.001374, icir -0.044742, ric 0.000356, ricir 0.008056, prec@10 0.619753, prec@30 0.596982, test_mae 0.027703, test_rmse 0.049164, test_mape 245.326050, test_acc 0.245550
Epoch 81, train_loss 0.001187, train_ic 0.027049, train_icir 0.264629, train_ric -0.006153, train_ricir -0.051817, train_mae 0.066380, train_rmse 0.075255, train_mape 144.110153, train_acc 0.093611, valid_loss 0.0013814328, valid_ic 0.013235, valid_icir 0.258860, valid_ric -0.005272, valid_ricir -0.059559, valid_prec@10 0.563934, valid_prec@30 0.537705, valid_mae 0.026492, valid_rmse 0.035899, valid_mape 410.966675, valid_acc 0.346421, test_loss 0.002160, ic 0.010674, icir 0.240588, ric -0.001545, ricir -0.014124, prec@10 0.558025, prec@30 0.550343, test_mae 0.036850, test_rmse 0.054787, test_mape 381.772095, test_acc 0.198488
Epoch 82, train_loss 0.001186, train_ic 0.056498, train_icir 0.650863, train_ric 0.035317, train_ricir 0.350045, train_mae 0.028711, train_rmse 0.040902, train_mape 47.652729, train_acc 0.481334, valid_loss 0.0009349666, valid_ic 0.014863, valid_icir 0.428717, valid_ric 0.007425, valid_ricir 0.120012, valid_prec@10 0.569672, valid_prec@30 0.547814, valid_mae 0.014387, valid_rmse 0.026262, valid_mape 143.916840, valid_acc 0.463675, test_loss 0.001718, ic 0.009430, icir 0.294991, ric 0.012061, ricir 0.136388, prec@10 0.579424, prec@30 0.560631, test_mae 0.022037, test_rmse 0.045438, test_mape 180.041641, test_acc 0.517191
Epoch 83, train_loss 0.001202, train_ic 0.044122, train_icir 0.479210, train_ric 0.039399, train_ricir 0.373634, train_mae 0.014006, train_rmse 0.020041, train_mape 185.682709, train_acc 0.506889, valid_loss 0.0009944350, valid_ic 0.012832, valid_icir 0.322380, valid_ric 0.010959, valid_ricir 0.178993, valid_prec@10 0.566393, valid_prec@30 0.533197, valid_mae 0.014757, valid_rmse 0.026105, valid_mape 198.470306, valid_acc 0.580662, test_loss 0.001774, ic 0.004125, icir 0.096215, ric 0.011105, ricir 0.146727, prec@10 0.576543, prec@30 0.549794, test_mae 0.020845, test_rmse 0.045002, test_mape 199.826630, test_acc 0.680078
Epoch 84, train_loss 0.001189, train_ic 0.054413, train_icir 0.542218, train_ric 0.037450, train_ricir 0.313859, train_mae 0.015242, train_rmse 0.020114, train_mape 291.106415, train_acc 0.376079, valid_loss 0.0010243276, valid_ic 0.015333, valid_icir 0.354355, valid_ric 0.004983, valid_ricir 0.066936, valid_prec@10 0.576639, valid_prec@30 0.543033, valid_mae 0.015629, valid_rmse 0.025981, valid_mape 237.429642, valid_acc 0.582799, test_loss 0.001780, ic 0.007029, icir 0.157444, ric 0.011664, ricir 0.127225, prec@10 0.581893, prec@30 0.561317, test_mae 0.020509, test_rmse 0.044373, test_mape 216.657608, test_acc 0.705682
Epoch 85, train_loss 0.001198, train_ic 0.054382, train_icir 0.591840, train_ric 0.011965, train_ricir 0.108927, train_mae 0.036467, train_rmse 0.043270, train_mape 87.065277, train_acc 0.762397, valid_loss 0.0009651392, valid_ic 0.011756, valid_icir 0.287107, valid_ric -0.008767, valid_ricir -0.132747, valid_prec@10 0.631148, valid_prec@30 0.600273, valid_mae 0.013940, valid_rmse 0.025633, valid_mape 164.840012, valid_acc 0.590011, test_loss 0.001748, ic 0.001609, icir 0.042279, ric -0.000882, ricir -0.011267, prec@10 0.580658, prec@30 0.600960, test_mae 0.019939, test_rmse 0.044007, test_mape 180.678650, test_acc 0.711046
Epoch 86, train_loss 0.001186, train_ic 0.048301, train_icir 0.548182, train_ric 0.019241, train_ricir 0.179185, train_mae 0.014292, train_rmse 0.022903, train_mape 138.484406, train_acc 0.571715, valid_loss 0.0009570531, valid_ic 0.012878, valid_icir 0.404017, valid_ric 0.005167, valid_ricir 0.071017, valid_prec@10 0.570082, valid_prec@30 0.560656, valid_mae 0.016341, valid_rmse 0.027276, valid_mape 189.148087, valid_acc 0.371528, test_loss 0.001692, ic 0.006794, icir 0.231715, ric 0.008008, ricir 0.075771, prec@10 0.569959, prec@30 0.554870, test_mae 0.025106, test_rmse 0.046529, test_mape 207.373016, test_acc 0.290173
Epoch 87, train_loss 0.001186, train_ic 0.044482, train_icir 0.407763, train_ric -0.002177, train_ricir -0.017025, train_mae 0.022372, train_rmse 0.030184, train_mape 140.702026, train_acc 0.642276, valid_loss 0.0010466856, valid_ic 0.018243, valid_icir 0.357233, valid_ric -0.009179, valid_ricir -0.104017, valid_prec@10 0.565984, valid_prec@30 0.560792, valid_mae 0.018993, valid_rmse 0.029032, valid_mape 245.024567, valid_acc 0.383814, test_loss 0.001766, ic 0.013886, icir 0.306672, ric 0.000041, ricir 0.000356, prec@10 0.562963, prec@30 0.562963, test_mae 0.026563, test_rmse 0.047150, test_mape 241.704651, test_acc 0.364789
Epoch 88, train_loss 0.001174, train_ic 0.037088, train_icir 0.474515, train_ric 0.022452, train_ricir 0.247210, train_mae 0.014076, train_rmse 0.022249, train_mape 120.215370, train_acc 0.449763, valid_loss 0.0009151687, valid_ic 0.009827, valid_icir 0.343633, valid_ric 0.011741, valid_ricir 0.178347, valid_prec@10 0.552049, valid_prec@30 0.534836, valid_mae 0.013873, valid_rmse 0.025355, valid_mape 144.243927, valid_acc 0.533654, test_loss 0.001646, ic 0.004247, icir 0.144544, ric 0.006511, ricir 0.074694, prec@10 0.552263, prec@30 0.529630, test_mae 0.020467, test_rmse 0.043817, test_mape 165.712769, test_acc 0.640819
Epoch 89, train_loss 0.001180, train_ic 0.038766, train_icir 0.464743, train_ric 0.010018, train_ricir 0.111931, train_mae 0.066691, train_rmse 0.076946, train_mape 101.025726, train_acc 0.425440, valid_loss 0.0009970493, valid_ic 0.006703, valid_icir 0.171677, valid_ric -0.002561, valid_ricir -0.047758, valid_prec@10 0.566393, valid_prec@30 0.557650, valid_mae 0.017821, valid_rmse 0.028540, valid_mape 235.834641, valid_acc 0.375534, test_loss 0.001734, ic -0.000959, icir -0.024325, ric -0.007076, ricir -0.100520, prec@10 0.560082, prec@30 0.540192, test_mae 0.028510, test_rmse 0.048645, test_mape 262.607391, test_acc 0.229700
Epoch 90, train_loss 0.001175, train_ic 0.047675, train_icir 0.550307, train_ric 0.013741, train_ricir 0.134897, train_mae 0.033241, train_rmse 0.044914, train_mape 127.542320, train_acc 0.498330, valid_loss 0.0009510678, valid_ic 0.018772, valid_icir 0.530701, valid_ric 0.000735, valid_ricir 0.012525, valid_prec@10 0.572951, valid_prec@30 0.554098, valid_mae 0.015995, valid_rmse 0.026964, valid_mape 174.167999, valid_acc 0.421741, test_loss 0.001676, ic 0.010954, icir 0.300926, ric 0.006983, ricir 0.097317, prec@10 0.586420, prec@30 0.568313, test_mae 0.024172, test_rmse 0.045906, test_mape 199.654739, test_acc 0.437698
Epoch 91, train_loss 0.001197, train_ic 0.042208, train_icir 0.607535, train_ric 0.040436, train_ricir 0.488791, train_mae 0.010829, train_rmse 0.017362, train_mape 168.297760, train_acc 0.613922, valid_loss 0.0009381814, valid_ic 0.006101, valid_icir 0.181001, valid_ric 0.016118, valid_ricir 0.264339, valid_prec@10 0.569262, valid_prec@30 0.542077, valid_mae 0.014158, valid_rmse 0.025197, valid_mape 176.196136, valid_acc 0.587340, test_loss 0.001671, ic -0.002222, icir -0.061188, ric 0.007685, ricir 0.111052, prec@10 0.553086, prec@30 0.530453, test_mae 0.020451, test_rmse 0.043488, test_mape 169.603912, test_acc 0.672031
Epoch 92, train_loss 0.001176, train_ic 0.053526, train_icir 0.542178, train_ric 0.049870, train_ricir 0.427639, train_mae 0.012233, train_rmse 0.019505, train_mape 148.755371, train_acc 0.475070, valid_loss 0.0009238572, valid_ic 0.008836, valid_icir 0.201518, valid_ric 0.010508, valid_ricir 0.125007, valid_prec@10 0.555328, valid_prec@30 0.537705, valid_mae 0.014288, valid_rmse 0.025701, valid_mape 147.989258, valid_acc 0.480235, test_loss 0.001633, ic 0.000161, icir 0.003704, ric 0.009265, ricir 0.087682, prec@10 0.545267, prec@30 0.527298, test_mae 0.024040, test_rmse 0.045434, test_mape 194.318146, test_acc 0.344794
Epoch 93, train_loss 0.001181, train_ic 0.051474, train_icir 0.618358, train_ric 0.035076, train_ricir 0.375680, train_mae 0.036477, train_rmse 0.043489, train_mape 81.690010, train_acc 0.816745, valid_loss 0.0009786590, valid_ic 0.005996, valid_icir 0.164320, valid_ric 0.007879, valid_ricir 0.136754, valid_prec@10 0.629508, valid_prec@30 0.585792, valid_mae 0.015078, valid_rmse 0.025590, valid_mape 210.390015, valid_acc 0.598291, test_loss 0.001717, ic -0.001522, icir -0.042928, ric 0.006440, ricir 0.088560, prec@10 0.579012, prec@30 0.583128, test_mae 0.020404, test_rmse 0.042809, test_mape 191.866440, test_acc 0.712265
Epoch 94, train_loss 0.001178, train_ic 0.034219, train_icir 0.351449, train_ric 0.047674, train_ricir 0.431666, train_mae 0.019689, train_rmse 0.029856, train_mape 157.089813, train_acc 0.476150, valid_loss 0.0009803265, valid_ic 0.006424, valid_icir 0.115844, valid_ric 0.023383, valid_ricir 0.257037, valid_prec@10 0.527459, valid_prec@30 0.538115, valid_mae 0.016564, valid_rmse 0.027894, valid_mape 216.304565, valid_acc 0.418002, test_loss 0.001708, ic -0.005894, icir -0.104486, ric 0.011894, ricir 0.105583, prec@10 0.526337, prec@30 0.516187, test_mae 0.026270, test_rmse 0.047355, test_mape 237.234741, test_acc 0.330163
Epoch 95, train_loss 0.001167, train_ic 0.048993, train_icir 0.612055, train_ric 0.045212, train_ricir 0.494587, train_mae 0.023129, train_rmse 0.031741, train_mape 119.374275, train_acc 0.411864, valid_loss 0.0009055582, valid_ic 0.007977, valid_icir 0.243353, valid_ric 0.021734, valid_ricir 0.333317, valid_prec@10 0.536885, valid_prec@30 0.525820, valid_mae 0.013880, valid_rmse 0.025198, valid_mape 138.594971, valid_acc 0.524038, test_loss 0.001600, ic 0.000099, icir 0.002700, ric 0.013009, ricir 0.183363, prec@10 0.543621, prec@30 0.530453, test_mae 0.021556, test_rmse 0.043699, test_mape 170.552002, test_acc 0.551573
Epoch 96, train_loss 0.001179, train_ic 0.042626, train_icir 0.437725, train_ric 0.005124, train_ricir 0.044317, train_mae 0.018016, train_rmse 0.026900, train_mape 150.366898, train_acc 0.507778, valid_loss 0.0009519044, valid_ic 0.020080, valid_icir 0.482073, valid_ric 0.000446, valid_ricir 0.005979, valid_prec@10 0.565574, valid_prec@30 0.547404, valid_mae 0.015470, valid_rmse 0.026423, valid_mape 184.719116, valid_acc 0.420940, test_loss 0.001656, ic 0.013455, icir 0.352808, ric 0.005484, ricir 0.056861, prec@10 0.563786, prec@30 0.543621, test_mae 0.021624, test_rmse 0.043673, test_mape 194.918793, test_acc 0.536942
Epoch 97, train_loss 0.001169, train_ic 0.048507, train_icir 0.522858, train_ric 0.048163, train_ricir 0.455999, train_mae 0.022361, train_rmse 0.030536, train_mape 134.211273, train_acc 0.457061, valid_loss 0.0009513930, valid_ic 0.005062, valid_icir 0.107616, valid_ric 0.012278, valid_ricir 0.163068, valid_prec@10 0.611885, valid_prec@30 0.567760, valid_mae 0.014588, valid_rmse 0.025657, valid_mape 170.773407, valid_acc 0.563034, test_loss 0.001669, ic -0.003764, icir -0.076374, ric 0.008367, ricir 0.089858, prec@10 0.581481, prec@30 0.570233, test_mae 0.021964, test_rmse 0.043833, test_mape 187.609619, test_acc 0.603999
Epoch 98, train_loss 0.001157, train_ic 0.045011, train_icir 0.428529, train_ric 0.043628, train_ricir 0.370020, train_mae 0.024463, train_rmse 0.033219, train_mape 164.686569, train_acc 0.466762, valid_loss 0.0009810171, valid_ic 0.004090, valid_icir 0.066708, valid_ric 0.006189, valid_ricir 0.068600, valid_prec@10 0.645902, valid_prec@30 0.597678, valid_mae 0.015750, valid_rmse 0.026770, valid_mape 185.908417, valid_acc 0.510417, test_loss 0.001703, ic -0.005559, icir -0.088402, ric 0.002888, ricir 0.023845, prec@10 0.607407, prec@30 0.605075, test_mae 0.024903, test_rmse 0.045534, test_mape 211.365417, test_acc 0.432821
Epoch 99, train_loss 0.001157, train_ic 0.051373, train_icir 0.484008, train_ric 0.024025, train_ricir 0.188050, train_mae 0.012301, train_rmse 0.019601, train_mape 137.800369, train_acc 0.499540, valid_loss 0.0009367051, valid_ic 0.008403, valid_icir 0.155551, valid_ric -0.010056, valid_ricir -0.110475, valid_prec@10 0.579508, valid_prec@30 0.537842, valid_mae 0.015141, valid_rmse 0.026327, valid_mape 169.636993, valid_acc 0.439637, test_loss 0.001640, ic -0.000212, icir -0.003918, ric -0.003885, ricir -0.030464, prec@10 0.590947, prec@30 0.553909, test_mae 0.026053, test_rmse 0.046581, test_mape 224.344345, test_acc 0.273592
Epoch 100, train_loss 0.001165, train_ic 0.041095, train_icir 0.452334, train_ric 0.034770, train_ricir 0.343636, train_mae 0.015000, train_rmse 0.022863, train_mape 3970.508545, train_acc 0.565780, valid_loss 0.0009591696, valid_ic 0.007642, valid_icir 0.181867, valid_ric 0.012095, valid_ricir 0.173424, valid_prec@10 0.604508, valid_prec@30 0.592486, valid_mae 0.016732, valid_rmse 0.027494, valid_mape 209.299988, valid_acc 0.384615, test_loss 0.001641, ic -0.002482, icir -0.054668, ric 0.006882, ricir 0.075380, prec@10 0.547737, prec@30 0.583539, test_mae 0.025865, test_rmse 0.046086, test_mape 222.440384, test_acc 0.277981
Epoch 101, train_loss 0.001159, train_ic 0.052840, train_icir 0.575145, train_ric -0.006586, train_ricir -0.064097, train_mae 0.035523, train_rmse 0.042049, train_mape 169.371979, train_acc 0.108464, valid_loss 0.0009675566, valid_ic 0.017560, valid_icir 0.412133, valid_ric -0.016737, valid_ricir -0.281401, valid_prec@10 0.583197, valid_prec@30 0.553415, valid_mae 0.017277, valid_rmse 0.027440, valid_mape 216.600800, valid_acc 0.351496, test_loss 0.001622, ic 0.011350, icir 0.296942, ric -0.004412, ricir -0.063140, prec@10 0.595885, prec@30 0.561866, test_mae 0.026386, test_rmse 0.045703, test_mape 224.733017, test_acc 0.228481
Epoch 102, train_loss 0.001153, train_ic 0.056708, train_icir 0.587509, train_ric 0.033868, train_ricir 0.305311, train_mae 0.018707, train_rmse 0.026329, train_mape 228.235458, train_acc 0.469217, valid_loss 0.0009673134, valid_ic 0.011331, valid_icir 0.244190, valid_ric 0.001184, valid_ricir 0.017038, valid_prec@10 0.626230, valid_prec@30 0.592213, valid_mae 0.016191, valid_rmse 0.027002, valid_mape 192.934494, valid_acc 0.428152, test_loss 0.001626, ic 0.003447, icir 0.085037, ric 0.006878, ricir 0.090092, prec@10 0.584362, prec@30 0.591084, test_mae 0.024764, test_rmse 0.044591, test_mape 202.848236, test_acc 0.314070
Epoch 103, train_loss 0.001164, train_ic 0.049564, train_icir 0.501773, train_ric 0.016964, train_ricir 0.155156, train_mae 0.023576, train_rmse 0.029281, train_mape 338.094269, train_acc 0.384572, valid_loss 0.0011524810, valid_ic 0.015181, valid_icir 0.325215, valid_ric -0.004259, valid_ricir -0.064621, valid_prec@10 0.577049, valid_prec@30 0.537158, valid_mae 0.017974, valid_rmse 0.026425, valid_mape 326.432190, valid_acc 0.596154, test_loss 0.001788, ic 0.004795, icir 0.104231, ric 0.001749, ricir 0.019611, prec@10 0.586008, prec@30 0.552949, test_mae 0.020778, test_rmse 0.041428, test_mape 253.102020, test_acc 0.731285
Epoch 104, train_loss 0.001151, train_ic 0.045915, train_icir 0.405319, train_ric 0.000148, train_ricir 0.001102, train_mae 0.016853, train_rmse 0.024390, train_mape 148.812515, train_acc 0.571378, valid_loss 0.0009637878, valid_ic 0.012670, valid_icir 0.231650, valid_ric -0.010199, valid_ricir -0.104766, valid_prec@10 0.563934, valid_prec@30 0.541940, valid_mae 0.015652, valid_rmse 0.025776, valid_mape 216.544464, valid_acc 0.475962, test_loss 0.001638, ic 0.012140, icir 0.258356, ric -0.000077, ricir -0.000628, prec@10 0.571605, prec@30 0.548834, test_mae 0.021218, test_rmse 0.041795, test_mape 208.169739, test_acc 0.567910
Epoch 105, train_loss 0.001159, train_ic 0.051841, train_icir 0.713079, train_ric 0.038124, train_ricir 0.454985, train_mae 0.024807, train_rmse 0.033872, train_mape 183.452271, train_acc 0.629971, valid_loss 0.0009930816, valid_ic 0.016295, valid_icir 0.581484, valid_ric 0.020177, valid_ricir 0.355384, valid_prec@10 0.571311, valid_prec@30 0.546721, valid_mae 0.015401, valid_rmse 0.024830, valid_mape 252.637360, valid_acc 0.600427, test_loss 0.001642, ic 0.007176, icir 0.255074, ric 0.014458, ricir 0.199376, prec@10 0.561317, prec@30 0.543073, test_mae 0.018564, test_rmse 0.040171, test_mape 208.536499, test_acc 0.746403
Epoch 106, train_loss 0.001153, train_ic 0.045541, train_icir 0.566785, train_ric 0.028806, train_ricir 0.306078, train_mae 0.017999, train_rmse 0.024961, train_mape 94.544449, train_acc 0.868996, valid_loss 0.0010890835, valid_ic 0.014253, valid_icir 0.450635, valid_ric 0.010937, valid_ricir 0.170951, valid_prec@10 0.558607, valid_prec@30 0.551230, valid_mae 0.017202, valid_rmse 0.026102, valid_mape 323.448547, valid_acc 0.598558, test_loss 0.001730, ic 0.007077, icir 0.215006, ric 0.011121, ricir 0.135909, prec@10 0.573251, prec@30 0.558573, test_mae 0.019088, test_rmse 0.040201, test_mape 247.154419, test_acc 0.742990
Epoch 107, train_loss 0.001161, train_ic 0.062343, train_icir 0.725791, train_ric 0.028448, train_ricir 0.287118, train_mae 0.053168, train_rmse 0.063478, train_mape 100.055191, train_acc 0.619116, valid_loss 0.0009084719, valid_ic 0.019822, valid_icir 0.561972, valid_ric 0.001087, valid_ricir 0.019770, valid_prec@10 0.575000, valid_prec@30 0.558470, valid_mae 0.013858, valid_rmse 0.024550, valid_mape 149.330933, valid_acc 0.531250, test_loss 0.001540, ic 0.014637, icir 0.469438, ric 0.012564, ricir 0.163753, prec@10 0.575720, prec@30 0.563100, test_mae 0.020437, test_rmse 0.041329, test_mape 164.444839, test_acc 0.612777
Epoch 108, train_loss 0.001171, train_ic 0.040227, train_icir 0.482522, train_ric 0.028438, train_ricir 0.278934, train_mae 0.010839, train_rmse 0.016908, train_mape 124.259117, train_acc 0.508550, valid_loss 0.0009186666, valid_ic 0.009052, valid_icir 0.253735, valid_ric 0.013127, valid_ricir 0.186060, valid_prec@10 0.531967, valid_prec@30 0.515710, valid_mae 0.014918, valid_rmse 0.025615, valid_mape 151.325684, valid_acc 0.409455, test_loss 0.001557, ic 0.005040, icir 0.148879, ric 0.006084, ricir 0.070751, prec@10 0.553086, prec@30 0.522497, test_mae 0.023585, test_rmse 0.043409, test_mape 179.030197, test_acc 0.345282
Epoch 109, train_loss 0.001153, train_ic 0.062751, train_icir 0.712274, train_ric 0.027080, train_ricir 0.262886, train_mae 0.021008, train_rmse 0.027802, train_mape 125.331322, train_acc 0.651847, valid_loss 0.0009994836, valid_ic 0.016587, valid_icir 0.378896, valid_ric -0.009209, valid_ricir -0.160785, valid_prec@10 0.560246, valid_prec@30 0.548087, valid_mae 0.017080, valid_rmse 0.027399, valid_mape 210.668564, valid_acc 0.357372, test_loss 0.001633, ic 0.011685, icir 0.291855, ric 0.004485, ricir 0.068357, prec@10 0.548148, prec@30 0.560082, test_mae 0.026524, test_rmse 0.044966, test_mape 230.392334, test_acc 0.249451
Epoch 110, train_loss 0.001144, train_ic 0.027820, train_icir 0.306597, train_ric 0.004965, train_ricir 0.043853, train_mae 0.014531, train_rmse 0.021186, train_mape 135.749878, train_acc 0.474424, valid_loss 0.0009079188, valid_ic 0.007102, valid_icir 0.196465, valid_ric 0.000758, valid_ricir 0.009292, valid_prec@10 0.545492, valid_prec@30 0.529508, valid_mae 0.014392, valid_rmse 0.024756, valid_mape 165.991486, valid_acc 0.491186, test_loss 0.001539, ic 0.002506, icir 0.074154, ric -0.002436, ricir -0.024528, prec@10 0.542387, prec@30 0.531139, test_mae 0.021320, test_rmse 0.041840, test_mape 174.752319, test_acc 0.546696
Epoch 111, train_loss 0.001139, train_ic 0.049458, train_icir 0.549402, train_ric 0.025035, train_ricir 0.252104, train_mae 0.018422, train_rmse 0.026475, train_mape 113.306297, train_acc 0.540951, valid_loss 0.0008991683, valid_ic 0.010631, valid_icir 0.285699, valid_ric 0.005315, valid_ricir 0.093210, valid_prec@10 0.554098, valid_prec@30 0.517760, valid_mae 0.014123, valid_rmse 0.024887, valid_mape 138.037109, valid_acc 0.499733, test_loss 0.001528, ic 0.001755, icir 0.042404, ric 0.003313, ricir 0.042898, prec@10 0.577366, prec@30 0.533059, test_mae 0.022591, test_rmse 0.042993, test_mape 168.466187, test_acc 0.491100
Epoch 112, train_loss 0.001152, train_ic 0.068252, train_icir 0.768775, train_ric 0.038102, train_ricir 0.386287, train_mae 0.015597, train_rmse 0.022866, train_mape 122.139145, train_acc 0.468837, valid_loss 0.0008993799, valid_ic 0.017442, valid_icir 0.503348, valid_ric 0.006826, valid_ricir 0.140422, valid_prec@10 0.569672, valid_prec@30 0.551366, valid_mae 0.013807, valid_rmse 0.024806, valid_mape 138.429947, valid_acc 0.509882, test_loss 0.001530, ic 0.008340, icir 0.252560, ric 0.010985, ricir 0.188385, prec@10 0.567078, prec@30 0.551852, test_mae 0.021509, test_rmse 0.041624, test_mape 161.959259, test_acc 0.503780
Epoch 113, train_loss 0.001163, train_ic 0.055991, train_icir 0.632590, train_ric 0.037821, train_ricir 0.387793, train_mae 0.013572, train_rmse 0.020912, train_mape 213.660675, train_acc 0.542608, valid_loss 0.0009933869, valid_ic 0.009923, valid_icir 0.248474, valid_ric 0.011752, valid_ricir 0.189257, valid_prec@10 0.617213, valid_prec@30 0.583060, valid_mae 0.017490, valid_rmse 0.028048, valid_mape 229.069016, valid_acc 0.353365, test_loss 0.001647, ic -0.001065, icir -0.027009, ric 0.009322, ricir 0.111724, prec@10 0.565021, prec@30 0.574897, test_mae 0.027230, test_rmse 0.045290, test_mape 238.087677, test_acc 0.194587
Epoch 114, train_loss 0.001162, train_ic 0.050578, train_icir 0.642594, train_ric 0.013170, train_ricir 0.154609, train_mae 0.031873, train_rmse 0.039066, train_mape 1020.762451, train_acc 0.122229, valid_loss 0.0010501681, valid_ic 0.014998, valid_icir 0.404013, valid_ric -0.006378, valid_ricir -0.156984, valid_prec@10 0.570492, valid_prec@30 0.546585, valid_mae 0.019466, valid_rmse 0.029108, valid_mape 261.729584, valid_acc 0.355769, test_loss 0.001661, ic 0.009904, icir 0.278281, ric -0.001431, ricir -0.028348, prec@10 0.589712, prec@30 0.567627, test_mae 0.029937, test_rmse 0.046973, test_mape 276.940094, test_acc 0.210924
Epoch 115, train_loss 0.001154, train_ic 0.053128, train_icir 0.576248, train_ric 0.023097, train_ricir 0.214356, train_mae 0.021341, train_rmse 0.027399, train_mape 207.688980, train_acc 0.293559, valid_loss 0.0009249340, valid_ic 0.020055, valid_icir 0.509643, valid_ric 0.005924, valid_ricir 0.079920, valid_prec@10 0.573361, valid_prec@30 0.548361, valid_mae 0.014339, valid_rmse 0.024197, valid_mape 193.911331, valid_acc 0.530449, test_loss 0.001536, ic 0.015393, icir 0.400676, ric 0.011957, ricir 0.109091, prec@10 0.577366, prec@30 0.551303, test_mae 0.018981, test_rmse 0.039628, test_mape 179.882828, test_acc 0.675689
Epoch 116, train_loss 0.001146, train_ic 0.049390, train_icir 0.596878, train_ric 0.018331, train_ricir 0.195527, train_mae 0.015582, train_rmse 0.022349, train_mape 179.756470, train_acc 0.660826, valid_loss 0.0009790074, valid_ic 0.015447, valid_icir 0.467696, valid_ric 0.004139, valid_ricir 0.069332, valid_prec@10 0.561066, valid_prec@30 0.553279, valid_mae 0.014980, valid_rmse 0.024340, valid_mape 237.880783, valid_acc 0.596421, test_loss 0.001578, ic 0.007547, icir 0.217183, ric 0.005488, ricir 0.080053, prec@10 0.583951, prec@30 0.562277, test_mae 0.018411, test_rmse 0.039212, test_mape 197.608810, test_acc 0.724945
Epoch 117, train_loss 0.001152, train_ic 0.050860, train_icir 0.535973, train_ric 0.057414, train_ricir 0.533093, train_mae 0.025455, train_rmse 0.034847, train_mape 126.824036, train_acc 0.422024, valid_loss 0.0009205202, valid_ic 0.008639, valid_icir 0.174836, valid_ric 0.023938, valid_ricir 0.293742, valid_prec@10 0.514754, valid_prec@30 0.529508, valid_mae 0.014047, valid_rmse 0.024601, valid_mape 154.587479, valid_acc 0.571314, test_loss 0.001534, ic -0.002345, icir -0.047068, ric 0.015236, ricir 0.157140, prec@10 0.542798, prec@30 0.512209, test_mae 0.021537, test_rmse 0.041618, test_mape 178.392471, test_acc 0.584979
Epoch 118, train_loss 0.001140, train_ic 0.046629, train_icir 0.530641, train_ric 0.023371, train_ricir 0.230881, train_mae 0.015051, train_rmse 0.022015, train_mape 120.436928, train_acc 0.449765, valid_loss 0.0008864708, valid_ic 0.006734, valid_icir 0.208917, valid_ric 0.001074, valid_ricir 0.018274, valid_prec@10 0.563115, valid_prec@30 0.551913, valid_mae 0.013498, valid_rmse 0.023947, valid_mape 135.069992, valid_acc 0.555288, test_loss 0.001485, ic 0.001019, icir 0.029422, ric 0.001861, ricir 0.023517, prec@10 0.572840, prec@30 0.544170, test_mae 0.021349, test_rmse 0.041032, test_mape 154.758499, test_acc 0.531578
Epoch 119, train_loss 0.001149, train_ic 0.060536, train_icir 0.725758, train_ric 0.033170, train_ricir 0.340974, train_mae 0.015998, train_rmse 0.024069, train_mape 147.508865, train_acc 0.720207, valid_loss 0.0010819112, valid_ic 0.021598, valid_icir 0.661077, valid_ric 0.010306, valid_ricir 0.194857, valid_prec@10 0.570082, valid_prec@30 0.558743, valid_mae 0.020738, valid_rmse 0.029759, valid_mape 306.559052, valid_acc 0.352030, test_loss 0.001662, ic 0.011462, icir 0.352471, ric 0.016170, ricir 0.245271, prec@10 0.557202, prec@30 0.552263, test_mae 0.030008, test_rmse 0.046484, test_mape 284.132050, test_acc 0.198244
