Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 32,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 1, train_loss 0.142204, train_ic 0.004718, train_icir 0.045559, train_ric 0.019436, train_ricir 0.156504, train_mae 0.078078, train_rmse 0.175835, train_mape 1150.131836, train_acc 0.690791, valid_loss 0.0405928738, valid_ic -0.009756, valid_icir -0.115406, valid_ric 0.010507, valid_ricir 0.108146, valid_prec@10 0.511885, valid_prec@30 0.506831, valid_mae 0.108389, valid_rmse 0.228570, valid_mape 2547.985596, valid_acc 0.558302, test_loss 0.076690, ic -0.018243, icir -0.151868, ric -0.005329, ricir -0.039783, prec@10 0.499588, prec@30 0.505213, test_mae 0.154221, test_rmse 0.297375, test_mape 2533.550049, test_acc 0.528084
Epoch 80, train_loss 0.001167, train_ic 0.043619, train_icir 0.591743, train_ric 0.029333, train_ricir 0.346345, train_mae 0.014246, train_rmse 0.023472, train_mape 3968.424561, train_acc 0.622153, valid_loss 0.0009392632, valid_ic 0.010147, valid_icir 0.341638, valid_ric 0.007071, valid_ricir 0.142407, valid_prec@10 0.562295, valid_prec@30 0.550820, valid_mae 0.014120, valid_rmse 0.024782, valid_mape 192.032150, valid_acc 0.594035, test_loss 0.001654, ic 0.002502, icir 0.072038, ric 0.009718, ricir 0.153231, prec@10 0.568724, prec@30 0.554321, test_mae 0.019461, test_rmse 0.042462, test_mape 173.955841, test_acc 0.710571
Epoch 81, train_loss 0.001191, train_ic 0.054911, train_icir 0.625296, train_ric 0.017496, train_ricir 0.174074, train_mae 0.017293, train_rmse 0.023571, train_mape 154.771088, train_acc 0.253275, valid_loss 0.0009669841, valid_ic 0.014641, valid_icir 0.403668, valid_ric -0.002209, valid_ricir -0.045241, valid_prec@10 0.545902, valid_prec@30 0.547268, valid_mae 0.016301, valid_rmse 0.027528, valid_mape 190.245895, valid_acc 0.365395, test_loss 0.001695, ic 0.006310, icir 0.184517, ric 0.008329, ricir 0.136368, prec@10 0.541564, prec@30 0.543621, test_mae 0.024636, test_rmse 0.045250, test_mape 207.256836, test_acc 0.312730
Epoch 82, train_loss 0.001180, train_ic 0.044565, train_icir 0.481064, train_ric 0.061549, train_ricir 0.546923, train_mae 0.019080, train_rmse 0.023418, train_mape 351.990295, train_acc 0.335364, valid_loss 0.0010659657, valid_ic 0.008264, valid_icir 0.208283, valid_ric 0.026769, valid_ricir 0.334459, valid_prec@10 0.515164, valid_prec@30 0.520765, valid_mae 0.017021, valid_rmse 0.026061, valid_mape 295.504578, valid_acc 0.599946, test_loss 0.001745, ic -0.000603, icir -0.015050, ric 0.021287, ricir 0.242422, prec@10 0.521811, prec@30 0.517284, test_mae 0.019707, test_rmse 0.041560, test_mape 227.549988, test_acc 0.740741
Epoch 83, train_loss 0.001206, train_ic 0.053617, train_icir 0.471062, train_ric 0.038592, train_ricir 0.287358, train_mae 0.016092, train_rmse 0.024044, train_mape 1543.666016, train_acc 0.562040, valid_loss 0.0009522568, valid_ic 0.003578, valid_icir 0.067292, valid_ric -0.003452, valid_ricir -0.035868, valid_prec@10 0.572541, valid_prec@30 0.563525, valid_mae 0.014680, valid_rmse 0.026237, valid_mape 159.347382, valid_acc 0.499194, test_loss 0.001671, ic -0.001636, icir -0.032307, ric 0.005466, ricir 0.042443, prec@10 0.545267, prec@30 0.548971, test_mae 0.025423, test_rmse 0.045404, test_mape 210.606934, test_acc 0.286485
Epoch 84, train_loss 0.001170, train_ic 0.045899, train_icir 0.460376, train_ric 0.031127, train_ricir 0.257114, train_mae 0.020252, train_rmse 0.024445, train_mape 418.049377, train_acc 0.431563, valid_loss 0.0011902283, valid_ic 0.002675, valid_icir 0.062297, valid_ric -0.000571, valid_ricir -0.006773, valid_prec@10 0.588115, valid_prec@30 0.586885, valid_mae 0.019372, valid_rmse 0.028118, valid_mape 365.658264, valid_acc 0.596991, test_loss 0.001933, ic -0.004835, icir -0.114273, ric 0.001069, ricir 0.009381, prec@10 0.543621, prec@30 0.566392, test_mae 0.020263, test_rmse 0.041431, test_mape 248.944885, test_acc 0.742212
Epoch 85, train_loss 0.001183, train_ic 0.050126, train_icir 0.657019, train_ric 0.041017, train_ricir 0.473995, train_mae 0.016883, train_rmse 0.023423, train_mape 314.583099, train_acc 0.559843, valid_loss 0.0011257045, valid_ic 0.011765, valid_icir 0.365601, valid_ric 0.021519, valid_ricir 0.385168, valid_prec@10 0.540164, valid_prec@30 0.543989, valid_mae 0.022256, valid_rmse 0.031315, valid_mape 341.073212, valid_acc 0.347663, test_loss 0.001798, ic 0.002336, icir 0.076995, ric 0.016972, ricir 0.263853, prec@10 0.553498, prec@30 0.550892, test_mae 0.031434, test_rmse 0.048869, test_mape 306.692749, test_acc 0.199411
Epoch 86, train_loss 0.001180, train_ic 0.031240, train_icir 0.311102, train_ric 0.036552, train_ricir 0.309497, train_mae 0.012430, train_rmse 0.018064, train_mape 119.930565, train_acc 0.525728, valid_loss 0.0009599371, valid_ic 0.000146, valid_icir 0.002773, valid_ric 0.010787, valid_ricir 0.123050, valid_prec@10 0.571311, valid_prec@30 0.578279, valid_mae 0.015098, valid_rmse 0.026299, valid_mape 164.741333, valid_acc 0.527673, test_loss 0.001658, ic -0.007219, icir -0.135170, ric 0.005490, ricir 0.047603, prec@10 0.507819, prec@30 0.552812, test_mae 0.024833, test_rmse 0.045475, test_mape 196.057755, test_acc 0.392200
Epoch 87, train_loss 0.001176, train_ic 0.053427, train_icir 0.529305, train_ric -0.013056, train_ricir -0.103551, train_mae 0.019711, train_rmse 0.028569, train_mape 134.399826, train_acc 0.438893, valid_loss 0.0009358021, valid_ic 0.013579, valid_icir 0.280013, valid_ric -0.029267, valid_ricir -0.353684, valid_prec@10 0.569672, valid_prec@30 0.545082, valid_mae 0.014269, valid_rmse 0.025458, valid_mape 157.912567, valid_acc 0.510210, test_loss 0.001643, ic 0.009617, icir 0.210445, ric -0.009739, ricir -0.110830, prec@10 0.572428, prec@30 0.558162, test_mae 0.021502, test_rmse 0.042777, test_mape 170.189148, test_acc 0.556537
Epoch 88, train_loss 0.001194, train_ic 0.039845, train_icir 0.366449, train_ric 0.003660, train_ricir 0.027640, train_mae 0.045564, train_rmse 0.050862, train_mape 111.460770, train_acc 0.114951, valid_loss 0.0009642892, valid_ic 0.003339, valid_icir 0.061659, valid_ric -0.020447, valid_ricir -0.235375, valid_prec@10 0.563934, valid_prec@30 0.521038, valid_mae 0.015469, valid_rmse 0.026804, valid_mape 171.398483, valid_acc 0.381515, test_loss 0.001688, ic -0.003092, icir -0.057461, ric -0.010693, ricir -0.084003, prec@10 0.566255, prec@30 0.527846, test_mae 0.027117, test_rmse 0.046309, test_mape 233.558578, test_acc 0.223449
Epoch 89, train_loss 0.001189, train_ic 0.021561, train_icir 0.230541, train_ric 0.042614, train_ricir 0.385090, train_mae 0.039440, train_rmse 0.044562, train_mape 217.332382, train_acc 0.118698, valid_loss 0.0014936687, valid_ic -0.005526, valid_icir -0.086393, valid_ric 0.019685, valid_ricir 0.213900, valid_prec@10 0.634836, valid_prec@30 0.598087, valid_mae 0.027930, valid_rmse 0.037788, valid_mape 481.193726, valid_acc 0.366738, test_loss 0.002331, ic -0.015609, icir -0.240894, ric 0.007113, ricir 0.062803, prec@10 0.644033, prec@30 0.594376, test_mae 0.038944, test_rmse 0.055382, test_mape 427.801025, test_acc 0.207996
Epoch 90, train_loss 0.001180, train_ic 0.065135, train_icir 0.710787, train_ric 0.030407, train_ricir 0.285004, train_mae 0.016215, train_rmse 0.022067, train_mape 175.058960, train_acc 0.358457, valid_loss 0.0009228272, valid_ic 0.010894, valid_icir 0.241842, valid_ric -0.014433, valid_ricir -0.220762, valid_prec@10 0.542213, valid_prec@30 0.548361, valid_mae 0.013925, valid_rmse 0.024850, valid_mape 154.486221, valid_acc 0.572810, test_loss 0.001589, ic 0.006355, icir 0.144055, ric 0.002939, ricir 0.034915, prec@10 0.559259, prec@30 0.557202, test_mae 0.021612, test_rmse 0.042178, test_mape 168.611374, test_acc 0.522198
Epoch 91, train_loss 0.001161, train_ic 0.057203, train_icir 0.675343, train_ric 0.041095, train_ricir 0.409731, train_mae 0.013496, train_rmse 0.021600, train_mape 141.734985, train_acc 0.738850, valid_loss 0.0009327828, valid_ic 0.006323, valid_icir 0.174463, valid_ric 0.003286, valid_ricir 0.060154, valid_prec@10 0.533197, valid_prec@30 0.544672, valid_mae 0.013802, valid_rmse 0.025275, valid_mape 153.910095, valid_acc 0.573348, test_loss 0.001629, ic 0.002084, icir 0.060930, ric 0.011182, ricir 0.172176, prec@10 0.533745, prec@30 0.533882, test_mae 0.021171, test_rmse 0.041855, test_mape 165.402252, test_acc 0.547461
Epoch 92, train_loss 0.001177, train_ic 0.054379, train_icir 0.513269, train_ric -0.006503, train_ricir -0.049840, train_mae 0.029909, train_rmse 0.036176, train_mape 578.538025, train_acc 0.424409, valid_loss 0.0016116662, valid_ic 0.013389, valid_icir 0.271446, valid_ric -0.025904, valid_ricir -0.317684, valid_prec@10 0.574180, valid_prec@30 0.563251, valid_mae 0.031791, valid_rmse 0.038996, valid_mape 569.750000, valid_acc 0.348200, test_loss 0.002246, ic 0.007321, icir 0.165621, ric -0.007516, ricir -0.082931, prec@10 0.565844, prec@30 0.549657, test_mae 0.042619, test_rmse 0.056246, test_mape 479.234985, test_acc 0.192298
Epoch 93, train_loss 0.001163, train_ic 0.048325, train_icir 0.567087, train_ric 0.022428, train_ricir 0.223090, train_mae 0.015435, train_rmse 0.022575, train_mape 121.958496, train_acc 0.514706, valid_loss 0.0009063234, valid_ic 0.009339, valid_icir 0.271491, valid_ric -0.006373, valid_ricir -0.103318, valid_prec@10 0.560246, valid_prec@30 0.547951, valid_mae 0.013958, valid_rmse 0.024489, valid_mape 149.931061, valid_acc 0.498388, test_loss 0.001540, ic 0.006918, icir 0.221614, ric 0.005076, ricir 0.061980, prec@10 0.560905, prec@30 0.546776, test_mae 0.022499, test_rmse 0.042185, test_mape 180.193802, test_acc 0.370370
Epoch 94, train_loss 0.001180, train_ic 0.064347, train_icir 0.671728, train_ric 0.042308, train_ricir 0.360032, train_mae 0.015632, train_rmse 0.021063, train_mape 393.328491, train_acc 0.579228, valid_loss 0.0011271533, valid_ic 0.011504, valid_icir 0.269150, valid_ric -0.001352, valid_ricir -0.018746, valid_prec@10 0.539344, valid_prec@30 0.545082, valid_mae 0.017960, valid_rmse 0.026805, valid_mape 337.163269, valid_acc 0.593498, test_loss 0.001795, ic 0.005313, icir 0.129432, ric 0.013493, ricir 0.162848, prec@10 0.534156, prec@30 0.543896, test_mae 0.019614, test_rmse 0.039901, test_mape 246.415710, test_acc 0.740741
Epoch 95, train_loss 0.001188, train_ic 0.049064, train_icir 0.556482, train_ric 0.045901, train_ricir 0.433926, train_mae 0.023068, train_rmse 0.032071, train_mape 129.907288, train_acc 0.404745, valid_loss 0.0009274756, valid_ic 0.008166, valid_icir 0.244427, valid_ric 0.012039, valid_ricir 0.185666, valid_prec@10 0.508607, valid_prec@30 0.520219, valid_mae 0.014013, valid_rmse 0.024350, valid_mape 185.062500, valid_acc 0.596454, test_loss 0.001563, ic 0.002467, icir 0.069174, ric 0.017202, ricir 0.225341, prec@10 0.534568, prec@30 0.530590, test_mae 0.019885, test_rmse 0.040605, test_mape 166.361649, test_acc 0.677214
Epoch 96, train_loss 0.001149, train_ic 0.043455, train_icir 0.563877, train_ric 0.022037, train_ricir 0.262261, train_mae 0.023853, train_rmse 0.028007, train_mape 371.455750, train_acc 0.303196, valid_loss 0.0011346855, valid_ic 0.008756, valid_icir 0.230310, valid_ric 0.000328, valid_ricir 0.007303, valid_prec@10 0.553689, valid_prec@30 0.520082, valid_mae 0.018822, valid_rmse 0.026838, valid_mape 368.102753, valid_acc 0.595110, test_loss 0.001777, ic 0.001476, icir 0.038362, ric 0.000826, ricir 0.015342, prec@10 0.574486, prec@30 0.540741, test_mae 0.019591, test_rmse 0.039720, test_mape 238.466217, test_acc 0.737797
Epoch 97, train_loss 0.001179, train_ic 0.028321, train_icir 0.339802, train_ric 0.046541, train_ricir 0.490313, train_mae 0.036068, train_rmse 0.042477, train_mape 101.400909, train_acc 0.786321, valid_loss 0.0009598987, valid_ic 0.003043, valid_icir 0.076306, valid_ric 0.023423, valid_ricir 0.374433, valid_prec@10 0.509016, valid_prec@30 0.516393, valid_mae 0.016311, valid_rmse 0.027051, valid_mape 194.961807, valid_acc 0.364052, test_loss 0.001636, ic -0.004686, icir -0.100912, ric 0.012119, ricir 0.162625, prec@10 0.539918, prec@30 0.511660, test_mae 0.026514, test_rmse 0.045367, test_mape 217.234711, test_acc 0.241844
Epoch 98, train_loss 0.001160, train_ic 0.060928, train_icir 0.719403, train_ric 0.035609, train_ricir 0.388105, train_mae 0.028457, train_rmse 0.037149, train_mape 116.700325, train_acc 0.627965, valid_loss 0.0009268286, valid_ic 0.009828, valid_icir 0.285260, valid_ric 0.004506, valid_ricir 0.085595, valid_prec@10 0.584016, valid_prec@30 0.562568, valid_mae 0.015110, valid_rmse 0.025974, valid_mape 158.167953, valid_acc 0.365932, test_loss 0.001578, ic 0.002077, icir 0.064578, ric 0.009028, ricir 0.156891, prec@10 0.549794, prec@30 0.544170, test_mae 0.024561, test_rmse 0.043208, test_mape 190.741867, test_acc 0.232279
Epoch 99, train_loss 0.001153, train_ic 0.046401, train_icir 0.585646, train_ric 0.048653, train_ricir 0.553607, train_mae 0.019653, train_rmse 0.026519, train_mape 198.892975, train_acc 0.124305, valid_loss 0.0009756813, valid_ic 0.010166, valid_icir 0.262620, valid_ric 0.024774, valid_ricir 0.407506, valid_prec@10 0.536885, valid_prec@30 0.541803, valid_mae 0.017355, valid_rmse 0.027563, valid_mape 222.797363, valid_acc 0.352767, test_loss 0.001614, ic -0.000961, icir -0.022237, ric 0.017015, ricir 0.247678, prec@10 0.546502, prec@30 0.540055, test_mae 0.026966, test_rmse 0.045389, test_mape 230.146408, test_acc 0.225656
Epoch 100, train_loss 0.001156, train_ic 0.046610, train_icir 0.526124, train_ric 0.055588, train_ricir 0.496045, train_mae 0.016499, train_rmse 0.023830, train_mape 125.219223, train_acc 0.511962, valid_loss 0.0008949710, valid_ic 0.010847, valid_icir 0.277804, valid_ric 0.029883, valid_ricir 0.367122, valid_prec@10 0.550000, valid_prec@30 0.523907, valid_mae 0.013529, valid_rmse 0.024158, valid_mape 133.269348, valid_acc 0.548630, test_loss 0.001511, ic 0.001718, icir 0.049510, ric 0.020439, ricir 0.226722, prec@10 0.579424, prec@30 0.531413, test_mae 0.020504, test_rmse 0.040696, test_mape 148.099380, test_acc 0.608045
Epoch 101, train_loss 0.001169, train_ic 0.054599, train_icir 0.630585, train_ric 0.055584, train_ricir 0.520597, train_mae 0.017817, train_rmse 0.025146, train_mape 133.495987, train_acc 0.366887, valid_loss 0.0009252387, valid_ic 0.012106, valid_icir 0.334655, valid_ric 0.021083, valid_ricir 0.292921, valid_prec@10 0.536475, valid_prec@30 0.540301, valid_mae 0.013732, valid_rmse 0.024446, valid_mape 161.606949, valid_acc 0.579258, test_loss 0.001577, ic 0.004316, icir 0.125443, ric 0.022133, ricir 0.266451, prec@10 0.544444, prec@30 0.538272, test_mae 0.019553, test_rmse 0.040303, test_mape 161.845627, test_acc 0.679666
Epoch 102, train_loss 0.001155, train_ic 0.056598, train_icir 0.625531, train_ric 0.028872, train_ricir 0.278257, train_mae 0.019879, train_rmse 0.025994, train_mape 131.979782, train_acc 0.304244, valid_loss 0.0009147802, valid_ic 0.006846, valid_icir 0.168919, valid_ric -0.003246, valid_ricir -0.048870, valid_prec@10 0.580328, valid_prec@30 0.564344, valid_mae 0.013623, valid_rmse 0.024531, valid_mape 149.680496, valid_acc 0.595379, test_loss 0.001570, ic -0.000086, icir -0.002262, ric 0.001256, ricir 0.015257, prec@10 0.568724, prec@30 0.555144, test_mae 0.020757, test_rmse 0.040372, test_mape 153.688934, test_acc 0.610253
Epoch 103, train_loss 0.001135, train_ic 0.044804, train_icir 0.491781, train_ric 0.009841, train_ricir 0.089549, train_mae 0.023941, train_rmse 0.032237, train_mape 156.417114, train_acc 0.619899, valid_loss 0.0011022876, valid_ic 0.011425, valid_icir 0.328690, valid_ric -0.003264, valid_ricir -0.048122, valid_prec@10 0.560246, valid_prec@30 0.529098, valid_mae 0.017799, valid_rmse 0.026309, valid_mape 344.253601, valid_acc 0.598066, test_loss 0.001732, ic 0.005406, icir 0.146522, ric 0.001982, ricir 0.025789, prec@10 0.569136, prec@30 0.547051, test_mae 0.018559, test_rmse 0.038382, test_mape 232.299728, test_acc 0.745892
Epoch 104, train_loss 0.001141, train_ic 0.038200, train_icir 0.351652, train_ric 0.040308, train_ricir 0.326610, train_mae 0.033703, train_rmse 0.040061, train_mape 351.062500, train_acc 0.094287, valid_loss 0.0012374995, valid_ic 0.001605, valid_icir 0.026449, valid_ric 0.008045, valid_ricir 0.089489, valid_prec@10 0.589344, valid_prec@30 0.539344, valid_mae 0.022221, valid_rmse 0.032398, valid_mape 351.548431, valid_acc 0.355723, test_loss 0.001916, ic -0.005899, icir -0.101579, ric 0.006551, ricir 0.056023, prec@10 0.576955, prec@30 0.574074, test_mae 0.034085, test_rmse 0.050173, test_mape 344.036591, test_acc 0.214619
Epoch 105, train_loss 0.001162, train_ic 0.046221, train_icir 0.523588, train_ric 0.019719, train_ricir 0.184292, train_mae 0.016017, train_rmse 0.023563, train_mape 104.720284, train_acc 0.704306, valid_loss 0.0009548723, valid_ic 0.016781, valid_icir 0.494161, valid_ric 0.002922, valid_ricir 0.044440, valid_prec@10 0.555738, valid_prec@30 0.546448, valid_mae 0.016285, valid_rmse 0.026314, valid_mape 175.401672, valid_acc 0.367813, test_loss 0.001537, ic 0.012859, icir 0.342483, ric 0.010757, ricir 0.132448, prec@10 0.576955, prec@30 0.551578, test_mae 0.025254, test_rmse 0.043389, test_mape 200.040359, test_acc 0.298749
Epoch 106, train_loss 0.001152, train_ic 0.041191, train_icir 0.429501, train_ric 0.012334, train_ricir 0.106168, train_mae 0.018564, train_rmse 0.026630, train_mape 133.701630, train_acc 0.588152, valid_loss 0.0009384561, valid_ic 0.011202, valid_icir 0.273064, valid_ric -0.002254, valid_ricir -0.027285, valid_prec@10 0.582787, valid_prec@30 0.551639, valid_mae 0.015022, valid_rmse 0.025172, valid_mape 193.001236, valid_acc 0.503493, test_loss 0.001574, ic 0.007598, icir 0.191533, ric 0.004344, ricir 0.043988, prec@10 0.564609, prec@30 0.554047, test_mae 0.021327, test_rmse 0.040596, test_mape 175.350388, test_acc 0.543292
Epoch 107, train_loss 0.001165, train_ic 0.048692, train_icir 0.520261, train_ric 0.013097, train_ricir 0.120691, train_mae 0.021466, train_rmse 0.030685, train_mape 187.781372, train_acc 0.401040, valid_loss 0.0010031709, valid_ic 0.009760, valid_icir 0.237566, valid_ric -0.008937, valid_ricir -0.142940, valid_prec@10 0.563525, valid_prec@30 0.538115, valid_mae 0.015820, valid_rmse 0.025164, valid_mape 256.352325, valid_acc 0.596722, test_loss 0.001627, ic 0.003570, icir 0.089910, ric 0.000296, ricir 0.003463, prec@10 0.558025, prec@30 0.548285, test_mae 0.019173, test_rmse 0.038899, test_mape 183.672501, test_acc 0.731665
Epoch 108, train_loss 0.001159, train_ic 0.065987, train_icir 0.644742, train_ric 0.041048, train_ricir 0.350299, train_mae 0.020258, train_rmse 0.029202, train_mape 279.280334, train_acc 0.428941, valid_loss 0.0011036897, valid_ic 0.013567, valid_icir 0.268178, valid_ric 0.002326, valid_ricir 0.027268, valid_prec@10 0.561475, valid_prec@30 0.562158, valid_mae 0.020510, valid_rmse 0.030149, valid_mape 310.269440, valid_acc 0.361096, test_loss 0.001714, ic 0.004943, icir 0.104160, ric 0.010736, ricir 0.100886, prec@10 0.550617, prec@30 0.546914, test_mae 0.031400, test_rmse 0.047463, test_mape 297.242981, test_acc 0.196223
Epoch 109, train_loss 0.001149, train_ic 0.048033, train_icir 0.571995, train_ric 0.033135, train_ricir 0.318952, train_mae 0.030686, train_rmse 0.041422, train_mape 134.971436, train_acc 0.427846, valid_loss 0.0009588085, valid_ic 0.003297, valid_icir 0.099352, valid_ric 0.000755, valid_ricir 0.012773, valid_prec@10 0.575820, valid_prec@30 0.545765, valid_mae 0.014705, valid_rmse 0.024988, valid_mape 221.568054, valid_acc 0.594841, test_loss 0.001604, ic 0.000541, icir 0.015370, ric 0.004785, ricir 0.070507, prec@10 0.551029, prec@30 0.558711, test_mae 0.019463, test_rmse 0.038886, test_mape 164.410126, test_acc 0.688251
Epoch 110, train_loss 0.001178, train_ic 0.052021, train_icir 0.598824, train_ric 0.010208, train_ricir 0.104769, train_mae 0.015074, train_rmse 0.020979, train_mape 169.477188, train_acc 0.315940, valid_loss 0.0009013976, valid_ic 0.012187, valid_icir 0.319570, valid_ric -0.009264, valid_ricir -0.162952, valid_prec@10 0.569262, valid_prec@30 0.540301, valid_mae 0.013646, valid_rmse 0.023976, valid_mape 153.256165, valid_acc 0.554541, test_loss 0.001521, ic 0.006293, icir 0.171580, ric -0.001812, ricir -0.027095, prec@10 0.566667, prec@30 0.549108, test_mae 0.019748, test_rmse 0.039174, test_mape 146.853134, test_acc 0.673780
Epoch 111, train_loss 0.001132, train_ic 0.047859, train_icir 0.538607, train_ric 0.026893, train_ricir 0.244957, train_mae 0.017543, train_rmse 0.022735, train_mape 284.323059, train_acc 0.355481, valid_loss 0.0010064770, valid_ic 0.017063, valid_icir 0.425206, valid_ric 0.004314, valid_ricir 0.053536, valid_prec@10 0.556557, valid_prec@30 0.553142, valid_mae 0.015794, valid_rmse 0.025044, valid_mape 270.293518, valid_acc 0.591080, test_loss 0.001595, ic 0.015482, icir 0.399616, ric 0.011884, ricir 0.113064, prec@10 0.564198, prec@30 0.552538, test_mae 0.018594, test_rmse 0.038406, test_mape 195.372696, test_acc 0.745892
Epoch 112, train_loss 0.001157, train_ic 0.053128, train_icir 0.467923, train_ric 0.014597, train_ricir 0.108899, train_mae 0.023062, train_rmse 0.030549, train_mape 277.287994, train_acc 0.192573, valid_loss 0.0010652494, valid_ic 0.007558, valid_icir 0.130821, valid_ric -0.013581, valid_ricir -0.143952, valid_prec@10 0.573770, valid_prec@30 0.564344, valid_mae 0.019733, valid_rmse 0.029334, valid_mape 294.839539, valid_acc 0.356529, test_loss 0.001707, ic -0.000292, icir -0.005211, ric -0.005945, ricir -0.044201, prec@10 0.558436, prec@30 0.551578, test_mae 0.031509, test_rmse 0.047163, test_mape 302.004333, test_acc 0.202600
Epoch 113, train_loss 0.001146, train_ic 0.058679, train_icir 0.623576, train_ric 0.031207, train_ricir 0.285289, train_mae 0.011390, train_rmse 0.019313, train_mape 141.177063, train_acc 0.447432, valid_loss 0.0009104612, valid_ic 0.007959, valid_icir 0.181395, valid_ric 0.000790, valid_ricir 0.010205, valid_prec@10 0.596311, valid_prec@30 0.579235, valid_mae 0.014009, valid_rmse 0.025166, valid_mape 133.455475, valid_acc 0.476894, test_loss 0.001545, ic 0.000538, icir 0.013853, ric 0.004536, ricir 0.047312, prec@10 0.567078, prec@30 0.571605, test_mae 0.022233, test_rmse 0.040753, test_mape 156.779083, test_acc 0.414030
Epoch 114, train_loss 0.001144, train_ic 0.040461, train_icir 0.506604, train_ric 0.023730, train_ricir 0.272612, train_mae 0.025149, train_rmse 0.031443, train_mape 11910.959961, train_acc 0.472743, valid_loss 0.0013976857, valid_ic 0.013845, valid_icir 0.379254, valid_ric 0.009755, valid_ricir 0.201157, valid_prec@10 0.557787, valid_prec@30 0.533743, valid_mae 0.022690, valid_rmse 0.029698, valid_mape 474.977966, valid_acc 0.592692, test_loss 0.002002, ic 0.006886, icir 0.179733, ric 0.008965, ricir 0.169987, prec@10 0.565021, prec@30 0.555693, test_mae 0.021905, test_rmse 0.038631, test_mape 325.395905, test_acc 0.746137
Epoch 115, train_loss 0.001134, train_ic 0.057027, train_icir 0.562358, train_ric 0.036866, train_ricir 0.302047, train_mae 0.012967, train_rmse 0.020634, train_mape 136.586304, train_acc 0.418652, valid_loss 0.0009238128, valid_ic 0.005426, valid_icir 0.116271, valid_ric -0.001612, valid_ricir -0.019388, valid_prec@10 0.612705, valid_prec@30 0.584836, valid_mae 0.013716, valid_rmse 0.024927, valid_mape 143.709885, valid_acc 0.563675, test_loss 0.001580, ic -0.000006, icir -0.000129, ric 0.005880, ricir 0.052737, prec@10 0.573251, prec@30 0.584088, test_mae 0.022613, test_rmse 0.040612, test_mape 164.836044, test_acc 0.415502
Epoch 116, train_loss 0.001155, train_ic 0.046640, train_icir 0.521741, train_ric 0.048760, train_ricir 0.464395, train_mae 0.028915, train_rmse 0.035513, train_mape 193.655533, train_acc 0.281033, valid_loss 0.0010342505, valid_ic 0.003677, valid_icir 0.083886, valid_ric 0.020067, valid_ricir 0.263187, valid_prec@10 0.610656, valid_prec@30 0.580328, valid_mae 0.015968, valid_rmse 0.025547, valid_mape 254.995132, valid_acc 0.599140, test_loss 0.001684, ic -0.005924, icir -0.137539, ric 0.007606, ricir 0.082294, prec@10 0.589300, prec@30 0.586968, test_mae 0.019120, test_rmse 0.037994, test_mape 190.813309, test_acc 0.735099
Epoch 117, train_loss 0.001173, train_ic 0.043445, train_icir 0.518841, train_ric 0.044342, train_ricir 0.439270, train_mae 0.011601, train_rmse 0.018404, train_mape 146.112747, train_acc 0.466111, valid_loss 0.0009082630, valid_ic 0.013317, valid_icir 0.367280, valid_ric 0.024396, valid_ricir 0.331699, valid_prec@10 0.552049, valid_prec@30 0.541120, valid_mae 0.014830, valid_rmse 0.024996, valid_mape 150.503845, valid_acc 0.470177, test_loss 0.001486, ic 0.004963, icir 0.138673, ric 0.017662, ricir 0.207255, prec@10 0.557613, prec@30 0.540741, test_mae 0.022153, test_rmse 0.040367, test_mape 160.627869, test_acc 0.498406
Epoch 118, train_loss 0.001132, train_ic 0.042919, train_icir 0.507136, train_ric 0.052613, train_ricir 0.510109, train_mae 0.019047, train_rmse 0.025352, train_mape 135.853653, train_acc 0.454871, valid_loss 0.0009270046, valid_ic 0.003802, valid_icir 0.087891, valid_ric 0.023986, valid_ricir 0.330970, valid_prec@10 0.586885, valid_prec@30 0.554918, valid_mae 0.014543, valid_rmse 0.025708, valid_mape 151.226593, valid_acc 0.440892, test_loss 0.001558, ic -0.004481, icir -0.106722, ric 0.011830, ricir 0.150639, prec@10 0.569959, prec@30 0.568724, test_mae 0.022703, test_rmse 0.040981, test_mape 165.459930, test_acc 0.415502
Epoch 119, train_loss 0.001146, train_ic 0.061211, train_icir 0.750269, train_ric 0.046235, train_ricir 0.479078, train_mae 0.052741, train_rmse 0.060936, train_mape 105.580856, train_acc 0.825201, valid_loss 0.0009824377, valid_ic 0.014568, valid_icir 0.427710, valid_ric 0.007341, valid_ricir 0.132806, valid_prec@10 0.554098, valid_prec@30 0.538798, valid_mae 0.017465, valid_rmse 0.027188, valid_mape 225.982666, valid_acc 0.344707, test_loss 0.001538, ic 0.008183, icir 0.228267, ric 0.016375, ricir 0.239915, prec@10 0.548560, prec@30 0.546914, test_mae 0.027579, test_rmse 0.043601, test_mape 235.388397, test_acc 0.218788
