Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- GRU ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2021,
        "test_year": 2022,
        "window": 8,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 174, train_loss 0.001211, train_ic 0.036890, train_icir 0.512234, train_ric 0.014296, train_ricir 0.200671, train_mae 0.017320, train_rmse 0.025881, train_mape 276.413849, train_acc 0.450496, valid_loss 0.0020559312, valid_ic 0.005110, valid_icir 0.160848, valid_ric 0.004435, valid_ricir 0.082289, valid_mae 0.023682, valid_rmse 0.042682, valid_mape 310.904480, valid_acc 0.391883, test_loss 0.001817, ic 0.002475, icir 0.092175, ric -0.002884, ricir -0.039767, prec@10 0.491736, prec@30 0.481956, test_mae 0.021696, test_rmse 0.035034, test_mape 257.373230, test_acc 0.340012
Epoch 175, train_loss 0.001191, train_ic 0.047375, train_icir 0.605936, train_ric 0.019381, train_ricir 0.241000, train_mae 0.025289, train_rmse 0.034815, train_mape 96.776512, train_acc 0.902763, valid_loss 0.0024105038, valid_ic 0.007919, valid_icir 0.273072, valid_ric 0.005621, valid_ricir 0.098106, valid_mae 0.031455, valid_rmse 0.047605, valid_mape 518.540833, valid_acc 0.363517, test_loss 0.002162, ic 0.004567, icir 0.173659, ric -0.003434, ricir -0.043624, prec@10 0.487190, prec@30 0.475482, test_mae 0.031094, test_rmse 0.042231, test_mape 473.074280, test_acc 0.300756
Epoch 176, train_loss 0.001207, train_ic 0.035656, train_icir 0.466649, train_ric 0.010094, train_ricir 0.121285, train_mae 0.047101, train_rmse 0.058785, train_mape 318.565613, train_acc 0.226374, valid_loss 0.0024123137, valid_ic 0.005605, valid_icir 0.198972, valid_ric -0.001567, valid_ricir -0.019789, valid_mae 0.031129, valid_rmse 0.047524, valid_mape 502.015198, valid_acc 0.367445, test_loss 0.002148, ic 0.001596, icir 0.048046, ric -0.010846, ricir -0.103182, prec@10 0.484298, prec@30 0.474656, test_mae 0.030280, test_rmse 0.041753, test_mape 439.587463, test_acc 0.301574
Epoch 177, train_loss 0.001183, train_ic 0.040685, train_icir 0.560928, train_ric 0.022356, train_ricir 0.314173, train_mae 0.042043, train_rmse 0.048326, train_mape 93.664642, train_acc 0.789140, valid_loss 0.0021475796, valid_ic 0.007434, valid_icir 0.132411, valid_ric 0.020788, valid_ricir 0.312587, valid_mae 0.026217, valid_rmse 0.044634, valid_mape 401.282745, valid_acc 0.396465, test_loss 0.001893, ic 0.009312, icir 0.239347, ric 0.023024, ricir 0.408393, prec@10 0.507438, prec@30 0.519421, test_mae 0.023133, test_rmse 0.035975, test_mape 319.168365, test_acc 0.363320
Epoch 178, train_loss 0.001192, train_ic 0.048611, train_icir 0.581566, train_ric 0.010640, train_ricir 0.126722, train_mae 0.018222, train_rmse 0.024623, train_mape 362.707489, train_acc 0.549983, valid_loss 0.0021262164, valid_ic 0.006451, valid_icir 0.205218, valid_ric -0.003201, valid_ricir -0.057826, valid_mae 0.025419, valid_rmse 0.043445, valid_mape 347.494781, valid_acc 0.367009, test_loss 0.001889, ic 0.004035, icir 0.146532, ric -0.008676, ricir -0.110536, prec@10 0.549587, prec@30 0.527135, test_mae 0.024379, test_rmse 0.036953, test_mape 313.207977, test_acc 0.303414
Epoch 179, train_loss 0.001189, train_ic 0.044157, train_icir 0.579375, train_ric 0.005832, train_ricir 0.079393, train_mae 0.026126, train_rmse 0.033625, train_mape 305.493652, train_acc 0.202384, valid_loss 0.0020720711, valid_ic 0.005600, valid_icir 0.204414, valid_ric -0.005543, valid_ricir -0.080706, valid_mae 0.025080, valid_rmse 0.043154, valid_mape 343.520020, valid_acc 0.370500, test_loss 0.001836, ic 0.002890, icir 0.109912, ric -0.010111, ricir -0.119931, prec@10 0.471488, prec@30 0.476033, test_mae 0.023216, test_rmse 0.035696, test_mape 295.253693, test_acc 0.302597
Epoch 180, train_loss 0.001208, train_ic 0.035903, train_icir 0.460131, train_ric -0.000360, train_ricir -0.004887, train_mae 0.022819, train_rmse 0.030766, train_mape 167.263687, train_acc 0.579868, valid_loss 0.0021194087, valid_ic 0.004383, valid_icir 0.123345, valid_ric -0.003786, valid_ricir -0.076247, valid_mae 0.026057, valid_rmse 0.044005, valid_mape 367.329376, valid_acc 0.370500, test_loss 0.001879, ic 0.000805, icir 0.028448, ric -0.007382, ricir -0.124642, prec@10 0.464876, prec@30 0.470248, test_mae 0.023869, test_rmse 0.036389, test_mape 320.964111, test_acc 0.308526
Epoch 181, train_loss 0.001175, train_ic 0.042789, train_icir 0.517813, train_ric 0.022684, train_ricir 0.269743, train_mae 0.020546, train_rmse 0.028803, train_mape 175.132095, train_acc 0.750200, valid_loss 0.0022667822, valid_ic 0.005865, valid_icir 0.165266, valid_ric 0.008270, valid_ricir 0.144947, valid_mae 0.029239, valid_rmse 0.045869, valid_mape 461.598724, valid_acc 0.367009, test_loss 0.002008, ic 0.006310, icir 0.203241, ric 0.007128, ricir 0.103074, prec@10 0.500826, prec@30 0.495041, test_mae 0.026369, test_rmse 0.038330, test_mape 375.752289, test_acc 0.303619
Epoch 182, train_loss 0.001191, train_ic 0.039157, train_icir 0.529287, train_ric 0.009334, train_ricir 0.126053, train_mae 0.028215, train_rmse 0.036866, train_mape 131.852798, train_acc 0.411427, valid_loss 0.0019874153, valid_ic 0.005698, valid_icir 0.167041, valid_ric 0.002020, valid_ricir 0.034712, valid_mae 0.020033, valid_rmse 0.039537, valid_mape 266.073364, valid_acc 0.526075, test_loss 0.001785, ic 0.003379, icir 0.119881, ric -0.003265, ricir -0.042343, prec@10 0.502479, prec@30 0.487879, test_mae 0.017121, test_rmse 0.030916, test_mape 217.102097, test_acc 0.527499
Epoch 183, train_loss 0.001204, train_ic 0.028889, train_icir 0.416547, train_ric 0.005583, train_ricir 0.084237, train_mae 0.030871, train_rmse 0.044442, train_mape 5295.264648, train_acc 0.476546, valid_loss 0.0024893459, valid_ic 0.004389, valid_icir 0.159571, valid_ric 0.000931, valid_ricir 0.023121, valid_mae 0.032552, valid_rmse 0.048499, valid_mape 545.572021, valid_acc 0.385774, test_loss 0.002246, ic 0.000824, icir 0.036686, ric -0.005012, ricir -0.091578, prec@10 0.542975, prec@30 0.534298, test_mae 0.030740, test_rmse 0.042182, test_mape 470.463989, test_acc 0.326723
Epoch 184, train_loss 0.001175, train_ic 0.035365, train_icir 0.371867, train_ric 0.008741, train_ricir 0.085188, train_mae 0.016951, train_rmse 0.024222, train_mape 270.088013, train_acc 0.431763, valid_loss 0.0019789124, valid_ic 0.004398, valid_icir 0.136455, valid_ric -0.008512, valid_ricir -0.083915, valid_mae 0.021940, valid_rmse 0.040738, valid_mape 268.435364, valid_acc 0.450796, test_loss 0.001774, ic 0.001461, icir 0.033317, ric -0.015033, ricir -0.120635, prec@10 0.476033, prec@30 0.467493, test_mae 0.019841, test_rmse 0.033104, test_mape 233.306580, test_acc 0.405847
Epoch 185, train_loss 0.001173, train_ic 0.041254, train_icir 0.559317, train_ric 0.013808, train_ricir 0.195467, train_mae 0.025954, train_rmse 0.035952, train_mape 284.692108, train_acc 0.564723, valid_loss 0.0023228344, valid_ic 0.005615, valid_icir 0.248266, valid_ric 0.002553, valid_ricir 0.051555, valid_mae 0.031144, valid_rmse 0.046817, valid_mape 513.016235, valid_acc 0.367009, test_loss 0.002087, ic 0.001856, icir 0.087539, ric -0.004401, ricir -0.070006, prec@10 0.469421, prec@30 0.466804, test_mae 0.029666, test_rmse 0.040523, test_mape 453.090729, test_acc 0.298712
Epoch 186, train_loss 0.001188, train_ic 0.047494, train_icir 0.637504, train_ric 0.016674, train_ricir 0.242077, train_mae 0.021699, train_rmse 0.029548, train_mape 402.947906, train_acc 0.506141, valid_loss 0.0022015893, valid_ic 0.006365, valid_icir 0.176917, valid_ric 0.007044, valid_ricir 0.195118, valid_mae 0.028749, valid_rmse 0.045311, valid_mape 452.148254, valid_acc 0.365481, test_loss 0.001959, ic 0.004911, icir 0.201197, ric -0.000044, ricir -0.000827, prec@10 0.520661, prec@30 0.508264, test_mae 0.027964, test_rmse 0.039261, test_mape 412.075317, test_acc 0.302801
Epoch 187, train_loss 0.001204, train_ic 0.049818, train_icir 0.594906, train_ric 0.007256, train_ricir 0.091411, train_mae 0.015870, train_rmse 0.023426, train_mape 161.338562, train_acc 0.466088, valid_loss 0.0018943998, valid_ic 0.006441, valid_icir 0.205235, valid_ric -0.005358, valid_ricir -0.092847, valid_mae 0.020497, valid_rmse 0.039679, valid_mape 232.370087, valid_acc 0.480471, test_loss 0.001705, ic 0.002988, icir 0.105215, ric -0.013002, ricir -0.161090, prec@10 0.546281, prec@30 0.522865, test_mae 0.018755, test_rmse 0.032202, test_mape 201.466537, test_acc 0.429565
Epoch 188, train_loss 0.001209, train_ic 0.051729, train_icir 0.613737, train_ric 0.004840, train_ricir 0.056928, train_mae 0.018694, train_rmse 0.025488, train_mape 125.555847, train_acc 0.847498, valid_loss 0.0024171309, valid_ic 0.007732, valid_icir 0.277838, valid_ric -0.006600, valid_ricir -0.097691, valid_mae 0.031913, valid_rmse 0.047238, valid_mape 519.035461, valid_acc 0.362208, test_loss 0.002194, ic 0.004107, icir 0.145722, ric -0.012049, ricir -0.142975, prec@10 0.474793, prec@30 0.483609, test_mae 0.031653, test_rmse 0.042221, test_mape 479.304657, test_acc 0.300143
Epoch 189, train_loss 0.001178, train_ic 0.057164, train_icir 0.676312, train_ric 0.020022, train_ricir 0.231251, train_mae 0.021824, train_rmse 0.032504, train_mape 204.568619, train_acc 0.432815, valid_loss 0.0019763255, valid_ic 0.008559, valid_icir 0.317562, valid_ric 0.000553, valid_ricir 0.007589, valid_mae 0.022875, valid_rmse 0.041108, valid_mape 281.885590, valid_acc 0.387955, test_loss 0.001771, ic 0.006677, icir 0.223476, ric -0.005674, ricir -0.059633, prec@10 0.484711, prec@30 0.480854, test_mae 0.022382, test_rmse 0.034935, test_mape 263.248138, test_acc 0.317726
Epoch 190, train_loss 0.001177, train_ic 0.052133, train_icir 0.634328, train_ric 0.015776, train_ricir 0.193899, train_mae 0.047949, train_rmse 0.052579, train_mape 207.097748, train_acc 0.042159, valid_loss 0.0022084175, valid_ic 0.006995, valid_icir 0.251073, valid_ric 0.000806, valid_ricir 0.017000, valid_mae 0.028405, valid_rmse 0.044705, valid_mape 434.281433, valid_acc 0.366354, test_loss 0.001987, ic 0.005441, icir 0.201568, ric -0.005134, ricir -0.075914, prec@10 0.494628, prec@30 0.491185, test_mae 0.028009, test_rmse 0.039460, test_mape 399.018951, test_acc 0.301370
Epoch 191, train_loss 0.001170, train_ic 0.044756, train_icir 0.573445, train_ric 0.020645, train_ricir 0.290208, train_mae 0.014133, train_rmse 0.020640, train_mape 3620.859619, train_acc 0.545261, valid_loss 0.0018728449, valid_ic 0.006353, valid_icir 0.159953, valid_ric 0.014118, valid_ricir 0.342259, valid_mae 0.021188, valid_rmse 0.040042, valid_mape 244.777893, valid_acc 0.424176, test_loss 0.001670, ic 0.006251, icir 0.226853, ric 0.011170, ricir 0.227099, prec@10 0.504545, prec@30 0.490220, test_mae 0.018179, test_rmse 0.031623, test_mape 193.894150, test_acc 0.403394
Epoch 192, train_loss 0.001186, train_ic 0.051706, train_icir 0.643069, train_ric 0.015196, train_ricir 0.193344, train_mae 0.030342, train_rmse 0.037519, train_mape 237.893967, train_acc 0.086606, valid_loss 0.0020397843, valid_ic 0.008056, valid_icir 0.282580, valid_ric 0.000045, valid_ricir 0.000807, valid_mae 0.024900, valid_rmse 0.042291, valid_mape 329.767883, valid_acc 0.364827, test_loss 0.001828, ic 0.005912, icir 0.213354, ric -0.004963, ricir -0.064242, prec@10 0.491736, prec@30 0.487879, test_mae 0.024283, test_rmse 0.036421, test_mape 309.813263, test_acc 0.299121
Epoch 193, train_loss 0.001178, train_ic 0.051988, train_icir 0.640387, train_ric 0.012024, train_ricir 0.144444, train_mae 0.021102, train_rmse 0.026144, train_mape 146.320969, train_acc 0.320411, valid_loss 0.0018571441, valid_ic 0.005966, valid_icir 0.177673, valid_ric 0.000104, valid_ricir 0.001473, valid_mae 0.019494, valid_rmse 0.038427, valid_mape 254.954605, valid_acc 0.543530, test_loss 0.001695, ic 0.005080, icir 0.189004, ric -0.003983, ricir -0.043564, prec@10 0.496281, prec@30 0.493664, test_mae 0.016503, test_rmse 0.030069, test_mape 210.628632, test_acc 0.554692
Epoch 194, train_loss 0.001187, train_ic 0.038508, train_icir 0.536482, train_ric 0.016581, train_ricir 0.235371, train_mae 0.018696, train_rmse 0.025900, train_mape 132.005692, train_acc 0.671287, valid_loss 0.0019584317, valid_ic 0.006059, valid_icir 0.187499, valid_ric 0.006687, valid_ricir 0.149922, valid_mae 0.023798, valid_rmse 0.041543, valid_mape 302.258514, valid_acc 0.403884, test_loss 0.001755, ic 0.004464, icir 0.169307, ric 0.000454, ricir 0.007295, prec@10 0.516529, prec@30 0.503306, test_mae 0.021563, test_rmse 0.034299, test_mape 259.885986, test_acc 0.372521
Epoch 195, train_loss 0.001178, train_ic 0.045505, train_icir 0.548088, train_ric 0.004362, train_ricir 0.051077, train_mae 0.020145, train_rmse 0.028949, train_mape 162.988007, train_acc 0.762286, valid_loss 0.0019643424, valid_ic 0.005623, valid_icir 0.225580, valid_ric -0.011383, valid_ricir -0.153020, valid_mae 0.023811, valid_rmse 0.041422, valid_mape 298.271454, valid_acc 0.382937, test_loss 0.001769, ic 0.001130, icir 0.036349, ric -0.019865, ricir -0.206505, prec@10 0.479752, prec@30 0.485262, test_mae 0.023111, test_rmse 0.035319, test_mape 278.897797, test_acc 0.296258
Epoch 196, train_loss 0.001183, train_ic 0.060089, train_icir 0.672664, train_ric 0.020313, train_ricir 0.233147, train_mae 0.034658, train_rmse 0.048096, train_mape 143.493118, train_acc 0.595564, valid_loss 0.0018794463, valid_ic 0.008139, valid_icir 0.147045, valid_ric 0.007273, valid_ricir 0.103977, valid_mae 0.019955, valid_rmse 0.038642, valid_mape 255.301666, valid_acc 0.558368, test_loss 0.001705, ic 0.010336, icir 0.254489, ric 0.010858, ricir 0.179961, prec@10 0.525620, prec@30 0.544077, test_mae 0.016270, test_rmse 0.029901, test_mape 207.528763, test_acc 0.595379
Epoch 197, train_loss 0.001158, train_ic 0.048497, train_icir 0.557895, train_ric 0.004106, train_ricir 0.044031, train_mae 0.029375, train_rmse 0.037761, train_mape 356.548645, train_acc 0.685215, valid_loss 0.0028793547, valid_ic 0.006947, valid_icir 0.264426, valid_ric -0.012440, valid_ricir -0.153763, valid_mae 0.038872, valid_rmse 0.052038, valid_mape 682.302673, valid_acc 0.367227, test_loss 0.002655, ic 0.003733, icir 0.101785, ric -0.017682, ricir -0.174956, prec@10 0.499174, prec@30 0.479752, test_mae 0.039723, test_rmse 0.048971, test_mape 654.173767, test_acc 0.302188
Epoch 198, train_loss 0.001188, train_ic 0.038329, train_icir 0.467227, train_ric 0.013579, train_ricir 0.150641, train_mae 0.036901, train_rmse 0.042943, train_mape 96.969460, train_acc 0.642505, valid_loss 0.0018913516, valid_ic 0.007235, valid_icir 0.159177, valid_ric 0.005163, valid_ricir 0.093919, valid_mae 0.021378, valid_rmse 0.039754, valid_mape 245.987076, valid_acc 0.457997, test_loss 0.001709, ic 0.008029, icir 0.243778, ric 0.003811, ricir 0.068718, prec@10 0.538430, prec@30 0.516804, test_mae 0.019913, test_rmse 0.032765, test_mape 230.056168, test_acc 0.396851
Epoch 199, train_loss 0.001173, train_ic 0.030654, train_icir 0.414251, train_ric 0.013597, train_ricir 0.184046, train_mae 0.029503, train_rmse 0.038222, train_mape 167.351089, train_acc 0.321556, valid_loss 0.0018707065, valid_ic 0.003646, valid_icir 0.107765, valid_ric 0.009963, valid_ricir 0.216079, valid_mae 0.021403, valid_rmse 0.039801, valid_mape 255.705688, valid_acc 0.431159, test_loss 0.001691, ic 0.001412, icir 0.052784, ric 0.003811, ricir 0.058833, prec@10 0.548347, prec@30 0.522865, test_mae 0.018811, test_rmse 0.031800, test_mape 210.856415, test_acc 0.416479
Epoch 200, train_loss 0.001180, train_ic 0.053126, train_icir 0.608736, train_ric 0.004511, train_ricir 0.051390, train_mae 0.064113, train_rmse 0.070079, train_mape 88.129654, train_acc 0.744880, valid_loss 0.0021631554, valid_ic 0.007449, valid_icir 0.310116, valid_ric -0.010769, valid_ricir -0.152408, valid_mae 0.028992, valid_rmse 0.044555, valid_mape 443.023163, valid_acc 0.365918, test_loss 0.001962, ic 0.002944, icir 0.090834, ric -0.019510, ricir -0.209548, prec@10 0.488017, prec@30 0.488292, test_mae 0.029492, test_rmse 0.040144, test_mape 430.892242, test_acc 0.296667
Best valid loss: 0
Best valid loss epoch: 193
Model saved to:  ../saved_models/GRU/GRU-CSI-2026-04-07-00-02-57
------- Test -----
{'IC': np.float64(0.0029441216113319266), 'ICIR': np.float64(0.09083411198595313), 'RIC': np.float64(-0.0195104947357636), 'RICIR': np.float64(-0.20954823392751226), 'Prec@10': np.float64(0.4880165289256198), 'Prec@30': np.float64(0.4882920110192837), 'MAE': np.float32(0.029491847), 'MAPE': np.float32(430.89224), 'RMSE': np.float32(0.040144455), 'ACC': np.float64(0.29666734819055407)}
