Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2024,
        "test_year": 2025,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 42, train_loss 0.001181, train_ic 0.028103, train_icir 0.344328, train_ric 0.037964, train_ricir 0.372494, train_mae 0.021932, train_rmse 0.029780, train_mape 86.293312, train_acc 0.923308, valid_loss 0.0015812937, valid_ic 0.023428, valid_icir 0.336386, valid_ric 0.036236, valid_ricir 0.275282, valid_mae 0.038556, valid_rmse 0.044753, valid_mape 179.624542, valid_acc 0.146041, test_loss 0.001203, ic 0.008090, icir 0.144173, ric 0.033148, ricir 0.319563, prec@10 0.545679, prec@30 0.521399, test_mae 0.020101, test_rmse 0.034944, test_mape 3119.781006, test_acc 0.479203
Epoch 43, train_loss 0.001164, train_ic 0.016310, train_icir 0.189978, train_ric -0.012153, train_ricir -0.102988, train_mae 0.030185, train_rmse 0.037131, train_mape 198.577118, train_acc 0.140990, valid_loss 0.0015873755, valid_ic 0.004641, valid_icir 0.048901, valid_ric -0.020415, valid_ricir -0.120733, valid_mae 0.024646, valid_rmse 0.033861, valid_mape 122.818291, valid_acc 0.840469, test_loss 0.001256, ic 0.003795, icir 0.084523, ric -0.009799, ricir -0.087812, prec@10 0.512757, prec@30 0.514403, test_mae 0.019109, test_rmse 0.034911, test_mape 1575.215820, test_acc 0.494680
Epoch 44, train_loss 0.001160, train_ic 0.034678, train_icir 0.371182, train_ric -0.004575, train_ricir -0.035501, train_mae 0.015097, train_rmse 0.024789, train_mape 216.487534, train_acc 0.595063, valid_loss 0.0015233032, valid_ic 0.022108, valid_icir 0.223532, valid_ric -0.012337, valid_ricir -0.072226, valid_mae 0.033575, valid_rmse 0.041649, valid_mape 156.483917, valid_acc 0.363245, test_loss 0.001178, ic 0.014705, icir 0.291157, ric -0.012097, ricir -0.095286, prec@10 0.513992, prec@30 0.514540, test_mae 0.019045, test_rmse 0.034273, test_mape 780.718628, test_acc 0.473206
Epoch 45, train_loss 0.001145, train_ic 0.023273, train_icir 0.299744, train_ric 0.026794, train_ricir 0.267524, train_mae 0.023829, train_rmse 0.035153, train_mape 1730.337280, train_acc 0.522663, valid_loss 0.0015729736, valid_ic 0.020690, valid_icir 0.249555, valid_ric 0.026787, valid_ricir 0.203122, valid_mae 0.035458, valid_rmse 0.042387, valid_mape 157.872681, valid_acc 0.268426, test_loss 0.001196, ic 0.004885, icir 0.119637, ric 0.014863, ricir 0.202985, prec@10 0.527160, prec@30 0.558848, test_mae 0.018996, test_rmse 0.034904, test_mape 532.084045, test_acc 0.460244
Epoch 46, train_loss 0.001145, train_ic 0.025380, train_icir 0.385539, train_ric 0.008862, train_ricir 0.118022, train_mae 0.013581, train_rmse 0.020165, train_mape 145.493698, train_acc 0.479466, valid_loss 0.0014582639, valid_ic 0.014196, valid_icir 0.218920, valid_ric 0.012710, valid_ricir 0.116045, valid_mae 0.032653, valid_rmse 0.039656, valid_mape 139.949829, valid_acc 0.341544, test_loss 0.001136, ic 0.000826, icir 0.025665, ric -0.003439, ricir -0.061257, prec@10 0.534979, prec@30 0.529904, test_mae 0.017758, test_rmse 0.033817, test_mape 550.260864, test_acc 0.482492
Epoch 47, train_loss 0.001150, train_ic 0.020480, train_icir 0.292589, train_ric 0.027475, train_ricir 0.317050, train_mae 0.029216, train_rmse 0.034177, train_mape 245.241119, train_acc 0.238315, valid_loss 0.0016729055, valid_ic 0.013545, valid_icir 0.207936, valid_ric 0.023279, valid_ricir 0.191138, valid_mae 0.043351, valid_rmse 0.048991, valid_mape 216.912598, valid_acc 0.126295, test_loss 0.001270, ic 0.002790, icir 0.056410, ric 0.022317, ricir 0.257362, prec@10 0.585185, prec@30 0.574760, test_mae 0.021963, test_rmse 0.035403, test_mape 3402.292969, test_acc 0.468950
Epoch 48, train_loss 0.001148, train_ic 0.032388, train_icir 0.426639, train_ric 0.001576, train_ricir 0.018288, train_mae 0.019933, train_rmse 0.029874, train_mape 187.345795, train_acc 0.421872, valid_loss 0.0014991124, valid_ic 0.019988, valid_icir 0.256770, valid_ric -0.000400, valid_ricir -0.003548, valid_mae 0.034437, valid_rmse 0.041592, valid_mape 153.801208, valid_acc 0.254936, test_loss 0.001136, ic 0.014285, icir 0.377774, ric -0.000646, ricir -0.012841, prec@10 0.549794, prec@30 0.537586, test_mae 0.018384, test_rmse 0.033548, test_mape 1689.467285, test_acc 0.482105
Epoch 49, train_loss 0.001146, train_ic 0.035933, train_icir 0.485611, train_ric -0.003369, train_ricir -0.038702, train_mae 0.015622, train_rmse 0.024185, train_mape 153.706345, train_acc 0.431252, valid_loss 0.0014284637, valid_ic 0.022413, valid_icir 0.313424, valid_ric 0.003888, valid_ricir 0.032606, valid_mae 0.030898, valid_rmse 0.038174, valid_mape 128.972763, valid_acc 0.411535, test_loss 0.001103, ic 0.009045, icir 0.237316, ric -0.005310, ricir -0.101359, prec@10 0.558436, prec@30 0.543896, test_mae 0.017001, test_rmse 0.032655, test_mape 846.227356, test_acc 0.485974
Epoch 50, train_loss 0.001140, train_ic 0.033143, train_icir 0.401497, train_ric -0.000077, train_ricir -0.000720, train_mae 0.052470, train_rmse 0.057441, train_mape 136.311127, train_acc 0.637441, valid_loss 0.0015329830, valid_ic 0.016606, valid_icir 0.201343, valid_ric -0.008477, valid_ricir -0.061371, valid_mae 0.031949, valid_rmse 0.039926, valid_mape 141.655807, valid_acc 0.421701, test_loss 0.001123, ic 0.010326, icir 0.233961, ric -0.008343, ricir -0.091824, prec@10 0.558436, prec@30 0.528669, test_mae 0.017964, test_rmse 0.033145, test_mape 207.112930, test_acc 0.473012
Epoch 51, train_loss 0.001135, train_ic 0.014010, train_icir 0.147425, train_ric -0.001765, train_ricir -0.013099, train_mae 0.032616, train_rmse 0.041887, train_mape 383.891541, train_acc 0.374794, valid_loss 0.0019696123, valid_ic 0.001614, valid_icir 0.017852, valid_ric -0.018775, valid_ricir -0.110617, valid_mae 0.021261, valid_rmse 0.030948, valid_mape 154.335510, valid_acc 0.866080, test_loss 0.001610, ic 0.003972, icir 0.066479, ric -0.006218, ricir -0.042081, prec@10 0.512757, prec@30 0.502881, test_mae 0.026461, test_rmse 0.039515, test_mape 4462.187988, test_acc 0.497775
Epoch 52, train_loss 0.001132, train_ic 0.044689, train_icir 0.628402, train_ric 0.028483, train_ricir 0.329019, train_mae 0.012338, train_rmse 0.018060, train_mape 178.636414, train_acc 0.636332, valid_loss 0.0015051535, valid_ic 0.026053, valid_icir 0.425221, valid_ric 0.019630, valid_ricir 0.178616, valid_mae 0.023835, valid_rmse 0.032294, valid_mape 122.908234, valid_acc 0.867644, test_loss 0.001180, ic 0.014385, icir 0.392245, ric 0.015485, ricir 0.229644, prec@10 0.509877, prec@30 0.514952, test_mae 0.018949, test_rmse 0.034275, test_mape 1645.591919, test_acc 0.497388
Epoch 53, train_loss 0.001133, train_ic 0.025523, train_icir 0.283155, train_ric 0.013518, train_ricir 0.106489, train_mae 0.019026, train_rmse 0.026275, train_mape 144.286209, train_acc 0.380707, valid_loss 0.0014652902, valid_ic 0.012153, valid_icir 0.143810, valid_ric -0.005991, valid_ricir -0.038343, valid_mae 0.034284, valid_rmse 0.041840, valid_mape 150.536209, valid_acc 0.290714, test_loss 0.001113, ic 0.012728, icir 0.259133, ric 0.010412, ricir 0.089655, prec@10 0.511934, prec@30 0.515775, test_mae 0.018652, test_rmse 0.033231, test_mape 2031.443970, test_acc 0.472625
Epoch 54, train_loss 0.001121, train_ic 0.025311, train_icir 0.391114, train_ric 0.002874, train_ricir 0.042334, train_mae 0.020372, train_rmse 0.029851, train_mape 226.621170, train_acc 0.465673, valid_loss 0.0014641876, valid_ic 0.017466, valid_icir 0.276446, valid_ric 0.005971, valid_ricir 0.061209, valid_mae 0.035800, valid_rmse 0.042405, valid_mape 162.775238, valid_acc 0.209971, test_loss 0.001132, ic 0.006872, icir 0.158888, ric 0.002387, ricir 0.047040, prec@10 0.582716, prec@30 0.574897, test_mae 0.018589, test_rmse 0.033084, test_mape 1572.292725, test_acc 0.487715
Epoch 55, train_loss 0.001132, train_ic 0.042328, train_icir 0.559391, train_ric 0.007649, train_ricir 0.083003, train_mae 0.016510, train_rmse 0.024536, train_mape 134.040588, train_acc 0.472063, valid_loss 0.0014127408, valid_ic 0.029501, valid_icir 0.404127, valid_ric 0.005619, valid_ricir 0.046768, valid_mae 0.031329, valid_rmse 0.038717, valid_mape 130.570282, valid_acc 0.376735, test_loss 0.001076, ic 0.017113, icir 0.454330, ric 0.001537, ricir 0.024457, prec@10 0.548560, prec@30 0.545542, test_mae 0.017290, test_rmse 0.032671, test_mape 769.720032, test_acc 0.474366
Epoch 56, train_loss 0.001126, train_ic 0.032476, train_icir 0.409511, train_ric 0.000605, train_ricir 0.005642, train_mae 0.019625, train_rmse 0.027570, train_mape 141.360931, train_acc 0.431549, valid_loss 0.0014337005, valid_ic 0.017372, valid_icir 0.221001, valid_ric -0.008429, valid_ricir -0.058146, valid_mae 0.032649, valid_rmse 0.039944, valid_mape 138.363739, valid_acc 0.272727, test_loss 0.001081, ic 0.011222, icir 0.289873, ric -0.006006, ricir -0.062028, prec@10 0.545267, prec@30 0.530590, test_mae 0.017555, test_rmse 0.032605, test_mape 760.954834, test_acc 0.480170
Epoch 57, train_loss 0.001107, train_ic 0.013863, train_icir 0.206275, train_ric 0.020857, train_ricir 0.211682, train_mae 0.017844, train_rmse 0.026805, train_mape 219.470184, train_acc 0.384710, valid_loss 0.0015329944, valid_ic 0.006703, valid_icir 0.115310, valid_ric 0.002354, valid_ricir 0.019586, valid_mae 0.026010, valid_rmse 0.034215, valid_mape 121.358932, valid_acc 0.834409, test_loss 0.001164, ic 0.003615, icir 0.100372, ric 0.020116, ricir 0.228623, prec@10 0.495062, prec@30 0.497668, test_mae 0.018148, test_rmse 0.033736, test_mape 646.072937, test_acc 0.493519
Epoch 58, train_loss 0.001111, train_ic 0.024382, train_icir 0.324986, train_ric 0.008972, train_ricir 0.090041, train_mae 0.032032, train_rmse 0.037579, train_mape 262.085602, train_acc 0.075155, valid_loss 0.0016439350, valid_ic 0.011235, valid_icir 0.164098, valid_ric -0.000789, valid_ricir -0.006069, valid_mae 0.022774, valid_rmse 0.031493, valid_mape 127.800629, valid_acc 0.868622, test_loss 0.001302, ic 0.006035, icir 0.158521, ric 0.005382, ricir 0.055829, prec@10 0.551029, prec@30 0.531139, test_mae 0.021167, test_rmse 0.035414, test_mape 3022.029053, test_acc 0.499710
Epoch 59, train_loss 0.001111, train_ic 0.037667, train_icir 0.486624, train_ric 0.007355, train_ricir 0.080728, train_mae 0.014158, train_rmse 0.021142, train_mape 146.721802, train_acc 0.553619, valid_loss 0.0014559424, valid_ic 0.025685, valid_icir 0.337648, valid_ric 0.011887, valid_ricir 0.100094, valid_mae 0.030387, valid_rmse 0.037502, valid_mape 131.846649, valid_acc 0.442033, test_loss 0.001097, ic 0.014687, icir 0.324670, ric 0.007701, ricir 0.127847, prec@10 0.559671, prec@30 0.547737, test_mae 0.017284, test_rmse 0.032227, test_mape 350.378784, test_acc 0.493326
Epoch 60, train_loss 0.001115, train_ic 0.041068, train_icir 0.554506, train_ric 0.010443, train_ricir 0.117444, train_mae 0.015658, train_rmse 0.025461, train_mape 145.787628, train_acc 0.488524, valid_loss 0.0014633138, valid_ic 0.023391, valid_icir 0.310212, valid_ric 0.003514, valid_ricir 0.029261, valid_mae 0.029816, valid_rmse 0.037446, valid_mape 125.168785, valid_acc 0.552493, test_loss 0.001073, ic 0.014883, icir 0.440641, ric 0.001789, ricir 0.026353, prec@10 0.506584, prec@30 0.515226, test_mae 0.017311, test_rmse 0.032181, test_mape 228.520554, test_acc 0.473012
Epoch 61, train_loss 0.001097, train_ic 0.033826, train_icir 0.493016, train_ric 0.031018, train_ricir 0.399629, train_mae 0.017648, train_rmse 0.024355, train_mape 119.863510, train_acc 0.495449, valid_loss 0.0014687034, valid_ic 0.023756, valid_icir 0.341636, valid_ric 0.025507, valid_ricir 0.231747, valid_mae 0.031082, valid_rmse 0.037943, valid_mape 130.295944, valid_acc 0.494037, test_loss 0.001074, ic 0.009345, icir 0.242297, ric 0.015414, ricir 0.251471, prec@10 0.606996, prec@30 0.564335, test_mae 0.017538, test_rmse 0.032639, test_mape 338.532959, test_acc 0.479203
Epoch 62, train_loss 0.001108, train_ic 0.019897, train_icir 0.221880, train_ric -0.003078, train_ricir -0.025310, train_mae 0.016794, train_rmse 0.025031, train_mape 184.772629, train_acc 0.782180, valid_loss 0.0017022724, valid_ic 0.008106, valid_icir 0.091577, valid_ric -0.012144, valid_ricir -0.075983, valid_mae 0.023592, valid_rmse 0.032204, valid_mape 127.074203, valid_acc 0.862952, test_loss 0.001316, ic 0.006918, icir 0.130859, ric -0.002386, ricir -0.019652, prec@10 0.539506, prec@30 0.515912, test_mae 0.021349, test_rmse 0.035235, test_mape 3064.055664, test_acc 0.497969
Epoch 63, train_loss 0.001104, train_ic 0.017126, train_icir 0.256175, train_ric 0.018749, train_ricir 0.209995, train_mae 0.040814, train_rmse 0.046656, train_mape 110.906471, train_acc 0.267392, valid_loss 0.0014652563, valid_ic 0.009312, valid_icir 0.156306, valid_ric 0.007943, valid_ricir 0.074485, valid_mae 0.034568, valid_rmse 0.041330, valid_mape 147.772675, valid_acc 0.229912, test_loss 0.001067, ic 0.007270, icir 0.184483, ric 0.022062, ricir 0.331346, prec@10 0.526749, prec@30 0.521674, test_mae 0.017875, test_rmse 0.032232, test_mape 1971.268799, test_acc 0.485587
Epoch 64, train_loss 0.001099, train_ic 0.016009, train_icir 0.180364, train_ric 0.015943, train_ricir 0.124964, train_mae 0.022613, train_rmse 0.033171, train_mape 932.788818, train_acc 0.329127, valid_loss 0.0015051524, valid_ic 0.005942, valid_icir 0.075662, valid_ric -0.004420, valid_ricir -0.030046, valid_mae 0.028507, valid_rmse 0.036490, valid_mape 121.740486, valid_acc 0.674682, test_loss 0.001116, ic 0.006957, icir 0.124523, ric 0.012631, ricir 0.094889, prec@10 0.497531, prec@30 0.503567, test_mae 0.018312, test_rmse 0.033096, test_mape 781.847839, test_acc 0.475914
Epoch 65, train_loss 0.001117, train_ic 0.042674, train_icir 0.606351, train_ric 0.003444, train_ricir 0.044433, train_mae 0.019019, train_rmse 0.028145, train_mape 168.197815, train_acc 0.302373, valid_loss 0.0014299615, valid_ic 0.029520, valid_icir 0.397864, valid_ric 0.005170, valid_ricir 0.046216, valid_mae 0.028169, valid_rmse 0.035851, valid_mape 117.905602, valid_acc 0.742131, test_loss 0.001074, ic 0.017220, icir 0.514873, ric -0.000173, ricir -0.003749, prec@10 0.525926, prec@30 0.535117, test_mae 0.017453, test_rmse 0.032483, test_mape 1274.493652, test_acc 0.481911
Epoch 66, train_loss 0.001093, train_ic 0.037377, train_icir 0.486335, train_ric -0.000364, train_ricir -0.003887, train_mae 0.021902, train_rmse 0.033778, train_mape 196.758621, train_acc 0.458534, valid_loss 0.0015314200, valid_ic 0.021641, valid_icir 0.288563, valid_ric -0.000506, valid_ricir -0.003942, valid_mae 0.024021, valid_rmse 0.032201, valid_mape 117.831085, valid_acc 0.868426, test_loss 0.001151, ic 0.014411, icir 0.392446, ric -0.002908, ricir -0.044819, prec@10 0.523868, prec@30 0.529355, test_mae 0.019086, test_rmse 0.033463, test_mape 1792.734863, test_acc 0.497775
Epoch 67, train_loss 0.001103, train_ic 0.015949, train_icir 0.209889, train_ric 0.023089, train_ricir 0.216200, train_mae 0.013723, train_rmse 0.019675, train_mape 124.042152, train_acc 0.634316, valid_loss 0.0014855123, valid_ic 0.005618, valid_icir 0.089907, valid_ric 0.001875, valid_ricir 0.015432, valid_mae 0.028581, valid_rmse 0.036239, valid_mape 121.562370, valid_acc 0.716716, test_loss 0.001089, ic 0.004129, icir 0.100748, ric 0.015818, ricir 0.163075, prec@10 0.511111, prec@30 0.507270, test_mae 0.017612, test_rmse 0.032713, test_mape 673.988342, test_acc 0.476494
Epoch 68, train_loss 0.001096, train_ic 0.040033, train_icir 0.511577, train_ric 0.014310, train_ricir 0.141663, train_mae 0.021244, train_rmse 0.031787, train_mape 9233.284180, train_acc 0.557483, valid_loss 0.0016459559, valid_ic 0.021770, valid_icir 0.289008, valid_ric -0.001519, valid_ricir -0.011917, valid_mae 0.041063, valid_rmse 0.047530, valid_mape 199.006592, valid_acc 0.161486, test_loss 0.001178, ic 0.017916, icir 0.429888, ric 0.006158, ricir 0.073089, prec@10 0.523045, prec@30 0.524554, test_mae 0.021719, test_rmse 0.033973, test_mape 2520.462158, test_acc 0.461211
Epoch 69, train_loss 0.001092, train_ic 0.034963, train_icir 0.597795, train_ric 0.015097, train_ricir 0.236195, train_mae 0.019605, train_rmse 0.028087, train_mape 146.058319, train_acc 0.310386, valid_loss 0.0014598522, valid_ic 0.021275, valid_icir 0.378771, valid_ric 0.012349, valid_ricir 0.145512, valid_mae 0.028437, valid_rmse 0.035812, valid_mape 118.370583, valid_acc 0.703421, test_loss 0.001064, ic 0.010126, icir 0.284913, ric 0.007931, ricir 0.160651, prec@10 0.523868, prec@30 0.530316, test_mae 0.017302, test_rmse 0.032307, test_mape 700.517029, test_acc 0.482685
Epoch 70, train_loss 0.001110, train_ic 0.025909, train_icir 0.329425, train_ric 0.007073, train_ricir 0.065626, train_mae 0.038272, train_rmse 0.051493, train_mape 181.816177, train_acc 0.294819, valid_loss 0.0015529892, valid_ic 0.014228, valid_icir 0.198236, valid_ric -0.005129, valid_ricir -0.037468, valid_mae 0.025617, valid_rmse 0.033783, valid_mape 118.853394, valid_acc 0.828348, test_loss 0.001177, ic 0.012233, icir 0.279638, ric 0.004757, ricir 0.044501, prec@10 0.501235, prec@30 0.509328, test_mae 0.019302, test_rmse 0.033437, test_mape 2063.777832, test_acc 0.496808
Epoch 71, train_loss 0.001095, train_ic 0.024750, train_icir 0.447527, train_ric 0.008068, train_ricir 0.139493, train_mae 0.036430, train_rmse 0.045090, train_mape 107.908821, train_acc 0.335848, valid_loss 0.0014056119, valid_ic 0.013978, valid_icir 0.284229, valid_ric 0.005656, valid_ricir 0.072125, valid_mae 0.031596, valid_rmse 0.038460, valid_mape 128.144928, valid_acc 0.368328, test_loss 0.001029, ic 0.006139, icir 0.192523, ric -0.001355, ricir -0.032665, prec@10 0.535391, prec@30 0.531139, test_mae 0.017013, test_rmse 0.031602, test_mape 552.308350, test_acc 0.477655
Epoch 72, train_loss 0.001084, train_ic 0.027309, train_icir 0.366031, train_ric 0.004364, train_ricir 0.043345, train_mae 0.017281, train_rmse 0.024371, train_mape 309.796143, train_acc 0.329193, valid_loss 0.0016668712, valid_ic 0.012881, valid_icir 0.211434, valid_ric -0.011591, valid_ricir -0.095644, valid_mae 0.024845, valid_rmse 0.033303, valid_mape 126.485825, valid_acc 0.846921, test_loss 0.001244, ic 0.011675, icir 0.276359, ric -0.001222, ricir -0.014025, prec@10 0.581070, prec@30 0.552263, test_mae 0.020171, test_rmse 0.034365, test_mape 2505.788086, test_acc 0.496614
Epoch 73, train_loss 0.001096, train_ic 0.043300, train_icir 0.550394, train_ric 0.008701, train_ricir 0.094672, train_mae 0.018590, train_rmse 0.023918, train_mape 206.058578, train_acc 0.341381, valid_loss 0.0014828747, valid_ic 0.029589, valid_icir 0.367324, valid_ric 0.010607, valid_ricir 0.087931, valid_mae 0.034665, valid_rmse 0.041267, valid_mape 158.610733, valid_acc 0.248289, test_loss 0.001083, ic 0.017759, icir 0.406378, ric 0.001647, ricir 0.026834, prec@10 0.527984, prec@30 0.532373, test_mae 0.018649, test_rmse 0.032014, test_mape 714.735474, test_acc 0.476494
Epoch 74, train_loss 0.001086, train_ic 0.034534, train_icir 0.413361, train_ric 0.013403, train_ricir 0.118325, train_mae 0.013892, train_rmse 0.020498, train_mape 180.821640, train_acc 0.475586, valid_loss 0.0014791809, valid_ic 0.017618, valid_icir 0.230765, valid_ric -0.005026, valid_ricir -0.037080, valid_mae 0.031338, valid_rmse 0.038810, valid_mape 129.792099, valid_acc 0.408016, test_loss 0.001053, ic 0.014637, icir 0.328083, ric 0.005377, ricir 0.051722, prec@10 0.525926, prec@30 0.521536, test_mae 0.017761, test_rmse 0.032095, test_mape 211.835068, test_acc 0.478236
Epoch 75, train_loss 0.001095, train_ic 0.015327, train_icir 0.302364, train_ric 0.014206, train_ricir 0.259907, train_mae 0.028759, train_rmse 0.040760, train_mape 273.976501, train_acc 0.505587, valid_loss 0.0017658705, valid_ic 0.007558, valid_icir 0.172817, valid_ric 0.007058, valid_ricir 0.104836, valid_mae 0.021811, valid_rmse 0.030636, valid_mape 134.711868, valid_acc 0.853959, test_loss 0.001380, ic 0.001867, icir 0.068685, ric 0.001951, ricir 0.046636, prec@10 0.522222, prec@30 0.507682, test_mae 0.023711, test_rmse 0.036936, test_mape 4343.102051, test_acc 0.494680
Epoch 76, train_loss 0.001094, train_ic 0.033717, train_icir 0.435109, train_ric 0.000944, train_ricir 0.009450, train_mae 0.017407, train_rmse 0.024832, train_mape 253.362061, train_acc 0.498018, valid_loss 0.0015114564, valid_ic 0.021771, valid_icir 0.266355, valid_ric -0.006337, valid_ricir -0.046126, valid_mae 0.040408, valid_rmse 0.046684, valid_mape 195.461746, valid_acc 0.166764, test_loss 0.001136, ic 0.014324, icir 0.371506, ric -0.000735, ricir -0.009645, prec@10 0.532922, prec@30 0.538957, test_mae 0.020493, test_rmse 0.032962, test_mape 2215.108154, test_acc 0.467789
Epoch 77, train_loss 0.001084, train_ic 0.016140, train_icir 0.296102, train_ric 0.027389, train_ricir 0.417722, train_mae 0.014942, train_rmse 0.022332, train_mape 150.349670, train_acc 0.600870, valid_loss 0.0015596297, valid_ic 0.009607, valid_icir 0.199253, valid_ric 0.019005, valid_ricir 0.256210, valid_mae 0.026340, valid_rmse 0.033871, valid_mape 127.267120, valid_acc 0.798436, test_loss 0.001138, ic 0.004388, icir 0.108992, ric 0.024177, ricir 0.448032, prec@10 0.509465, prec@30 0.502743, test_mae 0.018543, test_rmse 0.033222, test_mape 1514.623779, test_acc 0.487328
Epoch 78, train_loss 0.001086, train_ic 0.028940, train_icir 0.471514, train_ric 0.004436, train_ricir 0.062477, train_mae 0.038411, train_rmse 0.048342, train_mape 115.656685, train_acc 0.431794, valid_loss 0.0014323179, valid_ic 0.016999, valid_icir 0.284145, valid_ric 0.000753, valid_ricir 0.007720, valid_mae 0.031054, valid_rmse 0.038263, valid_mape 126.977600, valid_acc 0.406256, test_loss 0.001055, ic 0.009174, icir 0.256269, ric 0.000841, ricir 0.018563, prec@10 0.534156, prec@30 0.533745, test_mae 0.017250, test_rmse 0.031878, test_mape 731.000610, test_acc 0.505707
Epoch 79, train_loss 0.001076, train_ic 0.045969, train_icir 0.671864, train_ric 0.015597, train_ricir 0.213864, train_mae 0.011167, train_rmse 0.017340, train_mape 138.261261, train_acc 0.480493, valid_loss 0.0014150290, valid_ic 0.029946, valid_icir 0.421782, valid_ric 0.013104, valid_ricir 0.130234, valid_mae 0.028970, valid_rmse 0.036154, valid_mape 117.425003, valid_acc 0.638514, test_loss 0.001036, ic 0.017943, icir 0.543748, ric 0.009082, ricir 0.205388, prec@10 0.532922, prec@30 0.532647, test_mae 0.017106, test_rmse 0.031496, test_mape 679.848022, test_acc 0.493132
Epoch 80, train_loss 0.001079, train_ic 0.031725, train_icir 0.515018, train_ric 0.015482, train_ricir 0.226672, train_mae 0.068090, train_rmse 0.073043, train_mape 81.824646, train_acc 0.833699, valid_loss 0.0016125163, valid_ic 0.021183, valid_icir 0.351603, valid_ric 0.019505, valid_ricir 0.209012, valid_mae 0.022223, valid_rmse 0.030219, valid_mape 128.607742, valid_acc 0.873705, test_loss 0.001275, ic 0.007932, icir 0.186618, ric 0.010892, ricir 0.167194, prec@10 0.556790, prec@30 0.558162, test_mae 0.021601, test_rmse 0.034839, test_mape 3398.333008, test_acc 0.502418
Epoch 81, train_loss 0.001077, train_ic 0.025197, train_icir 0.343967, train_ric 0.032115, train_ricir 0.331573, train_mae 0.022690, train_rmse 0.029044, train_mape 250.969284, train_acc 0.234528, valid_loss 0.0016236849, valid_ic 0.016245, valid_icir 0.226211, valid_ric 0.013401, valid_ricir 0.110156, valid_mae 0.023483, valid_rmse 0.031495, valid_mape 128.580078, valid_acc 0.873900, test_loss 0.001241, ic 0.011305, icir 0.244922, ric 0.027159, ricir 0.384678, prec@10 0.512346, prec@30 0.507270, test_mae 0.020846, test_rmse 0.034839, test_mape 1994.713379, test_acc 0.501257
Epoch 82, train_loss 0.001071, train_ic 0.027078, train_icir 0.440539, train_ric 0.021534, train_ricir 0.298611, train_mae 0.017560, train_rmse 0.026948, train_mape 264.706970, train_acc 0.615798, valid_loss 0.0015627705, valid_ic 0.017749, valid_icir 0.329272, valid_ric 0.013495, valid_ricir 0.157307, valid_mae 0.040489, valid_rmse 0.046533, valid_mape 192.838165, valid_acc 0.172434, test_loss 0.001128, ic 0.011268, icir 0.291545, ric 0.018634, ricir 0.347791, prec@10 0.530041, prec@30 0.532510, test_mae 0.020968, test_rmse 0.033027, test_mape 3889.860596, test_acc 0.471078
Epoch 83, train_loss 0.001060, train_ic 0.028029, train_icir 0.479230, train_ric 0.006944, train_ricir 0.112635, train_mae 0.021707, train_rmse 0.029236, train_mape 98.737076, train_acc 0.679423, valid_loss 0.0014639586, valid_ic 0.013905, valid_icir 0.272706, valid_ric -0.000653, valid_ricir -0.008416, valid_mae 0.030432, valid_rmse 0.037559, valid_mape 121.957108, valid_acc 0.505767, test_loss 0.001018, ic 0.006282, icir 0.204030, ric -0.004009, ricir -0.098657, prec@10 0.516872, prec@30 0.519479, test_mae 0.017025, test_rmse 0.031260, test_mape 641.942139, test_acc 0.483266
Epoch 84, train_loss 0.001069, train_ic 0.043052, train_icir 0.555295, train_ric 0.007563, train_ricir 0.083424, train_mae 0.017885, train_rmse 0.026029, train_mape 176.667816, train_acc 0.435861, valid_loss 0.0014582716, valid_ic 0.031085, valid_icir 0.373409, valid_ric 0.007846, valid_ricir 0.065618, valid_mae 0.028412, valid_rmse 0.036020, valid_mape 124.097191, valid_acc 0.634604, test_loss 0.001052, ic 0.020833, icir 0.442811, ric 0.004389, ricir 0.065017, prec@10 0.565844, prec@30 0.539781, test_mae 0.017594, test_rmse 0.031644, test_mape 747.386841, test_acc 0.475527
Epoch 85, train_loss 0.001067, train_ic 0.029337, train_icir 0.360217, train_ric 0.012292, train_ricir 0.110583, train_mae 0.024319, train_rmse 0.031900, train_mape 196.114517, train_acc 0.291586, valid_loss 0.0015094120, valid_ic 0.014011, valid_icir 0.197082, valid_ric -0.006170, valid_ricir -0.048274, valid_mae 0.025196, valid_rmse 0.033276, valid_mape 116.312874, valid_acc 0.834800, test_loss 0.001114, ic 0.011397, icir 0.242203, ric -0.001743, ricir -0.016328, prec@10 0.539506, prec@30 0.518793, test_mae 0.018759, test_rmse 0.032506, test_mape 1766.867065, test_acc 0.491971
