Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2024,
        "test_year": 2025,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 86, train_loss 0.001082, train_ic 0.035531, train_icir 0.528644, train_ric 0.020157, train_ricir 0.249161, train_mae 0.022488, train_rmse 0.030861, train_mape 191.274002, train_acc 0.494883, valid_loss 0.0014987118, valid_ic 0.021786, valid_icir 0.372124, valid_ric 0.008948, valid_ricir 0.093540, valid_mae 0.024898, valid_rmse 0.032654, valid_mape 119.115601, valid_acc 0.862366, test_loss 0.001119, ic 0.013763, icir 0.411546, ric 0.017125, ricir 0.338287, prec@10 0.528395, prec@30 0.528807, test_mae 0.018797, test_rmse 0.032564, test_mape 1540.216431, test_acc 0.492165
Epoch 87, train_loss 0.001072, train_ic 0.031681, train_icir 0.438774, train_ric 0.024010, train_ricir 0.279629, train_mae 0.013541, train_rmse 0.019697, train_mape 156.849060, train_acc 0.370799, valid_loss 0.0014024934, valid_ic 0.019210, valid_icir 0.287478, valid_ric 0.007822, valid_ricir 0.077578, valid_mae 0.033507, valid_rmse 0.040233, valid_mape 139.502274, valid_acc 0.228543, test_loss 0.001011, ic 0.013260, icir 0.344950, ric 0.011964, ricir 0.187328, prec@10 0.529218, prec@30 0.516324, test_mae 0.017511, test_rmse 0.031162, test_mape 916.693115, test_acc 0.471658
Epoch 88, train_loss 0.001082, train_ic 0.042264, train_icir 0.550428, train_ric -0.005501, train_ricir -0.063446, train_mae 0.020440, train_rmse 0.032296, train_mape 143.688446, train_acc 0.608168, valid_loss 0.0014326765, valid_ic 0.028032, valid_icir 0.324605, valid_ric 0.001039, valid_ricir 0.008059, valid_mae 0.026823, valid_rmse 0.034257, valid_mape 113.641212, valid_acc 0.809580, test_loss 0.001064, ic 0.014226, icir 0.383916, ric -0.014332, ricir -0.223937, prec@10 0.551852, prec@30 0.542387, test_mae 0.017791, test_rmse 0.031554, test_mape 2493.810547, test_acc 0.487522
Epoch 89, train_loss 0.001058, train_ic 0.029269, train_icir 0.493893, train_ric 0.008208, train_ricir 0.140638, train_mae 0.030763, train_rmse 0.037260, train_mape 101.382996, train_acc 0.693170, valid_loss 0.0014165722, valid_ic 0.018106, valid_icir 0.287662, valid_ric 0.003474, valid_ricir 0.042841, valid_mae 0.029137, valid_rmse 0.036239, valid_mape 118.349815, valid_acc 0.632845, test_loss 0.001036, ic 0.006785, icir 0.206474, ric -0.003644, ricir -0.106343, prec@10 0.566255, prec@30 0.549383, test_mae 0.017172, test_rmse 0.031191, test_mape 2171.248291, test_acc 0.489650
Epoch 90, train_loss 0.001058, train_ic 0.020245, train_icir 0.285374, train_ric 0.014873, train_ricir 0.165823, train_mae 0.019934, train_rmse 0.028249, train_mape 113.012871, train_acc 0.752381, valid_loss 0.0014587009, valid_ic 0.009370, valid_icir 0.154723, valid_ric 0.000143, valid_ricir 0.001419, valid_mae 0.035328, valid_rmse 0.042017, valid_mape 152.201126, valid_acc 0.199804, test_loss 0.001033, ic 0.008023, icir 0.212310, ric 0.013921, ricir 0.198962, prec@10 0.499177, prec@30 0.510425, test_mae 0.018305, test_rmse 0.031685, test_mape 2538.413330, test_acc 0.476301
Epoch 91, train_loss 0.001068, train_ic 0.041549, train_icir 0.522202, train_ric 0.001820, train_ricir 0.020207, train_mae 0.023393, train_rmse 0.033183, train_mape 184.210983, train_acc 0.341060, valid_loss 0.0014915867, valid_ic 0.022734, valid_icir 0.275430, valid_ric -0.001811, valid_ricir -0.014639, valid_mae 0.026380, valid_rmse 0.034006, valid_mape 115.985283, valid_acc 0.818964, test_loss 0.001078, ic 0.014310, icir 0.365186, ric -0.008304, ricir -0.128534, prec@10 0.565021, prec@30 0.549108, test_mae 0.017947, test_rmse 0.031695, test_mape 1673.360474, test_acc 0.488102
Epoch 92, train_loss 0.001071, train_ic 0.037687, train_icir 0.598647, train_ric 0.024918, train_ricir 0.376630, train_mae 0.025817, train_rmse 0.032576, train_mape 139.611923, train_acc 0.314541, valid_loss 0.0014367451, valid_ic 0.023329, valid_icir 0.373259, valid_ric 0.017071, valid_ricir 0.196763, valid_mae 0.034773, valid_rmse 0.041226, valid_mape 151.405762, valid_acc 0.221310, test_loss 0.001033, ic 0.013358, icir 0.423812, ric 0.013228, ricir 0.339049, prec@10 0.530453, prec@30 0.517558, test_mae 0.018493, test_rmse 0.031214, test_mape 2650.819824, test_acc 0.473979
Epoch 93, train_loss 0.001054, train_ic 0.031097, train_icir 0.477313, train_ric 0.027687, train_ricir 0.335617, train_mae 0.024163, train_rmse 0.033101, train_mape 130.686920, train_acc 0.424340, valid_loss 0.0014325870, valid_ic 0.017294, valid_icir 0.333027, valid_ric 0.010665, valid_ricir 0.111308, valid_mae 0.030415, valid_rmse 0.037432, valid_mape 123.128952, valid_acc 0.437732, test_loss 0.001015, ic 0.012544, icir 0.362879, ric 0.019991, ricir 0.337033, prec@10 0.505350, prec@30 0.525789, test_mae 0.017002, test_rmse 0.031132, test_mape 1123.809204, test_acc 0.498549
Epoch 94, train_loss 0.001063, train_ic 0.037377, train_icir 0.456202, train_ric 0.005946, train_ricir 0.057423, train_mae 0.014423, train_rmse 0.021712, train_mape 2342.782471, train_acc 0.471468, valid_loss 0.0014049034, valid_ic 0.022689, valid_icir 0.256277, valid_ric -0.000572, valid_ricir -0.004131, valid_mae 0.029722, valid_rmse 0.036870, valid_mape 120.223473, valid_acc 0.509482, test_loss 0.001010, ic 0.016015, icir 0.375797, ric 0.002776, ricir 0.032477, prec@10 0.518107, prec@30 0.514266, test_mae 0.017047, test_rmse 0.030379, test_mape 551.717773, test_acc 0.489843
Epoch 95, train_loss 0.001062, train_ic 0.042079, train_icir 0.658232, train_ric 0.016051, train_ricir 0.238067, train_mae 0.019766, train_rmse 0.028492, train_mape 135.042496, train_acc 0.661031, valid_loss 0.0014338504, valid_ic 0.030894, valid_icir 0.453605, valid_ric 0.015562, valid_ricir 0.163501, valid_mae 0.026725, valid_rmse 0.034139, valid_mape 117.238937, valid_acc 0.794721, test_loss 0.001063, ic 0.017717, icir 0.537273, ric 0.007734, ricir 0.194664, prec@10 0.522222, prec@30 0.534294, test_mae 0.017954, test_rmse 0.031919, test_mape 748.369324, test_acc 0.492939
Epoch 96, train_loss 0.001056, train_ic 0.028225, train_icir 0.431553, train_ric 0.033443, train_ricir 0.388090, train_mae 0.017999, train_rmse 0.028775, train_mape 1410.075806, train_acc 0.593871, valid_loss 0.0014256433, valid_ic 0.018742, valid_icir 0.323104, valid_ric 0.019329, valid_ricir 0.192293, valid_mae 0.034309, valid_rmse 0.040658, valid_mape 144.243011, valid_acc 0.227761, test_loss 0.001002, ic 0.011968, icir 0.336775, ric 0.031220, ricir 0.556218, prec@10 0.500412, prec@30 0.502606, test_mae 0.017709, test_rmse 0.030851, test_mape 2315.578613, test_acc 0.487909
Epoch 97, train_loss 0.001060, train_ic 0.028938, train_icir 0.446494, train_ric 0.016253, train_ricir 0.236271, train_mae 0.014573, train_rmse 0.022822, train_mape 165.415405, train_acc 0.580375, valid_loss 0.0014094858, valid_ic 0.020315, valid_icir 0.324398, valid_ric 0.015586, valid_ricir 0.179676, valid_mae 0.031342, valid_rmse 0.037958, valid_mape 129.918457, valid_acc 0.362463, test_loss 0.001021, ic 0.008792, icir 0.178167, ric 0.012018, ricir 0.182212, prec@10 0.574897, prec@30 0.548148, test_mae 0.016886, test_rmse 0.030778, test_mape 775.173645, test_acc 0.503386
Epoch 98, train_loss 0.001058, train_ic 0.024400, train_icir 0.366399, train_ric 0.017612, train_ricir 0.215825, train_mae 0.015147, train_rmse 0.021467, train_mape 167.497269, train_acc 0.406065, valid_loss 0.0014578574, valid_ic 0.012468, valid_icir 0.204266, valid_ric 0.005167, valid_ricir 0.055266, valid_mae 0.033467, valid_rmse 0.040202, valid_mape 141.301544, valid_acc 0.267840, test_loss 0.001015, ic 0.009619, icir 0.237349, ric 0.013865, ricir 0.234161, prec@10 0.532510, prec@30 0.527435, test_mae 0.017380, test_rmse 0.030634, test_mape 1539.872803, test_acc 0.490037
Epoch 99, train_loss 0.001054, train_ic 0.034613, train_icir 0.588938, train_ric 0.017347, train_ricir 0.256376, train_mae 0.017200, train_rmse 0.024757, train_mape 132.447830, train_acc 0.572368, valid_loss 0.0014094861, valid_ic 0.026608, valid_icir 0.394068, valid_ric 0.021722, valid_ricir 0.224504, valid_mae 0.034974, valid_rmse 0.041176, valid_mape 150.082291, valid_acc 0.212903, test_loss 0.001011, ic 0.012043, icir 0.343626, ric 0.014339, ricir 0.228840, prec@10 0.518519, prec@30 0.533333, test_mae 0.018098, test_rmse 0.030966, test_mape 1228.077759, test_acc 0.470497
Epoch 100, train_loss 0.001053, train_ic 0.039505, train_icir 0.519447, train_ric 0.021717, train_ricir 0.224179, train_mae 0.015583, train_rmse 0.022146, train_mape 147.942078, train_acc 0.523791, valid_loss 0.0014158764, valid_ic 0.026312, valid_icir 0.376607, valid_ric 0.007769, valid_ricir 0.068657, valid_mae 0.034694, valid_rmse 0.041222, valid_mape 147.055954, valid_acc 0.216422, test_loss 0.000998, ic 0.018853, icir 0.462465, ric 0.014225, ricir 0.189633, prec@10 0.529630, prec@30 0.527298, test_mae 0.017797, test_rmse 0.030992, test_mape 2229.377441, test_acc 0.482105
Epoch 101, train_loss 0.001043, train_ic 0.032163, train_icir 0.385538, train_ric 0.001010, train_ricir 0.009354, train_mae 0.023444, train_rmse 0.031753, train_mape 139.479401, train_acc 0.355013, valid_loss 0.0013984491, valid_ic 0.017563, valid_icir 0.211597, valid_ric -0.011016, valid_ricir -0.080226, valid_mae 0.033369, valid_rmse 0.040182, valid_mape 140.690643, valid_acc 0.253177, test_loss 0.001000, ic 0.014668, icir 0.302525, ric -0.003405, ricir -0.034215, prec@10 0.560494, prec@30 0.536626, test_mae 0.017413, test_rmse 0.030615, test_mape 1221.502563, test_acc 0.479977
Epoch 102, train_loss 0.001048, train_ic 0.036883, train_icir 0.492677, train_ric 0.012313, train_ricir 0.137836, train_mae 0.036114, train_rmse 0.041883, train_mape 145.923965, train_acc 0.253313, valid_loss 0.0015122800, valid_ic 0.020817, valid_icir 0.322405, valid_ric -0.002102, valid_ricir -0.019821, valid_mae 0.040439, valid_rmse 0.046336, valid_mape 194.050934, valid_acc 0.163441, test_loss 0.001090, ic 0.014885, icir 0.395512, ric 0.002173, ricir 0.030342, prec@10 0.519753, prec@30 0.529904, test_mae 0.020282, test_rmse 0.032020, test_mape 2990.365723, test_acc 0.469530
Epoch 103, train_loss 0.001062, train_ic 0.024270, train_icir 0.391734, train_ric 0.025346, train_ricir 0.326594, train_mae 0.023232, train_rmse 0.032372, train_mape 159.065445, train_acc 0.415136, valid_loss 0.0014528252, valid_ic 0.015764, valid_icir 0.299127, valid_ric 0.013656, valid_ricir 0.158538, valid_mae 0.026687, valid_rmse 0.033881, valid_mape 117.936729, valid_acc 0.798045, test_loss 0.001067, ic 0.010311, icir 0.277254, ric 0.022551, ricir 0.440808, prec@10 0.508642, prec@30 0.521125, test_mae 0.017809, test_rmse 0.031630, test_mape 1730.660645, test_acc 0.497388
Epoch 104, train_loss 0.001049, train_ic 0.037923, train_icir 0.537262, train_ric 0.018796, train_ricir 0.222306, train_mae 0.026580, train_rmse 0.036689, train_mape 147.808472, train_acc 0.430050, valid_loss 0.0014092372, valid_ic 0.027735, valid_icir 0.392320, valid_ric 0.009419, valid_ricir 0.087567, valid_mae 0.029016, valid_rmse 0.035921, valid_mape 121.599945, valid_acc 0.547410, test_loss 0.001035, ic 0.019650, icir 0.451386, ric 0.017233, ricir 0.323113, prec@10 0.524280, prec@30 0.535940, test_mae 0.017288, test_rmse 0.031282, test_mape 504.758270, test_acc 0.511317
Epoch 105, train_loss 0.001055, train_ic 0.029159, train_icir 0.388106, train_ric -0.000117, train_ricir -0.001287, train_mae 0.024317, train_rmse 0.034351, train_mape 211.058304, train_acc 0.494040, valid_loss 0.0015018842, valid_ic 0.014953, valid_icir 0.186993, valid_ric -0.008378, valid_ricir -0.066878, valid_mae 0.039540, valid_rmse 0.045745, valid_mape 188.969772, valid_acc 0.182991, test_loss 0.001101, ic 0.010331, icir 0.254544, ric -0.004628, ricir -0.061638, prec@10 0.531276, prec@30 0.536077, test_mae 0.020376, test_rmse 0.032130, test_mape 2919.924805, test_acc 0.473206
Epoch 106, train_loss 0.001047, train_ic 0.032094, train_icir 0.452019, train_ric 0.012753, train_ricir 0.169487, train_mae 0.019851, train_rmse 0.027814, train_mape 224.308640, train_acc 0.654440, valid_loss 0.0018214890, valid_ic 0.016201, valid_icir 0.237943, valid_ric 0.001408, valid_ricir 0.014607, valid_mae 0.020416, valid_rmse 0.029293, valid_mape 146.127899, valid_acc 0.863930, test_loss 0.001446, ic 0.010562, icir 0.279205, ric 0.002241, ricir 0.037255, prec@10 0.511523, prec@30 0.504115, test_mae 0.025852, test_rmse 0.037266, test_mape 4485.580566, test_acc 0.491584
Epoch 107, train_loss 0.001048, train_ic 0.036688, train_icir 0.463578, train_ric 0.010928, train_ricir 0.106655, train_mae 0.023463, train_rmse 0.033120, train_mape 240.792587, train_acc 0.448127, valid_loss 0.0015106188, valid_ic 0.021031, valid_icir 0.300075, valid_ric -0.003660, valid_ricir -0.030990, valid_mae 0.025849, valid_rmse 0.033355, valid_mape 119.594765, valid_acc 0.835386, test_loss 0.001113, ic 0.018223, icir 0.414767, ric 0.005483, ricir 0.070562, prec@10 0.538683, prec@30 0.534568, test_mae 0.019006, test_rmse 0.032705, test_mape 1782.201050, test_acc 0.500097
Epoch 108, train_loss 0.001053, train_ic 0.027505, train_icir 0.314660, train_ric 0.004713, train_ricir 0.043473, train_mae 0.021745, train_rmse 0.031979, train_mape 205.446808, train_acc 0.457760, valid_loss 0.0015452100, valid_ic 0.012590, valid_icir 0.159940, valid_ric -0.010183, valid_ricir -0.080470, valid_mae 0.025806, valid_rmse 0.033667, valid_mape 117.470024, valid_acc 0.829521, test_loss 0.001123, ic 0.011887, icir 0.220114, ric -0.002885, ricir -0.026872, prec@10 0.574074, prec@30 0.554733, test_mae 0.019170, test_rmse 0.031994, test_mape 1480.647705, test_acc 0.486168
Epoch 109, train_loss 0.001044, train_ic 0.029178, train_icir 0.414390, train_ric 0.021026, train_ricir 0.250834, train_mae 0.016820, train_rmse 0.023332, train_mape 155.722260, train_acc 0.330094, valid_loss 0.0014024329, valid_ic 0.017163, valid_icir 0.280685, valid_ric 0.003002, valid_ricir 0.033321, valid_mae 0.032295, valid_rmse 0.039111, valid_mape 129.726349, valid_acc 0.285044, test_loss 0.000993, ic 0.012040, icir 0.314795, ric 0.011556, ricir 0.191026, prec@10 0.518107, prec@30 0.520850, test_mae 0.017297, test_rmse 0.030654, test_mape 761.498108, test_acc 0.484426
Epoch 110, train_loss 0.001031, train_ic 0.035639, train_icir 0.500490, train_ric 0.011020, train_ricir 0.139907, train_mae 0.041843, train_rmse 0.048846, train_mape 228.712845, train_acc 0.220364, valid_loss 0.0016619109, valid_ic 0.020701, valid_icir 0.292152, valid_ric 0.001761, valid_ricir 0.017514, valid_mae 0.043544, valid_rmse 0.049245, valid_mape 221.376007, valid_acc 0.156207, test_loss 0.001232, ic 0.015000, icir 0.393617, ric 0.001193, ricir 0.020490, prec@10 0.541975, prec@30 0.533059, test_mae 0.023755, test_rmse 0.034328, test_mape 3817.423340, test_acc 0.465467
Epoch 111, train_loss 0.001043, train_ic 0.037233, train_icir 0.560478, train_ric 0.016741, train_ricir 0.247817, train_mae 0.018039, train_rmse 0.025898, train_mape 132.741104, train_acc 0.446434, valid_loss 0.0014378283, valid_ic 0.017510, valid_icir 0.320512, valid_ric 0.001485, valid_ricir 0.018756, valid_mae 0.029236, valid_rmse 0.036173, valid_mape 115.401138, valid_acc 0.611144, test_loss 0.000993, ic 0.015652, icir 0.468573, ric 0.008257, ricir 0.191025, prec@10 0.541152, prec@30 0.535254, test_mae 0.016817, test_rmse 0.030621, test_mape 350.176117, test_acc 0.494486
Epoch 112, train_loss 0.001040, train_ic 0.023783, train_icir 0.359725, train_ric 0.012566, train_ricir 0.171481, train_mae 0.028257, train_rmse 0.034851, train_mape 111.054741, train_acc 0.646065, valid_loss 0.0014520331, valid_ic 0.011747, valid_icir 0.178467, valid_ric 0.001468, valid_ricir 0.016673, valid_mae 0.028610, valid_rmse 0.035987, valid_mape 120.234085, valid_acc 0.686022, test_loss 0.001050, ic 0.006904, icir 0.165285, ric 0.004498, ricir 0.068508, prec@10 0.499588, prec@30 0.498628, test_mae 0.017949, test_rmse 0.031724, test_mape 2074.290039, test_acc 0.478623
Epoch 113, train_loss 0.001043, train_ic 0.048071, train_icir 0.680162, train_ric 0.018402, train_ricir 0.232526, train_mae 0.013215, train_rmse 0.019217, train_mape 130.376465, train_acc 0.537368, valid_loss 0.0013788033, valid_ic 0.036146, valid_icir 0.444668, valid_ric 0.019885, valid_ricir 0.180356, valid_mae 0.028498, valid_rmse 0.035534, valid_mape 120.248352, valid_acc 0.685630, test_loss 0.001015, ic 0.018318, icir 0.478136, ric 0.006879, ricir 0.123351, prec@10 0.506996, prec@30 0.506859, test_mae 0.017526, test_rmse 0.030970, test_mape 496.785889, test_acc 0.481524
Epoch 114, train_loss 0.001042, train_ic 0.037321, train_icir 0.451240, train_ric -0.004073, train_ricir -0.044516, train_mae 0.021872, train_rmse 0.032036, train_mape 173.382278, train_acc 0.432099, valid_loss 0.0014229956, valid_ic 0.022221, valid_icir 0.232671, valid_ric -0.002009, valid_ricir -0.015953, valid_mae 0.030584, valid_rmse 0.037853, valid_mape 128.716263, valid_acc 0.493255, test_loss 0.001026, ic 0.014244, icir 0.293090, ric -0.013706, ricir -0.189881, prec@10 0.526749, prec@30 0.515775, test_mae 0.017890, test_rmse 0.030940, test_mape 521.227112, test_acc 0.471658
Epoch 115, train_loss 0.001036, train_ic 0.039508, train_icir 0.626803, train_ric 0.025793, train_ricir 0.380140, train_mae 0.013801, train_rmse 0.019799, train_mape 147.893600, train_acc 0.414452, valid_loss 0.0013899044, valid_ic 0.022483, valid_icir 0.369590, valid_ric 0.011203, valid_ricir 0.125609, valid_mae 0.033826, valid_rmse 0.040348, valid_mape 138.596832, valid_acc 0.212903, test_loss 0.000978, ic 0.012451, icir 0.408925, ric 0.013069, ricir 0.269660, prec@10 0.524280, prec@30 0.534568, test_mae 0.017458, test_rmse 0.030232, test_mape 1625.874878, test_acc 0.467595
Epoch 116, train_loss 0.001030, train_ic 0.040730, train_icir 0.606105, train_ric 0.019314, train_ricir 0.288517, train_mae 0.016746, train_rmse 0.024179, train_mape 128.711014, train_acc 0.423916, valid_loss 0.0013676717, valid_ic 0.022549, valid_icir 0.325067, valid_ric 0.008959, valid_ricir 0.098280, valid_mae 0.029986, valid_rmse 0.036878, valid_mape 116.314522, valid_acc 0.504985, test_loss 0.000977, ic 0.013726, icir 0.444535, ric 0.002597, ricir 0.067011, prec@10 0.517284, prec@30 0.510425, test_mae 0.016773, test_rmse 0.030219, test_mape 238.522171, test_acc 0.482879
Epoch 117, train_loss 0.001043, train_ic 0.043502, train_icir 0.577638, train_ric 0.006167, train_ricir 0.076770, train_mae 0.024201, train_rmse 0.034230, train_mape 105.499908, train_acc 0.843108, valid_loss 0.0015510457, valid_ic 0.024738, valid_icir 0.286155, valid_ric -0.001175, valid_ricir -0.010067, valid_mae 0.040520, valid_rmse 0.046619, valid_mape 196.609436, valid_acc 0.166960, test_loss 0.001111, ic 0.017756, icir 0.436354, ric -0.008732, ricir -0.147156, prec@10 0.541152, prec@30 0.531139, test_mae 0.020876, test_rmse 0.032168, test_mape 2132.135498, test_acc 0.467982
Epoch 118, train_loss 0.001042, train_ic 0.032397, train_icir 0.396661, train_ric 0.006679, train_ricir 0.067960, train_mae 0.029125, train_rmse 0.035212, train_mape 195.144958, train_acc 0.324730, valid_loss 0.0014897542, valid_ic 0.017434, valid_icir 0.196806, valid_ric -0.001835, valid_ricir -0.014265, valid_mae 0.039269, valid_rmse 0.045341, valid_mape 188.377563, valid_acc 0.185142, test_loss 0.001095, ic 0.013849, icir 0.290090, ric 0.000995, ricir 0.012031, prec@10 0.539095, prec@30 0.527023, test_mae 0.020675, test_rmse 0.031869, test_mape 2782.478760, test_acc 0.469530
Epoch 119, train_loss 0.001030, train_ic 0.026302, train_icir 0.380980, train_ric 0.036724, train_ricir 0.416814, train_mae 0.021383, train_rmse 0.028456, train_mape 118.165031, train_acc 0.462342, valid_loss 0.0014378829, valid_ic 0.010507, valid_icir 0.154624, valid_ric 0.012098, valid_ricir 0.106071, valid_mae 0.029551, valid_rmse 0.036427, valid_mape 118.373283, valid_acc 0.592375, test_loss 0.001008, ic 0.008811, icir 0.227269, ric 0.025789, ricir 0.387371, prec@10 0.531687, prec@30 0.531413, test_mae 0.016954, test_rmse 0.031067, test_mape 172.530380, test_acc 0.483846
Epoch 120, train_loss 0.001039, train_ic 0.046545, train_icir 0.552166, train_ric 0.001263, train_ricir 0.012782, train_mae 0.017992, train_rmse 0.031197, train_mape 199.277374, train_acc 0.599316, valid_loss 0.0015717388, valid_ic 0.025680, valid_icir 0.286215, valid_ric -0.004005, valid_ricir -0.029958, valid_mae 0.024090, valid_rmse 0.032279, valid_mape 121.763023, valid_acc 0.859238, test_loss 0.001153, ic 0.021691, icir 0.497651, ric -0.008368, ricir -0.124740, prec@10 0.550617, prec@30 0.533059, test_mae 0.019554, test_rmse 0.032580, test_mape 2078.822998, test_acc 0.497001
Epoch 121, train_loss 0.001041, train_ic 0.039035, train_icir 0.620940, train_ric 0.030774, train_ricir 0.472192, train_mae 0.013962, train_rmse 0.021218, train_mape 164.011688, train_acc 0.491660, valid_loss 0.0013951866, valid_ic 0.023928, valid_icir 0.410717, valid_ric 0.022425, valid_ricir 0.261121, valid_mae 0.034119, valid_rmse 0.040253, valid_mape 142.945526, valid_acc 0.215640, test_loss 0.000986, ic 0.012404, icir 0.287316, ric 0.020663, ricir 0.367085, prec@10 0.573663, prec@30 0.566941, test_mae 0.017379, test_rmse 0.030168, test_mape 1535.472168, test_acc 0.479203
Epoch 122, train_loss 0.001038, train_ic 0.038280, train_icir 0.411712, train_ric 0.017446, train_ricir 0.145487, train_mae 0.021023, train_rmse 0.031043, train_mape 143.209213, train_acc 0.474672, valid_loss 0.0013975486, valid_ic 0.020030, valid_icir 0.219592, valid_ric -0.004549, valid_ricir -0.032821, valid_mae 0.032840, valid_rmse 0.039987, valid_mape 134.735550, valid_acc 0.289932, test_loss 0.001004, ic 0.018294, icir 0.292118, ric 0.001285, ricir 0.010961, prec@10 0.498765, prec@30 0.510014, test_mae 0.018066, test_rmse 0.031131, test_mape 1329.982788, test_acc 0.478236
Epoch 123, train_loss 0.001026, train_ic 0.045941, train_icir 0.657988, train_ric 0.019317, train_ricir 0.258945, train_mae 0.014839, train_rmse 0.021756, train_mape 240.421158, train_acc 0.407290, valid_loss 0.0014583192, valid_ic 0.029441, valid_icir 0.422686, valid_ric 0.007884, valid_ricir 0.081042, valid_mae 0.025437, valid_rmse 0.032987, valid_mape 115.730026, valid_acc 0.849267, test_loss 0.001070, ic 0.020087, icir 0.584039, ric 0.009072, ricir 0.184498, prec@10 0.511934, prec@30 0.523182, test_mae 0.018664, test_rmse 0.032013, test_mape 1681.297363, test_acc 0.489650
Epoch 124, train_loss 0.001041, train_ic 0.031384, train_icir 0.449319, train_ric 0.030692, train_ricir 0.361238, train_mae 0.010336, train_rmse 0.016450, train_mape 169.716583, train_acc 0.645478, valid_loss 0.0014236698, valid_ic 0.013660, valid_icir 0.233815, valid_ric 0.008929, valid_ricir 0.091524, valid_mae 0.034418, valid_rmse 0.040880, valid_mape 142.380402, valid_acc 0.213490, test_loss 0.000992, ic 0.011160, icir 0.307311, ric 0.021796, ricir 0.413376, prec@10 0.562963, prec@30 0.548834, test_mae 0.017723, test_rmse 0.030301, test_mape 2051.339111, test_acc 0.477655
Epoch 125, train_loss 0.001035, train_ic 0.031321, train_icir 0.409399, train_ric 0.017124, train_ricir 0.169698, train_mae 0.020419, train_rmse 0.029159, train_mape 150.907715, train_acc 0.591098, valid_loss 0.0014065610, valid_ic 0.013344, valid_icir 0.197621, valid_ric -0.005406, valid_ricir -0.047455, valid_mae 0.029474, valid_rmse 0.036437, valid_mape 114.219177, valid_acc 0.579863, test_loss 0.000995, ic 0.011831, icir 0.278921, ric 0.007037, ricir 0.085700, prec@10 0.549383, prec@30 0.544033, test_mae 0.016782, test_rmse 0.030425, test_mape 287.331665, test_acc 0.499129
Epoch 126, train_loss 0.001026, train_ic 0.042269, train_icir 0.584868, train_ric 0.009149, train_ricir 0.114113, train_mae 0.021755, train_rmse 0.032187, train_mape 1379.278564, train_acc 0.390490, valid_loss 0.0014503124, valid_ic 0.027200, valid_icir 0.322573, valid_ric 0.003011, valid_ricir 0.027346, valid_mae 0.026914, valid_rmse 0.034541, valid_mape 119.207596, valid_acc 0.739980, test_loss 0.001049, ic 0.018995, icir 0.498651, ric 0.001960, ricir 0.039003, prec@10 0.501235, prec@30 0.517147, test_mae 0.018112, test_rmse 0.031381, test_mape 500.148163, test_acc 0.483072
Epoch 127, train_loss 0.001030, train_ic 0.038276, train_icir 0.499998, train_ric 0.018124, train_ricir 0.193588, train_mae 0.018665, train_rmse 0.027794, train_mape 128.331009, train_acc 0.534311, valid_loss 0.0013978405, valid_ic 0.022167, valid_icir 0.292177, valid_ric 0.005313, valid_ricir 0.045259, valid_mae 0.031750, valid_rmse 0.038409, valid_mape 126.007286, valid_acc 0.297361, test_loss 0.000981, ic 0.016771, icir 0.371768, ric 0.011358, ricir 0.123165, prec@10 0.526337, prec@30 0.532647, test_mae 0.017048, test_rmse 0.030255, test_mape 478.253418, test_acc 0.489456
Epoch 128, train_loss 0.001029, train_ic 0.032642, train_icir 0.456778, train_ric 0.025411, train_ricir 0.286616, train_mae 0.012619, train_rmse 0.019499, train_mape 157.954483, train_acc 0.485783, valid_loss 0.0014160909, valid_ic 0.019470, valid_icir 0.294499, valid_ric 0.008679, valid_ricir 0.084683, valid_mae 0.032197, valid_rmse 0.038957, valid_mape 132.994110, valid_acc 0.340958, test_loss 0.001005, ic 0.013548, icir 0.341053, ric 0.019084, ricir 0.318989, prec@10 0.535391, prec@30 0.531139, test_mae 0.017515, test_rmse 0.030740, test_mape 1292.347656, test_acc 0.491584
Epoch 129, train_loss 0.001032, train_ic 0.035670, train_icir 0.483640, train_ric 0.003393, train_ricir 0.046430, train_mae 0.013828, train_rmse 0.019077, train_mape 10594.466797, train_acc 0.655419, valid_loss 0.0016296353, valid_ic 0.017693, valid_icir 0.227438, valid_ric -0.004291, valid_ricir -0.042921, valid_mae 0.043416, valid_rmse 0.049384, valid_mape 217.510361, valid_acc 0.153275, test_loss 0.001208, ic 0.012593, icir 0.290354, ric -0.008607, ricir -0.124280, prec@10 0.526749, prec@30 0.542112, test_mae 0.023208, test_rmse 0.034237, test_mape 3485.411377, test_acc 0.461598
